AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_4,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Effort
132.0,30.0,50.0,22.0,24.0,0.0,39.0,10.5,11.0,12.6,13.2,9.0,1666.0,0.0,23.538532,-19.54095,13.898989,-4.3213916,-81.97826,1383
286.0,94.0,36.0,44.0,38.0,55.0,267.0,6.0,6.5,6.0,6.5,6.0,1727.0,0.0,22.38429,-16.750504,12.963472,-3.8086865,-75.712776,1727
305.0,73.0,87.0,39.0,63.0,10.0,272.0,14.8,16.6,14.8,16.6,7.0,4504.0,0.0,56.65188,-47.591976,33.23384,-10.468279,-198.11269,4504
268.0,73.0,105.0,0.0,70.0,0.0,248.0,17.9,19.4,20.6,22.2,8.0,5517.0,0.0,68.06328,-58.82586,38.016075,-13.646584,-234.813,4800
110.0,36.0,15.0,0.0,49.0,10.0,110.0,23.2,23.2,23.2,23.2,24.0,2553.0,0.0,33.69408,-28.143934,19.828808,-6.2065854,-117.59558,2553
3963.0,1184.0,616.0,952.0,1091.0,42.0,3885.0,4.3,4.4,4.3,4.4,11.0,16921.0,0.0,169.325,-136.35728,98.03764,-30.311607,-585.44885,16921
397.0,83.0,252.0,16.0,58.0,0.0,409.0,18.8,18.2,22.6,22.0,7.0,8987.0,0.0,110.662865,-98.09855,59.027042,-23.71627,-377.2056,7459
254.0,90.0,39.0,3.0,117.0,0.0,119.0,15.3,15.6,15.3,15.6,11.0,3877.0,0.0,51.893826,-43.561325,30.455622,-9.585039,-181.42535,3877
134.0,73.0,0.0,22.0,14.0,0.0,33.0,15.6,19.2,18.8,23.1,8.0,2516.0,0.0,34.428238,-29.502768,19.372982,-6.841332,-118.60843,2088
266.0,101.0,70.0,26.0,56.0,5.0,258.0,17.7,18.2,21.3,21.9,8.0,5657.0,0.0,69.4572,-61.55954,36.93644,-14.961016,-236.21402,4695
237.0,114.0,11.0,44.0,42.0,0.0,181.0,13.5,15.2,16.3,18.3,9.0,3857.0,0.0,47.910107,-41.67116,26.347702,-9.849692,-164.30713,3201
1243.0,555.0,15.0,245.0,394.0,10.0,1219.0,9.2,9.4,11.1,11.4,9.0,13843.0,0.0,153.23856,-132.10294,86.40164,-30.217613,-531.15717,11490
666.0,138.0,233.0,124.0,105.0,5.0,605.0,1.1,1.2,1.1,1.2,13.0,752.0,0.0,23.4046,6.956852,18.424543,10.783469,-47.33363,752
1810.0,349.0,423.0,377.0,457.0,10.0,1616.0,16.2,18.2,16.2,18.2,35.0,29399.0,0.0,357.5496,-302.4889,208.9278,-66.32446,-1253.4149,29399
88.0,56.0,7.0,15.0,7.0,0.0,9.0,26.1,27.0,31.5,32.6,6.0,2770.0,0.0,38.60242,-33.577824,21.162289,-7.9809794,-132.09868,2299
62.0,19.0,8.0,9.0,15.0,0.0,51.0,14.2,17.3,15.3,18.6,5.0,949.0,0.0,13.806003,-10.779178,8.139871,-2.431739,-47.238705,883
305.0,59.0,102.0,19.0,60.0,21.0,138.0,28.5,33.3,34.4,40.2,10.0,10484.0,0.0,134.66081,-121.10601,69.75943,-29.994358,-455.262,8702
349.0,107.0,93.0,97.0,52.0,0.0,286.0,10.6,10.6,10.6,10.6,8.0,3703.0,0.0,48.096264,-40.344334,28.238226,-8.880092,-168.10663,3703
156.0,0.0,133.0,0.0,10.0,0.0,143.0,4.5,4.9,5.4,5.9,4.0,849.0,0.0,12.174746,-9.636219,8.181522,-2.2342649,-42.004093,705
100.0,24.0,76.0,3.0,7.0,0.0,40.0,14.3,13.0,14.3,13.0,15.0,1434.0,0.0,22.591309,-18.738537,13.345903,-4.145558,-78.656166,1434
222.0,20.0,5.0,93.0,73.0,0.0,47.0,11.0,12.8,13.3,15.5,4.0,2952.0,0.0,40.488514,-34.390472,23.206945,-7.799854,-140.38452,2450
506.0,54.0,161.0,43.0,173.0,80.0,511.0,6.9,6.8,6.9,6.8,9.0,3500.0,0.0,41.252563,-34.546886,24.242199,-7.6096816,-144.10452,3500
123.0,28.0,0.0,47.0,15.0,25.0,115.0,15.4,16.5,17.7,18.9,3.0,2179.0,0.0,28.372778,-24.364075,15.8479805,-5.7111735,-97.38988,1896
252.0,0.0,109.0,143.0,0.0,0.0,109.0,27.1,27.1,27.1,27.1,11.0,6821.0,0.0,93.63238,-78.91895,54.826736,-17.333038,-327.80997,6821
258.0,186.0,40.0,19.0,10.0,0.0,0.0,5.4,5.5,6.5,6.6,4.0,1678.0,0.0,28.537415,-23.77561,16.817831,-5.2493463,-99.51022,1393
166.0,67.0,88.0,6.0,0.0,0.0,37.0,15.7,16.2,18.9,19.5,7.0,3137.0,0.0,44.10342,-37.260937,25.547905,-8.341155,-153.46918,2604
181.0,45.0,39.0,38.0,42.0,5.0,169.0,20.1,21.5,22.6,24.2,10.0,4088.0,0.0,51.653233,-44.332363,29.145039,-10.199789,-178.5152,3638
284.0,99.0,112.0,26.0,28.0,0.0,220.0,11.4,12.2,11.4,12.2,4.0,3234.0,0.0,42.3553,-35.48104,24.88609,-7.814384,-147.97205,3234
52.0,0.0,60.0,0.0,0.0,0.0,0.0,4.8,4.2,5.8,5.1,3.0,304.0,0.0,10.873816,-14.174742,24.257877,0.6808445,-38.3686,252
102.0,72.0,0.0,18.0,0.0,7.0,0.0,10.1,10.6,12.1,12.8,3.0,1239.0,0.0,19.708158,-16.29616,11.6624365,-3.6103523,-68.54444,1028
58.0,26.0,29.0,3.0,0.0,0.0,22.0,11.9,11.9,14.4,14.4,5.0,833.0,0.0,13.864166,-12.0795765,11.612338,-1.976311,-50.250187,691
1196.0,626.0,108.0,56.0,413.0,5.0,1208.0,6.5,6.5,6.5,6.5,15.0,7824.0,1.0,83.325745,-70.187996,48.808697,-15.419806,-291.66275,7824
38.0,30.0,0.0,8.0,0.0,0.0,32.0,6.5,6.5,6.5,6.5,4.0,247.0,0.0,15.592719,-10.006234,33.423904,0.3025157,-39.385822,247
84.0,33.0,0.0,21.0,27.0,0.0,61.0,32.6,33.8,39.3,40.7,10.0,3299.0,0.0,43.609947,-38.980675,22.65836,-9.701922,-146.97263,2738
73.0,18.0,14.0,8.0,44.0,0.0,40.0,15.4,13.3,18.5,16.1,6.0,1351.0,0.0,19.325537,-16.30415,11.04039,-3.7639782,-66.49856,1121
449.0,352.0,12.0,12.0,52.0,0.0,0.0,35.7,37.5,43.0,45.2,8.0,19328.0,0.0,251.97597,-225.2832,132.46967,-55.022335,-856.32587,16042
551.0,188.0,116.0,52.0,114.0,5.0,223.0,4.4,5.1,5.3,6.2,13.0,2934.0,0.0,39.973694,-33.463528,23.495462,-7.3722835,-139.6193,2435
194.0,48.0,47.0,28.0,27.0,35.0,185.0,7.4,7.8,7.4,7.8,8.0,1440.0,0.0,19.692347,-15.031467,11.471672,-3.4026563,-66.97394,1440
185.0,36.0,14.0,50.0,32.0,10.0,142.0,34.7,45.2,34.7,45.2,16.0,6416.0,0.0,83.40082,-70.251564,48.852524,-15.433741,-291.926,6416
134.0,43.0,0.0,77.0,36.0,0.0,156.0,9.1,7.8,10.9,9.4,5.0,1461.0,0.0,18.342398,-15.287685,10.685289,-3.457197,-63.446888,1213
1241.0,575.0,45.0,319.0,301.0,0.0,1240.0,8.2,8.2,8.2,8.2,15.0,10222.0,0.0,115.40762,-97.36525,67.54128,-21.375221,-404.1797,10222
99.0,81.0,0.0,3.0,15.0,0.0,6.0,2.4,2.4,2.4,2.4,3.0,241.0,0.0,14.062013,-13.768083,31.352081,3.4085538,-43.76043,241
1285.0,685.0,67.0,133.0,620.0,7.0,1512.0,0.9,0.8,0.9,0.8,16.5,1200.0,0.0,51.168995,36.565125,49.18276,29.891624,-118.092575,1200
466.0,164.0,212.0,12.0,66.0,7.0,461.0,3.7,3.7,4.4,4.5,10.0,2058.0,0.0,23.906351,-18.228067,13.878439,-4.123393,-81.29579,1708
77.0,30.0,0.0,20.0,22.0,0.0,7.0,27.4,29.3,33.0,35.3,4.0,2540.0,0.0,35.55673,-31.110485,19.241226,-7.493174,-121.12921,2108
81.0,11.0,22.0,0.0,20.0,21.0,64.0,5.6,6.1,6.8,7.4,1.0,547.0,0.0,10.207012,-10.385965,16.898224,1.347358,-40.419395,454
694.0,61.0,164.0,168.0,145.0,60.0,598.0,5.9,6.8,5.9,6.8,8.0,4086.0,1.0,47.49415,-39.834267,27.88665,-8.768316,-165.99487,4086
62.0,18.0,7.0,6.0,10.0,17.0,7.0,32.7,34.9,39.4,42.1,5.0,2442.0,0.0,34.688423,-30.547451,18.52019,-7.4499307,-117.67224,2027
56.0,0.0,42.0,0.0,0.0,15.0,57.0,5.2,5.1,5.2,5.1,3.0,293.0,0.0,14.661506,-9.197773,27.835142,1.6737165,-39.465355,293
753.0,289.0,13.0,0.0,363.0,7.0,672.0,5.7,6.4,5.7,6.4,12.0,4301.0,0.0,43.855183,-36.75162,25.761866,-8.092811,-153.23239,4301
421.0,177.0,22.0,217.0,0.0,5.0,421.0,39.9,39.9,39.9,39.9,15.5,16788.0,0.0,214.25311,-181.09935,125.257065,-39.724087,-750.84845,16788
59.0,30.0,11.0,3.0,21.0,0.0,65.0,9.6,8.7,11.6,10.5,3.0,682.0,0.0,11.712243,-10.321775,15.891541,0.3821103,-44.11047,566
409.0,42.0,201.0,39.0,67.0,60.0,409.0,6.5,6.5,6.5,6.5,11.0,2672.0,0.0,33.478607,-27.9614,19.702991,-6.16659,-116.839874,2672
115.0,21.0,90.0,4.0,0.0,0.0,94.0,16.3,16.3,16.3,16.3,12.0,1869.0,0.0,26.75496,-22.265654,15.777055,-4.9184623,-93.258835,1869
93.0,58.0,20.0,4.0,10.0,0.0,22.0,8.6,8.7,10.4,10.5,3.0,967.0,0.0,15.964229,-13.866732,12.1268835,-2.7496245,-56.98302,803
71.0,30.0,15.0,12.0,7.0,5.0,0.0,56.6,58.2,68.2,70.2,7.0,4842.0,0.0,65.987274,-59.152237,34.249275,-14.680838,-222.76863,4019
971.0,345.0,42.0,249.0,150.0,10.0,796.0,5.0,6.1,6.0,7.4,14.0,5864.0,0.0,62.2615,-52.34402,36.509304,-11.509613,-217.78665,4867
74.0,15.0,7.0,42.0,0.0,10.0,74.0,42.3,42.3,42.3,42.3,17.0,3132.0,0.0,42.985603,-36.014977,25.254116,-7.9313874,-150.18262,3132
81.0,18.0,4.0,25.0,21.0,10.0,25.0,1.1,1.1,1.3,1.4,1.0,107.0,0.0,15.208577,-15.736598,40.02732,8.604331,-40.87743,89
106.0,6.0,33.0,19.0,0.0,55.0,113.0,10.6,10.0,12.8,12.0,7.0,1357.0,0.0,18.999685,-16.28975,10.536097,-3.880461,-64.801186,1126
1168.0,516.0,240.0,176.0,314.0,10.0,1256.0,1.3,1.2,1.3,1.2,8.0,1538.0,0.0,35.572807,24.003553,23.101143,10.547679,-82.96972,1538
1093.0,392.0,119.0,235.0,166.0,47.0,959.0,6.6,7.6,6.6,7.6,11.0,7263.0,0.0,82.62421,-69.5937,48.399067,-15.289576,-289.2023,7263
67.0,10.0,18.0,31.0,0.0,0.0,0.0,57.5,65.3,69.3,78.7,2.0,4642.0,0.0,63.495674,-56.96031,32.891914,-14.163368,-214.20215,3853
1256.0,270.0,121.0,450.0,90.0,50.0,981.0,23.0,29.4,41.0,52.5,28.0,51527.0,0.0,122.853966,-691.85486,18.941574,69.82293,-1287.4594,28855
72.0,67.0,5.0,0.0,0.0,0.0,6.0,17.3,17.3,20.9,20.9,15.0,1504.0,0.0,22.70958,-18.928934,13.306693,-4.228531,-78.87976,1248
777.0,287.0,159.0,38.0,147.0,45.0,676.0,19.4,22.2,22.2,25.6,13.0,17286.0,0.0,209.59543,-183.6194,114.776924,-43.232967,-720.80853,15039
131.0,30.0,33.0,18.0,35.0,12.0,128.0,37.8,38.6,45.5,46.6,13.0,5960.0,0.0,76.332,-69.28563,38.60882,-17.476793,-256.2003,4947
134.0,78.0,0.0,0.0,63.0,0.0,141.0,15.1,14.3,18.2,17.3,8.0,2433.0,0.0,30.264498,-26.336626,16.504036,-6.3134103,-103.21121,2019
826.0,255.0,295.0,72.0,157.0,0.0,779.0,6.5,6.9,6.5,6.9,42.0,5400.0,0.0,62.89184,-52.877995,36.87736,-11.626619,-219.99738,5400
3180.0,916.0,538.0,295.0,969.0,0.0,2718.0,10.4,12.2,10.4,12.2,36.0,33028.0,1.0,381.9376,-323.1485,223.16791,-70.85166,-1338.9479,33028
324.0,175.0,108.0,29.0,17.0,5.0,334.0,15.7,15.2,15.7,15.2,13.0,5078.0,0.0,64.59942,-54.32451,37.874413,-11.9436,-225.98615,5078
220.0,132.0,45.0,30.0,7.0,0.0,49.0,3.2,3.3,3.2,3.3,3.0,701.0,0.0,17.039852,-13.814832,19.497505,-0.5938309,-62.293385,701
258.0,34.0,89.0,6.0,63.0,49.0,241.0,2.9,3.1,2.9,3.1,12.0,736.0,0.0,13.481585,-6.7592216,14.052076,-0.9011772,-42.74768,736
139.0,25.0,19.0,6.0,29.0,60.0,139.0,7.0,7.0,7.0,7.0,7.0,976.0,0.0,15.248503,-10.159229,8.968765,-2.3954804,-50.08826,976
274.0,70.0,123.0,57.0,28.0,30.0,308.0,4.3,3.8,4.3,3.8,4.0,1167.0,0.0,18.239288,-9.712328,9.547847,-2.4068458,-56.951046,1167
231.0,0.0,86.0,0.0,50.0,130.0,266.0,16.3,14.1,16.3,14.1,12.0,3762.0,1.0,49.75853,-41.752476,29.208826,-9.18866,-173.9365,3762
126.0,58.0,15.0,6.0,21.0,40.0,22.0,4.9,4.4,4.9,4.4,5.0,619.0,0.0,14.336837,-13.803883,17.846476,-0.08472711,-55.30164,619
93.0,0.0,70.0,0.0,15.0,10.0,0.0,11.8,11.6,14.3,14.0,8.0,1327.0,0.0,21.68647,-17.972029,12.817569,-3.9775908,-75.48274,1101
1825.0,594.0,569.0,192.0,259.0,60.0,1674.0,0.7,0.7,0.7,0.7,15.0,1210.0,0.0,54.838768,20.194849,57.63419,62.18767,-114.27579,1210
500.0,229.0,31.0,130.0,60.0,0.0,170.0,11.8,13.1,14.2,15.7,8.0,7080.0,0.0,92.56742,-78.65796,53.435356,-17.569035,-322.71597,5876
373.0,129.0,96.0,21.0,105.0,50.0,389.0,6.4,6.0,6.4,6.0,10.0,2395.0,0.0,29.776289,-23.577837,17.357782,-5.278399,-102.38449,2395
330.0,179.0,26.0,64.0,110.0,0.0,379.0,3.2,2.8,3.2,2.8,10.0,1050.0,0.0,18.008324,-4.0566864,15.694558,-2.3648336,-51.914272,1050
57.0,27.0,28.0,0.0,0.0,0.0,0.0,30.5,31.7,36.8,38.1,4.0,2098.0,0.0,30.663292,-26.519846,16.92684,-6.282082,-104.9665,1741
127.0,61.0,0.0,20.0,44.0,0.0,13.0,12.4,12.6,15.0,15.2,4.0,1902.0,0.0,27.615591,-22.99471,16.27958,-5.0782237,-96.27722,1579
1362.0,579.0,291.0,171.0,378.0,0.0,1419.0,2.3,2.3,2.3,2.3,11.0,3193.0,0.0,38.39854,-1.5334631,17.33786,-5.7261395,-105.96177,3193
1463.0,780.0,119.0,223.0,371.0,0.0,1493.0,24.6,24.1,24.6,24.1,23.0,36046.0,1.0,443.72592,-375.49072,259.24603,-82.321526,-1555.6505,36046
148.0,12.0,49.0,36.0,28.0,15.0,140.0,23.2,24.6,28.0,29.6,3.0,4141.0,0.0,53.219913,-47.65006,27.627842,-11.8446865,-179.5076,3437
474.0,71.0,24.0,343.0,21.0,15.0,41.0,3.9,3.9,3.9,3.9,6.0,1829.0,0.0,36.361366,-30.403446,21.386234,-6.701717,-126.95023,1829
77.0,24.0,18.0,21.0,14.0,0.0,18.0,5.3,5.3,6.4,6.4,10.0,492.0,0.0,12.322327,-14.353185,24.155626,1.4971325,-47.668785,408
213.0,105.0,67.0,41.0,0.0,0.0,52.0,3.8,3.8,3.8,3.8,2.5,801.0,0.0,18.016373,-14.62806,16.95451,-1.9074223,-64.6151,801
175.0,22.0,53.0,0.0,100.0,0.0,59.0,3.4,3.4,3.4,3.4,7.0,597.0,0.0,11.73357,-11.202209,13.801561,-0.249574,-45.771763,597
360.0,122.0,98.0,54.0,62.0,0.0,336.0,2.1,2.3,2.1,2.3,18.0,763.0,0.0,15.380439,-4.5337715,21.350958,0.812277,-47.396908,763
331.0,84.0,0.0,12.0,0.0,284.0,156.0,3.7,3.3,3.7,3.3,5.0,1238.0,0.0,24.212214,-20.5674,17.799,-4.2765203,-86.11148,1238
285.0,48.0,187.0,15.0,35.0,25.0,310.0,4.4,4.0,4.4,4.0,7.0,1249.0,0.0,18.904856,-11.566898,10.344795,-2.7327297,-60.868694,1249
187.0,72.0,32.0,10.0,44.0,5.0,4.0,73.5,84.4,84.5,97.0,3.0,15807.0,0.0,206.14629,-183.75862,108.993164,-44.68034,-701.591,13752
502.0,120.0,32.0,89.0,83.0,120.0,444.0,18.5,20.9,18.5,20.9,14.0,9296.0,0.0,117.10262,-98.80111,68.53098,-21.689861,-410.1243,9296
303.0,0.0,266.0,0.0,0.0,25.0,0.0,1.1,1.1,1.3,1.4,1.0,396.0,0.0,14.886236,-25.22084,22.265724,2.5427072,-63.76942,329
174.0,105.0,83.0,0.0,0.0,5.0,98.0,17.7,16.0,17.7,16.0,17.0,3088.0,0.0,43.55812,-36.499973,25.588411,-8.0376625,-152.19052,3088
44.0,14.0,0.0,16.0,17.0,5.0,49.0,8.6,7.3,8.6,7.3,2.0,380.0,1.0,15.858678,-9.818198,31.418879,-0.91309506,-44.50172,380
387.0,88.0,221.0,37.0,34.0,0.0,18.0,6.0,6.1,7.3,7.4,7.0,2811.0,0.0,46.62877,-39.101185,27.381363,-8.607677,-162.95984,2333
406.0,18.0,374.0,27.0,0.0,0.0,21.0,5.2,5.0,5.2,5.0,19.0,2109.0,0.0,42.103405,-35.26765,24.739002,-7.7676225,-147.0886,2109
496.0,198.0,109.0,67.0,90.0,60.0,524.0,20.3,19.2,23.4,22.1,14.0,11586.0,0.0,142.17635,-124.17963,78.20475,-29.14339,-489.2913,10080
116.0,34.0,38.0,4.0,30.0,0.0,33.0,4.8,5.2,4.8,5.2,2.0,553.0,0.0,13.118365,-11.635015,19.134754,0.948178,-49.229794,553
53.0,17.0,17.0,0.0,24.0,5.0,63.0,6.7,5.6,6.7,5.6,16.0,354.0,0.0,16.850193,-9.921178,33.27493,0.32764643,-45.300663,354
209.0,42.0,145.0,10.0,43.0,0.0,225.0,0.9,0.8,0.9,0.8,2.5,190.0,0.0,19.116314,-9.134402,35.240055,18.062485,-47.991665,190
903.0,336.0,134.0,158.0,148.0,100.0,387.0,6.1,6.3,7.3,7.5,11.0,6605.0,0.0,88.107124,-74.23839,51.600536,-16.307379,-308.43185,5482
469.0,71.0,170.0,15.0,67.0,96.0,419.0,6.8,7.6,8.2,9.2,11.0,3845.0,0.0,46.22994,-38.76333,27.148483,-8.53364,-161.56108,3191
1894.0,187.0,1241.0,143.0,156.0,10.0,966.0,2.1,2.3,2.1,2.3,12.0,3986.0,0.0,72.35023,-53.624966,42.735363,-7.554089,-240.63239,3986
215.0,108.0,0.0,94.0,7.0,0.0,76.0,2.6,2.7,2.6,2.7,7.0,560.0,0.0,15.116486,-13.717152,24.817595,1.9885533,-58.33855,560
82.0,38.0,9.0,20.0,14.0,0.0,29.0,1.0,1.0,1.2,1.2,2.0,96.0,0.0,18.289993,-18.96976,47.172455,11.485365,-47.464874,80
1694.0,391.0,469.0,385.0,210.0,85.0,1540.0,4.6,5.1,4.6,5.1,16.0,7816.0,0.0,86.44204,-72.82787,50.6283,-15.998293,-302.59213,7816
81.0,24.0,22.0,20.0,10.0,0.0,64.0,24.7,26.3,29.8,31.7,5.0,2412.0,0.0,32.666496,-28.778234,17.406925,-7.036507,-110.69821,2002
297.0,150.0,7.0,132.0,0.0,0.0,13.0,5.2,5.4,5.2,5.4,6.0,1557.0,0.0,28.7083,-23.920372,16.91761,-5.2810674,-100.10956,1557
280.0,161.0,91.0,0.0,10.0,0.0,262.0,5.1,5.4,5.1,5.4,7.0,1417.0,1.0,22.277796,-11.086819,11.352664,-2.8131492,-68.635025,1417
56.0,19.0,5.0,16.0,10.0,0.0,29.0,22.3,24.9,26.8,30.0,5.0,1501.0,0.0,21.784098,-18.807705,11.899906,-4.50372,-74.468414,1246
492.0,114.0,97.0,157.0,49.0,75.0,248.0,8.5,8.5,8.5,8.5,11.0,4158.0,0.0,60.124687,-50.53387,35.261616,-11.112946,-210.29247,4158
426.0,127.0,122.0,54.0,87.0,20.0,31.0,1.5,1.6,1.8,1.9,2.0,778.0,0.0,24.107782,-18.155792,23.614937,1.7878554,-83.99779,646
499.0,262.0,42.0,60.0,90.0,0.0,155.0,4.6,5.1,4.6,5.1,10.0,2310.0,0.0,35.846832,-29.967577,21.08579,-6.6062055,-125.14566,2310
60.0,9.0,32.0,12.0,7.0,0.0,60.0,16.5,16.5,18.4,18.4,5.0,1102.0,0.0,16.703325,-13.360021,10.814819,-3.057812,-57.76267,992
362.0,152.0,68.0,41.0,72.0,15.0,348.0,19.6,20.4,23.6,24.5,6.0,8543.0,0.0,104.77237,-93.61033,54.96129,-22.9665,-355.324,7091
363.0,169.0,23.0,115.0,42.0,0.0,82.0,9.5,9.8,11.4,11.8,5.0,4134.0,0.0,58.30582,-48.99307,34.199585,-10.775307,-203.91338,3431
53.0,24.0,0.0,24.0,0.0,0.0,0.0,19.0,21.0,22.9,25.3,3.0,1213.0,0.0,19.322939,-16.339508,11.994783,-3.7960951,-67.24039,1007
17518.0,9404.0,1221.0,0.0,2955.0,0.0,13580.0,3.1,4.0,3.1,4.0,14.0,54620.0,0.0,594.132,-283.0671,290.6478,-72.647835,-1817.7404,54620
199.0,82.0,92.0,13.0,10.0,0.0,20.0,4.4,4.4,5.3,5.3,2.0,1049.0,0.0,19.56911,-18.270525,18.440948,-2.201164,-73.016525,871
2171.0,534.0,319.0,323.0,87.0,0.0,209.0,9.1,15.6,9.1,15.6,8.0,19699.0,0.0,270.0192,-228.34003,157.81886,-50.07606,-946.4301,19699
220.0,90.0,19.0,64.0,39.0,0.0,12.0,8.8,9.1,10.6,11.0,4.0,2325.0,0.0,35.39696,-29.58648,20.823116,-6.522694,-123.56789,1930
1355.0,535.0,428.0,58.0,224.0,10.0,1255.0,5.5,6.0,5.5,6.0,26.0,7505.0,0.0,84.38978,-70.115524,49.283875,-15.46418,-294.29245,7505
374.0,170.0,4.0,88.0,126.0,10.0,398.0,0.8,0.8,1.0,0.9,2.0,363.0,0.0,24.946478,-2.8151078,40.53063,21.052168,-61.614536,300
62.0,51.0,0.0,0.0,10.0,5.0,66.0,5.6,5.3,6.8,6.4,3.0,420.0,0.0,17.184055,-12.527903,36.269295,1.3286078,-48.98364,349
311.0,11.0,217.0,3.0,36.0,57.0,324.0,6.6,6.3,7.9,7.6,6.0,2455.0,0.0,31.310572,-26.12481,18.437075,-5.764132,-109.236176,2038
132.0,32.0,15.0,13.0,31.0,45.0,136.0,4.6,4.4,5.5,5.3,6.0,724.0,0.0,12.995087,-12.109553,21.571215,1.7774272,-50.412838,601
135.0,60.0,17.0,0.0,70.0,0.0,0.0,4.9,4.5,4.9,4.5,15.0,667.0,0.0,14.639218,-14.532221,18.672903,0.22774905,-58.478992,667
79.0,16.0,34.0,0.0,28.0,10.0,81.0,45.4,40.7,54.7,49.1,5.0,4319.0,0.0,57.10451,-51.502037,29.20726,-12.932747,-191.92041,3585
155.0,75.0,28.0,10.0,29.0,0.0,14.0,12.4,13.5,14.9,16.3,4.0,2308.0,0.0,33.708588,-28.15622,19.837276,-6.2092767,-117.646454,1916
965.0,433.0,234.0,148.0,245.0,0.0,1060.0,3.8,3.4,4.1,3.7,30.0,3930.0,0.0,45.640694,-27.793154,24.479685,-6.5559926,-146.93973,3655
296.0,27.0,166.0,48.0,21.0,50.0,312.0,18.4,17.4,18.4,17.4,10.0,5432.0,0.0,71.09419,-59.826378,41.666702,-13.149235,-248.76447,5432
56.0,3.0,19.0,10.0,24.0,0.0,56.0,3.0,3.0,3.0,3.0,3.0,170.0,0.0,20.736519,-15.125373,47.909477,6.6630697,-47.366722,170
206.0,88.0,23.0,31.0,35.0,0.0,73.0,8.8,10.3,10.7,12.4,8.0,2196.0,0.0,30.8294,-25.717197,18.156118,-5.674813,-107.54862,1823
651.0,104.0,385.0,16.0,49.0,27.0,581.0,5.5,6.2,6.7,7.5,4.0,4352.0,0.0,51.740463,-43.431408,30.366072,-9.556566,-180.88748,3612
2323.0,804.0,332.0,0.0,947.0,240.0,636.0,1.7,1.7,1.7,1.7,6.0,3981.0,0.0,93.02557,-55.225605,54.41395,3.990566,-284.99667,3981
146.0,46.0,0.0,50.0,41.0,0.0,44.0,13.6,14.5,16.4,17.4,6.0,2390.0,0.0,33.555374,-28.542067,19.115883,-6.5289683,-116.080795,1984
284.0,49.0,83.0,75.0,51.0,5.0,80.0,12.8,13.9,15.5,16.7,5.0,4393.0,0.0,60.438183,-51.442005,34.67342,-11.60578,-210.02997,3646
249.0,47.0,26.0,80.0,84.0,0.0,237.0,15.3,16.0,15.3,16.0,9.0,3800.0,0.0,48.17388,-40.410084,28.28355,-8.894497,-168.37883,3800
32.0,4.0,7.0,0.0,0.0,30.0,41.0,15.6,12.1,15.6,12.1,3.0,498.0,0.0,17.5261,-12.190264,31.907219,-0.9234274,-52.6473,498
1908.0,401.0,1216.0,155.0,107.0,10.0,1889.0,14.2,14.3,14.2,14.3,48.0,27000.0,0.0,336.8273,-284.93466,196.8281,-62.47775,-1180.7384,27000
253.0,56.0,149.0,0.0,24.0,24.0,76.0,6.7,6.7,6.7,6.7,7.0,1694.0,0.0,28.887505,-24.072178,17.022245,-5.3143296,-100.73805,1694
184.0,53.0,21.0,43.0,38.0,15.0,170.0,16.0,17.4,18.4,20.0,4.0,3393.0,0.0,43.187943,-37.181797,24.17751,-8.64226,-148.78238,2952
76.0,60.0,12.0,0.0,0.0,0.0,0.0,4.9,5.2,5.9,6.3,1.0,451.0,0.0,16.47177,-18.149094,36.091877,2.1092713,-55.147602,374
276.0,108.0,5.0,75.0,56.0,0.0,177.0,1.1,1.2,1.1,1.2,4.0,300.0,0.0,21.397507,-10.307905,38.162895,13.570226,-56.724247,300
3471.0,1327.0,257.0,534.0,995.0,42.0,3155.0,2.2,2.4,2.2,2.4,17.0,7575.0,1.0,81.48596,13.540701,20.995075,-3.9978049,-221.93335,7575
380.0,67.0,103.0,77.0,98.0,20.0,365.0,8.7,9.1,10.5,11.0,9.0,4002.0,0.0,47.824142,-40.805866,27.248688,-9.297693,-165.68536,3322
155.0,18.0,0.0,69.0,14.0,47.0,148.0,33.5,35.1,33.5,35.1,8.0,5196.0,0.0,68.9457,-58.006336,40.4122,-12.750416,-241.22934,5196
327.0,64.0,142.0,21.0,0.0,100.0,327.0,7.8,7.8,7.8,7.8,16.0,2566.0,0.0,34.40696,-28.747826,20.24505,-6.33892,-120.09578,2566
193.0,82.0,80.0,50.0,14.0,0.0,41.0,8.7,7.5,10.5,9.0,5.0,2031.0,0.0,32.40043,-27.04805,19.07344,-5.9664445,-113.0585,1686
1108.0,279.0,20.0,314.0,273.0,30.0,916.0,22.6,27.4,24.3,29.4,6.0,26940.0,0.0,328.31754,-280.14377,188.95706,-62.533604,-1145.768,25054
363.0,168.0,10.0,92.0,77.0,5.0,0.0,0.3,0.3,0.4,0.4,10.0,141.0,0.0,20.251316,-26.214256,43.312393,16.809536,-73.327415,117
249.0,144.0,104.0,6.0,14.0,0.0,268.0,2.0,1.9,2.0,1.9,3.0,500.0,0.0,21.15938,-7.651936,37.34115,7.9749746,-58.729824,500
