Dataset                      Metric                    metric valor     t      l
../datasets_2/albrecht.arff  R2 Score                   0.888862     1000  0.004
../datasets_2/albrecht.arff  MAE                       14.0041       1000  0.005
../datasets_2/albrecht.arff  Median Absolute Error     10.7891       1000  0.005
../datasets_2/albrecht.arff  RMSE                      20.6102       1000  0.005
../datasets_2/albrecht.arff  R2 Score                   0.711737     1000  0.005
../datasets_2/albrecht.arff  MAE                       14.7493       1000  0.006
../datasets_2/albrecht.arff  Median Absolute Error      6.20365      1000  0.006
../datasets_2/albrecht.arff  RMSE                      24.4706       1000  0.006
../datasets_2/albrecht.arff  R2 Score                   0.593637     1000  0.006
../datasets_2/kemerer.arff   MAE                      104.588         100  0.002
../datasets_2/kemerer.arff   Median Absolute Error    150.093         100  0.002
../datasets_2/kemerer.arff   RMSE                     126.994         100  0.002
../datasets_2/kemerer.arff   R2 Score                  -0.740014      100  0.002
../datasets_2/kemerer.arff   MAE                      119.688         100  0.003
../datasets_2/kemerer.arff   Median Absolute Error    170.624         100  0.003
../datasets_2/kemerer.arff   RMSE                     142.635         100  0.003
../datasets_2/kemerer.arff   R2 Score                  -1.19504       100  0.003
../datasets_2/kemerer.arff   MAE                      126.011         100  0.004
../datasets_2/kemerer.arff   Median Absolute Error    164.466         100  0.004
../datasets_2/kemerer.arff   RMSE                     147.663         100  0.004
../datasets_2/kemerer.arff   R2 Score                  -1.35249       100  0.004
../datasets_2/kemerer.arff   MAE                      144.451         100  0.005
../datasets_2/kemerer.arff   Median Absolute Error    195.203         100  0.005
../datasets_2/kemerer.arff   RMSE                     164.512         100  0.005
../datasets_2/kemerer.arff   R2 Score                  -1.92          100  0.005
../datasets_2/kemerer.arff   MAE                      122.966         100  0.006
../datasets_2/kemerer.arff   Median Absolute Error    156             100  0.006
../datasets_2/kemerer.arff   RMSE                     138.183         100  0.006
../datasets_2/kemerer.arff   R2 Score                  -1.06015       100  0.006
../datasets_2/kemerer.arff   MAE                       52.3588        200  0.002
../datasets_2/kemerer.arff   Median Absolute Error     76.6031        200  0.002
../datasets_2/kemerer.arff   RMSE                      63.1295        200  0.002
../datasets_2/kemerer.arff   R2 Score                   0.570017      200  0.002
../datasets_2/kemerer.arff   MAE                      143.237         200  0.003
../datasets_2/kemerer.arff   Median Absolute Error    181.061         200  0.003
../datasets_2/kemerer.arff   RMSE                     174.57          200  0.003
../datasets_2/kemerer.arff   R2 Score                  -2.28796       200  0.003
../datasets_2/kemerer.arff   MAE                      173.065         200  0.004
../datasets_2/kemerer.arff   Median Absolute Error    237.358         200  0.004
../datasets_2/kemerer.arff   RMSE                     201.831         200  0.004
../datasets_2/kemerer.arff   R2 Score                  -3.39504       200  0.004
../datasets_2/kemerer.arff   MAE                       33.9429        200  0.005
../datasets_2/kemerer.arff   Median Absolute Error     20.8525        200  0.005
../datasets_2/kemerer.arff   RMSE                      44.6523        200  0.005
../datasets_2/kemerer.arff   R2 Score                   0.784883      200  0.005
../datasets_2/kemerer.arff   MAE                       58.7263        200  0.006
../datasets_2/kemerer.arff   Median Absolute Error     53.2397        200  0.006
../datasets_2/kemerer.arff   RMSE                      69.9917        200  0.006
../datasets_2/kemerer.arff   R2 Score                   0.471458      200  0.006
../datasets_2/kemerer.arff   MAE                       72.7331        300  0.002
../datasets_2/kemerer.arff   Median Absolute Error     17.439         300  0.002
../datasets_2/kemerer.arff   RMSE                     113.101         300  0.002
../datasets_2/kemerer.arff   R2 Score                  -0.380136      300  0.002
../datasets_2/kemerer.arff   MAE                       41.8409        300  0.003
../datasets_2/kemerer.arff   Median Absolute Error     56.0647        300  0.003
../datasets_2/kemerer.arff   RMSE                      46.5521        300  0.003
../datasets_2/kemerer.arff   R2 Score                   0.766189      300  0.003
../datasets_2/kemerer.arff   MAE                       32.6337        300  0.004
../datasets_2/kemerer.arff   Median Absolute Error     16.8952        300  0.004
../datasets_2/kemerer.arff   RMSE                      42.3204        300  0.004
../datasets_2/kemerer.arff   R2 Score                   0.806764      300  0.004
../datasets_2/kemerer.arff   MAE                       34.7108        300  0.005
../datasets_2/kemerer.arff   Median Absolute Error     16.2783        300  0.005
../datasets_2/kemerer.arff   RMSE                      47.9151        300  0.005
../datasets_2/kemerer.arff   R2 Score                   0.752297      300  0.005
../datasets_2/kemerer.arff   MAE                       88.173         300  0.006
../datasets_2/kemerer.arff   Median Absolute Error    114.508         300  0.006
../datasets_2/kemerer.arff   RMSE                      96.7127        300  0.006
../datasets_2/kemerer.arff   R2 Score                  -0.00914591    300  0.006
../datasets_2/kemerer.arff   MAE                       30.5612        400  0.002
../datasets_2/kemerer.arff   Median Absolute Error     10.5917        400  0.002
../datasets_2/kemerer.arff   RMSE                      46.0704        400  0.002
../datasets_2/kemerer.arff   R2 Score                   0.771003      400  0.002
../datasets_2/kemerer.arff   MAE                       75.5109        400  0.003
../datasets_2/kemerer.arff   Median Absolute Error     52.9051        400  0.003
../datasets_2/kemerer.arff   RMSE                      94.6558        400  0.003
../datasets_2/kemerer.arff   R2 Score                   0.0333226     400  0.003
../datasets_2/kemerer.arff   MAE                       85.583         400  0.004
../datasets_2/kemerer.arff   Median Absolute Error     78.6197        400  0.004
../datasets_2/kemerer.arff   RMSE                      99.733         400  0.004
../datasets_2/kemerer.arff   R2 Score                  -0.0731596     400  0.004
../datasets_2/kemerer.arff   MAE                       77.3016        400  0.005
../datasets_2/kemerer.arff   Median Absolute Error     58.4505        400  0.005
../datasets_2/kemerer.arff   RMSE                      98.2352        400  0.005
../datasets_2/kemerer.arff   R2 Score                  -0.0411694     400  0.005
../datasets_2/kemerer.arff   MAE                      111.48          400  0.006
../datasets_2/kemerer.arff   Median Absolute Error    144.152         400  0.006
../datasets_2/kemerer.arff   RMSE                     135.922         400  0.006
../datasets_2/kemerer.arff   R2 Score                  -0.99326       400  0.006
../datasets_2/kemerer.arff   MAE                       58.3439        500  0.002
../datasets_2/kemerer.arff   Median Absolute Error     35.8909        500  0.002
../datasets_2/kemerer.arff   RMSE                      81.1212        500  0.002
../datasets_2/kemerer.arff   R2 Score                   0.290005      500  0.002
../datasets_2/kemerer.arff   MAE                       76.6106        500  0.003
../datasets_2/kemerer.arff   Median Absolute Error     50.2666        500  0.003
../datasets_2/kemerer.arff   RMSE                      99.0494        500  0.003
../datasets_2/kemerer.arff   R2 Score                  -0.0584995     500  0.003
../datasets_2/kemerer.arff   MAE                       42.9232        500  0.004
../datasets_2/kemerer.arff   Median Absolute Error     32.5982        500  0.004
../datasets_2/kemerer.arff   RMSE                      52.5108        500  0.004
../datasets_2/kemerer.arff   R2 Score                   0.702502      500  0.004
../datasets_2/kemerer.arff   MAE                       31.8827        500  0.005
../datasets_2/kemerer.arff   Median Absolute Error     22.0731        500  0.005
../datasets_2/kemerer.arff   RMSE                      38.2817        500  0.005
../datasets_2/kemerer.arff   R2 Score                   0.841887      500  0.005
../datasets_2/kemerer.arff   MAE                       99.049         500  0.006
../datasets_2/kemerer.arff   Median Absolute Error    131.147         500  0.006
../datasets_2/kemerer.arff   RMSE                     121.629         500  0.006
../datasets_2/kemerer.arff   R2 Score                  -0.596108      500  0.006
../datasets_2/kemerer.arff   MAE                       63.9264        600  0.002
../datasets_2/kemerer.arff   Median Absolute Error     87.9429        600  0.002
../datasets_2/kemerer.arff   RMSE                      76.8878        600  0.002
../datasets_2/kemerer.arff   R2 Score                   0.362175      600  0.002
../datasets_2/kemerer.arff   MAE                       45.0457        600  0.003
../datasets_2/kemerer.arff   Median Absolute Error     11.8278        600  0.003
../datasets_2/kemerer.arff   RMSE                      67.5339        600  0.003
../datasets_2/kemerer.arff   R2 Score                   0.507926      600  0.003
../datasets_2/kemerer.arff   MAE                      129.564         600  0.004
../datasets_2/kemerer.arff   Median Absolute Error    165.609         600  0.004
../datasets_2/kemerer.arff   RMSE                     157.473         600  0.004
../datasets_2/kemerer.arff   R2 Score                  -1.67547       600  0.004
../datasets_2/kemerer.arff   MAE                       44.9593        600  0.005
../datasets_2/kemerer.arff   Median Absolute Error     50.1059        600  0.005
../datasets_2/kemerer.arff   RMSE                      54.8386        600  0.005
../datasets_2/kemerer.arff   R2 Score                   0.675542      600  0.005
../datasets_2/kemerer.arff   MAE                       48.6457        600  0.006
../datasets_2/kemerer.arff   Median Absolute Error     65.5345        600  0.006
../datasets_2/kemerer.arff   RMSE                      55.5758        600  0.006
../datasets_2/kemerer.arff   R2 Score                   0.66676       600  0.006
../datasets_2/kemerer.arff   MAE                       70.1649        700  0.002
../datasets_2/kemerer.arff   Median Absolute Error     39.2022        700  0.002
../datasets_2/kemerer.arff   RMSE                      83.4311        700  0.002
../datasets_2/kemerer.arff   R2 Score                   0.248995      700  0.002
../datasets_2/kemerer.arff   MAE                       80.18          700  0.003
../datasets_2/kemerer.arff   Median Absolute Error     21.6665        700  0.003
../datasets_2/kemerer.arff   RMSE                     123.273         700  0.003
../datasets_2/kemerer.arff   R2 Score                  -0.639546      700  0.003
../datasets_2/kemerer.arff   MAE                      159.315         700  0.004
../datasets_2/kemerer.arff   Median Absolute Error    121.396         700  0.004
../datasets_2/kemerer.arff   RMSE                     209.742         700  0.004
../datasets_2/kemerer.arff   R2 Score                  -3.74634       700  0.004
../datasets_2/kemerer.arff   MAE                       78.1611        700  0.005
../datasets_2/kemerer.arff   Median Absolute Error     47.2197        700  0.005
../datasets_2/kemerer.arff   RMSE                      99.3394        700  0.005
../datasets_2/kemerer.arff   R2 Score                  -0.0647074     700  0.005
../datasets_2/kemerer.arff   MAE                      139.86          700  0.006
../datasets_2/kemerer.arff   Median Absolute Error    161.699         700  0.006
../datasets_2/kemerer.arff   RMSE                     163.82          700  0.006
../datasets_2/kemerer.arff   R2 Score                  -1.89549       700  0.006
../datasets_2/kemerer.arff   MAE                       52.3888        800  0.002
../datasets_2/kemerer.arff   Median Absolute Error     75.9401        800  0.002
../datasets_2/kemerer.arff   RMSE                      63.5161        800  0.002
../datasets_2/kemerer.arff   R2 Score                   0.564734      800  0.002
../datasets_2/kemerer.arff   MAE                       88.4906        800  0.003
../datasets_2/kemerer.arff   Median Absolute Error     90.3689        800  0.003
../datasets_2/kemerer.arff   RMSE                     106.05          800  0.003
../datasets_2/kemerer.arff   R2 Score                  -0.213415      800  0.003
../datasets_2/kemerer.arff   MAE                       45.2932        800  0.004
../datasets_2/kemerer.arff   Median Absolute Error     55.5819        800  0.004
../datasets_2/kemerer.arff   RMSE                      50.0916        800  0.004
../datasets_2/kemerer.arff   R2 Score                   0.729282      800  0.004
../datasets_2/kemerer.arff   MAE                       39.8184        800  0.005
../datasets_2/kemerer.arff   Median Absolute Error     17.8771        800  0.005
../datasets_2/kemerer.arff   RMSE                      54.1075        800  0.005
../datasets_2/kemerer.arff   R2 Score                   0.684134      800  0.005
../datasets_2/kemerer.arff   MAE                      150.519         800  0.006
../datasets_2/kemerer.arff   Median Absolute Error    193.312         800  0.006
../datasets_2/kemerer.arff   RMSE                     180.43          800  0.006
../datasets_2/kemerer.arff   R2 Score                  -2.51239       800  0.006
../datasets_2/kemerer.arff   MAE                       92.4647        900  0.002
../datasets_2/kemerer.arff   Median Absolute Error     91.3119        900  0.002
../datasets_2/kemerer.arff   RMSE                     116.219         900  0.002
../datasets_2/kemerer.arff   R2 Score                  -0.457265      900  0.002
../datasets_2/kemerer.arff   MAE                      107.624         900  0.003
../datasets_2/kemerer.arff   Median Absolute Error    142.975         900  0.003
../datasets_2/kemerer.arff   RMSE                     130.371         900  0.003
../datasets_2/kemerer.arff   R2 Score                  -0.833774      900  0.003
../datasets_2/kemerer.arff   MAE                       80.3669        900  0.004
../datasets_2/kemerer.arff   Median Absolute Error     39.8621        900  0.004
../datasets_2/kemerer.arff   RMSE                     111.467         900  0.004
../datasets_2/kemerer.arff   R2 Score                  -0.340531      900  0.004
../datasets_2/kemerer.arff   MAE                      106.876         900  0.005
../datasets_2/kemerer.arff   Median Absolute Error    133.433         900  0.005
../datasets_2/kemerer.arff   RMSE                     117.344         900  0.005
../datasets_2/kemerer.arff   R2 Score                  -0.485623      900  0.005
../datasets_2/kemerer.arff   MAE                      101.444         900  0.006
../datasets_2/kemerer.arff   Median Absolute Error    134.443         900  0.006
../datasets_2/kemerer.arff   RMSE                     116.029         900  0.006
../datasets_2/kemerer.arff   R2 Score                  -0.452523      900  0.006
../datasets_2/kemerer.arff   MAE                       94.9605       1000  0.002
../datasets_2/kemerer.arff   Median Absolute Error     92.035        1000  0.002
../datasets_2/kemerer.arff   RMSE                     116.805        1000  0.002
../datasets_2/kemerer.arff   R2 Score                  -0.472003     1000  0.002
../datasets_2/kemerer.arff   MAE                       33.328        1000  0.003
../datasets_2/kemerer.arff   Median Absolute Error     19.2294       1000  0.003
../datasets_2/kemerer.arff   RMSE                      39.2616       1000  0.003
../datasets_2/kemerer.arff   R2 Score                   0.833688     1000  0.003
../datasets_2/kemerer.arff   MAE                      106.392        1000  0.004
../datasets_2/kemerer.arff   Median Absolute Error    114.172        1000  0.004
../datasets_2/kemerer.arff   RMSE                     120.954        1000  0.004
../datasets_2/kemerer.arff   R2 Score                  -0.578438     1000  0.004
../datasets_2/kemerer.arff   MAE                       59.7119       1000  0.005
../datasets_2/kemerer.arff   Median Absolute Error     11.7455       1000  0.005
../datasets_2/kemerer.arff   RMSE                      91.2121       1000  0.005
../datasets_2/kemerer.arff   R2 Score                   0.102382     1000  0.005
../datasets_2/kemerer.arff   MAE                      152.351        1000  0.006
../datasets_2/kemerer.arff   Median Absolute Error    198.612        1000  0.006
../datasets_2/kemerer.arff   RMSE                     184.086        1000  0.006
../datasets_2/kemerer.arff   R2 Score                  -2.65617      1000  0.006
../datasets_2/cocomo81.arff  MAE                      156.641         100  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     92.2987        100  0.002
../datasets_2/cocomo81.arff  RMSE                     220.279         100  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.889443      100  0.002
../datasets_2/cocomo81.arff  MAE                      166.547         100  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     73.2533        100  0.003
../datasets_2/cocomo81.arff  RMSE                     272.599         100  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.830687      100  0.003
../datasets_2/cocomo81.arff  MAE                      164.564         100  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     80.3718        100  0.004
../datasets_2/cocomo81.arff  RMSE                     248.538         100  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.859257      100  0.004
../datasets_2/cocomo81.arff  MAE                      168.176         100  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     82.927         100  0.005
../datasets_2/cocomo81.arff  RMSE                     250.963         100  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.856497      100  0.005
../datasets_2/cocomo81.arff  MAE                      156.746         100  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    100.313         100  0.006
../datasets_2/cocomo81.arff  RMSE                     195.724         100  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.912717      100  0.006
../datasets_2/cocomo81.arff  MAE                      152.752         200  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     84.3405        200  0.002
../datasets_2/cocomo81.arff  RMSE                     220.616         200  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.889105      200  0.002
../datasets_2/cocomo81.arff  MAE                      164.166         200  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     70.4702        200  0.003
../datasets_2/cocomo81.arff  RMSE                     269.589         200  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.834405      200  0.003
../datasets_2/cocomo81.arff  MAE                      172.309         200  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     83.6698        200  0.004
../datasets_2/cocomo81.arff  RMSE                     267.391         200  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.837095      200  0.004
../datasets_2/cocomo81.arff  MAE                      310.991         200  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     65.1496        200  0.005
../datasets_2/cocomo81.arff  RMSE                     796.56          200  0.005
../datasets_2/cocomo81.arff  R2 Score                  -0.4457        200  0.005
../datasets_2/cocomo81.arff  MAE                      309.86          200  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     66.4704        200  0.006
../datasets_2/cocomo81.arff  RMSE                     796.375         200  0.006
../datasets_2/cocomo81.arff  R2 Score                  -0.445027      200  0.006
../datasets_2/cocomo81.arff  MAE                      154.052         300  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     83.9402        300  0.002
../datasets_2/cocomo81.arff  RMSE                     222.53          300  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.887172      300  0.002
../datasets_2/cocomo81.arff  MAE                      175.312         300  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     90.3298        300  0.003
../datasets_2/cocomo81.arff  RMSE                     260.342         300  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.845571      300  0.003
../datasets_2/cocomo81.arff  MAE                      166.85          300  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     76.8363        300  0.004
../datasets_2/cocomo81.arff  RMSE                     263.956         300  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.841254      300  0.004
../datasets_2/cocomo81.arff  MAE                      382.706         300  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     35.7006        300  0.005
../datasets_2/cocomo81.arff  RMSE                    1068.92          300  0.005
../datasets_2/cocomo81.arff  R2 Score                  -1.60335       300  0.005
../datasets_2/cocomo81.arff  MAE                      341.626         300  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    111.212         300  0.006
../datasets_2/cocomo81.arff  RMSE                     868.662         300  0.006
../datasets_2/cocomo81.arff  R2 Score                  -0.719264      300  0.006
../datasets_2/cocomo81.arff  MAE                      153.763         400  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     83.925         400  0.002
../datasets_2/cocomo81.arff  RMSE                     223.174         400  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.886517      400  0.002
../datasets_2/cocomo81.arff  MAE                      162.625         400  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     69.4372        400  0.003
../datasets_2/cocomo81.arff  RMSE                     266.818         400  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.837792      400  0.003
../datasets_2/cocomo81.arff  MAE                      167.157         400  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     77.5264        400  0.004
../datasets_2/cocomo81.arff  RMSE                     264.266         400  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.840881      400  0.004
../datasets_2/cocomo81.arff  MAE                      174.766         400  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     94.4876        400  0.005
../datasets_2/cocomo81.arff  RMSE                     248.349         400  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.859471      400  0.005
../datasets_2/cocomo81.arff  MAE                      242.661         400  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     91.8198        400  0.006
../datasets_2/cocomo81.arff  RMSE                     509.353         400  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.408877      400  0.006
../datasets_2/cocomo81.arff  MAE                      150.856         500  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     78.6179        500  0.002
../datasets_2/cocomo81.arff  RMSE                     223.276         500  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.886414      500  0.002
../datasets_2/cocomo81.arff  MAE                      157.704         500  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     63.7092        500  0.003
../datasets_2/cocomo81.arff  RMSE                     263.287         500  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.842057      500  0.003
../datasets_2/cocomo81.arff  MAE                      170.091         500  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     83.3436        500  0.004
../datasets_2/cocomo81.arff  RMSE                     259.065         500  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.847083      500  0.004
../datasets_2/cocomo81.arff  MAE                      169.398         500  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     90.7283        500  0.005
../datasets_2/cocomo81.arff  RMSE                     245.411         500  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.862776      500  0.005
../datasets_2/cocomo81.arff  MAE                      204.582         500  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    107.155         500  0.006
../datasets_2/cocomo81.arff  RMSE                     399.357         500  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.636617      500  0.006
../datasets_2/cocomo81.arff  MAE                      157.277         600  0.002
../datasets_2/cocomo81.arff  Median Absolute Error    100.015         600  0.002
../datasets_2/cocomo81.arff  RMSE                     213.581         600  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.896064      600  0.002
../datasets_2/cocomo81.arff  MAE                      166.284         600  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     74.002         600  0.003
../datasets_2/cocomo81.arff  RMSE                     267.471         600  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.836998      600  0.003
../datasets_2/cocomo81.arff  MAE                      168.049         600  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     83.4375        600  0.004
../datasets_2/cocomo81.arff  RMSE                     250.612         600  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.856899      600  0.004
../datasets_2/cocomo81.arff  MAE                      353.137         600  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     42.7552        600  0.005
../datasets_2/cocomo81.arff  RMSE                     939.508         600  0.005
../datasets_2/cocomo81.arff  R2 Score                  -1.01114       600  0.005
../datasets_2/cocomo81.arff  MAE                      395.914         600  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     63.736         600  0.006
../datasets_2/cocomo81.arff  RMSE                    1116.52          600  0.006
../datasets_2/cocomo81.arff  R2 Score                  -1.84036       600  0.006
../datasets_2/cocomo81.arff  MAE                      149.512         700  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     69.4746        700  0.002
../datasets_2/cocomo81.arff  RMSE                     230.547         700  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.878895      700  0.002
../datasets_2/cocomo81.arff  MAE                      167.037         700  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     76.7085        700  0.003
../datasets_2/cocomo81.arff  RMSE                     263.899         700  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.841322      700  0.003
../datasets_2/cocomo81.arff  MAE                      168.984         700  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     81.6127        700  0.004
../datasets_2/cocomo81.arff  RMSE                     256.379         700  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.850236      700  0.004
../datasets_2/cocomo81.arff  MAE                      173.401         700  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     92.005         700  0.005
../datasets_2/cocomo81.arff  RMSE                     249.429         700  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.858246      700  0.005
../datasets_2/cocomo81.arff  MAE                      341.589         700  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     57.016         700  0.006
../datasets_2/cocomo81.arff  RMSE                     941.235         700  0.006
../datasets_2/cocomo81.arff  R2 Score                  -1.01854       700  0.006
../datasets_2/cocomo81.arff  MAE                      159.429         800  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     87.9355        800  0.002
../datasets_2/cocomo81.arff  RMSE                     226.685         800  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.882919      800  0.002
../datasets_2/cocomo81.arff  MAE                      164.705         800  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     70.0167        800  0.003
../datasets_2/cocomo81.arff  RMSE                     274.636         800  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.828147      800  0.003
../datasets_2/cocomo81.arff  MAE                      167.802         800  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     81.7613        800  0.004
../datasets_2/cocomo81.arff  RMSE                     253.534         800  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.853542      800  0.004
../datasets_2/cocomo81.arff  MAE                      167.158         800  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     82.0638        800  0.005
../datasets_2/cocomo81.arff  RMSE                     251.837         800  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.855496      800  0.005
../datasets_2/cocomo81.arff  MAE                      398.759         800  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     75.4594        800  0.006
../datasets_2/cocomo81.arff  RMSE                    1110.55          800  0.006
../datasets_2/cocomo81.arff  R2 Score                  -1.81009       800  0.006
../datasets_2/cocomo81.arff  MAE                      153.066         900  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     84.6441        900  0.002
../datasets_2/cocomo81.arff  RMSE                     221.263         900  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.888453      900  0.002
../datasets_2/cocomo81.arff  MAE                      162.235         900  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     68.2932        900  0.003
../datasets_2/cocomo81.arff  RMSE                     267.305         900  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.8372        900  0.003
../datasets_2/cocomo81.arff  MAE                      164.929         900  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     75.0032        900  0.004
../datasets_2/cocomo81.arff  RMSE                     261.837         900  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.843792      900  0.004
../datasets_2/cocomo81.arff  MAE                      165.978         900  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     86.8287        900  0.005
../datasets_2/cocomo81.arff  RMSE                     244.086         900  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.864255      900  0.005
../datasets_2/cocomo81.arff  MAE                      428.638         900  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    110.761         900  0.006
../datasets_2/cocomo81.arff  RMSE                    1134.24          900  0.006
../datasets_2/cocomo81.arff  R2 Score                  -1.93122       900  0.006
../datasets_2/cocomo81.arff  MAE                      153.541        1000  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     87.6805       1000  0.002
../datasets_2/cocomo81.arff  RMSE                     217.644        1000  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.892072     1000  0.002
../datasets_2/cocomo81.arff  MAE                      169.753        1000  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     76.8094       1000  0.003
../datasets_2/cocomo81.arff  RMSE                     272.512        1000  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.830796     1000  0.003
../datasets_2/cocomo81.arff  MAE                      177.264        1000  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     94.2713       1000  0.004
../datasets_2/cocomo81.arff  RMSE                     257.596        1000  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.848812     1000  0.004
../datasets_2/cocomo81.arff  MAE                      164.041        1000  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     79.196        1000  0.005
../datasets_2/cocomo81.arff  RMSE                     248.053        1000  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.859806     1000  0.005
../datasets_2/cocomo81.arff  MAE                      321.486        1000  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     60.1076       1000  0.006
../datasets_2/cocomo81.arff  RMSE                     887.023        1000  0.006
../datasets_2/cocomo81.arff  R2 Score                  -0.792711     1000  0.006
../datasets_2/china.arff     MAE                      353.821         100  0.002
../datasets_2/china.arff     Median Absolute Error     82.5476        100  0.002
../datasets_2/china.arff     RMSE                     846.311         100  0.002
../datasets_2/china.arff     R2 Score                   0.985801      100  0.002
../datasets_2/china.arff     MAE                      369.956         100  0.003
../datasets_2/china.arff     Median Absolute Error     95.8989        100  0.003
../datasets_2/china.arff     RMSE                     868.94          100  0.003
../datasets_2/china.arff     R2 Score                   0.985032      100  0.003
../datasets_2/china.arff     MAE                      383.795         100  0.004
../datasets_2/china.arff     Median Absolute Error     98.2382        100  0.004
../datasets_2/china.arff     RMSE                     929.73          100  0.004
../datasets_2/china.arff     R2 Score                   0.982864      100  0.004
../datasets_2/china.arff     MAE                      361.731         100  0.005
../datasets_2/china.arff     Median Absolute Error    122.017         100  0.005
../datasets_2/china.arff     RMSE                     730.575         100  0.005
../datasets_2/china.arff     R2 Score                   0.989419      100  0.005
