ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Effort
327,88,56,7,15,7,0,9,76,0,26.1,27.0,31.5,32.6,6.0,2770,1,0,0,0,1,38.60242,-33.577824,21.162289,-7.9809794,-132.09868,2299
328,62,19,8,9,15,0,51,0,0,14.2,17.3,15.3,18.6,5.0,949,1,0,0,0,1,13.806003,-10.779178,8.139871,-2.431739,-47.238705,883
329,305,59,102,19,60,21,138,123,0,28.5,33.3,34.4,40.2,10.0,10484,1,0,0,0,1,134.66081,-121.10601,69.75943,-29.994358,-455.262,8702
330,349,107,93,97,52,0,286,63,0,10.6,10.6,10.6,10.6,8.0,3703,1,0,0,0,1,48.096264,-40.344334,28.238226,-8.880092,-168.10663,3703
331,156,0,133,0,10,0,143,0,0,4.5,4.9,5.4,5.9,4.0,849,1,0,0,0,1,12.174746,-9.636219,8.181522,-2.2342649,-42.004093,705
332,100,24,76,3,7,0,40,70,0,14.3,13.0,14.3,13.0,15.0,1434,1,0,0,0,1,22.591309,-18.738537,13.345903,-4.145558,-78.656166,1434
333,222,20,5,93,73,0,47,144,0,11.0,12.8,13.3,15.5,4.0,2952,1,0,0,0,1,40.488514,-34.390472,23.206945,-7.799854,-140.38452,2450
334,506,54,161,43,173,80,511,0,0,6.9,6.8,6.9,6.8,9.0,3500,1,0,0,0,1,41.252563,-34.546886,24.242199,-7.6096816,-144.10452,3500
335,123,28,0,47,15,25,115,0,0,15.4,16.5,17.7,18.9,3.0,2179,0,1,0,0,1,28.372778,-24.364075,15.8479805,-5.7111735,-97.38988,1896
336,252,0,109,143,0,0,109,143,0,27.1,27.1,27.1,27.1,11.0,6821,0,1,0,0,1,93.63238,-78.91895,54.826736,-17.333038,-327.80997,6821
337,258,186,40,19,10,0,0,255,0,5.4,5.5,6.5,6.6,4.0,1678,1,0,0,0,1,28.537415,-23.77561,16.817831,-5.2493463,-99.51022,1393
338,166,67,88,6,0,0,37,120,4,15.7,16.2,18.9,19.5,7.0,3137,1,0,0,0,1,44.10342,-37.260937,25.547905,-8.341155,-153.46918,2604
339,181,45,39,38,42,5,169,0,0,20.1,21.5,22.6,24.2,10.0,4088,0,1,0,0,1,51.653233,-44.332363,29.145039,-10.199789,-178.5152,3638
340,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,4.0,3234,1,0,0,0,1,42.3553,-35.48104,24.88609,-7.814384,-147.97205,3234
341,52,0,60,0,0,0,0,55,5,4.8,4.2,5.8,5.1,3.0,304,1,0,0,0,1,10.873816,-14.174742,24.257877,0.6808445,-38.3686,252
342,102,72,0,18,0,7,0,97,0,10.1,10.6,12.1,12.8,3.0,1239,1,0,0,0,1,19.708158,-16.29616,11.6624365,-3.6103523,-68.54444,1028
343,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,5.0,833,1,0,0,0,1,13.864166,-12.0795765,11.612338,-1.976311,-50.250187,691
344,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,15.0,7824,0,0,0,1,1,83.325745,-70.187996,48.808697,-15.419806,-291.66275,7824
345,38,30,0,8,0,0,32,0,6,6.5,6.5,6.5,6.5,4.0,247,1,0,0,0,1,15.592719,-10.006234,33.423904,0.3025157,-39.385822,247
346,84,33,0,21,27,0,61,20,0,32.6,33.8,39.3,40.7,10.0,3299,1,0,0,0,1,43.609947,-38.980675,22.65836,-9.701922,-146.97263,2738
347,73,18,14,8,44,0,40,44,0,15.4,13.3,18.5,16.1,6.0,1351,1,0,0,0,1,19.325537,-16.30415,11.04039,-3.7639782,-66.49856,1121
348,449,352,12,12,52,0,0,428,0,35.7,37.5,43.0,45.2,8.0,19328,1,0,0,0,1,251.97597,-225.2832,132.46967,-55.022335,-856.32587,16042
349,551,188,116,52,114,5,223,231,21,4.4,5.1,5.3,6.2,13.0,2934,1,0,0,0,1,39.973694,-33.463528,23.495462,-7.3722835,-139.6193,2435
350,194,48,47,28,27,35,185,0,0,7.4,7.8,7.4,7.8,8.0,1440,0,1,0,0,1,19.692347,-15.031467,11.471672,-3.4026563,-66.97394,1440
351,185,36,14,50,32,10,142,0,0,34.7,45.2,34.7,45.2,16.0,6416,1,0,0,0,1,83.40082,-70.251564,48.852524,-15.433741,-291.926,6416
352,134,43,0,77,36,0,156,0,0,9.1,7.8,10.9,9.4,5.0,1461,1,0,0,0,1,18.342398,-15.287685,10.685289,-3.457197,-63.446888,1213
353,1241,575,45,319,301,0,1240,0,0,8.2,8.2,8.2,8.2,15.0,10222,1,0,0,0,1,115.40762,-97.36525,67.54128,-21.375221,-404.1797,10222
354,99,81,0,3,15,0,6,93,0,2.4,2.4,2.4,2.4,3.0,241,1,0,0,0,1,14.062013,-13.768083,31.352081,3.4085538,-43.76043,241
355,1285,685,67,133,620,7,1512,0,0,0.9,0.8,0.9,0.8,16.5,1200,1,0,0,0,1,51.168995,36.565125,49.18276,29.891624,-118.092575,1200
356,466,164,212,12,66,7,461,0,0,3.7,3.7,4.4,4.5,10.0,2058,1,0,0,0,1,23.906351,-18.228067,13.878439,-4.123393,-81.29579,1708
357,77,30,0,20,22,0,7,65,0,27.4,29.3,33.0,35.3,4.0,2540,1,0,0,0,1,35.55673,-31.110485,19.241226,-7.493174,-121.12921,2108
358,81,11,22,0,20,21,64,10,0,5.6,6.1,6.8,7.4,1.0,547,1,0,0,0,1,10.207012,-10.385965,16.898224,1.347358,-40.419395,454
359,694,61,164,168,145,60,598,0,0,5.9,6.8,5.9,6.8,8.0,4086,0,0,0,1,1,47.49415,-39.834267,27.88665,-8.768316,-165.99487,4086
360,62,18,7,6,10,17,7,51,0,32.7,34.9,39.4,42.1,5.0,2442,1,0,0,0,1,34.688423,-30.547451,18.52019,-7.4499307,-117.67224,2027
361,56,0,42,0,0,15,57,0,0,5.2,5.1,5.2,5.1,3.0,293,1,0,0,0,1,14.661506,-9.197773,27.835142,1.6737165,-39.465355,293
362,753,289,13,0,363,7,672,0,0,5.7,6.4,5.7,6.4,12.0,4301,1,0,0,0,1,43.855183,-36.75162,25.761866,-8.092811,-153.23239,4301
363,421,177,22,217,0,5,421,0,0,39.9,39.9,39.9,39.9,15.5,16788,1,0,0,0,1,214.25311,-181.09935,125.257065,-39.724087,-750.84845,16788
364,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,3.0,682,1,0,0,0,1,11.712243,-10.321775,15.891541,0.3821103,-44.11047,566
365,409,42,201,39,67,60,409,0,0,6.5,6.5,6.5,6.5,11.0,2672,0,1,0,0,1,33.478607,-27.9614,19.702991,-6.16659,-116.839874,2672
366,115,21,90,4,0,0,94,21,0,16.3,16.3,16.3,16.3,12.0,1869,0,1,0,0,1,26.75496,-22.265654,15.777055,-4.9184623,-93.258835,1869
367,93,58,20,4,10,0,22,70,0,8.6,8.7,10.4,10.5,3.0,967,1,0,0,0,1,15.964229,-13.866732,12.1268835,-2.7496245,-56.98302,803
368,71,30,15,12,7,5,0,69,0,56.6,58.2,68.2,70.2,7.0,4842,1,0,0,0,1,65.987274,-59.152237,34.249275,-14.680838,-222.76863,4019
369,971,345,42,249,150,10,796,0,0,5.0,6.1,6.0,7.4,14.0,5864,1,0,0,0,1,62.2615,-52.34402,36.509304,-11.509613,-217.78665,4867
370,74,15,7,42,0,10,74,0,0,42.3,42.3,42.3,42.3,17.0,3132,1,0,0,0,1,42.985603,-36.014977,25.254116,-7.9313874,-150.18262,3132
371,81,18,4,25,21,10,25,30,23,1.1,1.1,1.3,1.4,1.0,107,1,0,0,0,1,15.208577,-15.736598,40.02732,8.604331,-40.87743,89
372,106,6,33,19,0,55,113,0,0,10.6,10.0,12.8,12.0,7.0,1357,1,0,0,0,1,18.999685,-16.28975,10.536097,-3.880461,-64.801186,1126
373,1168,516,240,176,314,10,1256,0,0,1.3,1.2,1.3,1.2,8.0,1538,0,0,1,0,1,35.572807,24.003553,23.101143,10.547679,-82.96972,1538
374,1093,392,119,235,166,47,959,0,0,6.6,7.6,6.6,7.6,11.0,7263,1,0,0,0,1,82.62421,-69.5937,48.399067,-15.289576,-289.2023,7263
375,67,10,18,31,0,0,0,59,0,57.5,65.3,69.3,78.7,2.0,4642,1,0,0,0,1,63.495674,-56.96031,32.891914,-14.163368,-214.20215,3853
376,1256,270,121,450,90,50,981,0,0,23.0,29.4,41.0,52.5,28.0,51527,1,0,0,0,1,122.853966,-691.85486,18.941574,69.82293,-1287.4594,28855
377,72,67,5,0,0,0,6,66,0,17.3,17.3,20.9,20.9,15.0,1504,1,0,0,0,1,22.70958,-18.928934,13.306693,-4.228531,-78.87976,1248
378,777,287,159,38,147,45,676,0,0,19.4,22.2,22.2,25.6,13.0,17286,0,1,0,0,1,209.59543,-183.6194,114.776924,-43.232967,-720.80853,15039
379,131,30,33,18,35,12,128,0,0,37.8,38.6,45.5,46.6,13.0,5960,1,0,0,0,1,76.332,-69.28563,38.60882,-17.476793,-256.2003,4947
380,134,78,0,0,63,0,141,0,0,15.1,14.3,18.2,17.3,8.0,2433,1,0,0,0,1,30.264498,-26.336626,16.504036,-6.3134103,-103.21121,2019
381,826,255,295,72,157,0,779,0,0,6.5,6.9,6.5,6.9,42.0,5400,1,0,0,0,1,62.89184,-52.877995,36.87736,-11.626619,-219.99738,5400
382,3180,916,538,295,969,0,2718,0,0,10.4,12.2,10.4,12.2,36.0,33028,0,0,0,1,1,381.9376,-323.1485,223.16791,-70.85166,-1338.9479,33028
383,324,175,108,29,17,5,334,0,0,15.7,15.2,15.7,15.2,13.0,5078,1,0,0,0,1,64.59942,-54.32451,37.874413,-11.9436,-225.98615,5078
384,220,132,45,30,7,0,49,165,0,3.2,3.3,3.2,3.3,3.0,701,1,0,0,0,1,17.039852,-13.814832,19.497505,-0.5938309,-62.293385,701
385,258,34,89,6,63,49,241,0,0,2.9,3.1,2.9,3.1,12.0,736,1,0,0,0,1,13.481585,-6.7592216,14.052076,-0.9011772,-42.74768,736
386,139,25,19,6,29,60,139,0,0,7.0,7.0,7.0,7.0,7.0,976,0,1,0,0,1,15.248503,-10.159229,8.968765,-2.3954804,-50.08826,976
387,274,70,123,57,28,30,308,0,0,4.3,3.8,4.3,3.8,4.0,1167,0,1,0,0,1,18.239288,-9.712328,9.547847,-2.4068458,-56.951046,1167
388,231,0,86,0,50,130,266,0,0,16.3,14.1,16.3,14.1,12.0,3762,0,0,0,1,1,49.75853,-41.752476,29.208826,-9.18866,-173.9365,3762
389,126,58,15,6,21,40,22,118,0,4.9,4.4,4.9,4.4,5.0,619,0,1,0,0,1,14.336837,-13.803883,17.846476,-0.08472711,-55.30164,619
390,93,0,70,0,15,10,0,95,0,11.8,11.6,14.3,14.0,8.0,1327,1,0,0,0,1,21.68647,-17.972029,12.817569,-3.9775908,-75.48274,1101
391,1825,594,569,192,259,60,1674,0,0,0.7,0.7,0.7,0.7,15.0,1210,1,0,0,0,1,54.838768,20.194849,57.63419,62.18767,-114.27579,1210
392,500,229,31,130,60,0,170,227,53,11.8,13.1,14.2,15.7,8.0,7080,1,0,0,0,1,92.56742,-78.65796,53.435356,-17.569035,-322.71597,5876
393,373,129,96,21,105,50,389,12,0,6.4,6.0,6.4,6.0,10.0,2395,0,1,0,0,1,29.776289,-23.577837,17.357782,-5.278399,-102.38449,2395
394,330,179,26,64,110,0,379,0,0,3.2,2.8,3.2,2.8,10.0,1050,1,0,0,0,1,18.008324,-4.0566864,15.694558,-2.3648336,-51.914272,1050
395,57,27,28,0,0,0,0,55,0,30.5,31.7,36.8,38.1,4.0,2098,1,0,0,0,1,30.663292,-26.519846,16.92684,-6.282082,-104.9665,1741
396,127,61,0,20,44,0,13,98,14,12.4,12.6,15.0,15.2,4.0,1902,1,0,0,0,1,27.615591,-22.99471,16.27958,-5.0782237,-96.27722,1579
397,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,11.0,3193,0,0,1,0,1,38.39854,-1.5334631,17.33786,-5.7261395,-105.96177,3193
398,1463,780,119,223,371,0,1493,0,0,24.6,24.1,24.6,24.1,23.0,36046,0,0,0,1,1,443.72592,-375.49072,259.24603,-82.321526,-1555.6505,36046
399,148,12,49,36,28,15,140,0,0,23.2,24.6,28.0,29.6,3.0,4141,1,0,0,0,1,53.219913,-47.65006,27.627842,-11.8446865,-179.5076,3437
400,474,71,24,343,21,15,41,433,0,3.9,3.9,3.9,3.9,6.0,1829,1,0,0,0,1,36.361366,-30.403446,21.386234,-6.701717,-126.95023,1829
401,77,24,18,21,14,0,18,59,0,5.3,5.3,6.4,6.4,10.0,492,1,0,0,0,1,12.322327,-14.353185,24.155626,1.4971325,-47.668785,408
402,213,105,67,41,0,0,52,161,0,3.8,3.8,3.8,3.8,2.5,801,1,0,0,0,1,18.016373,-14.62806,16.95451,-1.9074223,-64.6151,801
403,175,22,53,0,100,0,59,116,0,3.4,3.4,3.4,3.4,7.0,597,0,1,0,0,1,11.73357,-11.202209,13.801561,-0.249574,-45.771763,597
404,360,122,98,54,62,0,336,0,0,2.1,2.3,2.1,2.3,18.0,763,1,0,0,0,1,15.380439,-4.5337715,21.350958,0.812277,-47.396908,763
405,331,84,0,12,0,284,156,96,128,3.7,3.3,3.7,3.3,5.0,1238,0,1,0,0,1,24.212214,-20.5674,17.799,-4.2765203,-86.11148,1238
406,285,48,187,15,35,25,310,0,0,4.4,4.0,4.4,4.0,7.0,1249,0,1,0,0,1,18.904856,-11.566898,10.344795,-2.7327297,-60.868694,1249
407,187,72,32,10,44,5,4,159,0,73.5,84.4,84.5,97.0,3.0,15807,0,1,0,0,1,206.14629,-183.75862,108.993164,-44.68034,-701.591,13752
408,502,120,32,89,83,120,444,0,0,18.5,20.9,18.5,20.9,14.0,9296,1,0,0,0,1,117.10262,-98.80111,68.53098,-21.689861,-410.1243,9296
409,303,0,266,0,0,25,0,291,0,1.1,1.1,1.3,1.4,1.0,396,1,0,0,0,1,14.886236,-25.22084,22.265724,2.5427072,-63.76942,329
410,174,105,83,0,0,5,98,35,60,17.7,16.0,17.7,16.0,17.0,3088,0,1,0,0,1,43.55812,-36.499973,25.588411,-8.0376625,-152.19052,3088
411,44,14,0,16,17,5,49,3,0,8.6,7.3,8.6,7.3,2.0,380,0,0,0,1,1,15.858678,-9.818198,31.418879,-0.91309506,-44.50172,380
412,387,88,221,37,34,0,18,362,0,6.0,6.1,7.3,7.4,7.0,2811,1,0,0,0,1,46.62877,-39.101185,27.381363,-8.607677,-162.95984,2333
413,406,18,374,27,0,0,21,398,0,5.2,5.0,5.2,5.0,19.0,2109,0,1,0,0,1,42.103405,-35.26765,24.739002,-7.7676225,-147.0886,2109
414,496,198,109,67,90,60,524,0,0,20.3,19.2,23.4,22.1,14.0,11586,0,1,0,0,1,142.17635,-124.17963,78.20475,-29.14339,-489.2913,10080
415,116,34,38,4,30,0,33,73,0,4.8,5.2,4.8,5.2,2.0,553,1,0,0,0,1,13.118365,-11.635015,19.134754,0.948178,-49.229794,553
416,53,17,17,0,24,5,63,0,0,6.7,5.6,6.7,5.6,16.0,354,0,1,0,0,1,16.850193,-9.921178,33.27493,0.32764643,-45.300663,354
417,209,42,145,10,43,0,225,15,0,0.9,0.8,0.9,0.8,2.5,190,1,0,0,0,1,19.116314,-9.134402,35.240055,18.062485,-47.991665,190
418,903,336,134,158,148,100,387,303,186,6.1,6.3,7.3,7.5,11.0,6605,1,0,0,0,1,88.107124,-74.23839,51.600536,-16.307379,-308.43185,5482
419,469,71,170,15,67,96,419,0,0,6.8,7.6,8.2,9.2,11.0,3845,1,0,0,0,1,46.22994,-38.76333,27.148483,-8.53364,-161.56108,3191
420,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,12.0,3986,0,1,0,0,1,72.35023,-53.624966,42.735363,-7.554089,-240.63239,3986
421,215,108,0,94,7,0,76,133,0,2.6,2.7,2.6,2.7,7.0,560,1,0,0,0,1,15.116486,-13.717152,24.817595,1.9885533,-58.33855,560
422,82,38,9,20,14,0,29,52,0,1.0,1.0,1.2,1.2,2.0,96,1,0,0,0,1,18.289993,-18.96976,47.172455,11.485365,-47.464874,80
423,1694,391,469,385,210,85,1540,0,0,4.6,5.1,4.6,5.1,16.0,7816,1,0,0,0,1,86.44204,-72.82787,50.6283,-15.998293,-302.59213,7816
424,81,24,22,20,10,0,64,4,8,24.7,26.3,29.8,31.7,5.0,2412,1,0,0,0,1,32.666496,-28.778234,17.406925,-7.036507,-110.69821,2002
425,297,150,7,132,0,0,13,264,12,5.2,5.4,5.2,5.4,6.0,1557,1,0,0,0,1,28.7083,-23.920372,16.91761,-5.2810674,-100.10956,1557
426,280,161,91,0,10,0,262,0,0,5.1,5.4,5.1,5.4,7.0,1417,0,0,0,1,1,22.277796,-11.086819,11.352664,-2.8131492,-68.635025,1417
427,56,19,5,16,10,0,29,21,0,22.3,24.9,26.8,30.0,5.0,1501,1,0,0,0,1,21.784098,-18.807705,11.899906,-4.50372,-74.468414,1246
428,492,114,97,157,49,75,248,244,0,8.5,8.5,8.5,8.5,11.0,4158,1,0,0,0,1,60.124687,-50.53387,35.261616,-11.112946,-210.29247,4158
429,426,127,122,54,87,20,31,352,27,1.5,1.6,1.8,1.9,2.0,778,1,0,0,0,1,24.107782,-18.155792,23.614937,1.7878554,-83.99779,646
430,499,262,42,60,90,0,155,299,0,4.6,5.1,4.6,5.1,10.0,2310,1,0,0,0,1,35.846832,-29.967577,21.08579,-6.6062055,-125.14566,2310
431,60,9,32,12,7,0,60,0,0,16.5,16.5,18.4,18.4,5.0,1102,1,0,0,0,1,16.703325,-13.360021,10.814819,-3.057812,-57.76267,992
432,362,152,68,41,72,15,348,0,0,19.6,20.4,23.6,24.5,6.0,8543,1,0,0,0,1,104.77237,-93.61033,54.96129,-22.9665,-355.324,7091
433,363,169,23,115,42,0,82,267,0,9.5,9.8,11.4,11.8,5.0,4134,1,0,0,0,1,58.30582,-48.99307,34.199585,-10.775307,-203.91338,3431
434,53,24,0,24,0,0,0,48,0,19.0,21.0,22.9,25.3,3.0,1213,1,0,0,0,1,19.322939,-16.339508,11.994783,-3.7960951,-67.24039,1007
435,17518,9404,1221,0,2955,0,13580,0,0,3.1,4.0,3.1,4.0,14.0,54620,1,0,0,0,1,594.132,-283.0671,290.6478,-72.647835,-1817.7404,54620
436,199,82,92,13,10,0,20,100,77,4.4,4.4,5.3,5.3,2.0,1049,1,0,0,0,1,19.56911,-18.270525,18.440948,-2.201164,-73.016525,871
437,2171,534,319,323,87,0,209,984,70,9.1,15.6,9.1,15.6,8.0,19699,1,0,0,0,1,270.0192,-228.34003,157.81886,-50.07606,-946.4301,19699
438,220,90,19,64,39,0,12,200,0,8.8,9.1,10.6,11.0,4.0,2325,1,0,0,0,1,35.39696,-29.58648,20.823116,-6.522694,-123.56789,1930
439,1355,535,428,58,224,10,1255,0,0,5.5,6.0,5.5,6.0,26.0,7505,1,0,0,0,1,84.38978,-70.115524,49.283875,-15.46418,-294.29245,7505
440,374,170,4,88,126,10,398,0,0,0.8,0.8,1.0,0.9,2.0,363,1,0,0,0,1,24.946478,-2.8151078,40.53063,21.052168,-61.614536,300
441,62,51,0,0,10,5,66,0,0,5.6,5.3,6.8,6.4,3.0,420,1,0,0,0,1,17.184055,-12.527903,36.269295,1.3286078,-48.98364,349
442,311,11,217,3,36,57,324,0,0,6.6,6.3,7.9,7.6,6.0,2455,1,0,0,0,1,31.310572,-26.12481,18.437075,-5.764132,-109.236176,2038
443,132,32,15,13,31,45,136,0,0,4.6,4.4,5.5,5.3,6.0,724,1,0,0,0,1,12.995087,-12.109553,21.571215,1.7774272,-50.412838,601
444,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,15.0,667,0,1,0,0,1,14.639218,-14.532221,18.672903,0.22774905,-58.478992,667
445,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,5.0,4319,1,0,0,0,1,57.10451,-51.502037,29.20726,-12.932747,-191.92041,3585
446,155,75,28,10,29,0,14,128,0,12.4,13.5,14.9,16.3,4.0,2308,1,0,0,0,1,33.708588,-28.15622,19.837276,-6.2092767,-117.646454,1916
447,965,433,234,148,245,0,1060,0,0,3.8,3.4,4.1,3.7,30.0,3930,1,0,0,0,1,45.640694,-27.793154,24.479685,-6.5559926,-146.93973,3655
448,296,27,166,48,21,50,312,0,0,18.4,17.4,18.4,17.4,10.0,5432,0,1,0,0,1,71.09419,-59.826378,41.666702,-13.149235,-248.76447,5432
449,56,3,19,10,24,0,56,0,0,3.0,3.0,3.0,3.0,3.0,170,0,1,0,0,1,20.736519,-15.125373,47.909477,6.6630697,-47.366722,170
450,206,88,23,31,35,0,73,104,0,8.8,10.3,10.7,12.4,8.0,2196,1,0,0,0,1,30.8294,-25.717197,18.156118,-5.674813,-107.54862,1823
451,651,104,385,16,49,27,581,0,0,5.5,6.2,6.7,7.5,4.0,4352,1,0,0,0,1,51.740463,-43.431408,30.366072,-9.556566,-180.88748,3612
452,2323,804,332,0,947,240,636,1552,135,1.7,1.7,1.7,1.7,6.0,3981,0,1,0,0,1,93.02557,-55.225605,54.41395,3.990566,-284.99667,3981
453,146,46,0,50,41,0,44,93,0,13.6,14.5,16.4,17.4,6.0,2390,1,0,0,0,1,33.555374,-28.542067,19.115883,-6.5289683,-116.080795,1984
454,284,49,83,75,51,5,80,183,0,12.8,13.9,15.5,16.7,5.0,4393,1,0,0,0,1,60.438183,-51.442005,34.67342,-11.60578,-210.02997,3646
455,249,47,26,80,84,0,237,0,0,15.3,16.0,15.3,16.0,9.0,3800,0,1,0,0,1,48.17388,-40.410084,28.28355,-8.894497,-168.37883,3800
456,32,4,7,0,0,30,41,0,0,15.6,12.1,15.6,12.1,3.0,498,1,0,0,0,1,17.5261,-12.190264,31.907219,-0.9234274,-52.6473,498
457,1908,401,1216,155,107,10,1889,0,0,14.2,14.3,14.2,14.3,48.0,27000,0,0,1,0,1,336.8273,-284.93466,196.8281,-62.47775,-1180.7384,27000
458,253,56,149,0,24,24,76,177,0,6.7,6.7,6.7,6.7,7.0,1694,1,0,0,0,1,28.887505,-24.072178,17.022245,-5.3143296,-100.73805,1694
459,184,53,21,43,38,15,170,0,0,16.0,17.4,18.4,20.0,4.0,3393,0,1,0,0,1,43.187943,-37.181797,24.17751,-8.64226,-148.78238,2952
460,76,60,12,0,0,0,0,72,0,4.9,5.2,5.9,6.3,1.0,451,1,0,0,0,1,16.47177,-18.149094,36.091877,2.1092713,-55.147602,374
461,276,108,5,75,56,0,177,53,14,1.1,1.2,1.1,1.2,4.0,300,1,0,0,0,1,21.397507,-10.307905,38.162895,13.570226,-56.724247,300
462,3471,1327,257,534,995,42,3155,0,0,2.2,2.4,2.2,2.4,17.0,7575,0,0,0,1,1,81.48596,13.540701,20.995075,-3.9978049,-221.93335,7575
463,380,67,103,77,98,20,365,0,0,8.7,9.1,10.5,11.0,9.0,4002,1,0,0,0,1,47.824142,-40.805866,27.248688,-9.297693,-165.68536,3322
464,155,18,0,69,14,47,148,0,0,33.5,35.1,33.5,35.1,8.0,5196,1,0,0,0,1,68.9457,-58.006336,40.4122,-12.750416,-241.22934,5196
465,327,64,142,21,0,100,327,0,0,7.8,7.8,7.8,7.8,16.0,2566,0,1,0,0,1,34.40696,-28.747826,20.24505,-6.33892,-120.09578,2566
466,193,82,80,50,14,0,41,182,3,8.7,7.5,10.5,9.0,5.0,2031,1,0,0,0,1,32.40043,-27.04805,19.07344,-5.9664445,-113.0585,1686
467,1108,279,20,314,273,30,916,0,0,22.6,27.4,24.3,29.4,6.0,26940,1,0,0,0,1,328.31754,-280.14377,188.95706,-62.533604,-1145.768,25054
468,363,168,10,92,77,5,0,352,0,0.3,0.3,0.4,0.4,10.0,141,1,0,0,0,1,20.251316,-26.214256,43.312393,16.809536,-73.327415,117
469,249,144,104,6,14,0,268,0,0,2.0,1.9,2.0,1.9,3.0,500,1,0,0,0,1,21.15938,-7.651936,37.34115,7.9749746,-58.729824,500
470,769,265,195,235,52,0,178,557,12,16.3,16.8,16.3,16.8,8.0,12551,1,0,0,0,1,176.03714,-148.7258,102.942825,-32.62999,-616.81824,12551
471,137,54,42,30,7,0,97,36,0,2.9,3.0,2.9,3.0,3.0,399,1,0,0,0,1,17.852194,-12.076624,33.566925,3.602207,-52.314938,399
472,579,215,81,109,112,0,517,0,0,1.4,1.5,1.4,1.5,7.0,784,1,0,0,0,1,25.688696,1.9009107,33.352753,10.041781,-62.32886,784
473,133,39,0,41,24,20,124,0,0,15.9,17.0,18.3,19.6,6.0,2428,0,1,0,0,1,31.908834,-27.41305,17.848461,-6.40377,-109.678055,2112
474,78,7,34,6,21,0,22,46,0,7.7,8.8,8.8,10.1,3.0,690,0,1,0,0,1,14.060463,-14.619703,21.255577,1.0433781,-55.17751,600
475,101,12,31,3,50,0,65,28,3,4.5,4.7,4.5,4.7,1.5,450,1,0,0,0,1,14.99711,-11.053564,29.396656,0.70419616,-48.34728,450
476,1222,503,333,173,150,5,1164,0,0,4.7,5.0,4.7,5.0,20.0,5800,1,0,0,0,1,69.122894,-49.438873,38.91709,-11.258194,-231.34283,5800
477,1093,486,277,126,147,5,788,253,0,2.3,2.5,2.3,2.5,7.0,2565,0,1,0,0,1,39.38977,-20.294611,20.038227,-5.0728974,-122.28287,2565
478,222,41,57,0,99,25,222,0,0,10.7,10.6,10.7,10.6,4.0,2385,0,1,0,0,1,30.368896,-25.327099,17.887234,-5.5893264,-105.933556,2385
479,2067,1056,658,45,303,5,1510,557,0,5.0,5.0,5.0,5.0,21.0,10398,0,1,0,0,1,131.81932,-111.267944,77.12406,-24.421745,-461.73837,10398
480,175,65,31,22,38,0,141,15,0,19.6,22.0,23.6,26.5,10.0,4137,1,0,0,0,1,53.068672,-47.014084,28.166487,-11.469982,-180.16861,3434
481,230,180,12,41,14,0,247,0,0,1.7,1.6,6.0,5.6,3.0,1379,1,0,0,0,1,-7.194367,-53.87511,14.678563,1.1313989,-22.56979,400
482,104,32,5,40,28,10,115,0,0,3.3,2.9,4.9,4.5,2.0,512,0,0,0,1,1,14.875987,-14.549702,34.025146,2.9336846,-50.57224,338
483,177,24,79,6,42,60,211,0,0,16.0,13.4,16.0,13.4,17.0,2835,0,1,0,0,1,38.246384,-32.00029,22.486889,-7.051636,-133.56133,2835
484,62,33,0,12,10,0,22,33,0,9.6,10.8,11.5,13.0,2.0,716,1,0,0,0,1,14.865739,-16.218021,25.68237,1.57884,-58.11973,594
485,487,146,238,53,24,12,45,428,0,2.1,2.2,2.1,2.2,6.0,1017,1,0,0,0,1,30.86927,-22.348667,22.508799,-1.4013512,-103.03466,1017
486,177,40,12,27,38,60,177,0,0,4.5,4.5,5.4,5.4,8.0,951,1,0,0,0,1,15.669315,-13.083559,20.420292,0.2116124,-57.735737,789
487,105,34,66,10,37,15,162,0,0,7.4,4.8,7.4,4.8,3.0,774,1,0,0,0,1,17.650606,-10.490257,22.699944,0.34214514,-57.266026,774
488,140,43,68,3,57,0,171,0,0,4.6,3.7,4.6,3.7,1.5,640,0,0,0,1,1,15.7407255,-8.937257,25.94668,1.8912067,-51.992867,640
489,230,81,49,37,58,0,225,0,0,2.2,2.2,2.2,2.2,4.0,500,1,0,0,0,1,17.288157,-7.8399577,31.297884,6.469107,-50.800236,500
490,236,102,84,52,0,0,238,0,0,2.5,2.5,2.8,2.8,10.0,668,1,0,0,0,1,17.868757,-9.692501,31.810715,3.4729865,-58.899807,601
