ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Effort
171,275,184,11,48,7,0,7,243,0,2.6,2.8,2.6,2.8,9.0,702,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,702
172,458,202,66,75,115,0,458,0,0,2.0,2.0,2.0,2.0,16.0,903,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,903
173,218,28,118,44,0,10,91,109,0,31.0,33.8,37.4,40.8,8.0,8151,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,6765
174,498,107,132,7,77,122,445,0,0,16.5,18.5,16.5,18.5,19.0,8227,0,0,1,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,8227
175,143,54,65,0,14,0,11,122,0,2.3,2.5,2.8,3.0,4.0,402,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,334
176,722,163,0,202,237,20,622,0,0,5.8,6.7,5.8,6.7,9.0,4164,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,4164
177,236,27,192,12,37,0,268,0,0,29.0,25.5,29.0,25.5,15.0,6844,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,6844
178,239,39,70,18,62,55,244,0,0,6.9,6.8,6.9,6.8,10.0,1661,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1661
179,1882,711,589,218,442,0,1960,0,0,3.2,3.1,3.2,3.1,10.0,6068,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,6068
180,291,188,29,0,69,37,323,0,0,20.8,18.8,22.4,20.2,14.0,6519,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,6063
181,328,124,71,61,66,0,322,0,0,2.0,2.1,2.0,2.1,13.0,665,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,665
182,264,126,7,50,84,0,267,0,0,2.1,2.0,2.1,2.0,6.0,544,1,0,0,0,1,-0.5925126,0.4988654,-0.7004674,0.12789968,-0.24448454,0.12783974,-0.0028317347,0.14303356,-1.0613514,1.3983123,-0.3142339,-0.46918398,0.88001096,1.4458846,0.1310665,-0.2629815,544
183,270,54,42,53,91,30,270,0,0,3.3,3.3,3.3,3.3,6.0,893,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,893
184,32,0,7,12,0,10,29,0,0,11.0,12.1,11.0,12.1,2.5,352,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,352
185,1382,353,245,7,581,253,1439,0,0,2.4,2.3,2.4,2.3,8.0,3344,0,0,0,1,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3344
186,98,45,5,19,28,0,94,3,0,4.1,4.2,5.0,5.0,1.0,487,1,0,0,0,1,-0.20367141,0.237406,-0.39883715,-0.03964915,-0.054112133,0.12718482,0.011772081,-0.045843683,-0.43704826,0.6684513,0.044908684,-0.1879717,0.43215454,0.61673033,0.06133089,-0.13847098,404
187,289,3,100,0,66,145,314,0,0,19.8,18.3,19.8,18.3,8.0,5732,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,5732
188,1059,299,234,144,217,60,954,0,0,21.6,24.0,24.9,27.6,17.0,26345,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,22920
189,724,331,12,189,164,0,530,142,24,13.0,13.5,15.7,16.3,9.0,11336,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,9409
190,40,10,22,0,17,0,49,0,0,7.1,5.8,7.1,5.8,4.0,285,0,0,0,1,1,-0.23146588,0.52843916,-0.50455475,-0.13277885,-0.28623098,0.08453013,-0.11623675,-0.057374373,-0.5787773,0.7978377,0.0856561,-0.21763578,0.63949436,0.8875283,0.2547734,0.06145999,285
191,128,72,18,24,7,0,4,117,0,10.1,10.7,12.2,12.9,3.0,1558,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1293
192,1248,249,262,146,423,15,1095,0,0,12.2,13.8,12.2,13.8,12.0,15165,0,0,0,1,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,15165
193,387,109,118,67,90,7,391,0,0,8.5,8.4,10.2,10.1,17.0,3960,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3287
194,73,0,65,0,0,5,19,44,7,10.5,10.9,12.6,13.1,3.0,920,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,764
195,151,22,0,68,47,0,32,105,0,14.5,16.0,17.5,19.3,3.0,2643,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2194
196,465,48,162,0,196,37,443,0,0,4.3,4.5,5.2,5.5,4.0,2427,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2014
197,63,29,0,9,24,0,62,0,0,13.1,13.3,15.8,16.1,4.0,996,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,827
198,226,88,70,19,28,0,92,106,7,11.1,12.2,11.1,12.2,10.0,2508,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2508
199,115,76,11,28,0,0,10,105,0,1.7,1.7,1.7,1.7,1.5,201,1,0,0,0,1,-1.0190698,0.85823214,-1.0898409,0.32713097,-0.49129683,0.14092796,-0.032368496,0.38604382,-1.8606458,2.3271086,-0.71155995,-0.81316304,1.4659535,2.5175312,0.16811286,-0.42364454,201
200,189,39,112,3,28,0,0,182,0,3.0,3.1,3.0,3.1,15.0,563,0,1,0,0,1,-0.13608496,0.28140372,-0.32401368,-0.13398239,0.06616604,0.084445566,-0.056033567,-0.19687566,-0.24509281,0.5206105,0.10302292,-0.11629733,0.28359133,0.35700142,0.041161135,-0.116100036,563
201,55,52,0,6,0,0,58,0,0,9.7,9.2,11.7,11.1,11.0,643,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,534
202,85,12,44,0,24,0,12,68,0,12.2,13.0,14.7,15.7,4.0,1252,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1039
203,2143,219,657,3,485,437,1801,0,0,20.2,24.0,24.3,29.0,7.0,52172,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,43303
204,520,181,160,9,55,25,430,0,0,6.0,7.3,6.0,7.3,8.0,3133,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3133
205,113,25,34,16,27,0,38,64,0,15.9,17.7,18.3,20.3,3.0,2070,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1801
206,264,85,17,26,133,0,157,98,6,10.0,10.1,12.0,12.2,6.0,3180,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2639
207,349,162,24,18,112,30,342,4,0,6.8,6.8,6.8,6.8,4.0,2360,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2360
208,229,88,5,0,17,131,241,0,0,11.0,10.5,12.7,12.0,5.0,2897,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2520
209,172,88,40,4,30,7,169,0,0,10.4,10.6,10.4,10.6,5.0,1788,0,0,0,1,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1788
210,323,108,57,53,74,31,323,0,0,3.8,3.8,3.8,3.8,13.0,1238,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1238
211,89,15,28,17,7,30,24,73,0,5.0,4.6,5.0,4.6,4.0,442,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,442
212,878,113,404,161,133,17,828,0,0,3.8,4.1,4.3,4.5,5.0,3742,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3368
213,220,81,50,51,42,0,224,0,0,1.3,1.3,1.3,1.3,3.0,281,0,0,1,0,1,1.3528029,8.431446,-2.2153332,-2.9531922,-6.113046,-0.56228656,-2.7246072,-0.51070315,-3.5040317,3.9254441,2.1302736,-1.2058551,5.6295958,7.8915815,4.4379616,5.0383787,281
214,150,125,4,20,0,0,6,143,0,4.6,4.6,5.5,5.6,3.0,828,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,687
215,161,60,38,30,41,0,169,0,0,1.4,1.3,1.4,1.3,2.0,220,1,0,0,0,1,1.2354412,7.6973543,-1.9978237,-2.8869987,-5.6903353,-0.14227912,-2.5343766,-0.14224872,-3.535803,3.9443865,2.1442292,-1.4832752,5.314349,8.046187,3.747392,4.6508613,220
216,804,345,334,0,236,42,957,0,0,14.2,11.9,17.1,14.3,12.0,13720,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,11388
217,272,63,20,61,71,30,245,0,0,35.7,39.7,41.1,45.6,14.0,11172,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,9720
218,33,8,7,0,10,15,32,8,0,4.4,3.6,4.4,3.6,2.0,145,0,1,0,0,1,0.6585563,4.7457786,-0.9063479,-1.926883,-3.6033869,0.21157405,-1.3747358,0.22342971,-2.4908066,2.8959925,1.4226576,-1.4439701,3.3775318,5.572598,1.7819328,3.0047867,145
219,64,20,28,10,7,0,65,0,0,2.2,2.2,2.2,2.2,3.0,140,0,1,0,0,1,1.2238278,7.148547,-1.6191993,-2.8445837,-5.385803,-0.031171292,-2.4902716,-0.12854923,-3.337309,3.648775,2.034392,-1.6809509,4.5933504,7.61553,3.2414093,4.3370414,140
220,277,48,110,47,49,0,84,170,0,4.6,5.0,4.6,5.0,19.0,1265,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1265
221,322,78,100,67,54,0,179,106,14,16.3,17.5,19.6,21.1,13.0,6316,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,5242
222,164,52,56,18,7,20,110,43,0,17.0,18.2,17.0,18.2,11.0,2791,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2791
223,145,48,10,72,14,0,144,0,0,5.1,5.2,6.2,6.2,3.0,894,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,742
224,73,36,24,12,0,0,0,72,0,8.0,8.1,9.6,9.8,5.0,704,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,584
225,245,42,179,24,42,15,302,0,0,3.6,3.0,3.6,3.0,7.0,893,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,893
226,406,209,36,125,20,0,102,288,0,13.9,14.5,16.7,17.4,7.0,6794,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,5639
227,98,35,0,41,20,0,28,68,0,56.5,57.6,68.0,69.4,5.0,6666,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,5533
228,83,44,10,3,25,0,15,63,4,4.9,5.0,6.0,6.0,3.0,494,1,0,0,0,1,-0.31665677,0.3007855,-0.47329882,0.0072734877,-0.10632506,0.12426017,0.014103517,-0.00090589374,-0.6006826,0.86071616,-0.06606761,-0.25662047,0.54677325,0.8273418,0.08901297,-0.1680403,410
229,182,30,59,39,29,0,0,157,0,5.5,6.4,6.6,7.7,5.0,1206,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1001
230,820,460,98,199,175,0,685,212,35,3.1,2.7,3.1,2.7,11.0,2552,0,0,0,1,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2552
231,545,116,226,131,72,0,79,466,0,16.0,16.0,16.0,16.0,11.0,8740,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,8740
232,105,96,9,0,0,0,21,84,0,1.9,1.9,1.9,1.9,8.0,198,1,0,0,0,1,-0.4686421,1.9766682,-0.20965825,-0.66282564,-1.5713607,-0.13857514,-0.30990487,0.42531154,-1.7416589,1.8935105,0.07975009,-0.9049598,1.9154835,2.8388743,0.32668212,1.0400221,198
233,55,12,10,14,15,0,9,42,0,42.7,46.0,51.4,55.5,1.0,2828,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2347
234,62,27,4,0,31,7,69,0,0,13.2,11.8,15.9,14.3,8.0,984,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,817
235,109,0,105,0,0,0,0,105,0,2.3,2.4,2.8,2.9,1.0,300,1,0,0,0,1,-0.2904275,0.28539896,-0.50381887,0.051119596,-0.20014203,0.11538963,-0.030157633,-0.062895775,-0.67482096,0.5627538,-0.05542483,-0.3544516,0.65921056,1.0024639,0.035859138,0.013501644,249
236,436,27,334,15,0,60,436,0,0,17.8,17.8,17.8,17.8,15.0,7762,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,7762
237,179,60,44,6,38,40,188,0,0,4.3,4.1,5.2,5.0,4.0,935,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,776
238,1710,932,521,233,214,0,1900,0,0,7.7,6.9,7.7,6.9,21.0,13130,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,13130
239,128,49,15,25,31,0,120,0,0,12.8,13.7,14.8,15.8,2.0,1890,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1644
240,174,21,7,30,50,32,140,0,0,77.7,96.6,77.7,96.6,8.0,13528,0,0,0,1,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,13528
241,70,28,4,15,21,0,39,29,0,8.8,9.1,10.6,10.9,5.0,743,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,617
242,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,7.0,2391,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2391
243,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,5.0,605,0,1,0,0,1,-1.7725317,1.8879277,-1.9305341,0.42265034,-1.4832451,-0.15298563,-0.4430911,1.0710536,-3.7277725,4.256842,-1.7932527,-1.0139526,2.1041672,4.421829,0.26791054,-0.061407674,605
244,129,33,0,39,24,25,121,0,0,16.0,17.1,18.4,19.6,4.0,2372,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2064
245,856,349,194,74,84,155,856,0,0,3.0,3.0,3.0,3.0,12.0,2551,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2551
246,127,56,14,10,39,0,25,94,0,13.1,14.0,15.8,16.9,7.0,2010,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1668
247,381,119,107,9,28,65,137,191,0,4.8,5.5,4.8,5.5,19.0,1817,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1817
248,234,117,19,93,0,5,231,3,0,21.8,21.8,21.8,21.8,10.0,5103,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,5103
249,215,58,62,46,51,0,82,135,0,13.2,13.1,15.9,15.7,8.0,3417,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2836
250,1406,541,70,290,335,90,1326,0,0,10.6,11.3,10.5,11.1,1.0,14698,0,0,0,1,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,14938
251,85,21,67,3,0,15,22,59,25,12.3,9.9,12.3,9.9,13.0,1049,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1049
252,59,10,32,3,21,5,71,0,0,18.0,14.9,21.7,18.0,10.0,1278,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1061
253,358,139,0,89,70,40,338,0,0,38.9,41.2,46.8,49.6,9.0,16770,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,13919
254,73,40,0,12,10,0,0,62,0,50.3,59.3,60.7,71.4,7.0,4428,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3675
255,597,189,96,78,239,7,609,0,0,4.3,4.2,4.3,4.2,6.0,2542,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2542
256,276,90,120,34,14,0,101,139,18,8.1,8.7,8.1,8.7,2.0,2244,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2244
