ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_N_effort_PDR_UFP,MI_N_effort_Enquiry,MI_N_effort_NPDR_AFP,MI_N_effort_Input,MI_N_effort_Duration,MI_N_effort_File,MI_N_effort_Changed,MI_N_effort_Output,MI_N_effort_Resource_1,MI_N_effort_Resource_2,MI_AFP_PDR_AFP,Effort
238,1710,932,521,233,214,0,1900,0,0,7.7,6.9,7.7,6.9,21.0,13130,0,1,0,0,1,22452300,101101.0,90597.0,24947000,90597.0,3059290,101101.0,12237160,275730.0,2809820,0,6840730,0,13130,13167.0,13130
239,128,49,15,25,31,0,120,0,0,12.8,13.7,14.8,15.8,2.0,1890,0,1,0,0,1,241920,24192.0,29862.0,226800,25893.0,47250,27972.0,92610,3780.0,58590,0,28350,0,1890,1638.4,1644
240,174,21,7,30,50,32,140,0,0,77.7,96.6,77.7,96.6,8.0,13528,0,0,0,1,1,2353872,1051125.6,1306804.7999999998,1893920,1306804.7999999998,405840,1051125.6,284088,108224.0,676400,0,94696,0,0,13519.800000000001,13528
241,70,28,4,15,21,0,39,29,0,8.8,9.1,10.6,10.9,5.0,743,1,0,0,0,1,52010,6538.400000000001,8098.7,28977,6761.3,11145,7875.8,20804,3715.0,15603,21547,2972,743,0,616.0,617
242,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,7.0,2391,1,0,0,0,1,906189,15063.3,15063.3,906189,15063.3,136287,15063.3,380169,16737.0,284529,0,69339,2391,0,2387.7,2391
243,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,5.0,605,0,1,0,0,1,156090,1391.5,1391.5,15730,1391.5,139150,1391.5,7260,3025.0,0,140360,9680,0,605,593.4,605
244,129,33,0,39,24,25,121,0,0,16.0,17.1,18.4,19.6,4.0,2372,0,1,0,0,1,305988,37952.0,46491.200000000004,287012,40561.200000000004,92508,43644.799999999996,78276,9488.0,56928,0,0,0,2372,2064.0,2064
245,856,349,194,74,84,155,856,0,0,3.0,3.0,3.0,3.0,12.0,2551,0,1,0,0,1,2183656,7653.0,7653.0,2183656,7653.0,188774,7653.0,890299,30612.0,214284,0,494894,0,2551,2568.0,2551
246,127,56,14,10,39,0,25,94,0,13.1,14.0,15.8,16.9,7.0,2010,1,0,0,0,1,255270,26331.0,33969.0,50250,28140.0,20100,31758.0,112560,14070.0,78390,188940,28140,2010,0,1663.7,1668
247,381,119,107,9,28,65,137,191,0,4.8,5.5,4.8,5.5,19.0,1817,0,1,0,0,1,692277,8721.6,9993.5,248929,9993.5,16353,8721.6,216223,34523.0,50876,347047,194419,0,1817,1828.8,1817
248,234,117,19,93,0,5,231,3,0,21.8,21.8,21.8,21.8,10.0,5103,1,0,0,0,1,1194102,111245.40000000001,111245.40000000001,1178793,111245.40000000001,474579,111245.40000000001,597051,51030.0,0,15309,96957,5103,0,5101.2,5103
249,215,58,62,46,51,0,82,135,0,13.2,13.1,15.9,15.7,8.0,3417,1,0,0,0,1,734655,45104.399999999994,53646.899999999994,280194,44762.7,157182,54330.3,198186,27336.0,174267,461295,211854,3417,0,2838.0,2836
250,1406,541,70,290,335,90,1326,0,0,10.6,11.3,10.5,11.1,1.0,14698,0,0,0,1,1,20665388,155798.8,163147.8,19489548,166087.40000000002,4262420,154329.0,7951618,14698.0,4923830,0,1028860,0,0,14903.6,14938
251,85,21,67,3,0,15,22,59,25,12.3,9.9,12.3,9.9,13.0,1049,0,1,0,0,1,89165,12902.7,10385.1,23078,10385.1,3147,12902.7,22029,13637.0,0,61891,70283,0,1049,1045.5,1049
252,59,10,32,3,21,5,71,0,0,18.0,14.9,21.7,18.0,10.0,1278,1,0,0,0,1,75402,23004.0,23004.0,90738,19042.2,3834,27732.6,12780,12780.0,26838,0,40896,1278,0,1062.0,1061
253,358,139,0,89,70,40,338,0,0,38.9,41.2,46.8,49.6,9.0,16770,1,0,0,0,1,6003660,652353.0,831792.0,5668260,690924.0,1492530,784836.0,2331030,150930.0,1173900,0,0,16770,0,13926.199999999999,13919
254,73,40,0,12,10,0,0,62,0,50.3,59.3,60.7,71.4,7.0,4428,1,0,0,0,1,323244,222728.4,316159.2,0,262580.39999999997,53136,268779.60000000003,177120,30996.0,44280,274536,0,4428,0,3671.8999999999996,3675
255,597,189,96,78,239,7,609,0,0,4.3,4.2,4.3,4.2,6.0,2542,1,0,0,0,1,1517574,10930.6,10676.4,1548078,10676.4,198276,10930.6,480438,15252.0,607538,0,244032,2542,0,2567.1,2542
256,276,90,120,34,14,0,101,139,18,8.1,8.7,8.1,8.7,2.0,2244,1,0,0,0,1,619344,18176.399999999998,19522.8,226644,19522.8,76296,18176.399999999998,201960,4488.0,31416,311916,269280,2244,0,2235.6,2244
257,728,181,165,15,84,167,330,27,255,11.1,13.1,13.3,15.8,4.0,9694,1,0,0,0,1,7057232,107603.4,153165.2,3199020,126991.4,145410,128930.20000000001,1754614,38776.0,814296,261738,1599510,9694,0,8080.8,8046
258,59,0,55,0,0,0,11,11,33,83.8,89.9,101.0,108.3,6.0,5958,1,0,0,0,1,351522,499280.39999999997,645251.4,65538,535624.2000000001,0,601758.0,0,35748.0,0,65538,327690,5958,0,4944.2,4945
259,98,36,32,9,17,0,45,42,7,13.4,14.0,16.1,16.8,11.0,1582,1,0,0,0,1,155036,21198.8,26577.600000000002,71190,22148.0,14238,25470.2,56952,17402.0,26894,66444,50624,1582,0,1313.2,1313
260,756,452,66,127,84,5,302,320,112,4.3,4.4,4.3,4.4,7.0,3214,1,0,0,0,1,2429784,13820.199999999999,14141.6,970628,14141.6,408178,13820.199999999999,1452728,22498.0,269976,1028480,212124,3214,0,3250.7999999999997,3214
261,155,120,34,0,0,0,47,107,0,3.1,3.1,3.8,3.8,10.0,582,1,0,0,0,1,90210,1804.2,2211.6,27354,1804.2,0,2211.6,69840,5820.0,0,62274,19788,582,0,480.5,483
262,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,4.0,2778,1,0,0,0,1,1511232,11667.6,16390.2,297246,13612.2,297246,14167.8,347250,11112.0,369474,1005636,288912,2778,0,2284.8,2306
263,813,27,677,34,0,100,18,820,0,2.0,1.9,2.0,1.9,9.0,1634,0,1,0,0,1,1328442,3268.0,3104.6,29412,3104.6,55556,3268.0,44118,14706.0,0,1339880,1106218,0,1634,1626.0,1634
264,75,23,0,30,27,14,94,0,0,9.6,7.7,9.6,7.7,6.0,720,1,0,0,0,1,54000,6912.0,5544.0,67680,5544.0,21600,6912.0,16560,4320.0,19440,0,0,720,0,720.0,720
265,112,85,4,16,14,0,119,0,0,9.6,9.0,9.6,9.0,13.0,1073,0,0,0,1,1,120176,10300.8,9657.0,127687,9657.0,17168,10300.8,91205,13949.0,15022,0,4292,0,0,1075.2,1073
266,211,73,32,79,22,5,111,100,0,16.9,16.9,16.9,16.9,13.0,3566,1,0,0,0,1,752426,60265.399999999994,60265.399999999994,395826,60265.399999999994,281714,60265.399999999994,260318,46358.0,78452,356600,114112,3566,0,3565.8999999999996,3566
267,895,222,271,222,63,0,778,0,0,0.9,1.0,0.9,1.0,7.0,780,1,0,0,0,1,698100,702.0,780.0,606840,780.0,173160,702.0,173160,5460.0,49140,0,211380,780,0,805.5,780
268,74,18,7,37,7,5,74,0,0,54.0,54.0,54.0,54.0,14.0,3995,1,0,0,0,1,295630,215730.0,215730.0,295630,215730.0,147815,215730.0,71910,55930.0,27965,0,27965,3995,0,3996.0,3995
269,3331,1049,519,399,595,360,2922,0,0,14.7,16.8,14.7,16.8,42.0,49034,0,0,0,1,1,163332254,720799.7999999999,823771.2000000001,143277348,823771.2000000001,19564566,720799.7999999999,51436666,2059428.0,29175230,0,25448646,0,0,48965.7,49034
270,64,15,18,9,15,5,12,39,11,6.1,6.3,7.4,7.6,6.0,472,1,0,0,0,1,30208,2879.2,3587.2,5664,2973.6,4248,3492.8,7080,2832.0,7080,18408,8496,472,0,390.4,392
271,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12.0,23.0,17219,1,0,0,0,1,24141038,216959.4,206628.0,24640389,211793.7,3219953,211793.7,5647832,396037.0,843731,0,13844076,17219,0,17665.2,17607
272,337,128,21,86,77,25,337,0,0,1.8,1.8,1.9,1.9,8.0,657,1,0,0,0,1,221409,1182.6000000000001,1248.3,221409,1182.6000000000001,56502,1248.3,84096,5256.0,50589,0,13797,657,0,606.6,591
273,73,0,0,67,0,10,39,38,0,11.1,10.5,13.4,12.7,6.0,978,1,0,0,0,1,71394,10855.8,12420.599999999999,38142,10269.0,65526,13105.2,0,5868.0,0,37164,0,978,0,810.3,812
274,64,12,28,17,7,0,47,17,0,8.8,8.8,10.6,10.6,12.0,680,1,0,0,0,1,43520,5984.000000000001,7208.0,31960,5984.000000000001,11560,7208.0,8160,8160.0,4760,11560,19040,680,0,563.2,564
275,1703,186,463,0,516,316,1481,0,0,5.0,5.8,5.0,5.8,8.0,8549,0,0,1,0,1,14558947,42745.0,49584.2,12661069,49584.2,0,42745.0,1590114,68392.0,4411284,0,3958187,0,0,8515.0,8549
276,151,41,21,29,41,19,151,0,0,2.6,2.6,2.9,2.9,3.0,434,1,0,0,0,1,65534,1128.4,1258.6,65534,1128.4,12586,1258.6,17794,1302.0,17794,0,9114,434,0,392.6,391
277,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,2.0,2189,1,0,0,0,1,144474,60197.5,74863.8,91938,62167.6,13134,72674.8,59103,4378.0,37213,48158,30646,2189,0,1815.0,1817
278,70,24,0,3,42,5,74,0,0,7.7,7.3,9.4,8.9,3.0,659,0,1,0,0,1,46130,5074.3,5865.1,48766,4810.7,1977,6194.6,15816,1977.0,27678,0,0,0,659,539.0,540
279,754,301,130,204,90,0,213,512,0,9.9,10.3,11.9,12.4,8.0,8967,1,0,0,0,1,6761118,88773.3,111190.8,1909971,92360.1,1829268,106707.3,2699067,71736.0,807030,4591104,1165710,8967,0,7464.6,7443
280,325,106,49,31,80,12,136,142,0,26.7,31.2,32.1,37.5,6.0,10437,1,0,0,0,1,3392025,278667.89999999997,391387.5,1419432,325634.39999999997,323547,335027.7,1106322,62622.0,834960,1482054,511413,10437,0,8677.5,8663
281,168,84,7,45,40,22,198,0,0,27.5,23.3,27.5,23.3,12.0,4622,0,1,0,0,1,776496,127105.0,107692.6,915156,107692.6,207990,127105.0,388248,55464.0,184880,0,32354,0,4622,4620.0,4622
282,226,99,50,43,63,5,260,0,0,4.0,3.5,4.0,3.5,7.0,915,0,0,0,1,1,206790,3660.0,3202.5,237900,3202.5,39345,3660.0,90585,6405.0,57645,0,45750,0,0,904.0,915
283,335,83,71,71,111,17,353,0,0,75.8,72.0,75.8,72.0,12.0,25401,0,0,0,1,1,8509335,1925395.7999999998,1828872.0,8966553,1828872.0,1803471,1925395.7999999998,2108283,304812.0,2819511,0,1803471,0,0,25393.0,25401
284,76,21,51,3,0,0,63,12,0,7.5,7.6,9.0,9.1,5.0,686,1,0,0,0,1,52136,5145.0,6242.599999999999,43218,5213.599999999999,2058,6174.0,14406,3430.0,0,8232,34986,686,0,570.0,569
285,221,31,133,0,45,5,53,161,0,6.8,7.1,8.2,8.5,4.0,1822,1,0,0,0,1,402662,12389.6,15487.0,96566,12936.199999999999,0,14940.399999999998,56482,7288.0,81990,293342,242326,1822,0,1502.8,1512
286,1010,213,224,111,212,75,758,77,0,5.0,6.1,5.0,6.1,11.0,5053,0,1,0,0,1,5103530,25265.0,30823.3,3830174,30823.3,560883,25265.0,1076289,55583.0,1071236,389081,1131872,0,5053,5050.0,5053
287,116,46,12,22,35,15,130,0,0,16.7,14.9,16.7,14.9,10.0,1939,1,0,0,0,1,224924,32381.3,28891.100000000002,252070,28891.100000000002,42658,32381.3,89194,19390.0,67865,0,23268,1939,0,1937.1999999999998,1939
288,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,1.0,114,0,1,0,0,1,4446,330.59999999999997,307.8,1254,307.8,342,330.59999999999997,2850,114.0,1596,3534,0,0,114,113.1,114
289,170,75,12,23,39,0,108,41,0,9.0,10.3,9.0,10.3,8.0,1532,0,0,0,1,1,260440,13788.0,15779.6,165456,15779.6,35236,13788.0,114900,12256.0,59748,62812,18384,0,0,1530.0,1532
290,179,85,0,49,59,0,193,0,0,26.4,24.5,31.8,29.5,4.0,5690,1,0,0,0,1,1018510,150216.0,167855.0,1098170,139405.0,278810,180942.0,483650,22760.0,335710,0,0,5690,0,4725.599999999999,4723
291,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,13.0,3580,1,0,0,0,1,594280,64081.99999999999,78044.0,0,64798.00000000001,136040,77328.0,451080,46540.0,0,587120,0,3580,0,2971.3999999999996,2971
292,354,48,34,174,73,25,354,0,0,16.5,16.5,16.5,16.5,10.0,5841,1,0,0,0,1,2067714,96376.5,96376.5,2067714,96376.5,1016334,96376.5,280368,58410.0,426393,0,198594,5841,0,5841.0,5841
293,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,8.0,941,0,1,0,0,1,578715,1411.5,1411.5,590007,1411.5,69634,1411.5,513786,7528.0,6587,0,0,0,941,922.5,941
294,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,8.0,1035,0,1,0,0,1,130410,8487.0,7969.5,139725,7969.5,18630,8487.0,47610,8280.0,50715,0,7245,0,1035,1033.1999999999998,1035
295,1390,379,377,133,182,170,1241,0,0,4.0,4.5,4.0,4.5,13.0,5597,0,0,1,0,1,7779830,22388.0,25186.5,6945877,25186.5,744401,22388.0,2121263,72761.0,1018654,0,2110069,0,0,5560.0,5597
296,129,30,59,10,39,0,94,44,0,23.2,21.7,27.9,26.1,8.0,3600,1,0,0,0,1,464400,83520.0,93960.0,338400,78120.0,36000,100440.0,108000,28800.0,140400,158400,212400,3600,0,2992.7999999999997,2988
297,203,35,48,6,14,100,203,0,0,15.9,15.9,15.9,15.9,5.0,3219,1,0,0,0,1,653457,51182.1,51182.1,653457,51182.1,19314,51182.1,112665,16095.0,45066,0,154512,3219,0,3227.7000000000003,3219
298,758,116,312,132,30,58,648,0,0,6.1,7.1,6.1,7.1,15.0,4630,1,0,0,0,1,3509540,28243.0,32873.0,3000240,32873.0,611160,28243.0,537080,69450.0,138900,0,1444560,4630,0,4623.8,4630
299,558,92,116,57,196,0,461,0,0,7.4,8.9,7.4,8.9,6.0,4112,1,0,0,0,1,2294496,30428.800000000003,36596.8,1895632,36596.8,234384,30428.800000000003,378304,24672.0,805952,0,476992,4112,0,4129.2,4112
300,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,6.0,580,1,0,0,0,1,14500,13456.0,13456.0,12760,13456.0,2320,13456.0,8120,3480.0,4060,0,0,580,0,580.0,580
301,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,5.0,13183,1,0,0,0,1,11205550,170060.7,226747.59999999998,4218560,188516.90000000002,2702515,204336.5,1239202,65915.0,593235,5879618,4587684,13183,0,10965.0,10942
302,235,78,10,123,68,0,13,82,184,4.0,3.4,4.8,4.0,9.0,1129,1,0,0,0,1,265315,4516.0,4516.0,14677,3838.6,138867,5419.2,88062,10161.0,76772,92578,11290,1129,0,940.0,937
303,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,8.0,3030,1,0,0,0,1,175740,131502.0,163923.0,78780,136047.0,57570,158166.0,45450,24240.0,66660,90900,0,3030,0,2517.2,2515
304,316,14,118,14,155,0,139,151,11,8.2,8.6,8.2,8.6,8.0,2600,0,1,0,0,1,821600,21319.999999999996,22360.0,361400,22360.0,36400,21319.999999999996,36400,20800.0,403000,392600,306800,0,2600,2591.2,2600
305,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,19.0,25217,0,1,0,0,1,192481361,83216.09999999999,88259.5,34698592,88259.5,3404295,83216.09999999999,31269080,479123.0,43675844,130951881,61907735,0,25217,25188.899999999998,25217
306,119,0,118,0,0,0,95,19,4,1.5,1.5,1.8,1.8,2.0,212,1,0,0,0,1,25228,318.0,381.6,20140,318.0,0,381.6,0,424.0,0,4028,25016,212,0,178.5,176
307,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7.0,3.0,411,1,0,0,0,1,22605,2548.2000000000003,2877.0,24249,2383.7999999999997,2466,3082.5,4932,1233.0,5754,0,6987,411,0,341.0,341
308,1644,240,858,177,91,115,1481,0,0,9.9,11.0,9.9,11.0,38.0,16357,1,0,0,0,1,26890908,161934.30000000002,179927.0,24224717,179927.0,2895189,161934.30000000002,3925680,621566.0,1488487,0,14034306,16357,0,16275.6,16357
309,1193,196,667,149,115,54,516,485,180,2.5,2.5,3.0,3.1,12.0,3622,1,0,0,0,1,4321046,9055.0,11228.2,1868952,9055.0,539678,10866.0,709912,43464.0,416530,1756670,2415874,3622,0,2982.5,3006
310,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,8.0,2041,1,0,0,0,1,1234805,5714.799999999999,7143.5,1187862,5918.9,185731,6939.4,316355,16328.0,214305,0,471471,2041,0,1694.0,1694
311,389,120,94,77,63,10,198,166,0,2.9,3.1,2.9,3.1,6.0,1134,0,1,0,0,1,441126,3288.6,3515.4,224532,3515.4,87318,3288.6,136080,6804.0,71442,188244,106596,0,1134,1128.1,1134
312,132,56,0,27,38,7,128,0,0,9.0,9.3,10.8,11.2,8.0,1429,1,0,0,0,1,188628,12861.0,16004.8,182912,13289.7,38583,15433.2,80024,11432.0,54302,0,0,1429,0,1188.0,1186
313,132,30,50,22,24,0,39,27,60,10.5,11.0,12.6,13.2,9.0,1666,1,0,0,0,1,219912,17493.0,21991.199999999997,64974,18326.0,36652,20991.6,49980,14994.0,39984,44982,83300,1666,0,1386.0,1383
314,286,94,36,44,38,55,267,0,0,6.0,6.5,6.0,6.5,6.0,1727,1,0,0,0,1,493922,10362.0,11225.5,461109,11225.5,75988,10362.0,162338,10362.0,65626,0,62172,1727,0,1716.0,1727
315,305,73,87,39,63,10,272,0,0,14.8,16.6,14.8,16.6,7.0,4504,0,0,1,0,1,1373720,66659.2,74766.40000000001,1225088,74766.40000000001,175656,66659.2,328792,31528.0,283752,0,391848,0,0,4514.0,4504
316,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,8.0,5517,0,1,0,0,1,1478556,98754.29999999999,122477.4,1368216,107029.79999999999,0,113650.20000000001,402741,44136.0,386190,0,579285,0,5517,4797.2,4800
317,110,36,15,0,49,10,110,0,0,23.2,23.2,23.2,23.2,24.0,2553,0,1,0,0,1,280830,59229.6,59229.6,280830,59229.6,0,59229.6,91908,61272.0,125097,0,38295,0,2553,2552.0,2553
318,3963,1184,616,952,1091,42,3885,0,0,4.3,4.4,4.3,4.4,11.0,16921,0,1,0,0,1,67057923,72760.3,74452.40000000001,65738085,74452.40000000001,16108792,72760.3,20034464,186131.0,18460811,0,10423336,0,16921,17040.899999999998,16921
319,397,83,252,16,58,0,409,0,0,18.8,18.2,22.6,22.0,7.0,8987,1,0,0,0,1,3567839,168955.6,197714.0,3675683,163563.4,143792,203106.2,745921,62909.0,521246,0,2264724,8987,0,7463.6,7459
320,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,11.0,3877,0,1,0,0,1,984758,59318.100000000006,60481.2,461363,60481.2,11631,59318.100000000006,348930,42647.0,453609,387700,151203,0,3877,3886.2000000000003,3877
321,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,8.0,2516,1,0,0,0,1,337144,39249.6,58119.600000000006,83028,48307.2,55352,47300.8,183668,20128.0,35224,191216,0,2516,0,2090.4,2088
322,266,101,70,26,56,5,258,0,0,17.7,18.2,21.3,21.9,8.0,5657,1,0,0,0,1,1504762,100128.9,123888.29999999999,1459506,102957.4,147082,120494.1,571357,45256.0,316792,0,395990,5657,0,4708.2,4695
323,237,114,11,44,42,0,181,30,0,13.5,15.2,16.3,18.3,9.0,3857,1,0,0,0,1,914109,52069.5,70583.1,698117,58626.399999999994,169708,62869.100000000006,439698,34713.0,161994,115710,42427,3857,0,3199.5,3201
324,1243,555,15,245,394,10,1219,0,0,9.2,9.4,11.1,11.4,9.0,13843,1,0,0,0,1,17206849,127355.59999999999,157810.2,16874617,130124.20000000001,3391535,153657.3,7682865,124587.0,5454142,0,207645,13843,0,11435.599999999999,11490
325,666,138,233,124,105,5,605,0,0,1.1,1.2,1.1,1.2,13.0,752,1,0,0,0,1,500832,827.2,902.4,454960,902.4,93248,827.2,103776,9776.0,78960,0,175216,752,0,732.6,752
326,1810,349,423,377,457,10,1616,0,0,16.2,18.2,16.2,18.2,35.0,29399,0,0,1,0,1,53212190,476263.8,535061.7999999999,47508784,535061.7999999999,11083423,476263.8,10260251,1028965.0,13435343,0,12435777,0,0,29322.0,29399
327,88,56,7,15,7,0,9,76,0,26.1,27.0,31.5,32.6,6.0,2770,1,0,0,0,1,243760,72297.0,90302.0,24930,74790.0,41550,87255.0,155120,16620.0,19390,210520,19390,2770,0,2296.8,2299
328,62,19,8,9,15,0,51,0,0,14.2,17.3,15.3,18.6,5.0,949,1,0,0,0,1,58838,13475.8,17651.4,48399,16417.7,8541,14519.7,18031,4745.0,14235,0,7592,949,0,880.4,883
329,305,59,102,19,60,21,138,123,0,28.5,33.3,34.4,40.2,10.0,10484,1,0,0,0,1,3197620,298794.0,421456.80000000005,1446792,349117.19999999995,199196,360649.6,618556,104840.0,629040,1289532,1069368,10484,0,8692.5,8702
330,349,107,93,97,52,0,286,63,0,10.6,10.6,10.6,10.6,8.0,3703,1,0,0,0,1,1292347,39251.799999999996,39251.799999999996,1059058,39251.799999999996,359191,39251.799999999996,396221,29624.0,192556,233289,344379,3703,0,3699.4,3703
331,156,0,133,0,10,0,143,0,0,4.5,4.9,5.4,5.9,4.0,849,1,0,0,0,1,132444,3820.5,5009.1,121407,4160.1,0,4584.6,0,3396.0,8490,0,112917,849,0,702.0,705
332,100,24,76,3,7,0,40,70,0,14.3,13.0,14.3,13.0,15.0,1434,1,0,0,0,1,143400,20506.2,18642.0,57360,18642.0,4302,20506.2,34416,21510.0,10038,100380,108984,1434,0,1430.0,1434
333,222,20,5,93,73,0,47,144,0,11.0,12.8,13.3,15.5,4.0,2952,1,0,0,0,1,655344,32472.0,45756.0,138744,37785.6,274536,39261.6,59040,11808.0,215496,425088,14760,2952,0,2442.0,2450
334,506,54,161,43,173,80,511,0,0,6.9,6.8,6.9,6.8,9.0,3500,1,0,0,0,1,1771000,24150.0,23800.0,1788500,23800.0,150500,24150.0,189000,31500.0,605500,0,563500,3500,0,3491.4,3500
335,123,28,0,47,15,25,115,0,0,15.4,16.5,17.7,18.9,3.0,2179,0,1,0,0,1,268017,33556.6,41183.1,250585,35953.5,102413,38568.299999999996,61012,6537.0,32685,0,0,0,2179,1894.2,1896
336,252,0,109,143,0,0,109,143,0,27.1,27.1,27.1,27.1,11.0,6821,0,1,0,0,1,1718892,184849.1,184849.1,743489,184849.1,975403,184849.1,0,75031.0,0,975403,743489,0,6821,6829.200000000001,6821
337,258,186,40,19,10,0,0,255,0,5.4,5.5,6.5,6.6,4.0,1678,1,0,0,0,1,432924,9061.2,11074.8,0,9229.0,31882,10907.0,312108,6712.0,16780,427890,67120,1678,0,1393.2,1393
338,166,67,88,6,0,0,37,120,4,15.7,16.2,18.9,19.5,7.0,3137,1,0,0,0,1,520742,49250.899999999994,61171.5,116069,50819.399999999994,18822,59289.299999999996,210179,21959.0,0,376440,276056,3137,0,2606.2,2604
339,181,45,39,38,42,5,169,0,0,20.1,21.5,22.6,24.2,10.0,4088,0,1,0,0,1,739928,82168.8,98929.59999999999,690872,87892.0,155344,92388.8,183960,40880.0,171696,0,159432,0,4088,3638.1000000000004,3638
340,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,4.0,3234,1,0,0,0,1,918456,36867.6,39454.799999999996,711480,39454.799999999996,84084,36867.6,320166,12936.0,90552,87318,362208,3234,0,3237.6,3234
341,52,0,60,0,0,0,0,55,5,4.8,4.2,5.8,5.1,3.0,304,1,0,0,0,1,15808,1459.2,1550.3999999999999,0,1276.8,0,1763.2,0,912.0,0,16720,18240,304,0,249.6,252
342,102,72,0,18,0,7,0,97,0,10.1,10.6,12.1,12.8,3.0,1239,1,0,0,0,1,126378,12513.9,15859.2,0,13133.4,22302,14991.9,89208,3717.0,0,120183,0,1239,0,1030.2,1028
343,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,5.0,833,1,0,0,0,1,48314,9912.7,11995.2,18326,9912.7,2499,11995.2,21658,4165.0,0,29988,24157,833,0,690.2,691
344,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,15.0,7824,0,0,0,1,1,9357504,50856.0,50856.0,9451392,50856.0,438144,50856.0,4897824,117360.0,3231312,0,844992,0,0,7774.0,7824
345,38,30,0,8,0,0,32,0,6,6.5,6.5,6.5,6.5,4.0,247,1,0,0,0,1,9386,1605.5,1605.5,7904,1605.5,1976,1605.5,7410,988.0,0,0,0,247,0,247.0,247
346,84,33,0,21,27,0,61,20,0,32.6,33.8,39.3,40.7,10.0,3299,1,0,0,0,1,277116,107547.40000000001,134269.30000000002,201239,111506.2,69279,129650.7,108867,32990.0,89073,65980,0,3299,0,2738.4,2738
347,73,18,14,8,44,0,40,44,0,15.4,13.3,18.5,16.1,6.0,1351,1,0,0,0,1,98623,20805.4,21751.100000000002,54040,17968.3,10808,24993.5,24318,8106.0,59444,59444,18914,1351,0,1124.2,1121
348,449,352,12,12,52,0,0,428,0,35.7,37.5,43.0,45.2,8.0,19328,1,0,0,0,1,8678272,690009.6000000001,873625.6000000001,0,724800.0,231936,831104.0,6803456,154624.0,1005056,8272384,231936,19328,0,16029.300000000001,16042
349,551,188,116,52,114,5,223,231,21,4.4,5.1,5.3,6.2,13.0,2934,1,0,0,0,1,1616634,12909.6,18190.8,654282,14963.4,152568,15550.199999999999,551592,38142.0,334476,677754,340344,2934,0,2424.4,2435
350,194,48,47,28,27,35,185,0,0,7.4,7.8,7.4,7.8,8.0,1440,0,1,0,0,1,279360,10656.0,11232.0,266400,11232.0,40320,10656.0,69120,11520.0,38880,0,67680,0,1440,1435.6000000000001,1440
351,185,36,14,50,32,10,142,0,0,34.7,45.2,34.7,45.2,16.0,6416,1,0,0,0,1,1186960,222635.2,290003.2,911072,290003.2,320800,222635.2,230976,102656.0,205312,0,89824,6416,0,6419.500000000001,6416
352,134,43,0,77,36,0,156,0,0,9.1,7.8,10.9,9.4,5.0,1461,1,0,0,0,1,195774,13295.1,13733.4,227916,11395.8,112497,15924.9,62823,7305.0,52596,0,0,1461,0,1219.3999999999999,1213
353,1241,575,45,319,301,0,1240,0,0,8.2,8.2,8.2,8.2,15.0,10222,1,0,0,0,1,12685502,83820.4,83820.4,12675280,83820.4,3260818,83820.4,5877650,153330.0,3076822,0,459990,10222,0,10176.199999999999,10222
354,99,81,0,3,15,0,6,93,0,2.4,2.4,2.4,2.4,3.0,241,1,0,0,0,1,23859,578.4,578.4,1446,578.4,723,578.4,19521,723.0,3615,22413,0,241,0,237.6,241
355,1285,685,67,133,620,7,1512,0,0,0.9,0.8,0.9,0.8,16.5,1200,1,0,0,0,1,1542000,1080.0,960.0,1814400,960.0,159600,1080.0,822000,19800.0,744000,0,80400,1200,0,1156.5,1200
356,466,164,212,12,66,7,461,0,0,3.7,3.7,4.4,4.5,10.0,2058,1,0,0,0,1,959028,7614.6,9261.0,948738,7614.6,24696,9055.2,337512,20580.0,135828,0,436296,2058,0,1724.2,1708
