FunctionalSize,ValueAdjustmentFactor,ProjectElapsedTime,DevelopmentType,BusinessAreaType,ClientServer,DevelopmentPlatform,LanguageType,FirstOS,MaxTeamSize,NormalisedWorkEffortLevel1
117,1.17,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,1287
169,1.0,3.0,New_Development,Telecommunications,Yes,Multi,3GL,Windows,4.0,672
77,0.95,6.0,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,1.0,812
394,1.0,6.0,New_Development,Telecommunications,Yes,Multi,4GL,Windows,4.0,971
473,1.0,7.0,New_Development,Telecommunications,Yes,Multi,4GL,Windows,5.0,2982
168,1.0,5.0,New_Development,Telecommunications,Yes,Multi,3GL,Windows,3.0,1664
7,0.97,0.16,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,560
64,1.03,2.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,6.0,2189
182,1.19,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,547
146,1.0,6.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,3.0,926
725,1.04,8.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,21.0,8967
102,1.17,1.58,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.448507462686567,1445
55,1.08,2.6,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.448507462686567,789
718,1.0,6.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.448507462686567,2281
25,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,626
53,1.0,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,159
87,1.0,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,1652
624,1.0,7.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,11.0,3874
1238,1.0,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,7.0,1960
1632,1.0,15.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,11.0,16702
136,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,1804
323,1.0,6.0,New_Development,Telecommunications,Yes,Multi,4GL,Unix,3.0,1586
607,1.0379370078740158,10.0,Enhancement,Telecommunications,No,PC,3GL,Mainframe,15.0,3289
75,1.01,5.0,Enhancement,Telecommunications,No,PC,4GL,Mainframe,10.0,569
214,1.03,4.0,Enhancement,Telecommunications,No,PC,4GL,Mainframe,7.0,1822
105,1.24,6.042685887708649,Enhancement,Telecommunications,No,PC,3GL,Mainframe,8.448507462686567,9165
7,1.02,0.46,Enhancement,Telecommunications,No,PC,3GL,Mainframe,8.448507462686567,48
257,1.0,11.0,New_Development,Telecommunications,No,PC,3GL,Mainframe,2.0,2027
62,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,700
291,1.0379370078740158,2.9,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,8371
989,1.0,10.0,New_Development,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,5968
33,1.13,2.43,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,495
346,1.0,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,3.0,1507
762,1.0379370078740158,2.9,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,30.0,16613
421,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,5086
280,1.0,4.0,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,1100
30,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,255
1169,1.0,9.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,15.0,10522
80,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,210
109,1.23,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,4814
1986,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,2258
408,1.0379370078740158,8.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,19.0,9075
551,1.0,10.0,New_Development,Telecommunications,Yes,MR,3GL,Unix,8.0,6050
159,1.0,5.0,New_Development,Banking,Yes,MF,3GL,Mainframe,5.0,3084
17,1.15,1.41,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,301
74,1.0,6.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,6.0,1419
193,0.93,4.0,New_Development,Telecommunications,Yes,MF,4GL,Mainframe,11.0,5690
3210,1.0,31.0,New_Development,Telecommunications,Yes,MF,4GL,Mainframe,40.0,43300
75,1.0379370078740158,4.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,496
118,1.0,8.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,5.0,1603
1064,1.0,6.042685887708649,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,1099
73,1.07,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,10106
155,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,2209
138,0.94,8.0,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,6.0,2988
203,1.0,5.0,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,3219
281,1.0,5.0,Enhancement,Banking,No,MF,3GL,Mainframe,2.0,1608
144,0.87,6.042685887708649,New_Development,Banking,No,MF,3GL,Mainframe,8.448507462686567,513
55,0.82,1.94,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,95
62,0.98,6.042685887708649,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,2602
777,1.0,10.0,Enhancement,Banking,No,MF,3GL,Mainframe,9.0,5180
84,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Mainframe,8.448507462686567,304
75,1.0379370078740158,4.9,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,465
117,1.0,4.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,4.0,1674
266,0.84,6.042685887708649,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,3023
41,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Mainframe,8.448507462686567,441
18,1.0379370078740158,3.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,306
4,0.94,0.1,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,38
766,1.11,5.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,33.0,13183
201,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,2624
279,0.84,9.0,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,4.0,937
289,1.09,12.0,Enhancement,Telecommunications,No,MF,3GL,Unix,5.0,8150
56,1.02,8.0,Enhancement,Telecommunications,No,MF,3GL,Unix,8.0,3030
44,1.0,3.45,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,173
247,1.0,6.0,New_Development,Banking,Yes,PC,4GL,Windows,7.0,1757
37,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Windows,8.448507462686567,405
132,1.08,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Windows,8.448507462686567,401
2456,1.0,6.042685887708649,New_Development,Banking,Yes,Multi,3GL,Windows,8.448507462686567,2464
226,1.0379370078740158,12.2,Enhancement,Banking,No,MF,3GL,Mainframe,4.0,8258
219,1.0,3.0,New_Development,Banking,No,MF,3GL,Mainframe,3.0,510
572,1.0,20.0,New_Development,Banking,No,MF,4GL,Mainframe,8.0,13020
211,1.0,7.0,New_Development,Banking,No,MF,4GL,Mainframe,5.0,3136
59,0.93,3.0,New_Development,Telecommunications,No,MF,4GL,Mainframe,1.0,340
85,1.05,5.95,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,497
39,1.0,7.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,3.0,1313
1181,1.01,12.0,Enhancement,Telecommunications,No,PC,4GL,Windows,8.448507462686567,3006
582,1.04,8.0,New_Development,Telecommunications,No,PC,4GL,Windows,5.0,2041
547,1.0379370078740158,3.0,New_Development,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,2512
559,1.0,4.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,4.0,3020
141,1.0379370078740158,2.0,New_Development,Telecommunications,No,PC,4GL,Unix,8.448507462686567,299
19,1.19,2.43,Enhancement,Telecommunications,Yes,PC,4GL,Unix,8.448507462686567,68
81,1.21,2.93,Enhancement,Telecommunications,Yes,PC,4GL,Unix,8.448507462686567,1168
985,1.0,8.0,Enhancement,Telecommunications,Yes,PC,4GL,Unix,8.448507462686567,3496
326,1.0,6.0,New_Development,Telecommunications,Yes,PC,4GL,Unix,6.0,1234
141,1.0,4.0,New_Development,Telecommunications,Yes,PC,4GL,Unix,3.0,912
93,1.18,6.042685887708649,Enhancement,Telecommunications,Yes,PC,3GL,Unix,8.448507462686567,3810
128,1.03,8.0,New_Development,Telecommunications,Yes,PC,4GL,Unix,7.0,1429
126,1.05,9.0,Enhancement,Telecommunications,Yes,PC,4GL,Windows,7.0,1665
389,1.05,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,4719
476,1.0,1.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.0,5657
57,1.05,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,317
675,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,11186
332,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,7040
1176,1.0,7.0,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,7.0,2278
60,1.1,2.73,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,1161
144,1.05,6.042685887708649,New_Development,Banking,Yes,PC,3GL,Windows,8.448507462686567,1035
256,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Windows,8.448507462686567,1231
267,1.07,6.0,New_Development,Banking,No,MF,4GL,Mainframe,8.448507462686567,1727
7,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Mainframe,8.448507462686567,232
13,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Mainframe,8.448507462686567,4
610,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Mainframe,8.448507462686567,13098
409,0.97,7.0,New_Development,Telecommunications,No,PC,3GL,Unix,8.448507462686567,8987
79,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,2195
264,1.0379370078740158,6.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,686
413,1.0,3.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,4.0,743
2099,1.0379370078740158,5.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,17400
269,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,3438
63,0.94,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,2391
143,1.01,6.042685887708649,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,4380
258,1.03,8.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,23.0,5657
130,1.02,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,5149
27,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,436
36,1.0379370078740158,1.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,129
150,1.0,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,600
103,0.96,4.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,2.0,764
151,1.22,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,972
96,1.0379370078740158,3.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,4550
82,1.09,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,2253
39,1.0379370078740158,1.2,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,516
79,1.08,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,2451
85,1.04,6.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,11.0,2299
21,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,269
126,1.0,2.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,2.0,354
364,1.0,8.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.0,3252
50,0.91,5.7,Enhancement,Telecommunications,No,MF,3GL,Unix,2.0,1848
17,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Unix,8.448507462686567,458
36,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Unix,8.448507462686567,408
78,1.03,3.09,Enhancement,Telecommunications,No,MF,3GL,Unix,8.448507462686567,950
191,1.16,4.0,Enhancement,Telecommunications,No,MF,4GL,Unix,9.0,2952
900,1.0,4.0,New_Development,Telecommunications,No,MF,4GL,Unix,6.0,2098
275,1.17,6.042685887708649,Enhancement,Telecommunications,No,MF,4GL,Unix,8.448507462686567,1222
63,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,2038
1367,1.23,20.38,New_Development,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,12135
992,1.0379370078740158,13.0,New_Development,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,7800
52,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,1486
161,1.03,7.0,Enhancement,Telecommunications,No,MR,4GL,Unix,10.0,3137
170,1.07,11.6,Enhancement,Telecommunications,No,MF,3GL,Unix,2.5,2289
180,1.0,1.0,New_Development,Telecommunications,No,MF,3GL,Unix,3.0,463
60,0.87,3.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.448507462686567,304
97,1.05,3.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,2.0,1239
92,1.0379370078740158,6.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,6022
669,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,6814
90,1.13,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,1077
187,1.0,2.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,2.0,608
72,1.13,2.96,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,8.448507462686567,452
2212,1.0,6.042685887708649,New_Development,Telecommunications,Yes,MF,4GL,Mainframe,8.448507462686567,5051
602,1.0,2.0,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,6.0,1368
13,1.0379370078740158,6.48,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,8.448507462686567,207
84,1.0,3.0,New_Development,Telecommunications,Yes,MF,4GL,Mainframe,5.0,498
84,0.87,6.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,7.0,1121
428,1.05,8.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,41.0,19328
656,1.0,11.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,4.0,1870
475,1.16,13.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,4.0,2934
198,1.02,6.042685887708649,Enhancement,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,4263
37,0.84,5.1,Enhancement,Telecommunications,No,MF,3GL,Unix,1.0,297
749,1.0,3.0,Enhancement,Telecommunications,No,MF,3GL,Unix,8.0,1654
8,0.96,2.43,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,54
629,1.0,7.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,5.0,2628
1004,1.0,12.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,19.0,15800
84,1.0379370078740158,4.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,1078
502,1.24,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,21864
51,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,948
86,1.0,6.042685887708649,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,419
65,1.0379370078740158,10.0,Enhancement,Telecommunications,No,MF,4GL,Mainframe,13.0,2727
269,1.0379370078740158,6.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,866
461,1.01,10.0,Enhancement,Telecommunications,No,MF,4GL,Mainframe,4.0,1708
470,1.0,8.0,New_Development,Telecommunications,No,MF,4GL,Mainframe,8.448507462686567,3712
151,1.0379370078740158,12.0,Enhancement,Telecommunications,No,MF,4GL,Mainframe,4.0,1329
197,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,4027
429,1.0,5.0,New_Development,Telecommunications,Yes,Multi,4GL,Mainframe,5.0,2151
128,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,2790
11,1.0379370078740158,2.17,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,40
65,0.91,3.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,3.0,682
198,1.0379370078740158,6.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,629
84,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,1888
34,1.02,2.93,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,196
50,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,1896
44,1.12,8.9,Enhancement,Telecommunications,No,MF,3GL,Mainframe,2.0,3392
11,1.08,0.99,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,181
55,1.0379370078740158,10.4,Enhancement,Telecommunications,No,MF,3GL,Mainframe,2.0,1543
155,1.0,5.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,2.0,476
29,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,298
92,1.01,3.0,Enhancement,Telecommunications,No,MF,4GL,Mainframe,5.0,967
60,1.03,2.96,Enhancement,Telecommunications,No,MF,4GL,Mainframe,8.448507462686567,425
201,1.0,5.0,Enhancement,Telecommunications,No,MF,4GL,Mainframe,7.0,2102
796,1.22,14.0,New_Development,Telecommunications,No,MR,4GL,Unix,14.0,5864
78,1.03,1.0,Enhancement,Telecommunications,No,PC,4GL,Windows,5.0,89
21,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,PC,3GL,Windows,8.448507462686567,897
113,0.94,7.0,New_Development,Telecommunications,No,PC,4GL,Windows,4.0,1357
90,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,1702
9,1.0379370078740158,1.5,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,107
59,1.14,2.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,13.0,4642
293,1.07,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,9270
27,1.13,5.39,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,8.448507462686567,91
503,1.0,5.0,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,3.0,482
310,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Windows,15.0,6160
2131,1.09,7.3,Enhancement,Telecommunications,No,MF,3GL,Mainframe,4.0,8640
98,1.0,7.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,2.0,636
594,1.0379370078740158,5.0,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,6726
141,0.95,8.0,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,7.0,2019
47,1.19,2.47,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,384
35,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,750
176,1.15,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,9662
113,1.0379370078740158,3.0,New_Development,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,754
95,0.98,8.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,7.0,1101
1003,1.0379370078740158,12.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,20.0,15794
18,1.0379370078740158,13.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,3002
450,1.11,8.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,20.0,7080
270,1.22,6.042685887708649,Enhancement,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,7837
55,1.04,4.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,16.0,2098
125,1.02,4.0,Enhancement,Telecommunications,Yes,PC,4GL,Windows,6.0,1902
300,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,1430
18,1.17,2.6,Enhancement,Telecommunications,Yes,MF,4GL,Windows,8.448507462686567,864
39,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,2794
112,1.0,6.042685887708649,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,1622
140,1.06,3.0,New_Development,Telecommunications,Yes,MR,3GL,Unix,10.0,4141
227,0.93,6.0,New_Development,Banking,Yes,MF,3GL,Mainframe,4.0,1865
893,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Mainframe,8.448507462686567,7514
641,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Mainframe,8.448507462686567,20164
40,1.1,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Mainframe,8.448507462686567,7427
245,1.0,4.0,New_Development,Banking,Yes,Multi,3GL,Mainframe,2.0,268
252,1.0,4.0,New_Development,Banking,Yes,MF,3GL,Mainframe,6.0,2101
126,1.06,12.4,New_Development,Banking,No,MF,3GL,Mainframe,8.0,7760
650,1.0,13.0,New_Development,Banking,No,MF,3GL,Mainframe,7.0,4820
101,1.0,5.0,Enhancement,Banking,No,MF,3GL,Mainframe,2.0,696
939,1.0,10.0,New_Development,Banking,No,MF,3GL,Mainframe,8.448507462686567,14880
104,1.0379370078740158,6.042685887708649,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,3442
199,1.0379370078740158,2.5,Enhancement,Banking,Yes,Multi,3GL,Windows,8.448507462686567,1073
219,1.0,5.0,New_Development,Banking,Yes,Multi,3GL,Windows,7.0,1219
361,1.0,6.0,Enhancement,Banking,Yes,Multi,3GL,Windows,3.0,1848
238,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Windows,8.448507462686567,3701
276,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Windows,8.448507462686567,3307
3,1.11,2.73,Enhancement,Banking,Yes,Multi,4GL,Windows,8.448507462686567,105
128,1.13,17.5,Enhancement,Banking,Yes,MF,3GL,Mainframe,0.5,2444
14,1.0379370078740158,0.4,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,160
111,1.12,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,619
99,1.0379370078740158,6.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,224
156,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,1520
82,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,6.0,1152
1013,1.0,6.0,New_Development,Telecommunications,Yes,MF,4GL,Mainframe,7.0,5880
69,0.98,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,2726
240,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,2131
68,1.0379370078740158,1.0,Enhancement,Telecommunications,No,PC,4GL,Unix,8.448507462686567,143
380,1.02,7.0,Enhancement,Telecommunications,No,PC,4GL,Unix,7.0,2811
309,1.0379370078740158,5.9,New_Development,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,1575
141,1.18,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,3902
876,1.03,11.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,17.0,6605
275,1.0,4.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,5.0,931
419,1.12,11.0,New_Development,Telecommunications,Yes,MR,4GL,Unix,9.0,3845
374,1.0,4.0,New_Development,Banking,No,MF,3GL,Mainframe,11.0,1838
31,1.0,5.42,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,99
81,1.01,2.0,Enhancement,Telecommunications,Yes,PC,4GL,Windows,1.0,80
62,1.0379370078740158,2.0,Enhancement,Telecommunications,No,PC,4GL,Unix,8.448507462686567,1080
76,1.07,5.0,Enhancement,Telecommunications,No,MR,3GL,Unix,7.0,2412
150,1.0,5.0,Enhancement,Telecommunications,No,MR,3GL,Unix,2.0,446
601,1.0,8.0,New_Development,Telecommunications,No,MR,3GL,Unix,6.0,1348
410,1.04,2.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,2.0,646
104,1.17,5.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,25.0,6987
6,1.15,0.36,Enhancement,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,94
60,1.0,5.0,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,1102
132,1.02,6.042685887708649,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,1543
10,1.17,1.64,Enhancement,Banking,Yes,MF,4GL,Mainframe,8.448507462686567,2032
47,1.11,1.71,Enhancement,Banking,Yes,MF,4GL,Mainframe,8.448507462686567,354
56,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,1762
367,1.0379370078740158,8.0,Enhancement,Telecommunications,Yes,PC,4GL,Windows,10.0,3483
348,1.04,6.0,New_Development,Telecommunications,Yes,PC,4GL,Windows,22.0,8543
131,1.0,8.0,Enhancement,Telecommunications,Yes,PC,4GL,Windows,1.0,1252
58,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Windows,8.448507462686567,512
349,1.04,5.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,12.0,4134
744,1.0,7.0,New_Development,Telecommunications,Yes,MR,4GL,Unix,11.0,3439
48,1.1,3.0,Enhancement,Telecommunications,Yes,PC,3GL,Windows,4.0,1213
377,1.02,6.042685887708649,Enhancement,Telecommunications,Yes,PC,3GL,Windows,8.448507462686567,8437
