size_D,duration_D,t11,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_duration_D_t07,effort_D
0.075086124,0.14224395,0.11405281359471862,0.7465279,0.29794723,0.09229109,0.12159374,0.2267819
0.080610774,0.13126257,0.11497563850243614,0.7216582,0.28976333,0.10001041,0.11129536,0.22799277
0.053751953,0.10486996,0.10584370941562905,0.7041554,0.28233394,0.0726311,0.085759655,0.19913171
0.037483573,0.079067,0.09422970057702992,0.67120636,0.27572414,0.073913194,0.061568808,0.15756534
0.06443511,0.05283183,0.020971103902889608,0.60361767,0.21368834,0.029235097,0.08670154,0.1187189
0.11363773,0.14446709,0.13198959680104033,0.6959872,0.30246234,0.15019476,0.11068341,0.21849924
0.13953328,0.18975207,0.13451428654857134,0.79511774,0.3206104,0.13383813,0.16843766,0.26917717
0.13000879,0.20112279,0.15232948476705152,0.8074039,0.33320975,0.14640442,0.16568992,0.27247152
0.10509607,0.14534962,0.13299314670068532,0.7147241,0.29765558,0.13712765,0.10884166,0.22413184
0.0935043,0.12194438,0.09296551070344893,0.6896388,0.28591466,0.10186064,0.116298616,0.20048769
0.056884035,0.1321646,0.12277926772207322,0.7341778,0.2809853,0.08641502,0.10145942,0.22133356
0.06385575,0.048254997,0.004368135263186474,0.57462573,0.20325774,0.032013696,0.085044265,0.101816945
0.20007215,0.15301156,0.2118260788173921,0.47090772,0.30855662,0.23954219,0.11445746,0.17379017
0.19509724,0.24197754,0.19549845045015496,0.8167025,0.38230163,0.19685452,0.21130024,0.30579105
0.14462858,0.19172883,0.15351916464808352,0.7952305,0.3338081,0.1627081,0.16922347,0.27262995
0.17594297,0.21328586,0.16669853333014667,0.8247854,0.36239326,0.17102993,0.20092218,0.28864136
0.086589575,0.0815507,0.03737853826214617,0.64764816,0.22876823,0.051055055,0.10803595,0.17066264
0.16827814,0.13845263,0.07281670771832922,0.57225335,0.22855368,0.1399531,0.19066305,0.22860405
0.196606,0.21738136,0.21403707859629215,0.78973097,0.4191433,0.24839188,0.20533657,0.28998715
0.11621055,0.135158,0.14626091537390845,0.70897424,0.29315457,0.11458467,0.11524384,0.22986726
0.090064354,0.03505842,0.011765551823444817,0.35836172,0.12467082,0.002085086,0.10783367,0.031395093
0.15009321,0.1737475,0.11813571818642817,0.7790607,0.3186358,0.1337034,0.17533806,0.2572348
0.11735009,0.1442152,0.16996806300319367,0.6772949,0.32755974,0.14018375,0.11207765,0.21181333
0.49753442,0.5585862,0.46513749348625066,0.8256857,0.54851866,0.48374045,0.5568955,0.54647934
0.19599313,0.226832,0.1724527727547227,0.79737437,0.35626924,0.18101513,0.22862685,0.2960215
0.08987519,0.07325558,0.05601905839809416,0.60609204,0.22188982,0.0423176,0.10814276,0.12364554
0.07082777,0.09650802,0.11638019836198016,0.66073656,0.28842366,0.10573554,0.09601654,0.19602025
0.057781458,0.0606134,0.10848337915166208,0.6067049,0.28470212,0.09600523,0.049863625,0.13888761
0.09295381,0.14198357,0.14880600511939948,0.6913303,0.27785155,0.11052552,0.11455312,0.21662107
0.09395233,0.06520992,0.011732068826793117,0.5566894,0.19430868,0.0403913,0.115294054,0.1316905
0.08377826,0.09025891,0.13117790688220932,0.61074185,0.282962,0.1137491,0.06567312,0.15088212
0.3655659,0.27745372,0.3416383258361674,0.5076463,0.41495734,0.40713793,0.22292644,0.25444385
0.12578437,0.13074668,0.15130135486986449,0.68204975,0.31941003,0.17650966,0.09602376,0.19434506
0.2143009,0.23918693,0.15612596438740356,0.764462,0.3462265,0.19578126,0.24211603,0.29612726
0.072534524,0.03645003,0.022613797738620225,0.55122316,0.2137745,0.030890206,0.08835742,0.111853294
0.18181334,0.25227663,0.17683532231646776,0.8397772,0.3467717,0.16923505,0.2096278,0.30668628
0.03879364,0.05284097,0.05855310414468958,0.6346163,0.2585469,0.041454013,0.054180592,0.13102695
0.06571408,0.14047502,0.11711690828830916,0.7437806,0.2887204,0.08869971,0.10948681,0.21873935
0.29030472,0.28824675,0.26712635328736467,0.7757898,0.4518189,0.3177929,0.27529296,0.34106454
0.14413413,0.16775385,0.16266532373346762,0.6451405,0.2991594,0.17623937,0.12000643,0.22197345
0.080184884,0.12341822,0.1295935570406443,0.6559339,0.28261417,0.12031029,0.09952743,0.21203409
0.106675655,0.13984576,0.14627717537228246,0.6832968,0.31052005,0.13248111,0.11309257,0.20827398
0.21860358,0.278929,0.20481827951817205,0.84896857,0.39045453,0.22298865,0.25477874,0.35161847
0.043417983,0.07050078,0.06244176375582362,0.6560857,0.24439752,0.033478044,0.0687492,0.15121974
0.12529247,0.16279788,0.14314363568563643,0.70282286,0.29907295,0.14194566,0.11739178,0.22819914
0.059570253,0.12476558,0.12258328774167122,0.7147713,0.2814599,0.09084661,0.10013797,0.21767202
0.08225449,0.11650378,0.12614169738583025,0.68736094,0.29265055,0.12835038,0.08436792,0.19039093
0.084958866,0.059866384,0.0719104028089597,0.54609066,0.21067238,0.039191835,0.10143665,0.11078401
0.036276855,0.07242278,0.10305824969417503,0.6553303,0.2874516,0.08685279,0.05556229,0.15891802
0.14992866,0.18486762,0.1412601158739884,0.7473192,0.31652477,0.16509923,0.14978614,0.26761547
0.109772,0.13189012,0.1509874149012585,0.6923308,0.3145671,0.1511555,0.115025714,0.20951739
0.06500353,0.08918425,0.11210207278979271,0.670931,0.29159054,0.10303411,0.06460428,0.16736843
0.101386294,0.102982275,0.04241067575893242,0.67591816,0.23135388,0.058160305,0.11753522,0.17441124
0.087046795,0.122677386,0.15014547498545247,0.69173795,0.29724827,0.13332564,0.08308773,0.19045971
0.10955247,0.111584544,0.16564382343561762,0.6197723,0.31207928,0.16401386,0.080833554,0.1736739
0.059203856,0.14071877,0.1116594088340591,0.74485147,0.28104717,0.08107416,0.10853118,0.2197934
0.26570037,0.3276993,0.25424967457503256,0.8758011,0.43426666,0.27635947,0.3006218,0.39007914
0.05864662,0.0723664,0.03572596242740375,0.6662996,0.24440575,0.04365937,0.086258456,0.16150658
0.06372743,0.09651157,0.09340756065924392,0.6834552,0.2683737,0.075997084,0.09334269,0.20254509
0.12514415,0.13950521,0.08118921188107882,0.72342074,0.3007736,0.13750514,0.14787082,0.20171289
0.04411705,0.08355775,0.12343730265626973,0.6600442,0.29240388,0.09887937,0.061114408,0.15806
0.044511117,0.10580977,0.07778567822143218,0.69099045,0.25550637,0.05581963,0.08735904,0.17952344
0.25745097,0.2381364,0.2653338334666166,0.75691473,0.45446104,0.31248146,0.23344386,0.27814937
0.06822624,0.13343732,0.1113588328641167,0.7302703,0.28370622,0.09238207,0.10471381,0.21405554
0.048301816,0.052541923,0.030947340905265908,0.6228366,0.2315978,0.029499268,0.077727385,0.13584825
0.114791155,0.14130063,0.13434657656534232,0.6678219,0.29591176,0.15118814,0.10711161,0.2135825
0.6669769,0.68649215,0.6457005654299434,0.89142144,0.7500931,0.6902759,0.67619264,0.70170635
0.14243828,0.08073462,0.05916715208328478,0.4400917,0.17453718,0.06099703,0.15793757,0.09971393
0.17806555,0.2043723,0.20108807989119198,0.7041831,0.33982188,0.17349681,0.17252825,0.27312562
0.32142502,0.35254008,0.2907483309251669,0.821971,0.44048452,0.3052376,0.36243713,0.40018564
0.15040919,0.16510953,0.17412328258767173,0.74977535,0.36289012,0.2102047,0.14096065,0.23520659
0.115394205,0.14556588,0.12350200364979963,0.70565987,0.30106634,0.12951691,0.12001805,0.24571267
0.05780851,0.058560796,0.02331713766828623,0.6191033,0.21515903,0.03400237,0.087720364,0.13038225
0.2631836,0.24241234,0.19012610098738988,0.6898928,0.32954025,0.2402739,0.29408813,0.30383152
0.3408089,0.40742257,0.3222489377751062,0.90192676,0.4749462,0.3290003,0.37377617,0.45617113
0.17569794,0.07440522,0.018942516105748385,0.2822426,0.098643795,0.05774877,0.17839704,0.06468853
0.17149277,0.18033195,0.16338597366140264,0.69629264,0.3246857,0.20070744,0.14709832,0.23882467
0.099437654,0.14286424,0.1198245580175442,0.7217635,0.3001571,0.10585243,0.12446751,0.23917471
0.074169755,0.1329164,0.1293639970636003,0.7237841,0.29639345,0.10561214,0.09143853,0.20572689
0.06617728,0.09120569,0.09422922657707733,0.6627169,0.27702403,0.088554144,0.0793921,0.18956062
0.10924624,0.055442713,0.046675825332417466,0.4537883,0.1811549,0.024071414,0.11576195,0.06984636
0.17096563,0.21464068,0.17812170218782977,0.8194486,0.37655726,0.21175614,0.19076307,0.28734908
0.10980442,0.14680937,0.12649305735069427,0.7136012,0.2932332,0.12272111,0.11481026,0.22283937
0.07410593,0.09786914,0.09445540055445995,0.64298165,0.2936302,0.09733536,0.08494076,0.16848062
0.058936223,0.11895141,0.11235881876411813,0.7168185,0.28320155,0.08748779,0.09547037,0.21428744
0.47833517,0.53660613,0.4781681121831888,0.928918,0.5986153,0.48745275,0.5179969,0.5816142
0.24533534,0.17906348,0.28924790107520987,0.36376292,0.32111296,0.28884882,0.10489394,0.13499331
0.09758062,0.10904643,0.15570662442933755,0.6689444,0.3418736,0.16030714,0.083762005,0.17224547
0.43038017,0.49951702,0.4447002555299744,0.91924715,0.56347966,0.4159792,0.4743589,0.55180013
0.052853055,0.10587929,0.08395321160467883,0.7157979,0.27081147,0.06290099,0.09731986,0.20736869
0.10515316,0.14440769,0.1493984050601595,0.7415397,0.32998434,0.13861032,0.12027781,0.23035973
0.056785084,0.10080948,0.09835211016478898,0.6810276,0.26521254,0.0764002,0.09019716,0.19680016
0.06446402,0.072524615,0.06275335372466462,0.62725323,0.252208,0.07798588,0.089064226,0.18648097
0.122134775,0.02928866,0.018432369156763082,0.23709553,0.09249009,0.010543879,0.12950943,0.0
0.10138729,0.07781573,0.011985728801427118,0.58677065,0.21173637,0.07060854,0.12344609,0.16468507
0.39450863,0.383871,0.37435259256474074,0.8465724,0.5432956,0.4309801,0.37464237,0.4370795
0.22192696,0.2592871,0.21893552810644717,0.7902813,0.36337653,0.22815819,0.22825904,0.31669572
0.13702005,0.18120304,0.14207888579211142,0.79510254,0.32527182,0.12778407,0.16578534,0.2605404
0.1895638,0.23403835,0.1722165827783417,0.80828905,0.34295112,0.17640525,0.20398605,0.3093392
0.08871612,0.08006145,0.07517801248219874,0.6018778,0.23418549,0.042235255,0.10717379,0.13084188
0.08156912,0.12537867,0.12199246780075321,0.7020456,0.29757878,0.1265777,0.10021087,0.20470574
0.13751197,0.21779147,0.1615859238414076,0.8214313,0.3420423,0.15290914,0.1802819,0.2834339
0.09232199,0.13847314,0.14664152533584746,0.7125606,0.2939151,0.13269666,0.104495384,0.20681973
0.107063845,0.12310711,0.1418718858128114,0.6519428,0.30975896,0.15382722,0.09394626,0.18625365
0.15161337,0.19926381,0.15804420419557957,0.7836764,0.33631772,0.15648696,0.16990092,0.27271175
0.056247257,0.11182002,0.09669135033086497,0.7079581,0.2709715,0.077670954,0.09885703,0.20561461
0.19263174,0.11316126,0.22562930743706924,0.5151556,0.3736798,0.25297928,0.09915839,0.15157253
0.114446476,0.19006556,0.1490191050980895,0.78952616,0.30660695,0.1119224,0.15005378,0.24854356
0.15299945,0.16301608,0.17619970238002974,0.6692138,0.35697418,0.19432217,0.136103,0.23133767
0.04985092,0.07875055,0.06381312861868714,0.67178774,0.25360912,0.050123565,0.08274174,0.17207459
0.2772919,0.1768663,0.27600157239984274,0.596217,0.42021403,0.32707012,0.14426531,0.18873572
0.42028525,0.41121623,0.33708626629137334,0.6520984,0.4080264,0.3951422,0.47333795,0.4029491
0.19367988,0.16337878,0.19316253068374692,0.5843679,0.33081672,0.23502837,0.11959769,0.19640966
0.10368112,0.105273105,0.05329166967083303,0.6442634,0.2406252,0.08084431,0.107686475,0.18004654
0.10181011,0.10536678,0.11421240457875953,0.6409359,0.28896144,0.12918141,0.084772035,0.18927325
0.11668886,0.12613037,0.15687984431201557,0.63253915,0.32367963,0.14952207,0.118116975,0.19482103
0.2533213,0.2027157,0.1514823248517675,0.59675556,0.2924926,0.18108271,0.26954818,0.23546346
0.28717437,0.3377055,0.26262534373746566,0.8583448,0.43125206,0.2837922,0.33287564,0.4038001
0.4033616,0.47555536,0.40189118981088096,0.9345106,0.54776865,0.39489418,0.44196984,0.5300724
0.15484221,0.18555473,0.1707958529204147,0.7194493,0.33682555,0.18881482,0.15665036,0.24900746
0.07100344,0.05402155,0.032222296777770325,0.58973444,0.20443988,0.029300207,0.08864638,0.120398074
0.44596538,0.49732572,0.44882373511762647,0.903163,0.5552934,0.4565609,0.50225115,0.5370122
0.14432336,0.13916083,0.16243739375626062,0.63675463,0.31429544,0.18426833,0.10290839,0.1873917
0.36246598,0.40933758,0.3544359445564055,0.8976942,0.5161704,0.37365443,0.3881972,0.45561168
0.03189929,0.08052621,0.08465917153408284,0.66946507,0.26814246,0.06759009,0.062564865,0.16030657
0.11774032,0.095703915,0.17464695253530474,0.5243963,0.31044853,0.15633777,0.06291541,0.11921788
0.024883328,0.06441883,0.07738593226140678,0.6293235,0.25720713,0.054093912,0.045830593,0.12637255
0.080209084,0.13339023,0.1205553739444626,0.71737087,0.29624814,0.11947339,0.105751626,0.21556875
0.19127867,0.21303737,0.200501359949864,0.77130604,0.40381536,0.2360198,0.19940199,0.28575188
0.09385868,0.1358357,0.1474017652598235,0.67438334,0.29443341,0.13778558,0.09912656,0.20708264
0.09619704,0.08709131,0.12328776767122322,0.57888937,0.27295408,0.12415479,0.076009065,0.17234433
0.08909959,0.13839412,0.13551558644844136,0.70467633,0.31309602,0.1252208,0.11253056,0.21950528
0.17037912,0.1593577,0.07855994214400579,0.65592414,0.26800185,0.13627557,0.19350058,0.21001711
0.5060515,0.5936171,0.5151883484811651,0.9443866,0.6251314,0.5016617,0.5536352,0.6326079
0.07763657,0.13231863,0.1502081649791835,0.74773633,0.32347292,0.11814552,0.09355134,0.2134193
0.06714534,0.14121811,0.11670203832979616,0.74278015,0.2878245,0.088495076,0.110650465,0.21906723
0.07912851,0.0684636,0.04608237239176276,0.6294726,0.24772774,0.06110179,0.09329227,0.15479304
0.11330041,0.13695747,0.15850819414918058,0.6966727,0.34931678,0.16863315,0.11286041,0.20120712
0.20227674,0.18041722,0.1910569208943079,0.67572314,0.33060852,0.19093029,0.19715069,0.26354647
0.21241245,0.11419945,0.25429087457091254,0.3924515,0.395163,0.2455984,0.10902676,0.122419335
0.11943486,0.09405244,0.04321427567857243,0.61947584,0.22851013,0.07086457,0.13955998,0.17850064
0.12956212,0.12571266,0.15480515451948454,0.66505325,0.31048927,0.17912714,0.08519891,0.18235396
0.09511014,0.073786184,0.02547597745240225,0.5814105,0.2158421,0.05613018,0.10032828,0.12750185
0.14092393,0.14034301,0.15677994432200557,0.63256156,0.31126007,0.17828672,0.10185273,0.19285788
0.06214066,0.0989664,0.12219847778015222,0.69031584,0.30440235,0.097308435,0.091236666,0.19045466
0.18560648,0.115079395,0.22494778750522124,0.40519157,0.3338425,0.21655469,0.07989662,0.104444444
0.103306025,0.13542503,0.1532347346765265,0.6934676,0.3041718,0.12356395,0.0951802,0.20005423
0.15711898,0.20606084,0.13841664615833538,0.80504787,0.32973087,0.15429035,0.18607685,0.2895161
0.1074927,0.07505275,0.026374367362563263,0.5705267,0.20345008,0.04232266,0.123849005,0.13184582
0.12012358,0.15039565,0.12283741171625882,0.7041582,0.29225257,0.13677758,0.12596375,0.25307572
0.19278754,0.17534205,0.200693139930686,0.663996,0.3463949,0.22298867,0.13698098,0.23962753
0.055671893,0.14955598,0.11755414824458517,0.75610054,0.2859839,0.07758449,0.11242825,0.22802444
0.05822315,0.07821097,0.04560072543992745,0.6552929,0.23874019,0.0509037,0.08812523,0.17213447
0.08975405,0.08272482,0.028548186145181384,0.64332616,0.22506583,0.056216747,0.113465756,0.16981402
0.11581814,0.14058061,0.09551058544894145,0.74952555,0.28108078,0.08809006,0.14156325,0.21367025
0.23911667,0.29256874,0.2297926470207353,0.8696985,0.42784673,0.24477898,0.27187213,0.36488163
0.13847174,0.14863135,0.15378040462195952,0.654783,0.3263151,0.17272535,0.12439108,0.21923357
0.07138066,0.08325467,0.051162604883739506,0.6509321,0.24294522,0.05941902,0.09096126,0.15461797
0.104401216,0.15264332,0.12811115718888427,0.7390944,0.30106485,0.127636,0.12539785,0.22314928
0.106336996,0.07678293,0.044735989526401045,0.61699986,0.21889892,0.043291315,0.114720866,0.14544754
0.054019943,0.11339841,0.10225660977433902,0.7215841,0.28180438,0.07283296,0.09905505,0.21811317
0.03204316,0.042003542,0.03350773164922683,0.58280534,0.22015496,0.02180983,0.053639222,0.101620644
0.12981935,0.1348988,0.10415700558429944,0.72092754,0.30368024,0.11930703,0.14378951,0.21342477
0.08447363,0.038900666,0.0,0.48999187,0.17971654,0.020595865,0.101751104,0.08291139
0.0862102,0.04804121,0.20966543903345608,0.39938608,0.2977058,0.15727691,0.020728117,0.054797605
0.2148955,0.17053199,0.25629815437018455,0.5838235,0.38590798,0.26894104,0.13871028,0.20010254
0.12140168,0.17299595,0.14059230594076938,0.76252913,0.31740212,0.13564536,0.14031549,0.2499692
0.3022539,0.36871955,0.28678122132187783,0.8964488,0.4613604,0.3113625,0.33393285,0.42504624
0.07171688,0.11938098,0.1215143978485602,0.7039696,0.28397873,0.09266065,0.1011408,0.21828021
0.17544225,0.17132604,0.08913847108615289,0.6657156,0.26943326,0.13419087,0.20881027,0.22051254
0.06951288,0.13953936,0.11241766875823313,0.747194,0.28773725,0.07882865,0.11137979,0.22452982
0.107206464,0.07530846,0.1918173408182659,0.50215125,0.31873062,0.16173771,0.05134483,0.11332589
0.05723127,0.082413174,0.06314022968597703,0.66925,0.25678408,0.06660995,0.08929135,0.17990337
0.28660017,0.3440499,0.2711737228826277,0.8620444,0.43710476,0.28979605,0.32976386,0.41732544
0.06740807,0.11403677,0.09405927059407293,0.70690763,0.27400687,0.086256795,0.09617724,0.20612393
0.1829795,0.16742986,0.08402862159713784,0.60907936,0.26101565,0.1503417,0.21054249,0.22422804
0.08339617,0.13844162,0.11983503801649618,0.71032226,0.28909585,0.1056697,0.103864476,0.22298628
0.150567,0.1405372,0.10835258916474107,0.7111961,0.2967603,0.13421446,0.1573197,0.21413165
0.5138215,0.56522495,0.501975189802481,0.9304264,0.6273557,0.5262156,0.54789925,0.6084704
0.08924548,0.14482024,0.11692161430783857,0.74981594,0.2898333,0.087435864,0.11771408,0.2271795
0.09327599,0.13638878,0.13685615631438436,0.68498886,0.28113675,0.12394124,0.09678005,0.20581412
0.16172278,0.21499336,0.15653643434635656,0.8039232,0.3416453,0.16364846,0.1973661,0.2966633
0.08278761,0.12901168,0.12820222717977728,0.71853393,0.30210742,0.120400496,0.1011038,0.2033897
0.0827237,0.1259342,0.1416445958355404,0.67009294,0.28415787,0.11879108,0.089600354,0.2062211
0.11631313,0.18130328,0.15048602495139748,0.78111935,0.3236507,0.13902995,0.14954716,0.24926974
0.08382829,0.14611848,0.13582008641799134,0.7398537,0.30452195,0.11884633,0.11362247,0.22353485
0.12839623,0.13702981,0.1608058239194176,0.6998117,0.32423308,0.17484657,0.1085948,0.20274135
0.19381006,0.14246237,0.24093315590668438,0.43300268,0.32887813,0.23621178,0.08391567,0.1316064
0.23899937,0.25169623,0.23551470644852934,0.81878686,0.43436468,0.27526945,0.23377001,0.3231973
0.106563374,0.13603261,0.15743251425674856,0.67031026,0.32618037,0.13403565,0.12052892,0.21132256
0.081463486,0.03127622,0.01216342778365722,0.5134717,0.20054919,0.03419956,0.097227715,0.09347667
0.27567932,0.2907252,0.2557982744201725,0.739388,0.4108544,0.29637843,0.27942705,0.33480078
0.23016423,0.26631,0.20789667921033206,0.79008377,0.384685,0.25529128,0.22751695,0.32933402
0.10335638,0.13795647,0.1423322557667744,0.6998725,0.31170997,0.13930948,0.10539791,0.20082812
0.17075992,0.11715086,0.1814401218559878,0.5678015,0.33910698,0.23343167,0.08851309,0.14716151
0.08788025,0.0440266,0.039266288073371194,0.51997817,0.18948954,0.042398293,0.08298449,0.10294006
0.12975988,0.14645328,0.1394047560595244,0.68684626,0.31676653,0.16236818,0.116738826,0.2166025
0.24170363,0.2978637,0.22593228740677124,0.87402767,0.41472563,0.24664088,0.26991907,0.3661031
0.078740254,0.112325154,0.09971660002833999,0.7146152,0.2792646,0.08367671,0.10020077,0.20532899
0.09200923,0.13058892,0.12618121738187826,0.70225364,0.30594218,0.13202369,0.10617748,0.20950468
0.0637814,0.0963088,0.047915415208458476,0.6735765,0.2511077,0.06591961,0.10163435,0.19631225
0.21856458,0.26318842,0.2329773967022603,0.8134923,0.37979424,0.20782864,0.23304282,0.3414332
0.36584067,0.42021042,0.36741584325841564,0.9018152,0.5180155,0.3693785,0.3961551,0.4778942
0.27457806,0.279277,0.24653594534640544,0.75736916,0.40952796,0.28246593,0.2660343,0.36157095
0.21523605,0.266089,0.20939717906028207,0.82387763,0.37961558,0.2351506,0.23199697,0.3286535
0.061788008,0.09813053,0.11906434809356517,0.66953826,0.29256672,0.07203381,0.07348007,0.18202698
0.060857333,0.13105059,0.12449358755064123,0.73158145,0.2993642,0.09919776,0.10050462,0.21065198
0.22202393,0.2179444,0.22512557748744225,0.7345221,0.42351305,0.26731354,0.2008354,0.27107328
0.12880602,0.18913464,0.13273569672643032,0.7468237,0.29916465,0.124895975,0.14729217,0.26400474
0.13063502,0.1800996,0.14112368588763138,0.75140315,0.3123342,0.151889,0.14363919,0.2537189
0.08674246,0.10205906,0.12323407767659222,0.65889746,0.30365038,0.14255822,0.07932381,0.17086989
0.08316936,0.10950213,0.13827441617255837,0.66859865,0.32191613,0.120993726,0.09317908,0.18600696
0.17460144,0.12934314,0.20712504928749506,0.51201653,0.33989584,0.21413028,0.09455714,0.14640793
0.21403947,0.09905842,0.2408510959148904,0.40317622,0.34292734,0.26781833,0.07258499,0.08690147
0.17502907,0.17764919,0.11492813850718615,0.72766125,0.30812228,0.15804324,0.19512473,0.25190473
0.2883847,0.19217095,0.15703366429663357,0.17595047,0.127818,0.17056298,0.30718476,0.10629773
0.13346186,0.07099845,0.009850928014907197,0.3815632,0.12153673,0.04349872,0.15285026,0.071717665
0.22223106,0.24553193,0.19198584080141592,0.80024874,0.3717948,0.20296916,0.25468266,0.30738494
0.07629173,0.11499032,0.12366701763329822,0.68558615,0.29015788,0.111553386,0.096482545,0.20776254
0.08904098,0.10149568,0.07768778223122177,0.6577879,0.26680556,0.10473589,0.10265257,0.20210625
0.12039508,0.14592098,0.15731379426862055,0.72845143,0.33438158,0.16540758,0.13156866,0.227468
0.16380498,0.19812046,0.1633103436689656,0.7515595,0.34327552,0.19681041,0.16240367,0.26263434
0.32167697,0.29333204,0.300067039993296,0.6673572,0.431093,0.34157932,0.2812621,0.31907904
0.054377697,0.09840393,0.05155571784442821,0.6806195,0.23205763,0.046370663,0.091538236,0.16342069
0.22529599,0.14103425,0.09765248023475197,0.34420413,0.14137204,0.097673595,0.24757785,0.12989959
0.060723938,0.12817097,0.1199751180024882,0.7227494,0.28715488,0.09698908,0.09926116,0.20413639
0.5113101,0.586436,0.5027206497279351,0.91636527,0.61866134,0.5021856,0.55387634,0.6083347
0.10586092,0.10007596,0.049033708096629186,0.6392337,0.23250656,0.061094042,0.12305528,0.15569267
0.047812253,0.061660513,0.11192431880756812,0.62365365,0.29351458,0.0950052,0.056866862,0.13944206
0.09674208,0.12180118,0.12655800734419925,0.69033873,0.29453915,0.1179519,0.10856505,0.20094134
0.5042089,0.59334004,0.499198710080129,0.93307805,0.6173049,0.49571854,0.55124325,0.62256444
0.31253955,0.3680428,0.3243214175678582,0.9167396,0.48025736,0.33108187,0.35031813,0.44066882
0.08502478,0.16362587,0.13296297670370233,0.7740149,0.31605086,0.11617938,0.1309802,0.2429107
0.13420624,0.15180656,0.18679699132030086,0.59251916,0.2879124,0.14952809,0.08438615,0.16661663
0.325713,0.23343861,0.31690756830924316,0.4379894,0.38694048,0.33985674,0.15817468,0.2063762
0.2228166,0.26973292,0.2130685386931461,0.8259275,0.40344226,0.23174834,0.24414432,0.32633486
0.058358803,0.044003204,0.01783950421604958,0.5970768,0.21361366,0.022921778,0.084307835,0.12196335
0.036599822,0.04336995,0.07019573298042671,0.53974295,0.21832354,0.010335453,0.050548397,0.080436856
0.062746204,0.09062821,0.08577687142231286,0.6862474,0.2867923,0.08574173,0.08443929,0.2052433
0.17189077,0.20854743,0.18436433156356685,0.8046624,0.38177106,0.21141385,0.1859647,0.27703202
0.053191043,0.111966215,0.08010931198906879,0.708533,0.26808932,0.069394015,0.09456068,0.19310361
0.11432183,0.18023434,0.14018897598110241,0.7737137,0.3142415,0.12832537,0.14701563,0.24826643
0.06580028,0.014386979,0.0068719999128000085,0.47134098,0.19250125,0.009412799,0.079083174,0.063174814
0.18987384,0.22404234,0.1718539728146027,0.7879578,0.37128332,0.19835162,0.21545982,0.30506453
0.35494146,0.4101374,0.3409793659020634,0.8902561,0.5080238,0.3663193,0.38133556,0.46744293
0.0643134,0.14824753,0.11448709855129013,0.7400917,0.28217065,0.08964503,0.11054559,0.22748
0.07244662,0.08114505,0.043105265689473427,0.6591595,0.24357615,0.053217053,0.105433896,0.19523741
0.16445984,0.18235034,0.15629003437099656,0.66025543,0.30950877,0.19379234,0.13195641,0.23912995
0.11909142,0.091824815,0.03556721644327835,0.54567134,0.19253366,0.055039696,0.14150548,0.12601697
0.1228001,0.10359904,0.03686018331398167,0.6154885,0.22562413,0.076653495,0.1448033,0.18586706
0.099591866,0.050485376,0.013269078673092133,0.5255004,0.19554296,0.03352696,0.112359956,0.10583957
0.07895577,0.11676959,0.11519231848076814,0.7088181,0.28351408,0.08377043,0.0966966,0.2066962
0.3798484,0.44958496,0.3774147222585278,0.9247471,0.5238655,0.3715105,0.4146631,0.5034998
0.23005879,0.2091407,0.21516165848383415,0.51901346,0.30866337,0.26220384,0.14270957,0.20836677
0.08571552,0.059525244,0.0301680739831926,0.537165,0.20544764,0.04666478,0.106353946,0.090639666
0.10431048,0.14657077,0.1487919951208005,0.71366966,0.3109553,0.14266828,0.115186095,0.21111518
0.08200448,0.07531847,0.17296418270358174,0.5782232,0.3093746,0.15128355,0.05052909,0.1270407
0.12281379,0.08461932,0.1514005248599475,0.6429007,0.34020582,0.17972638,0.073653944,0.14883798
0.29941702,0.33683914,0.2734269726573027,0.8360948,0.4230161,0.2744162,0.34041008,0.3992529
0.21658127,0.27485704,0.2139471986052801,0.83778626,0.4067759,0.2408067,0.24292603,0.3397497
0.05092088,0.006198719,0.008383633161636683,0.45253062,0.1845103,0.007688321,0.058334462,0.02783595
0.2581781,0.32906082,0.24932997506700247,0.88342476,0.43263832,0.2695155,0.29131433,0.3963676
0.22254126,0.23466517,0.24737346526265347,0.7713486,0.44371718,0.24787743,0.2202828,0.2961545
0.12392369,0.16993326,0.1293134670686533,0.7853191,0.31654122,0.12030887,0.15479267,0.25663644
0.0748305,0.033856943,0.00021674155832584414,0.47418806,0.17036903,0.0109415725,0.09091836,0.061235115
0.13606802,0.08397816,0.01718919328108067,0.47839782,0.20121327,0.11129928,0.15268195,0.1349568
0.08125419,0.10532429,0.06474155352584465,0.6854831,0.24901238,0.08607751,0.10489346,0.17212975
0.15137409,0.13174082,0.19651578034842193,0.61989534,0.33896008,0.18875892,0.09501538,0.18083023
0.08909459,0.12691198,0.08821004117899588,0.7249075,0.2735855,0.074860126,0.12229645,0.21751912
0.13244806,0.15268108,0.17850309214969076,0.68657875,0.3289504,0.17613403,0.12280674,0.21426718
0.06702526,0.11664336,0.09655112534488745,0.7297696,0.27963683,0.06470352,0.10765714,0.21270674
0.07042764,0.042753443,0.03474928452507155,0.55438805,0.23985678,0.059089325,0.062124096,0.09546198
0.20748405,0.159382,0.20961508903849108,0.60976493,0.38631642,0.25646126,0.12602225,0.20166805
0.09497727,0.11802148,0.15816344418365558,0.6593158,0.30980304,0.15231204,0.09534949,0.19598468
