size_D,duration_D,app,har,dba,nlan,t01,t02,t03,t04,t05,t07,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_7,Generated_Var_9,Generated_Var_10,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_17,Generated_Var_18,effort_D
0.13269745,0.055995595,0.029869807013019296,0.11286686,0.14961392,0.2049186,0.046821743,0.09628111,0.14699598,0.09596825,0.069108814,0.03511747910704875,0.065298736,0.040662915,0.08447146906828815,0.07894619210538077,0.13944131,0.14453673867220432,0.044122905,0.10897055,0.30868608,0.034915388,0.021834455,0.09898022593881356,0.0504596349540365,0.067753896,0.11695017,0.024519652,0.019377097,0.11800393,0.12217188,0.10506132
0.19849016,0.085671425,0.06374979862502014,0.11959268,0.10105562,0.27150702,0.06227374,0.046877205,0.20346922,0.088201165,0.09816837,0.06789918407395105,0.06684551,0.08731465,0.14182769850966193,0.0801246419875358,0.10815579,0.0945195616711737,0.06367436,0.11229178,0.35716644,0.08558333,0.08186542,0.1611267096676026,0.099717350028265,0.12173082,0.16747995,0.08550249,0.0699148,0.1775341,0.15168864,0.14688027
0.20874305,0.13429296,0.08938253506174648,0.022987247,0.07652563,0.14965874,0.14673632,0.1721853,0.277367,0.0509488,0.03858,0.17777916066674965,0.12844825,0.08659996,0.017822922069375323,0.08929517107048289,0.15867269,0.18125678087540686,0.06516042,0.065321684,0.23666754,0.01862669,0.036021493,0.08202629992157799,0.01710443028955697,0.053026956,0.057505865,0.009436667,0.02370897,0.11135705,0.061320037,0.21395308
0.17880327,0.06875789,0.026762647323735265,0.09648727,0.076538384,0.24348013,0.019884616,0.057896912,0.18809997,0.05758238,0.05544457,0.03184125191047512,0.07447854,0.057552204,0.08934222536053353,0.03472882152711784,0.054665715,0.05709207342552441,0.020016849,0.055811435,0.33308846,0.04514289,0.03538478,0.13728380823702852,0.06409642959035704,0.09623024,0.13717292,0.04594083,0.02510418,0.15292929,0.119212806,0.12934217
0.26720822,0.1502392,0.08906424609357538,0.13854621,0.05345601,0.35065126,0.04188603,0.043161213,0.28899103,0.046623826,0.10737136,0.1008826700529602,0.14054254,0.1339831,0.17051568023094082,0.055820906417909356,0.025860071,0.012474060748443646,0.05975452,0.054294318,0.4230579,0.13404998,0.12385287,0.23661458419687506,0.15311491468850852,0.18586762,0.21335301,0.12629731,0.10374439,0.25394183,0.18216935,0.20023602
0.28133792,0.21967304,0.1528134647186535,0.010328144,0.06970918,0.1598778,0.2539835,0.22231781,0.3833361,0.09374291,0.017587572,0.30999733859984036,0.19235522,0.14657843,0.007766500465990028,0.10688139931186005,0.1881479,0.22320587339235243,0.118552536,0.053727657,0.22331052,0.04258886,0.074117504,0.10236055614163336,0.05504626949537304,0.06297049,0.06848736,0.03773138,0.048958525,0.16582206,0.041067243,0.27949318
0.3155012,0.18777858,0.14702138529786146,0.16692744,0.07132691,0.37380162,0.092424214,0.09542185,0.32309574,0.106426656,0.14987919,0.1337110880226653,0.17855906,0.17348021,0.2000599520035971,0.07748886225111377,0.086549014,0.05235612714136763,0.10433751,0.09388992,0.44520327,0.16464683,0.17944217,0.2839188470351308,0.19851812014818798,0.23501855,0.2484707,0.1766905,0.15184148,0.27994093,0.22534728,0.2707914
0.35561544,0.21158722,0.15888121411187858,0.20741735,0.058366477,0.42837915,0.09649378,0.08960098,0.37642723,0.11699456,0.1723521,0.18606808116408488,0.2083554,0.21225786,0.2549445752966745,0.11738099826190015,0.084828824,0.054206881252412874,0.14299667,0.10240266,0.4893538,0.21351892,0.22057489,0.3234583894075034,0.24501373549862643,0.2682934,0.29694507,0.20212819,0.19056414,0.3410297,0.25880346,0.2879904
0.2646767,0.13303313,0.09864459013554099,0.12684359,0.053777754,0.33286905,0.04318583,0.06463814,0.27559587,0.074476,0.08041072,0.0828574949714497,0.13312921,0.12228763,0.15463908927834538,0.048633839136616085,0.04071638,0.04163506849810411,0.053512424,0.062347323,0.40939158,0.120578945,0.12060029,0.23331284399877064,0.14496538550346144,0.18063606,0.20056838,0.12165536,0.10276009,0.23306322,0.17991358,0.21219945
0.25591397,0.16989122,0.13580021641997833,0.17813377,0.13796782,0.3653251,0.07378355,0.13214713,0.2838564,0.13360721,0.13976863,0.11768122706087362,0.18345544,0.1713016,0.1928004315680259,0.10752256924774307,0.10173985,0.08308929498535769,0.086404294,0.12942418,0.43621486,0.17177454,0.15011123,0.26934231616053894,0.18983021101697886,0.21394938,0.238651,0.16674666,0.14084794,0.2599111,0.22569934,0.2362928
0.20304625,0.09629379,0.04658217234178277,0.10836463,0.077287614,0.2720876,0.04094124,0.074757695,0.2151273,0.050112367,0.07770276,0.05764735045884103,0.08889505,0.08210723,0.12292220737533244,0.04053037994696201,0.064085156,0.06047723062863384,0.040809035,0.07161912,0.34984422,0.07432081,0.057439946,0.1662519399751164,0.08813912118608787,0.11962314,0.15990564,0.077027306,0.043820336,0.17085367,0.14708495,0.16378218
0.38914907,0.24340817,0.18847769115223087,0.22847812,0.09474331,0.44037282,0.12059605,0.120622694,0.3991503,0.13483125,0.1980901,0.21828594309715657,0.22901747,0.22816813,0.2763761465825688,0.15034110496588948,0.13320607,0.10325247619514857,0.17521161,0.13931021,0.49413985,0.23722637,0.24656853,0.331889049913343,0.2598626940137306,0.29136792,0.3057108,0.22914417,0.22856466,0.35606533,0.2840501,0.32061154
0.2648154,0.19570903,0.16346898365310164,0.010123715,0.105155945,0.13314384,0.2624399,0.28253806,0.36210367,0.10635096,0.039439023,0.30960651857639115,0.19650748,0.15599146,0.012383461743007706,0.13655634634436534,0.2469927,0.27068021624081295,0.12385431,0.09051821,0.20897667,0.041435033,0.064489104,0.08694931521695892,0.042733665726633424,0.062913656,0.05664913,0.030497164,0.04804121,0.13648687,0.052050173,0.2956344
0.28883746,0.18743269,0.1225033427496657,0.09649105,0.058064878,0.30098504,0.09039503,0.10267067,0.30692297,0.070096016,0.039468408,0.15221180913270857,0.13020644,0.151833,0.11456029687361781,0.036349412365058766,0.07864496,0.06272760376365623,0.07810089,0.048108906,0.3571674,0.11281559,0.11271434,0.21336312280178737,0.1296396570360343,0.16144429,0.17512156,0.11508097,0.09644042,0.23218332,0.15685153,0.23926938
0.31374162,0.24103522,0.19687077031292294,0.016023979,0.09241015,0.16003776,0.31441164,0.28194362,0.41915885,0.14683372,0.049248964,0.3789327927359675,0.22519353,0.18594798,0.02169929530195772,0.13803894619610535,0.23469353,0.274524716471483,0.15673676,0.07706645,0.208182,0.06018597,0.09666572,0.1140672568440354,0.0787294421270558,0.08009282,0.07944566,0.05974056,0.06714083,0.17636153,0.044685975,0.3333618
0.5081523,0.3941913,0.35909266409073354,0.3735522,0.27531034,0.5492272,0.2701161,0.33970565,0.5215939,0.34029877,0.3370187,0.37441536246492174,0.37686273,0.4000878,0.4161528049691683,0.3163723883627611,0.29722363,0.2438848146330889,0.33088377,0.30877712,0.60577524,0.3966059,0.40747735,0.4842371590542296,0.4316197168380283,0.4450369,0.45679098,0.38321048,0.37412965,0.4814927,0.42808056,0.45224732
0.25909048,0.2688535,0.30415179958482,0.063880906,0.30512583,0.023643792,0.6112399,0.60494083,0.43959934,0.2856328,0.20014563,0.5607651836459111,0.33849397,0.22848272,0.03228962593737756,0.43663059633694035,0.6060441,0.7011146420668786,0.28769848,0.3325027,0.07214329,0.0392669,0.092380576,0.0,0.06446778355322164,0.009326896,0.0,0.06754391,0.06036091,0.072751775,0.03406556,0.4516657
0.20020628,0.075301096,0.02426112957388704,0.08590208,0.026678741,0.2687844,0.009908646,0.03740883,0.22053279,0.02821982,0.058605164,0.02994965179697911,0.08300169,0.063255414,0.09025562541533752,0.0003548562145143785,0.0,0.011482805688968343,0.0,0.012925506,0.35225546,0.04806517,0.043868937,0.16116560966993657,0.06216170778382922,0.11257376,0.14389639,0.0546145,0.02799344,0.17135146,0.113558814,0.14281112
0.25266907,0.12644492,0.0793165320683468,0.119219765,0.0650301,0.318013,0.044468135,0.07343656,0.27095956,0.06103939,0.06808308,0.08898453933907237,0.11543751,0.124515235,0.14356865861411952,0.054249907575009235,0.033801258,0.04330876759852605,0.053521425,0.050279617,0.38564914,0.10425237,0.10210536,0.21165788269947297,0.12307176269282372,0.15868708,0.193493,0.10890885,0.08695467,0.22956975,0.16327813,0.18847032
0.12818754,0.052378897,0.0400469109953089,0.11602999,0.18002361,0.18564449,0.07024062,0.10432488,0.13458514,0.121053696,0.061497808,0.0424721265483276,0.06250587,0.038687363,0.0818596849115811,0.11228050877194912,0.19475281,0.18098737085924227,0.060182035,0.15335563,0.29075056,0.035099,0.026346855,0.08697327021839621,0.04831453516854648,0.057750035,0.10269104,0.034670547,0.019063652,0.10097666,0.12745857,0.10065502
0.17330799,0.082743764,0.04636846036315396,0.06542568,0.08953941,0.20276016,0.036379844,0.08911085,0.21344058,0.044950068,0.01278311,0.05816045748962745,0.07461144,0.06170079,0.037663222259793336,0.02714559128544087,0.082541674,0.08633167117990027,0.020015568,0.048086673,0.3029128,0.028280541,0.03210572,0.12287319737239184,0.041329498867050105,0.076302364,0.10122037,0.026912019,0.02425994,0.13295443,0.09992628,0.14121827
0.3668381,0.38827854,0.38256016174398383,0.27621788,0.48355186,0.40404803,0.27737868,0.5341758,0.43351728,0.5000686,0.237349,0.35823037149382225,0.3800824,0.39125296,0.29497535769852146,0.3532004946799505,0.38279426,0.4225977953558677,0.29519776,0.40476903,0.46066535,0.3295835,0.30862284,0.3541602712496163,0.33549871645012835,0.33451137,0.36861688,0.33986437,0.32847726,0.36396748,0.35873315,0.41811448
0.17058867,0.06621325,0.020810258918974107,0.07936622,0.059239745,0.22801891,0.024555475,0.04430294,0.18221089,0.040029168,0.04067874,0.02484873149092389,0.060645163,0.041142568,0.07105318426319106,0.019496737050326292,0.054105848,0.05555805933348356,0.011131734,0.04284659,0.3165916,0.029214814,0.028417088,0.12488974749338486,0.040785575921442406,0.08341764,0.11445925,0.035100013,0.014953762,0.13623497,0.104838714,0.12255982
0.20760451,0.09059933,0.046661119333888064,0.111304,0.054786384,0.2828983,0.033147782,0.052064598,0.22083884,0.048627973,0.08119249,0.045702266742136004,0.09157129,0.08408938,0.12278460736707644,0.030109849989015,0.03572887,0.03623792717427563,0.030906111,0.055507272,0.36045974,0.072804004,0.060746975,0.17525050051503005,0.0922772347722765,0.12699065,0.16622476,0.08082421,0.046375126,0.17987698,0.14255056,0.15756218
0.22677799,0.11080423,0.07130859286914071,0.11113988,0.06504142,0.29428753,0.0288392,0.06994802,0.24055919,0.058808148,0.0678252,0.06000706960042418,0.11251202,0.10385507,0.12077679724660784,0.03179844882015511,0.035009563,0.03752801225168074,0.030777514,0.059892893,0.37881345,0.09027645,0.07897138,0.19966161197969673,0.10948462905153708,0.14537586,0.17325643,0.092599764,0.07379669,0.20207873,0.1475806,0.18120188
0.23384985,0.11246501,0.06730998326900167,0.10479097,0.058759212,0.28955445,0.039387643,0.074783385,0.24011509,0.059998095,0.06810331,0.06918096915085815,0.102232456,0.094681084,0.12092607725556463,0.031322626867737305,0.04162845,0.043752017625121056,0.03514868,0.05016321,0.3646822,0.08070497,0.081841715,0.18949854136991248,0.10244017975598202,0.14270355,0.16441774,0.092328385,0.06914887,0.19764553,0.14913973,0.18421742
0.25172862,0.16013582,0.09229470077052992,0.055097565,0.06793141,0.23289195,0.114305735,0.13924396,0.29009008,0.067433834,0.020622253,0.17104431026265862,0.13886604,0.11715308,0.07286523437191407,0.04868432513156748,0.12203956,0.12414211744852705,0.07061848,0.041130364,0.28919768,0.06945588,0.07284879,0.14830942889856574,0.07691639230836075,0.10920906,0.12159151,0.0724058,0.052987248,0.18465579,0.10107531,0.2394586
0.1341526,0.04034623,0.006383671761632823,0.1066245,0.08731794,0.22351177,0.018974245,0.018643409,0.14386985,0.04580915,0.073263764,0.00766857016011421,0.02955088,0.02708289,0.08605152516309152,0.03893887610611239,0.0865415,0.07436997446219847,0.02855736,0.08300462,0.3207294,0.03373152,0.013976477,0.11282453676947221,0.05417955858204414,0.068001315,0.123910844,0.023469493,0.011084735,0.11529052,0.11480062,0.08592115
0.08532353,0.021132909,0.02640939935906006,0.14221372,0.20095152,0.1739068,0.09336361,0.08006233,0.104606494,0.115765154,0.11278117,0.02518920751135245,0.014364883,0.015620783,0.10101701606102097,0.13456560654343933,0.21649653,0.20532388231943294,0.0765931,0.1872209,0.27874297,0.02764158,0.007274613,0.06408722384523344,0.05269729473027052,0.034295395,0.10571723,0.01647447,0.0075299144,0.0659565,0.1267598,0.058189124
0.24782783,0.1215,0.08728627127137287,0.12096007,0.06293625,0.3195238,0.044279456,0.061868787,0.25907794,0.07751924,0.08911523,0.07022101421326085,0.1191687,0.11202049,0.15014328900859733,0.050657534934246504,0.04662472,0.04298556257913375,0.052648157,0.06252909,0.39687705,0.10664275,0.114871435,0.2204728532283712,0.13323450667654932,0.16841279,0.19697225,0.11505167,0.09609859,0.21981719,0.17042214,0.20251314
0.10150618,0.054803003,0.05188391481160851,0.16075097,0.25623924,0.19796108,0.06810361,0.16366476,0.10399635,0.16951656,0.11109683,0.03473806608428397,0.077762455,0.04394947,0.10069908604194516,0.1420484357951564,0.21394497,0.21428485285709117,0.084602565,0.19777212,0.31957337,0.046891898,0.025008313,0.09837633590258016,0.07951109804889019,0.07191737,0.13262019,0.03436993,0.03989397,0.106474765,0.14701608,0.08458244
0.20712337,0.12591545,0.08413554158644584,0.07751079,0.12851197,0.18845774,0.09833673,0.16901219,0.2236779,0.10597968,0.06339514,0.1357725181463511,0.11341593,0.10103929,0.058543863512631814,0.08103206189679381,0.11305845,0.17056055023363303,0.06927207,0.09066376,0.28279734,0.048154965,0.053744473,0.11648579698914784,0.0713030028696997,0.08550681,0.10486397,0.039806902,0.047826126,0.14550982,0.0904361,0.18154751
0.2857423,0.16856256,0.10691270930872906,0.10159747,0.035484254,0.30155477,0.084652394,0.082084894,0.305188,0.052553177,0.051716954,0.13782977826978668,0.11790189,0.12955564,0.11648207098892426,0.04143011185698881,0.05937195,0.061944816716689007,0.073785484,0.043601215,0.3564101,0.10248065,0.105395295,0.20834267250056038,0.11892747810725218,0.15465567,0.16648246,0.10890488,0.08927587,0.23154126,0.15850052,0.22737929
0.114696145,0.057828125,0.04394481560551844,0.13636424,0.20899022,0.20277624,0.08290124,0.09693086,0.1157132,0.13778454,0.09810737,0.038887667333260045,0.05528584,0.034815177,0.12389894743393685,0.14753867524613246,0.22053277,0.19299931157995873,0.08878949,0.19768408,0.2956748,0.041452736,0.029740684,0.08891293533477612,0.06307780369221963,0.06034511,0.13523537,0.051206633,0.03152737,0.09149208,0.15012398,0.08204076
0.22983807,0.119838715,0.06344673865532613,0.12114848,0.058149755,0.3090486,0.028325468,0.036599547,0.24848239,0.04480225,0.09419736,0.07151377429082646,0.115519434,0.09941375,0.14021330841279853,0.038034076196592374,0.031149834,0.023499967409998046,0.038633943,0.047282875,0.38761428,0.09689507,0.08400441,0.19745425184725512,0.11490875850912413,0.15405765,0.18332088,0.09754823,0.071224585,0.21016002,0.15533268,0.17583758
0.93474704,0.9917203,0.9679750032024996,0.9618807,1.0,1.0,0.85663235,1.0,0.9504501,1.0,0.9428451,0.9590966575457994,0.9743316,0.9709046,1.0,0.9755837024416297,0.9361677,0.8726113923566835,0.96237254,0.99314904,0.9821194,0.98946834,0.9740366,0.9722381583342895,0.9809315019068497,0.9549827,0.95982504,0.98176223,0.9625106,0.9677936,0.9716029,0.91170543
0.31858516,0.30398667,0.25796995420300456,0.2518745,0.2932865,0.42869204,0.18043661,0.2941516,0.3602145,0.2758482,0.2024078,0.2249565434973926,0.28826293,0.28786692,0.28253139695188384,0.2118446888155311,0.23629117,0.2202076432124586,0.2053212,0.270264,0.4841665,0.2815281,0.2406615,0.333670400020224,0.27934877206512276,0.29402736,0.32386607,0.28060615,0.24322052,0.32894498,0.32829857,0.33062732
0.42331225,0.30273965,0.24538018546198143,0.2440172,0.1175645,0.44976068,0.17018485,0.17570204,0.41671237,0.17654473,0.19605234,0.26638921598335297,0.25719383,0.26401982,0.271912116314727,0.1497849350215065,0.16700959,0.1117743317064599,0.21140456,0.1579698,0.50257,0.26990294,0.2784078,0.36530742191844534,0.29620162037983794,0.32276556,0.32512543,0.26550287,0.2469968,0.38641346,0.3020389,0.35168362
0.33098328,0.22874373,0.14292702570729743,0.17204522,0.05599588,0.39566815,0.08193058,0.067273855,0.35495317,0.07044041,0.14768323,0.17346861040811662,0.183635,0.18208939,0.2172745130364708,0.09632101036789895,0.072888166,0.04728612583716755,0.11928731,0.081338495,0.4594112,0.18588865,0.18352517,0.28562131713727906,0.20578013942198603,0.24012601,0.2585854,0.16955315,0.15583424,0.31101358,0.23070157,0.2696216
0.16546229,0.076851204,0.0400729589927041,0.11816554,0.13358289,0.23815803,0.03587547,0.097038925,0.16903809,0.09435338,0.07092446,0.037940400276424015,0.0837847,0.056609243,0.10445295626717738,0.06723877327612267,0.09606102,0.10490918629455119,0.04353538,0.0918735,0.3336193,0.052102312,0.041601382,0.1348742880924573,0.07165718883428111,0.0949429,0.14545381,0.045116857,0.034866855,0.14883782,0.1325261,0.11511897
0.14861754,0.056713257,0.0300467729953227,0.10740043,0.13534015,0.21406646,0.03816533,0.08778703,0.15222117,0.08641863,0.06380275,0.03322518199351092,0.06585975,0.04574661,0.07865797471947848,0.06119390688060931,0.11613387,0.11789912707394762,0.035850555,0.09404889,0.31092408,0.03761393,0.027190499,0.11115266666916,0.05606765439323456,0.075885445,0.11865823,0.032942116,0.02009195,0.12753785,0.12051031,0.10926811
0.14289123,0.05771626,0.028308403169159682,0.10723542,0.121472776,0.21511565,0.053132236,0.0653947,0.14869559,0.09809983,0.057368338,0.02543985952639157,0.059881106,0.032980666,0.10800581648034899,0.08696218130378186,0.12777472,0.12915117774907067,0.051888734,0.119040996,0.3082154,0.035287663,0.02861517,0.10321862119311727,0.054120474587952536,0.07230215,0.12336512,0.034691945,0.021785572,0.111150496,0.124209166,0.09919464
0.36424637,0.25515488,0.20515774948422502,0.23619576,0.11871463,0.44400227,0.14938366,0.13761324,0.36853647,0.139041,0.19965062,0.19978699198721953,0.22289228,0.23710772,0.2816994369019662,0.14603711539628844,0.14678234,0.1084331365059882,0.1811037,0.17774299,0.48557085,0.25192657,0.23192239,0.3333598600015916,0.2642304735769526,0.28375438,0.30346873,0.24634896,0.21884088,0.33738923,0.29955512,0.3210277
0.22407523,0.12928441,0.0795402320459768,0.0828325,0.07083088,0.2577151,0.06312385,0.092332006,0.24346428,0.07625157,0.024636477,0.10223280613396837,0.105796084,0.10196638,0.08604932516295952,0.02894451910554809,0.08390781,0.07597494455849668,0.048606306,0.051933497,0.32960793,0.07130912,0.07282727,0.1675569400534164,0.08919625608037439,0.11992848,0.14392753,0.07894583,0.055188715,0.18338172,0.13274354,0.20059252
0.15980479,0.05858745,0.01919166508083349,0.09969668,0.08595425,0.23192635,0.018369377,0.05014354,0.16792426,0.061299324,0.05728504,0.02136743128204588,0.06113848,0.044320464,0.0822309599338576,0.03611749038825096,0.06495094,0.06871921412315285,0.020223767,0.06268993,0.32473543,0.03700024,0.024857156,0.1246446814786809,0.05885849411415059,0.08255315,0.12984559,0.032559976,0.017032832,0.1371178,0.116262406,0.109317414
0.3237331,0.20467168,0.13284531671546834,0.15433584,0.029330611,0.3837601,0.07228941,0.057795763,0.3468823,0.0683949,0.12132278,0.16104750966285059,0.1804468,0.17194769,0.1967002418020145,0.07856073214392678,0.063308924,0.03785899527153972,0.10749757,0.068430424,0.4485498,0.17377111,0.17316374,0.2746123864767432,0.19631618036838194,0.23018132,0.24898136,0.15880536,0.15146662,0.30048192,0.22145307,0.26829118
0.14669152,0.05215216,0.019664584033541595,0.09659989,0.09439397,0.2103818,0.04842952,0.04474002,0.15709078,0.062034726,0.05515197,0.022569731354183883,0.03962332,0.031321287,0.0830406449824387,0.058455194154480576,0.11232287,0.10478485628709137,0.03726697,0.09043911,0.2977409,0.025667578,0.021876939,0.10486726629203598,0.04245017075498292,0.06389435,0.11557682,0.029894665,0.01170294,0.11441102,0.114469156,0.10038218
0.16391903,0.09968223,0.057216534278346574,0.10848878,0.13679212,0.23027268,0.052126884,0.08430582,0.1758888,0.10578644,0.068350196,0.06632113897926835,0.08816263,0.059976965,0.11687820701269243,0.09704371029562896,0.13457644,0.12876797772607868,0.062880486,0.11966774,0.3177425,0.05338441,0.063215025,0.12882337772940267,0.08105356189464381,0.09872191,0.13323733,0.04505469,0.04519756,0.14192136,0.13579792,0.1301816
0.3102026,0.20309821,0.1421437257856274,0.111208215,0.046148002,0.3142684,0.11478543,0.10148072,0.33569986,0.077768624,0.06960192,0.17830801069848065,0.14035353,0.15679222,0.1290278377416703,0.058231258176874176,0.077735275,0.06908831414529885,0.104156524,0.045931667,0.36417553,0.12732133,0.14237747,0.23143816388628985,0.14511066548893342,0.17954788,0.18830691,0.13093157,0.11776145,0.25581807,0.169613,0.2579822
0.1759042,0.069054484,0.034789156521084344,0.09564142,0.07882327,0.2547994,0.03845319,0.04773444,0.19303477,0.07099146,0.06242448,0.03457738707464323,0.07488486,0.058441788,0.1094895815693749,0.043161357683864233,0.06840879,0.06917196915031815,0.027185023,0.069604486,0.33942312,0.049423844,0.04489144,0.14721492883289575,0.07006969299303069,0.1028762,0.14850311,0.058492556,0.035608232,0.1530138,0.13532203,0.13424739
0.3067953,0.21192366,0.19634548036545196,0.2149524,0.19705492,0.3932935,0.11328405,0.18161076,0.3168244,0.18303478,0.17951265,0.15765588945935338,0.22807786,0.20729995,0.23784944427096666,0.1611679938832006,0.16588426,0.14366972862018373,0.1407356,0.20480874,0.46699503,0.21917963,0.20266888,0.3050167783010067,0.23813306618669336,0.25596574,0.27822787,0.22374262,0.20251463,0.2929358,0.26685375,0.29456133
0.21744618,0.16009547,0.11361405863859413,0.120091215,0.20371807,0.23332615,0.0941692,0.18893695,0.22648253,0.16100615,0.065220416,0.1359265081555905,0.12908357,0.13062513,0.10417496625049798,0.13745482625451735,0.16370708,0.1924122715447363,0.09630385,0.13710621,0.32447812,0.08541803,0.102420114,0.162125599727536,0.1111713538828646,0.11546199,0.14255941,0.072976455,0.081952214,0.18519354,0.1437138,0.16666491
0.1945726,0.07435748,0.02685300731469927,0.097476706,0.05076641,0.26495352,0.018920094,0.046489835,0.20910415,0.03628391,0.071546406,0.03356853201411192,0.079401895,0.06492141,0.10468300628098037,0.021734503826549616,0.02425164,0.03226649993599,0.016724199,0.0377436,0.3463199,0.05528021,0.04300695,0.15455854927351295,0.06977801802219818,0.11008203,0.15007262,0.057446286,0.02977021,0.16769403,0.123155564,0.13646178
0.36474818,0.25449133,0.20788313921168608,0.24763454,0.1595177,0.4518383,0.13413772,0.14039743,0.37740296,0.18501532,0.22094932,0.23452565407153925,0.24887568,0.24135983,0.3033315681998941,0.1830370516962948,0.12490451,0.10788089647285379,0.19226995,0.1659598,0.5090443,0.27190012,0.26119605,0.34679296080757765,0.2922383207761679,0.29582548,0.32895288,0.23265071,0.2287413,0.36097747,0.2894951,0.3052767
0.41378576,0.3460114,0.31438180856181913,0.06973089,0.16938794,0.15441342,0.5209478,0.47729897,0.54787815,0.2767859,0.1276224,0.5823791949427517,0.33992606,0.30060518,0.03839487230369234,0.27857989214201073,0.36413038,0.4532892971973579,0.27692136,0.14692053,0.16879372,0.11613694,0.15821603,0.12761846765710805,0.15508866449113354,0.10399991,0.10000384,0.11966033,0.10591197,0.22607523,0.05127099,0.4364367
0.442034,0.30051264,0.25203417479658247,0.26501322,0.16729283,0.48133725,0.18069464,0.19932878,0.4472003,0.18564415,0.23548475,0.276532416591945,0.29844472,0.28232124,0.317998849079931,0.19707335029266496,0.20344883,0.1658291899497514,0.21828768,0.20211169,0.5338633,0.29474366,0.30382258,0.38623514317410856,0.30875971912402805,0.3505211,0.34030288,0.28040528,0.2804426,0.40064,0.33656886,0.37660122
0.22883295,0.15502182,0.09866313013368698,0.02551359,0.05182898,0.17402282,0.1690352,0.14027983,0.287786,0.057888985,0.027733773,0.1926535315592119,0.107052416,0.09778634,0.030536265832175953,0.07438769256123073,0.15711606,0.17470516048230963,0.08607265,0.05760798,0.23756981,0.026450902,0.049245603,0.09880813092848785,0.03340786365921363,0.056099672,0.075981796,0.029952228,0.0320075,0.13919437,0.06983727,0.21825612
0.08820757,0.03242316,0.0399063340093666,0.19488956,0.27595812,0.18731906,0.13091126,0.10893923,0.07332884,0.19288063,0.15952018,0.028839083730345022,0.03719884,0.02043289,0.164246549854793,0.21381766861823312,0.2924711,0.27361483641689016,0.12839827,0.27386227,0.2901506,0.048867404,0.029587425,0.06651786399107185,0.07927004207299579,0.043543164,0.13284758,0.04273738,0.021790758,0.07365386,0.16479495,0.04328231
0.15711659,0.055540103,0.022252974774702523,0.104392186,0.0812127,0.23864922,0.025882065,0.028101563,0.16371587,0.053854585,0.07101336,0.018000336080020166,0.05033213,0.0461331,0.09290263557415814,0.03701528629847137,0.068941355,0.058622065517323935,0.026865602,0.0727815,0.32731265,0.04091932,0.028628714,0.1315728178943691,0.059839079016092096,0.08623496,0.13561368,0.043306857,0.020810246,0.13519971,0.12127778,0.10651616
0.3205666,0.25967366,0.24580134541986542,0.034600034,0.162476,0.11097498,0.4330554,0.41081947,0.44981116,0.20776331,0.080662966,0.46656772799406365,0.28057364,0.21783641,0.013228387793703267,0.2424717557528244,0.36687654,0.4304002758240165,0.21332508,0.1531708,0.15447173,0.054711804,0.1023506,0.07601139456068368,0.08842734115726587,0.05745678,0.05125386,0.07151355,0.06628977,0.15516993,0.033541664,0.38630056
0.0,0.023357227,0.08359397164060282,0.30370158,0.5089961,0.14038044,0.24403322,0.20223051,0.0,0.3532586,0.27721748,0.028147207688832464,0.03604026,0.017908812,0.20507138230428296,0.3897949410205059,0.52663106,0.4967704698062282,0.22403637,0.48463342,0.27426776,0.06375155,0.023095764,0.024045506442730385,0.10059036994096299,0.0020633396,0.14608788,0.060636804,0.030901343,0.0,0.21632317,0.0
0.26815742,0.14709225,0.11347356865264313,0.14028896,0.09851718,0.356583,0.0634979,0.11581457,0.29607534,0.1032601,0.09534109,0.1095435565726134,0.16159013,0.16118073,0.17998581079914866,0.0808466319153368,0.06175369,0.06743163404589805,0.072690874,0.08831456,0.42759758,0.14413628,0.14121181,0.25509511530570694,0.1691135130886487,0.19956961,0.22514215,0.1408916,0.12431647,0.24931073,0.20993233,0.22275512
0.28253943,0.17283265,0.1507513849248615,0.16975544,0.16351324,0.36690676,0.07018629,0.17076021,0.30345657,0.15751296,0.13434851,0.1369383582163015,0.20896196,0.187585,0.19901147194068833,0.12093789790621019,0.120972574,0.1101706066102364,0.09153992,0.14547876,0.44502753,0.18757558,0.17230111,0.276562316593739,0.19770666022933395,0.22854288,0.25322616,0.17924263,0.1646757,0.26991916,0.22913188,0.2617287
0.14668863,0.05193181,0.011949686805031319,0.09940784,0.082110524,0.22234245,0.04513219,0.03347233,0.15321763,0.06407952,0.06318161,0.015803367948202075,0.046059832,0.025565207,0.09312825558769533,0.055661046433895356,0.093703836,0.08952087537125253,0.031341583,0.082819074,0.30593252,0.025069565,0.020207666,0.1076220114573207,0.040472339952766,0.06912717,0.12262185,0.031318262,0.008631527,0.119306944,0.11442831,0.0973433
0.34968573,0.20769498,0.15138948486105153,0.18341137,0.060454786,0.40298456,0.09168038,0.08698821,0.36104876,0.08851355,0.1484662,0.17073217024393023,0.18520147,0.19295055,0.21755695305341718,0.10294480970551903,0.082188785,0.05702361842141711,0.12524307,0.092128605,0.45602337,0.1920841,0.19419587,0.29566748774004925,0.21344872865512712,0.24574527,0.26080468,0.18439607,0.17006354,0.3166361,0.24026895,0.27123493
