Dataset                      Metric                   metric valor    d     l
../datasets_2/albrecht.arff  Median Absolute Error      8.2724        5  0.1
../datasets_2/albrecht.arff  RMSE                      12.2159        5  0.1
../datasets_2/albrecht.arff  R2 Score                   0.898896      5  0.1
../datasets_2/albrecht.arff  MAE                        8.29492       5  0.15
../datasets_2/albrecht.arff  Median Absolute Error      7.01307       5  0.15
../datasets_2/albrecht.arff  RMSE                      10.0078        5  0.15
../datasets_2/albrecht.arff  R2 Score                   0.932143      5  0.15
../datasets_2/albrecht.arff  MAE                        6.52789       5  0.2
../datasets_2/albrecht.arff  Median Absolute Error      6.68464       5  0.2
../datasets_2/albrecht.arff  RMSE                       6.5849        5  0.2
../datasets_2/albrecht.arff  R2 Score                   0.970622      5  0.2
../datasets_2/albrecht.arff  MAE                        8.54642       5  0.25
../datasets_2/albrecht.arff  Median Absolute Error      6.74875       5  0.25
../datasets_2/albrecht.arff  RMSE                       9.6555        5  0.25
../datasets_2/albrecht.arff  R2 Score                   0.936837      5  0.25
../datasets_2/kemerer.arff   MAE                       93.7775        1  0.05
../datasets_2/kemerer.arff   Median Absolute Error    105.23          1  0.05
../datasets_2/kemerer.arff   RMSE                     105.995         1  0.05
../datasets_2/kemerer.arff   R2 Score                  -7.8754        1  0.05
../datasets_2/kemerer.arff   MAE                       89.9288        1  0.1
../datasets_2/kemerer.arff   Median Absolute Error     98.5017        1  0.1
../datasets_2/kemerer.arff   RMSE                     102.322         1  0.1
../datasets_2/kemerer.arff   R2 Score                  -7.27091       1  0.1
../datasets_2/kemerer.arff   MAE                       82.1165        1  0.15
../datasets_2/kemerer.arff   Median Absolute Error     76.3305        1  0.15
../datasets_2/kemerer.arff   RMSE                      95.1537        1  0.15
../datasets_2/kemerer.arff   R2 Score                  -6.1527        1  0.15
../datasets_2/kemerer.arff   MAE                       84.3284        1  0.2
../datasets_2/kemerer.arff   Median Absolute Error     87.2577        1  0.2
../datasets_2/kemerer.arff   RMSE                      97.7048        1  0.2
../datasets_2/kemerer.arff   R2 Score                  -6.54138       1  0.2
../datasets_2/kemerer.arff   MAE                       84.0381        1  0.25
../datasets_2/kemerer.arff   Median Absolute Error     77.2845        1  0.25
../datasets_2/kemerer.arff   RMSE                      95.6119        1  0.25
../datasets_2/kemerer.arff   R2 Score                  -6.22176       1  0.25
../datasets_2/kemerer.arff   MAE                       87.2892        2  0.05
../datasets_2/kemerer.arff   Median Absolute Error    101.755         2  0.05
../datasets_2/kemerer.arff   RMSE                     101.896         2  0.05
../datasets_2/kemerer.arff   R2 Score                  -7.20222       2  0.05
../datasets_2/kemerer.arff   MAE                       88.2848        2  0.1
../datasets_2/kemerer.arff   Median Absolute Error    104.438         2  0.1
../datasets_2/kemerer.arff   RMSE                     102.66          2  0.1
../datasets_2/kemerer.arff   R2 Score                  -7.32567       2  0.1
../datasets_2/kemerer.arff   MAE                       86.7171        2  0.15
../datasets_2/kemerer.arff   Median Absolute Error     99.4329        2  0.15
../datasets_2/kemerer.arff   RMSE                     100.94          2  0.15
../datasets_2/kemerer.arff   R2 Score                  -7.04908       2  0.15
../datasets_2/kemerer.arff   MAE                       88.6284        2  0.2
../datasets_2/kemerer.arff   Median Absolute Error     98.4742        2  0.2
../datasets_2/kemerer.arff   RMSE                     101.133         2  0.2
../datasets_2/kemerer.arff   R2 Score                  -7.0798        2  0.2
../datasets_2/kemerer.arff   MAE                       86.8537        2  0.25
../datasets_2/kemerer.arff   Median Absolute Error     90.9734        2  0.25
../datasets_2/kemerer.arff   RMSE                      98.3475        2  0.25
../datasets_2/kemerer.arff   R2 Score                  -6.64091       2  0.25
../datasets_2/kemerer.arff   MAE                      100.223         3  0.05
../datasets_2/kemerer.arff   Median Absolute Error    127.708         3  0.05
../datasets_2/kemerer.arff   RMSE                     112.05          3  0.05
../datasets_2/kemerer.arff   R2 Score                  -8.91843       3  0.05
../datasets_2/kemerer.arff   MAE                      105.2           3  0.1
../datasets_2/kemerer.arff   Median Absolute Error    113.058         3  0.1
../datasets_2/kemerer.arff   RMSE                     110.808         3  0.1
../datasets_2/kemerer.arff   R2 Score                  -8.69984       3  0.1
../datasets_2/kemerer.arff   MAE                      101.216         3  0.15
../datasets_2/kemerer.arff   Median Absolute Error    111.754         3  0.15
../datasets_2/kemerer.arff   RMSE                     108.438         3  0.15
../datasets_2/kemerer.arff   R2 Score                  -8.28926       3  0.15
../datasets_2/kemerer.arff   MAE                       94.2201        3  0.2
../datasets_2/kemerer.arff   Median Absolute Error    117.166         3  0.2
../datasets_2/kemerer.arff   RMSE                     107.499         3  0.2
../datasets_2/kemerer.arff   R2 Score                  -8.12916       3  0.2
../datasets_2/kemerer.arff   MAE                      102.254         3  0.25
../datasets_2/kemerer.arff   Median Absolute Error    107.767         3  0.25
../datasets_2/kemerer.arff   RMSE                     108.28          3  0.25
../datasets_2/kemerer.arff   R2 Score                  -8.26215       3  0.25
../datasets_2/kemerer.arff   MAE                      112.548         4  0.05
../datasets_2/kemerer.arff   Median Absolute Error    139.764         4  0.05
../datasets_2/kemerer.arff   RMSE                     119.501         4  0.05
../datasets_2/kemerer.arff   R2 Score                 -10.2813        4  0.05
../datasets_2/kemerer.arff   MAE                      113.597         4  0.1
../datasets_2/kemerer.arff   Median Absolute Error    134.084         4  0.1
../datasets_2/kemerer.arff   RMSE                     118.91          4  0.1
../datasets_2/kemerer.arff   R2 Score                 -10.17          4  0.1
../datasets_2/kemerer.arff   MAE                      111.405         4  0.15
../datasets_2/kemerer.arff   Median Absolute Error    131.437         4  0.15
../datasets_2/kemerer.arff   RMSE                     116.764         4  0.15
../datasets_2/kemerer.arff   R2 Score                  -9.77058       4  0.15
../datasets_2/kemerer.arff   MAE                      113.164         4  0.2
../datasets_2/kemerer.arff   Median Absolute Error    123.22          4  0.2
../datasets_2/kemerer.arff   RMSE                     116.805         4  0.2
../datasets_2/kemerer.arff   R2 Score                  -9.77805       4  0.2
../datasets_2/kemerer.arff   MAE                      108.584         4  0.25
../datasets_2/kemerer.arff   Median Absolute Error    131.724         4  0.25
../datasets_2/kemerer.arff   RMSE                     115.451         4  0.25
../datasets_2/kemerer.arff   R2 Score                  -9.52975       4  0.25
../datasets_2/kemerer.arff   MAE                      111.551         5  0.05
../datasets_2/kemerer.arff   Median Absolute Error    142.645         5  0.05
../datasets_2/kemerer.arff   RMSE                     120.322         5  0.05
../datasets_2/kemerer.arff   R2 Score                 -10.437         5  0.05
../datasets_2/kemerer.arff   MAE                      112.153         5  0.1
../datasets_2/kemerer.arff   Median Absolute Error    139.216         5  0.1
../datasets_2/kemerer.arff   RMSE                     119.301         5  0.1
../datasets_2/kemerer.arff   R2 Score                 -10.2437        5  0.1
../datasets_2/kemerer.arff   MAE                      109.744         5  0.15
../datasets_2/kemerer.arff   Median Absolute Error    136.821         5  0.15
../datasets_2/kemerer.arff   RMSE                     117.66          5  0.15
../datasets_2/kemerer.arff   R2 Score                  -9.93637       5  0.15
../datasets_2/kemerer.arff   MAE                      113.776         5  0.2
../datasets_2/kemerer.arff   Median Absolute Error    142.04          5  0.2
../datasets_2/kemerer.arff   RMSE                     121.767         5  0.2
../datasets_2/kemerer.arff   R2 Score                 -10.7133        5  0.2
../datasets_2/kemerer.arff   MAE                      112.887         5  0.25
../datasets_2/kemerer.arff   Median Absolute Error    142.692         5  0.25
../datasets_2/kemerer.arff   RMSE                     123.578         5  0.25
../datasets_2/kemerer.arff   R2 Score                 -11.0644        5  0.25
../datasets_2/cocomo81.arff  MAE                     1178.44          1  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    388.976         1  0.05
../datasets_2/cocomo81.arff  RMSE                    2070.04          1  0.05
../datasets_2/cocomo81.arff  R2 Score                  -0.386955      1  0.05
../datasets_2/cocomo81.arff  MAE                     1220.33          1  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    281.614         1  0.1
../datasets_2/cocomo81.arff  RMSE                    2207.45          1  0.1
../datasets_2/cocomo81.arff  R2 Score                  -0.577199      1  0.1
../datasets_2/cocomo81.arff  MAE                     1248.42          1  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    329.897         1  0.15
../datasets_2/cocomo81.arff  RMSE                    2237.61          1  0.15
../datasets_2/cocomo81.arff  R2 Score                  -0.620593      1  0.15
../datasets_2/cocomo81.arff  MAE                     1233.07          1  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    385.939         1  0.2
../datasets_2/cocomo81.arff  RMSE                    2177.25          1  0.2
../datasets_2/cocomo81.arff  R2 Score                  -0.53434       1  0.2
../datasets_2/cocomo81.arff  MAE                     1278.58          1  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    443.986         1  0.25
../datasets_2/cocomo81.arff  RMSE                    2249.48          1  0.25
../datasets_2/cocomo81.arff  R2 Score                  -0.637833      1  0.25
../datasets_2/cocomo81.arff  MAE                      765.538         2  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     60.8504        2  0.05
../datasets_2/cocomo81.arff  RMSE                    1466.41          2  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.303991      2  0.05
../datasets_2/cocomo81.arff  MAE                      677.664         2  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     42.0309        2  0.1
../datasets_2/cocomo81.arff  RMSE                    1375.26          2  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.387826      2  0.1
../datasets_2/cocomo81.arff  MAE                      932.044         2  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     32.16          2  0.15
../datasets_2/cocomo81.arff  RMSE                    1858.97          2  0.15
../datasets_2/cocomo81.arff  R2 Score                  -0.118536      2  0.15
../datasets_2/cocomo81.arff  MAE                     1348.02          2  0.2
../datasets_2/cocomo81.arff  Median Absolute Error     85.6913        2  0.2
../datasets_2/cocomo81.arff  RMSE                    2737.29          2  0.2
../datasets_2/cocomo81.arff  R2 Score                  -1.42519       2  0.2
../datasets_2/cocomo81.arff  MAE                      646.782         2  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     90.361         2  0.25
../datasets_2/cocomo81.arff  RMSE                    1290.34          2  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.461094      2  0.25
../datasets_2/cocomo81.arff  MAE                     1001.23          3  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     65.7606        3  0.05
../datasets_2/cocomo81.arff  RMSE                    1946.13          3  0.05
../datasets_2/cocomo81.arff  R2 Score                  -0.225881      3  0.05
../datasets_2/cocomo81.arff  MAE                     1150.7           3  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     55.9875        3  0.1
../datasets_2/cocomo81.arff  RMSE                    2305.26          3  0.1
../datasets_2/cocomo81.arff  R2 Score                  -0.720068      3  0.1
../datasets_2/cocomo81.arff  MAE                      793.313         3  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     88.8622        3  0.15
../datasets_2/cocomo81.arff  RMSE                    1629.82          3  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.140231      3  0.15
../datasets_2/cocomo81.arff  MAE                      891.627         3  0.2
../datasets_2/cocomo81.arff  Median Absolute Error     52.4973        3  0.2
../datasets_2/cocomo81.arff  RMSE                    1709.53          3  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.0540682     3  0.2
../datasets_2/cocomo81.arff  MAE                     1171.25          3  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     60.071         3  0.25
../datasets_2/cocomo81.arff  RMSE                    2377.79          3  0.25
../datasets_2/cocomo81.arff  R2 Score                  -0.830001      3  0.25
../datasets_2/cocomo81.arff  MAE                     1327.47          4  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     73.6067        4  0.05
../datasets_2/cocomo81.arff  RMSE                    2592.45          4  0.05
../datasets_2/cocomo81.arff  R2 Score                  -1.17534       4  0.05
../datasets_2/cocomo81.arff  MAE                     1019.94          4  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     83.3246        4  0.1
../datasets_2/cocomo81.arff  RMSE                    2040.7           4  0.1
../datasets_2/cocomo81.arff  R2 Score                  -0.34792       4  0.1
../datasets_2/cocomo81.arff  MAE                     1123.66          4  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     66.2946        4  0.15
../datasets_2/cocomo81.arff  RMSE                    2172.97          4  0.15
../datasets_2/cocomo81.arff  R2 Score                  -0.528313      4  0.15
../datasets_2/cocomo81.arff  MAE                     1268             4  0.2
../datasets_2/cocomo81.arff  Median Absolute Error     57.3088        4  0.2
../datasets_2/cocomo81.arff  RMSE                    2613.23          4  0.2
../datasets_2/cocomo81.arff  R2 Score                  -1.21034       4  0.2
../datasets_2/cocomo81.arff  MAE                      618.336         4  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    120.647         4  0.25
../datasets_2/cocomo81.arff  RMSE                    1313.29          4  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.441755      4  0.25
../datasets_2/cocomo81.arff  MAE                     1261.1           5  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     69.5616        5  0.05
../datasets_2/cocomo81.arff  RMSE                    2459.43          5  0.05
../datasets_2/cocomo81.arff  R2 Score                  -0.95782       5  0.05
../datasets_2/cocomo81.arff  MAE                     1141.42          5  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    102.514         5  0.1
../datasets_2/cocomo81.arff  RMSE                    2201.63          5  0.1
../datasets_2/cocomo81.arff  R2 Score                  -0.568885      5  0.1
../datasets_2/cocomo81.arff  MAE                     1127.42          5  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     93.3544        5  0.15
../datasets_2/cocomo81.arff  RMSE                    2218.49          5  0.15
../datasets_2/cocomo81.arff  R2 Score                  -0.593009      5  0.15
../datasets_2/cocomo81.arff  MAE                     1052.63          5  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    103.204         5  0.2
../datasets_2/cocomo81.arff  RMSE                    2024.11          5  0.2
../datasets_2/cocomo81.arff  R2 Score                  -0.326083      5  0.2
../datasets_2/cocomo81.arff  MAE                      909.091         5  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     65.537         5  0.25
../datasets_2/cocomo81.arff  RMSE                    2011.93          5  0.25
../datasets_2/cocomo81.arff  R2 Score                  -0.310178      5  0.25
../datasets_2/china.arff     MAE                      388.773         1  0.05
../datasets_2/china.arff     Median Absolute Error    199.203         1  0.05
../datasets_2/china.arff     RMSE                     679.295         1  0.05
../datasets_2/china.arff     R2 Score                   0.976733      1  0.05
../datasets_2/china.arff     MAE                      353.309         1  0.1
../datasets_2/china.arff     Median Absolute Error    164.759         1  0.1
../datasets_2/china.arff     RMSE                     706.65          1  0.1
../datasets_2/china.arff     R2 Score                   0.974821      1  0.1
../datasets_2/china.arff     MAE                      358.711         1  0.15
../datasets_2/china.arff     Median Absolute Error    155.291         1  0.15
../datasets_2/china.arff     RMSE                     709.09          1  0.15
../datasets_2/china.arff     R2 Score                   0.974647      1  0.15
../datasets_2/china.arff     MAE                      362.955         1  0.2
../datasets_2/china.arff     Median Absolute Error    145.024         1  0.2
../datasets_2/china.arff     RMSE                     716.313         1  0.2
../datasets_2/china.arff     R2 Score                   0.974128      1  0.2
../datasets_2/china.arff     MAE                      425.812         1  0.25
../datasets_2/china.arff     Median Absolute Error    138.97          1  0.25
../datasets_2/china.arff     RMSE                     843.035         1  0.25
../datasets_2/china.arff     R2 Score                   0.964164      1  0.25
../datasets_2/china.arff     MAE                      320.081         2  0.05
../datasets_2/china.arff     Median Absolute Error    149.198         2  0.05
../datasets_2/china.arff     RMSE                     617.921         2  0.05
../datasets_2/china.arff     R2 Score                   0.980747      2  0.05
../datasets_2/china.arff     MAE                      313.662         2  0.1
../datasets_2/china.arff     Median Absolute Error    121.947         2  0.1
../datasets_2/china.arff     RMSE                     593.395         2  0.1
../datasets_2/china.arff     R2 Score                   0.982245      2  0.1
../datasets_2/china.arff     MAE                      317.568         2  0.15
../datasets_2/china.arff     Median Absolute Error    139.569         2  0.15
../datasets_2/china.arff     RMSE                     614.146         2  0.15
../datasets_2/china.arff     R2 Score                   0.980982      2  0.15
../datasets_2/china.arff     MAE                      334.264         2  0.2
../datasets_2/china.arff     Median Absolute Error    124.204         2  0.2
../datasets_2/china.arff     RMSE                     653.831         2  0.2
../datasets_2/china.arff     R2 Score                   0.978445      2  0.2
../datasets_2/china.arff     MAE                      308.415         2  0.25
../datasets_2/china.arff     Median Absolute Error    148.323         2  0.25
../datasets_2/china.arff     RMSE                     577.964         2  0.25
../datasets_2/china.arff     R2 Score                   0.983157      2  0.25
../datasets_2/china.arff     MAE                      267.568         3  0.05
../datasets_2/china.arff     Median Absolute Error    123.303         3  0.05
../datasets_2/china.arff     RMSE                     509.168         3  0.05
../datasets_2/china.arff     R2 Score                   0.986928      3  0.05
../datasets_2/china.arff     MAE                      275.443         3  0.1
../datasets_2/china.arff     Median Absolute Error    112.902         3  0.1
../datasets_2/china.arff     RMSE                     521.986         3  0.1
../datasets_2/china.arff     R2 Score                   0.986261      3  0.1
../datasets_2/china.arff     MAE                      263.795         3  0.15
../datasets_2/china.arff     Median Absolute Error    116.386         3  0.15
../datasets_2/china.arff     RMSE                     488.233         3  0.15
../datasets_2/china.arff     R2 Score                   0.987981      3  0.15
../datasets_2/china.arff     MAE                      270.018         3  0.2
../datasets_2/china.arff     Median Absolute Error    127.01          3  0.2
../datasets_2/china.arff     RMSE                     499.85          3  0.2
../datasets_2/china.arff     R2 Score                   0.987402      3  0.2
../datasets_2/china.arff     MAE                      275.092         3  0.25
../datasets_2/china.arff     Median Absolute Error    139.527         3  0.25
../datasets_2/china.arff     RMSE                     500.278         3  0.25
../datasets_2/china.arff     R2 Score                   0.98738       3  0.25
../datasets_2/china.arff     MAE                      295.672         4  0.05
../datasets_2/china.arff     Median Absolute Error     96.6816        4  0.05
../datasets_2/china.arff     RMSE                     590.623         4  0.05
../datasets_2/china.arff     R2 Score                   0.982411      4  0.05
../datasets_2/china.arff     MAE                      300.577         4  0.1
../datasets_2/china.arff     Median Absolute Error    106.306         4  0.1
../datasets_2/china.arff     RMSE                     596.66          4  0.1
../datasets_2/china.arff     R2 Score                   0.982049      4  0.1
../datasets_2/china.arff     MAE                      297.311         4  0.15
../datasets_2/china.arff     Median Absolute Error    117.335         4  0.15
../datasets_2/china.arff     RMSE                     578.671         4  0.15
../datasets_2/china.arff     R2 Score                   0.983116      4  0.15
../datasets_2/china.arff     MAE                      275.991         4  0.2
../datasets_2/china.arff     Median Absolute Error    102.319         4  0.2
../datasets_2/china.arff     RMSE                     529.411         4  0.2
../datasets_2/china.arff     R2 Score                   0.985868      4  0.2
../datasets_2/china.arff     MAE                      286.846         4  0.25
../datasets_2/china.arff     Median Absolute Error    114.937         4  0.25
../datasets_2/china.arff     RMSE                     539.715         4  0.25
../datasets_2/china.arff     R2 Score                   0.985312      4  0.25
../datasets_2/china.arff     MAE                      312.042         5  0.05
../datasets_2/china.arff     Median Absolute Error    102.796         5  0.05
../datasets_2/china.arff     RMSE                     616.159         5  0.05
../datasets_2/china.arff     R2 Score                   0.980857      5  0.05
../datasets_2/china.arff     MAE                      309.718         5  0.1
../datasets_2/china.arff     Median Absolute Error     87.8543        5  0.1
../datasets_2/china.arff     RMSE                     615.074         5  0.1
../datasets_2/china.arff     R2 Score                   0.980924      5  0.1
../datasets_2/china.arff     MAE                      317.77          5  0.15
../datasets_2/china.arff     Median Absolute Error    111.28          5  0.15
../datasets_2/china.arff     RMSE                     636.11          5  0.15
../datasets_2/china.arff     R2 Score                   0.979597      5  0.15
../datasets_2/china.arff     MAE                      316.377         5  0.2
../datasets_2/china.arff     Median Absolute Error     87.2524        5  0.2
../datasets_2/china.arff     RMSE                     633.279         5  0.2
../datasets_2/china.arff     R2 Score                   0.979778      5  0.2
../datasets_2/china.arff     MAE                      297.63          5  0.25
../datasets_2/china.arff     Median Absolute Error    101.71          5  0.25
../datasets_2/china.arff     RMSE                     583.279         5  0.25
../datasets_2/china.arff     R2 Score                   0.982846      5  0.25
../datasets_2/albrecht.arff  MAE                        4.39778       1  0.05
../datasets_2/albrecht.arff  Median Absolute Error      4.43041       1  0.05
../datasets_2/albrecht.arff  RMSE                       4.56631       1  0.05
../datasets_2/albrecht.arff  R2 Score                   0.15604       1  0.05
../datasets_2/albrecht.arff  MAE                        6.10352       1  0.1
../datasets_2/albrecht.arff  Median Absolute Error      5.63937       1  0.1
../datasets_2/albrecht.arff  RMSE                       6.49064       1  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.705163      1  0.1
../datasets_2/albrecht.arff  MAE                        4.49119       1  0.15
../datasets_2/albrecht.arff  Median Absolute Error      5.09598       1  0.15
../datasets_2/albrecht.arff  RMSE                       5.01837       1  0.15
../datasets_2/albrecht.arff  R2 Score                  -0.0193314     1  0.15
../datasets_2/albrecht.arff  MAE                        5.54413       1  0.2
../datasets_2/albrecht.arff  Median Absolute Error      5.76528       1  0.2
../datasets_2/albrecht.arff  RMSE                       5.5933        1  0.2
../datasets_2/albrecht.arff  R2 Score                  -0.266272      1  0.2
../datasets_2/albrecht.arff  MAE                        5.27557       1  0.25
../datasets_2/albrecht.arff  Median Absolute Error      5.97388       1  0.25
../datasets_2/albrecht.arff  RMSE                       5.48966       1  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.219782      1  0.25
../datasets_2/albrecht.arff  MAE                        4.88534       2  0.05
../datasets_2/albrecht.arff  Median Absolute Error      5.33289       2  0.05
../datasets_2/albrecht.arff  RMSE                       5.30189       2  0.05
../datasets_2/albrecht.arff  R2 Score                  -0.137763      2  0.05
../datasets_2/albrecht.arff  MAE                        5.02635       2  0.1
../datasets_2/albrecht.arff  Median Absolute Error      5.32423       2  0.1
../datasets_2/albrecht.arff  RMSE                       5.12104       2  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.061469      2  0.1
../datasets_2/albrecht.arff  MAE                        5.94554       2  0.15
../datasets_2/albrecht.arff  Median Absolute Error      4.91031       2  0.15
../datasets_2/albrecht.arff  RMSE                       7.12703       2  0.15
../datasets_2/albrecht.arff  R2 Score                  -1.05593       2  0.15
../datasets_2/albrecht.arff  MAE                        8.1726        2  0.2
../datasets_2/albrecht.arff  Median Absolute Error      5.97267       2  0.2
../datasets_2/albrecht.arff  RMSE                       9.41186       2  0.2
../datasets_2/albrecht.arff  R2 Score                  -2.58543       2  0.2
../datasets_2/albrecht.arff  MAE                        7.65141       2  0.25
../datasets_2/albrecht.arff  Median Absolute Error      6.94674       2  0.25
../datasets_2/albrecht.arff  RMSE                       8.15394       2  0.25
../datasets_2/albrecht.arff  R2 Score                  -1.69108       2  0.25
../datasets_2/albrecht.arff  MAE                        2.96609       3  0.05
../datasets_2/albrecht.arff  Median Absolute Error      2.91422       3  0.05
../datasets_2/albrecht.arff  RMSE                       3.49056       3  0.05
../datasets_2/albrecht.arff  R2 Score                   0.506847      3  0.05
../datasets_2/albrecht.arff  MAE                        3.63029       3  0.1
../datasets_2/albrecht.arff  Median Absolute Error      4.21237       3  0.1
../datasets_2/albrecht.arff  RMSE                       3.89555       3  0.1
../datasets_2/albrecht.arff  R2 Score                   0.385774      3  0.1
../datasets_2/albrecht.arff  MAE                        3.32554       3  0.15
../datasets_2/albrecht.arff  Median Absolute Error      3.41254       3  0.15
../datasets_2/albrecht.arff  RMSE                       3.49936       3  0.15
../datasets_2/albrecht.arff  R2 Score                   0.504359      3  0.15
../datasets_2/albrecht.arff  MAE                        2.92795       3  0.2
../datasets_2/albrecht.arff  Median Absolute Error      2.15492       3  0.2
../datasets_2/albrecht.arff  RMSE                       3.54252       3  0.2
../datasets_2/albrecht.arff  R2 Score                   0.492058      3  0.2
../datasets_2/albrecht.arff  MAE                        3.78517       3  0.25
../datasets_2/albrecht.arff  Median Absolute Error      4.30293       3  0.25
../datasets_2/albrecht.arff  RMSE                       3.97712       3  0.25
../datasets_2/albrecht.arff  R2 Score                   0.359783      3  0.25
../datasets_2/albrecht.arff  MAE                        3.35674       4  0.05
../datasets_2/albrecht.arff  Median Absolute Error      3.86682       4  0.05
../datasets_2/albrecht.arff  RMSE                       3.74089       4  0.05
../datasets_2/albrecht.arff  R2 Score                   0.433578      4  0.05
../datasets_2/albrecht.arff  MAE                        2.60376       4  0.1
../datasets_2/albrecht.arff  Median Absolute Error      2.58361       4  0.1
../datasets_2/albrecht.arff  RMSE                       3.17545       4  0.1
../datasets_2/albrecht.arff  R2 Score                   0.591868      4  0.1
../datasets_2/albrecht.arff  MAE                        3.71793       4  0.15
../datasets_2/albrecht.arff  Median Absolute Error      4.22595       4  0.15
../datasets_2/albrecht.arff  RMSE                       3.99493       4  0.15
../datasets_2/albrecht.arff  R2 Score                   0.354035      4  0.15
../datasets_2/albrecht.arff  MAE                        3.08218       4  0.2
../datasets_2/albrecht.arff  Median Absolute Error      3.2648        4  0.2
../datasets_2/albrecht.arff  RMSE                       3.57098       4  0.2
../datasets_2/albrecht.arff  R2 Score                   0.483863      4  0.2
../datasets_2/albrecht.arff  MAE                        2.02307       4  0.25
../datasets_2/albrecht.arff  Median Absolute Error      1.70909       4  0.25
../datasets_2/albrecht.arff  RMSE                       2.45397       4  0.25
../datasets_2/albrecht.arff  R2 Score                   0.756259      4  0.25
../datasets_2/albrecht.arff  MAE                        2.91616       5  0.05
../datasets_2/albrecht.arff  Median Absolute Error      3.72827       5  0.05
../datasets_2/albrecht.arff  RMSE                       3.18982       5  0.05
../datasets_2/albrecht.arff  R2 Score                   0.588165      5  0.05
../datasets_2/albrecht.arff  MAE                        2.00108       5  0.1
../datasets_2/albrecht.arff  Median Absolute Error      1.90469       5  0.1
../datasets_2/albrecht.arff  RMSE                       2.53686       5  0.1
../datasets_2/albrecht.arff  R2 Score                   0.739514      5  0.1
../datasets_2/albrecht.arff  MAE                        2.45738       5  0.15
../datasets_2/albrecht.arff  Median Absolute Error      2.5122        5  0.15
../datasets_2/albrecht.arff  RMSE                       2.99313       5  0.15
../datasets_2/albrecht.arff  R2 Score                   0.637388      5  0.15
../datasets_2/albrecht.arff  MAE                        2.09816       5  0.2
../datasets_2/albrecht.arff  Median Absolute Error      2.27679       5  0.2
../datasets_2/albrecht.arff  RMSE                       2.60869       5  0.2
../datasets_2/albrecht.arff  R2 Score                   0.724555      5  0.2
../datasets_2/albrecht.arff  MAE                        2.44619       5  0.25
../datasets_2/albrecht.arff  Median Absolute Error      2.02168       5  0.25
../datasets_2/albrecht.arff  RMSE                       3.224         5  0.25
../datasets_2/albrecht.arff  R2 Score                   0.579292      5  0.25
../datasets_2/kemerer.arff   MAE                       56.1342        1  0.05
../datasets_2/kemerer.arff   Median Absolute Error     74.8251        1  0.05
../datasets_2/kemerer.arff   RMSE                      63.5717        1  0.05
../datasets_2/kemerer.arff   R2 Score                   0.780074      1  0.05
../datasets_2/kemerer.arff   MAE                       47.7271        1  0.1
../datasets_2/kemerer.arff   Median Absolute Error     46.6028        1  0.1
../datasets_2/kemerer.arff   RMSE                      54.122         1  0.1
../datasets_2/kemerer.arff   R2 Score                   0.840596      1  0.1
../datasets_2/kemerer.arff   MAE                       77.8084        1  0.15
../datasets_2/kemerer.arff   Median Absolute Error     85.8056        1  0.15
../datasets_2/kemerer.arff   RMSE                      89.9941        1  0.15
../datasets_2/kemerer.arff   R2 Score                   0.559265      1  0.15
../datasets_2/kemerer.arff   MAE                       94.8528        1  0.2
../datasets_2/kemerer.arff   Median Absolute Error     82.6217        1  0.2
../datasets_2/kemerer.arff   RMSE                     118.032         1  0.2
../datasets_2/kemerer.arff   R2 Score                   0.241864      1  0.2
../datasets_2/kemerer.arff   MAE                      197.062         1  0.25
../datasets_2/kemerer.arff   Median Absolute Error     85.9096        1  0.25
../datasets_2/kemerer.arff   RMSE                     283.519         1  0.25
../datasets_2/kemerer.arff   R2 Score                  -3.37436       1  0.25
