ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Effort
217,272,63,20,61,71,30,245,0,0,35.7,39.7,41.1,45.6,14.0,11172,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,9720
218,33,8,7,0,10,15,32,8,0,4.4,3.6,4.4,3.6,2.0,145,0,1,0,0,1,4.127358,5.888515,-5.1943455,1.315298,1.0432664,-0.78027,-1.1300149,-5.761813,2.4786103,-3.3872085,-0.97472423,145
219,64,20,28,10,7,0,65,0,0,2.2,2.2,2.2,2.2,3.0,140,0,1,0,0,1,4.3456693,5.436671,-4.9829707,1.7990963,1.2918564,-0.20738907,-1.5191514,-5.444342,2.670936,-2.6955943,-0.88422114,140
220,277,48,110,47,49,0,84,170,0,4.6,5.0,4.6,5.0,19.0,1265,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1265
221,322,78,100,67,54,0,179,106,14,16.3,17.5,19.6,21.1,13.0,6316,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,5242
222,164,52,56,18,7,20,110,43,0,17.0,18.2,17.0,18.2,11.0,2791,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2791
223,145,48,10,72,14,0,144,0,0,5.1,5.2,6.2,6.2,3.0,894,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,742
224,73,36,24,12,0,0,0,72,0,8.0,8.1,9.6,9.8,5.0,704,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,584
225,245,42,179,24,42,15,302,0,0,3.6,3.0,3.6,3.0,7.0,893,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,893
226,406,209,36,125,20,0,102,288,0,13.9,14.5,16.7,17.4,7.0,6794,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,5639
227,98,35,0,41,20,0,28,68,0,56.5,57.6,68.0,69.4,5.0,6666,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,5533
228,83,44,10,3,25,0,15,63,4,4.9,5.0,6.0,6.0,3.0,494,1,0,0,0,1,1.7303177,0.8564377,-2.4459338,0.2756189,1.2155094,0.61174786,-0.26988858,-1.615859,0.2963367,-0.9236654,-0.26568535,410
229,182,30,59,39,29,0,0,157,0,5.5,6.4,6.6,7.7,5.0,1206,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1001
230,820,460,98,199,175,0,685,212,35,3.1,2.7,3.1,2.7,11.0,2552,0,0,0,1,1,0.97908247,0.5105333,-1.2630455,0.26186073,0.48760924,0.09198934,-0.20088035,-0.87264407,0.1609474,-0.41627395,-0.10463139,2552
231,545,116,226,131,72,0,79,466,0,16.0,16.0,16.0,16.0,11.0,8740,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,8740
232,105,96,9,0,0,0,21,84,0,1.9,1.9,1.9,1.9,8.0,198,1,0,0,0,1,5.2761073,5.001637,-7.3362,0.5570521,4.321277,1.5178174,0.061161593,-7.783313,2.7882028,-5.3799324,-0.94193023,198
233,55,12,10,14,15,0,9,42,0,42.7,46.0,51.4,55.5,1.0,2828,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2347
234,62,27,4,0,31,7,69,0,0,13.2,11.8,15.9,14.3,8.0,984,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,817
235,109,0,105,0,0,0,0,105,0,2.3,2.4,2.8,2.9,1.0,300,1,0,0,0,1,3.8967924,2.4680715,-5.940393,0.39305377,3.0756657,2.0739331,-0.39351904,-4.1355615,0.6394656,-2.4794855,-0.752487,249
236,436,27,334,15,0,60,436,0,0,17.8,17.8,17.8,17.8,15.0,7762,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,7762
237,179,60,44,6,38,40,188,0,0,4.3,4.1,5.2,5.0,4.0,935,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,776
238,1710,932,521,233,214,0,1900,0,0,7.7,6.9,7.7,6.9,21.0,13130,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,13130
239,128,49,15,25,31,0,120,0,0,12.8,13.7,14.8,15.8,2.0,1890,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1644
240,174,21,7,30,50,32,140,0,0,77.7,96.6,77.7,96.6,8.0,13528,0,0,0,1,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,13528
241,70,28,4,15,21,0,39,29,0,8.8,9.1,10.6,10.9,5.0,743,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,617
242,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,7.0,2391,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2391
243,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,5.0,605,0,1,0,0,1,6.173799,6.3902445,-9.414332,3.0934474,2.7587266,0.5865387,-0.8545307,-8.349988,3.766443,-3.4925027,-2.4848557,605
244,129,33,0,39,24,25,121,0,0,16.0,17.1,18.4,19.6,4.0,2372,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2064
245,856,349,194,74,84,155,856,0,0,3.0,3.0,3.0,3.0,12.0,2551,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2551
246,127,56,14,10,39,0,25,94,0,13.1,14.0,15.8,16.9,7.0,2010,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1668
247,381,119,107,9,28,65,137,191,0,4.8,5.5,4.8,5.5,19.0,1817,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1817
248,234,117,19,93,0,5,231,3,0,21.8,21.8,21.8,21.8,10.0,5103,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,5103
249,215,58,62,46,51,0,82,135,0,13.2,13.1,15.9,15.7,8.0,3417,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2836
250,1406,541,70,290,335,90,1326,0,0,10.6,11.3,10.5,11.1,1.0,14698,0,0,0,1,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,14938
251,85,21,67,3,0,15,22,59,25,12.3,9.9,12.3,9.9,13.0,1049,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1049
252,59,10,32,3,21,5,71,0,0,18.0,14.9,21.7,18.0,10.0,1278,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1061
253,358,139,0,89,70,40,338,0,0,38.9,41.2,46.8,49.6,9.0,16770,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,13919
254,73,40,0,12,10,0,0,62,0,50.3,59.3,60.7,71.4,7.0,4428,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3675
255,597,189,96,78,239,7,609,0,0,4.3,4.2,4.3,4.2,6.0,2542,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2542
256,276,90,120,34,14,0,101,139,18,8.1,8.7,8.1,8.7,2.0,2244,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2244
257,728,181,165,15,84,167,330,27,255,11.1,13.1,13.3,15.8,4.0,9694,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,8046
258,59,0,55,0,0,0,11,11,33,83.8,89.9,101.0,108.3,6.0,5958,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4945
259,98,36,32,9,17,0,45,42,7,13.4,14.0,16.1,16.8,11.0,1582,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1313
260,756,452,66,127,84,5,302,320,112,4.3,4.4,4.3,4.4,7.0,3214,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3214
261,155,120,34,0,0,0,47,107,0,3.1,3.1,3.8,3.8,10.0,582,1,0,0,0,1,2.7887175,1.3437753,-4.11248,0.2950027,2.2410321,1.3440245,-0.3671129,-2.6629586,0.4870835,-1.6385183,-0.4925909,483
262,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,4.0,2778,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2306
263,813,27,677,34,0,100,18,820,0,2.0,1.9,2.0,1.9,9.0,1634,0,1,0,0,1,14.055691,6.531628,-21.853352,0.5013469,13.158025,9.139325,-1.4020941,-13.809647,2.517641,-9.248338,-2.9080658,1634
264,75,23,0,30,27,14,94,0,0,9.6,7.7,9.6,7.7,6.0,720,1,0,0,0,1,0.24480507,0.15089461,-0.21310282,-0.018680245,-0.20345238,-0.5374214,-0.1075371,-0.3429038,0.060452342,0.08962374,-0.08247162,720
265,112,85,4,16,14,0,119,0,0,9.6,9.0,9.6,9.0,13.0,1073,0,0,0,1,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1073
266,211,73,32,79,22,5,111,100,0,16.9,16.9,16.9,16.9,13.0,3566,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3566
267,895,222,271,222,63,0,778,0,0,0.9,1.0,0.9,1.0,7.0,780,1,0,0,0,1,15.304881,26.826883,-28.792925,6.09032,17.405062,10.54408,-8.141538,-9.118724,1.3218646,-12.525635,-1.8657706,780
268,74,18,7,37,7,5,74,0,0,54.0,54.0,54.0,54.0,14.0,3995,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3995
269,3331,1049,519,399,595,360,2922,0,0,14.7,16.8,14.7,16.8,42.0,49034,0,0,0,1,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,49034
270,64,15,18,9,15,5,12,39,11,6.1,6.3,7.4,7.6,6.0,472,1,0,0,0,1,1.7392361,1.5266787,-2.4971766,0.5876137,0.837727,0.27707455,-0.24624655,-2.2061243,0.3631996,-0.98526394,-0.3238464,392
271,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12.0,23.0,17219,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,17607
272,337,128,21,86,77,25,337,0,0,1.8,1.8,1.9,1.9,8.0,657,1,0,0,0,1,7.044536,6.0830894,-10.574784,3.2196245,5.162174,3.3369694,-3.4644413,-4.3436885,1.6004721,-3.8693879,-1.5591779,591
273,73,0,0,67,0,10,39,38,0,11.1,10.5,13.4,12.7,6.0,978,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,812
274,64,12,28,17,7,0,47,17,0,8.8,8.8,10.6,10.6,12.0,680,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,564
275,1703,186,463,0,516,316,1481,0,0,5.0,5.8,5.0,5.8,8.0,8549,0,0,1,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,8549
276,151,41,21,29,41,19,151,0,0,2.6,2.6,2.9,2.9,3.0,434,1,0,0,0,1,3.1311827,2.0678635,-4.712998,0.39676535,2.3406863,1.5280207,-0.32432178,-3.3634145,0.50647587,-1.9588081,-0.5949827,391
277,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,2.0,2189,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1817
278,70,24,0,3,42,5,74,0,0,7.7,7.3,9.4,8.9,3.0,659,0,1,0,0,1,0.38964218,0.2886535,-0.38722074,0.20368505,-0.08634071,-0.42106837,-0.18217824,-0.3822869,0.11108908,0.025941797,0.011579625,540
279,754,301,130,204,90,0,213,512,0,9.9,10.3,11.9,12.4,8.0,8967,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,7443
280,325,106,49,31,80,12,136,142,0,26.7,31.2,32.1,37.5,6.0,10437,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,8663
281,168,84,7,45,40,22,198,0,0,27.5,23.3,27.5,23.3,12.0,4622,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4622
282,226,99,50,43,63,5,260,0,0,4.0,3.5,4.0,3.5,7.0,915,0,0,0,1,1,0.55989254,0.31144452,-0.61161834,0.25909343,0.08472538,-0.213424,-0.17928006,-0.46432355,0.10717557,-0.12619942,-0.007475853,915
283,335,83,71,71,111,17,353,0,0,75.8,72.0,75.8,72.0,12.0,25401,0,0,0,1,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,25401
284,76,21,51,3,0,0,63,12,0,7.5,7.6,9.0,9.1,5.0,686,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,569
285,221,31,133,0,45,5,53,161,0,6.8,7.1,8.2,8.5,4.0,1822,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1512
286,1010,213,224,111,212,75,758,77,0,5.0,6.1,5.0,6.1,11.0,5053,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,5053
287,116,46,12,22,35,15,130,0,0,16.7,14.9,16.7,14.9,10.0,1939,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1939
288,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,1.0,114,0,1,0,0,1,6.441854,7.3442173,-9.214354,0.32116354,4.725581,1.9112083,0.15828027,-9.072025,2.9461648,-7.5683613,-2.1828544,114
289,170,75,12,23,39,0,108,41,0,9.0,10.3,9.0,10.3,8.0,1532,0,0,0,1,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1532
290,179,85,0,49,59,0,193,0,0,26.4,24.5,31.8,29.5,4.0,5690,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4723
291,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,13.0,3580,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2971
292,354,48,34,174,73,25,354,0,0,16.5,16.5,16.5,16.5,10.0,5841,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,5841
293,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,8.0,941,0,1,0,0,1,13.905403,24.461164,-20.751957,11.563233,9.842518,2.1711545,-11.818648,-8.135806,10.050058,-5.679825,-10.845569,941
294,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,8.0,1035,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1035
295,1390,379,377,133,182,170,1241,0,0,4.0,4.5,4.0,4.5,13.0,5597,0,0,1,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,5597
296,129,30,59,10,39,0,94,44,0,23.2,21.7,27.9,26.1,8.0,3600,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2988
297,203,35,48,6,14,100,203,0,0,15.9,15.9,15.9,15.9,5.0,3219,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3219
298,758,116,312,132,30,58,648,0,0,6.1,7.1,6.1,7.1,15.0,4630,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4630
299,558,92,116,57,196,0,461,0,0,7.4,8.9,7.4,8.9,6.0,4112,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4112
300,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,6.0,580,1,0,0,0,1,0.25000116,-0.0040989276,-0.0682595,-1.087331,-1.0296841,-1.7912359,0.2127198,-1.8019412,0.22272547,-0.11410213,-1.223582,580
301,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,5.0,13183,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,10942
302,235,78,10,123,68,0,13,82,184,4.0,3.4,4.8,4.0,9.0,1129,1,0,0,0,1,1.8546793,0.9137,-2.6417527,0.27789655,1.336008,0.69779015,-0.2813125,-1.7388929,0.31874943,-1.0076604,-0.29234675,937
303,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,8.0,3030,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2515
304,316,14,118,14,155,0,139,151,11,8.2,8.6,8.2,8.6,8.0,2600,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2600
305,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,19.0,25217,0,1,0,0,1,22.32515,10.339277,-34.874363,0.65279394,21.17061,14.860727,-2.161725,-21.990818,4.0079803,-14.833607,-4.680917,25217
306,119,0,118,0,0,0,95,19,4,1.5,1.5,1.8,1.8,2.0,212,1,0,0,0,1,6.961353,8.3613205,-8.322077,3.7388802,2.0524569,0.6646255,-3.3240814,-7.5030107,3.4838328,-4.1401663,-1.9834796,176
307,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7.0,3.0,411,1,0,0,0,1,3.0057118,3.5460103,-3.3150933,1.5594319,0.2648319,-0.914381,-1.1955351,-3.860183,1.5160195,-1.254782,-0.9781005,341
308,1644,240,858,177,91,115,1481,0,0,9.9,11.0,9.9,11.0,38.0,16357,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,16357
309,1193,196,667,149,115,54,516,485,180,2.5,2.5,3.0,3.1,12.0,3622,1,0,0,0,1,6.5434594,3.0726378,-10.02466,0.36376753,5.879142,3.9418244,-0.7120236,-6.377615,1.1637712,-4.174506,-1.2975535,3006
310,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,8.0,2041,1,0,0,0,1,0.62311333,0.7340189,-0.8026718,-0.4303595,0.06699989,-0.75377035,0.21948002,-1.1072866,0.08915654,-0.3082618,0.40047106,1694
311,389,120,94,77,63,10,198,166,0,2.9,3.1,2.9,3.1,6.0,1134,0,1,0,0,1,3.835713,1.825862,-5.7610693,0.31417713,3.255505,2.0684116,-0.46328995,-3.6987772,0.67577523,-2.345669,-0.71705127,1134
312,132,56,0,27,38,7,128,0,0,9.0,9.3,10.8,11.2,8.0,1429,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1186
313,132,30,50,22,24,0,39,27,60,10.5,11.0,12.6,13.2,9.0,1666,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1383
314,286,94,36,44,38,55,267,0,0,6.0,6.5,6.0,6.5,6.0,1727,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1727
315,305,73,87,39,63,10,272,0,0,14.8,16.6,14.8,16.6,7.0,4504,0,0,1,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4504
316,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,8.0,5517,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4800
317,110,36,15,0,49,10,110,0,0,23.2,23.2,23.2,23.2,24.0,2553,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2553
318,3963,1184,616,952,1091,42,3885,0,0,4.3,4.4,4.3,4.4,11.0,16921,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,16921
319,397,83,252,16,58,0,409,0,0,18.8,18.2,22.6,22.0,7.0,8987,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,7459
320,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,11.0,3877,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3877
321,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,8.0,2516,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2088
322,266,101,70,26,56,5,258,0,0,17.7,18.2,21.3,21.9,8.0,5657,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4695
323,237,114,11,44,42,0,181,30,0,13.5,15.2,16.3,18.3,9.0,3857,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3201
324,1243,555,15,245,394,10,1219,0,0,9.2,9.4,11.1,11.4,9.0,13843,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,11490
325,666,138,233,124,105,5,605,0,0,1.1,1.2,1.1,1.2,13.0,752,1,0,0,0,1,14.525679,17.647017,-22.463558,7.423247,12.079052,6.527814,-7.893498,-8.859029,3.2231374,-9.288712,-2.3993587,752
