Dataset                      Metric                     metric valor    d    t
../datasets_2/kemerer.arff   Median Absolute Error     119.584          6  100
../datasets_2/kemerer.arff   RMSE                      139.104          6  100
../datasets_2/kemerer.arff   R2 Score                  -28.738          6  100
../datasets_2/kemerer.arff   MAE                       108.349          6  150
../datasets_2/kemerer.arff   Median Absolute Error     103.368          6  150
../datasets_2/kemerer.arff   RMSE                      110.092          6  150
../datasets_2/kemerer.arff   R2 Score                  -17.6269         6  150
../datasets_2/kemerer.arff   MAE                       119.319          6  200
../datasets_2/kemerer.arff   Median Absolute Error     107.339          6  200
../datasets_2/kemerer.arff   RMSE                      121.532          6  200
../datasets_2/kemerer.arff   R2 Score                  -21.6993         6  200
../datasets_2/kemerer.arff   MAE                       120.842          6  250
../datasets_2/kemerer.arff   Median Absolute Error     111.955          6  250
../datasets_2/kemerer.arff   RMSE                      124.345          6  250
../datasets_2/kemerer.arff   R2 Score                  -22.7624         6  250
../datasets_2/kemerer.arff   MAE                       110.664          6  300
../datasets_2/kemerer.arff   Median Absolute Error     101.803          6  300
../datasets_2/kemerer.arff   RMSE                      112.093          6  300
../datasets_2/kemerer.arff   R2 Score                  -18.3102         6  300
../datasets_2/kemerer.arff   MAE                       110.655          7   50
../datasets_2/kemerer.arff   Median Absolute Error     111.102          7   50
../datasets_2/kemerer.arff   RMSE                      111.077          7   50
../datasets_2/kemerer.arff   R2 Score                  -17.9619         7   50
../datasets_2/kemerer.arff   MAE                       126.095          7  100
../datasets_2/kemerer.arff   Median Absolute Error     103.288          7  100
../datasets_2/kemerer.arff   RMSE                      130.325          7  100
../datasets_2/kemerer.arff   R2 Score                  -25.1026         7  100
../datasets_2/kemerer.arff   MAE                       107.867          7  150
../datasets_2/kemerer.arff   Median Absolute Error      89.9035         7  150
../datasets_2/kemerer.arff   RMSE                      112.444          7  150
../datasets_2/kemerer.arff   R2 Score                  -18.4315         7  150
../datasets_2/kemerer.arff   MAE                       114.709          7  200
../datasets_2/kemerer.arff   Median Absolute Error     110.533          7  200
../datasets_2/kemerer.arff   RMSE                      118.65           7  200
../datasets_2/kemerer.arff   R2 Score                  -20.6354         7  200
../datasets_2/kemerer.arff   MAE                       111.43           7  250
../datasets_2/kemerer.arff   Median Absolute Error     106.409          7  250
../datasets_2/kemerer.arff   RMSE                      113.082          7  250
../datasets_2/kemerer.arff   R2 Score                  -18.6524         7  250
../datasets_2/kemerer.arff   MAE                       119.756          7  300
../datasets_2/kemerer.arff   Median Absolute Error     100.358          7  300
../datasets_2/kemerer.arff   RMSE                      123.715          7  300
../datasets_2/kemerer.arff   R2 Score                  -22.5221         7  300
../datasets_2/kemerer.arff   MAE                       120.243          8   50
../datasets_2/kemerer.arff   Median Absolute Error     105.658          8   50
../datasets_2/kemerer.arff   RMSE                      125.172          8   50
../datasets_2/kemerer.arff   R2 Score                  -23.0794         8   50
../datasets_2/kemerer.arff   MAE                       105.948          8  100
../datasets_2/kemerer.arff   Median Absolute Error      96.5329         8  100
../datasets_2/kemerer.arff   RMSE                      107.434          8  100
../datasets_2/kemerer.arff   R2 Score                  -16.7383         8  100
../datasets_2/kemerer.arff   MAE                       122.525          8  150
../datasets_2/kemerer.arff   Median Absolute Error     117.165          8  150
../datasets_2/kemerer.arff   RMSE                      126.467          8  150
../datasets_2/kemerer.arff   R2 Score                  -23.5802         8  150
../datasets_2/kemerer.arff   MAE                       113.273          8  200
../datasets_2/kemerer.arff   Median Absolute Error     109.374          8  200
../datasets_2/kemerer.arff   RMSE                      114.539          8  200
../datasets_2/kemerer.arff   R2 Score                  -19.1623         8  200
../datasets_2/kemerer.arff   MAE                       121.679          8  250
../datasets_2/kemerer.arff   Median Absolute Error     102.938          8  250
../datasets_2/kemerer.arff   RMSE                      125.988          8  250
../datasets_2/kemerer.arff   R2 Score                  -23.3944         8  250
../datasets_2/kemerer.arff   MAE                       110.65           8  300
../datasets_2/kemerer.arff   Median Absolute Error     103.819          8  300
../datasets_2/kemerer.arff   RMSE                      112.369          8  300
../datasets_2/kemerer.arff   R2 Score                  -18.4054         8  300
../datasets_2/kemerer.arff   MAE                       120.404          9   50
../datasets_2/kemerer.arff   Median Absolute Error     111.298          9   50
../datasets_2/kemerer.arff   RMSE                      122.559          9   50
../datasets_2/kemerer.arff   R2 Score                  -22.0844         9   50
../datasets_2/kemerer.arff   MAE                       118.994          9  100
../datasets_2/kemerer.arff   Median Absolute Error     109.738          9  100
../datasets_2/kemerer.arff   RMSE                      123.622          9  100
../datasets_2/kemerer.arff   R2 Score                  -22.4869         9  100
../datasets_2/kemerer.arff   MAE                       118.423          9  150
../datasets_2/kemerer.arff   Median Absolute Error     112.821          9  150
../datasets_2/kemerer.arff   RMSE                      120.448          9  150
../datasets_2/kemerer.arff   R2 Score                  -21.296          9  150
../datasets_2/kemerer.arff   MAE                       124.792          9  200
../datasets_2/kemerer.arff   Median Absolute Error     107.085          9  200
../datasets_2/kemerer.arff   RMSE                      131.452          9  200
../datasets_2/kemerer.arff   R2 Score                  -25.5563         9  200
../datasets_2/kemerer.arff   MAE                       113.147          9  250
../datasets_2/kemerer.arff   Median Absolute Error     102.709          9  250
../datasets_2/kemerer.arff   RMSE                      115.587          9  250
../datasets_2/kemerer.arff   R2 Score                  -19.5328         9  250
../datasets_2/kemerer.arff   MAE                       111.256          9  300
../datasets_2/kemerer.arff   Median Absolute Error     110.731          9  300
../datasets_2/kemerer.arff   RMSE                      111.726          9  300
../datasets_2/kemerer.arff   R2 Score                  -18.1841         9  300
../datasets_2/kemerer.arff   MAE                       130.564         10   50
../datasets_2/kemerer.arff   Median Absolute Error     110.4           10   50
../datasets_2/kemerer.arff   RMSE                      137.816         10   50
../datasets_2/kemerer.arff   R2 Score                  -28.1899        10   50
../datasets_2/kemerer.arff   MAE                       142.419         10  100
../datasets_2/kemerer.arff   Median Absolute Error     108.088         10  100
../datasets_2/kemerer.arff   RMSE                      150.469         10  100
../datasets_2/kemerer.arff   R2 Score                  -33.7954        10  100
../datasets_2/kemerer.arff   MAE                       115.623         10  150
../datasets_2/kemerer.arff   Median Absolute Error     111.904         10  150
../datasets_2/kemerer.arff   RMSE                      118.09          10  150
../datasets_2/kemerer.arff   R2 Score                  -20.4318        10  150
../datasets_2/kemerer.arff   MAE                       112.718         10  200
../datasets_2/kemerer.arff   Median Absolute Error     109.969         10  200
../datasets_2/kemerer.arff   RMSE                      116.224         10  200
../datasets_2/kemerer.arff   R2 Score                  -19.7599        10  200
../datasets_2/kemerer.arff   MAE                       129.234         10  250
../datasets_2/kemerer.arff   Median Absolute Error     110.473         10  250
../datasets_2/kemerer.arff   RMSE                      134.752         10  250
../datasets_2/kemerer.arff   R2 Score                  -26.9063        10  250
../datasets_2/kemerer.arff   MAE                       116.069         10  300
../datasets_2/kemerer.arff   Median Absolute Error     102.726         10  300
../datasets_2/kemerer.arff   RMSE                      120.351         10  300
../datasets_2/kemerer.arff   R2 Score                  -21.2602        10  300
../datasets_2/cocomo81.arff  MAE                       686.122          5   50
../datasets_2/cocomo81.arff  Median Absolute Error     322.424          5   50
../datasets_2/cocomo81.arff  RMSE                     1192.43           5   50
../datasets_2/cocomo81.arff  R2 Score                    0.534312       5   50
../datasets_2/cocomo81.arff  MAE                       565.728          5  100
../datasets_2/cocomo81.arff  Median Absolute Error     272.556          5  100
../datasets_2/cocomo81.arff  RMSE                      947.846          5  100
../datasets_2/cocomo81.arff  R2 Score                    0.705758       5  100
../datasets_2/cocomo81.arff  MAE                       620.819          5  150
../datasets_2/cocomo81.arff  Median Absolute Error     192.817          5  150
../datasets_2/cocomo81.arff  RMSE                     1100.43           5  150
../datasets_2/cocomo81.arff  R2 Score                    0.603402       5  150
../datasets_2/cocomo81.arff  MAE                       656.984          5  200
../datasets_2/cocomo81.arff  Median Absolute Error     276.649          5  200
../datasets_2/cocomo81.arff  RMSE                     1146.01           5  200
../datasets_2/cocomo81.arff  R2 Score                    0.569867       5  200
../datasets_2/cocomo81.arff  MAE                       595.443          5  250
../datasets_2/cocomo81.arff  Median Absolute Error     244.042          5  250
../datasets_2/cocomo81.arff  RMSE                     1030.44           5  250
../datasets_2/cocomo81.arff  R2 Score                    0.652246       5  250
../datasets_2/cocomo81.arff  MAE                       632.498          5  300
../datasets_2/cocomo81.arff  Median Absolute Error     264.876          5  300
../datasets_2/cocomo81.arff  RMSE                     1083.3            5  300
../datasets_2/cocomo81.arff  R2 Score                    0.615653       5  300
../datasets_2/cocomo81.arff  MAE                       583.762          6   50
../datasets_2/cocomo81.arff  Median Absolute Error     140.304          6   50
../datasets_2/cocomo81.arff  RMSE                     1012.19           6   50
../datasets_2/cocomo81.arff  R2 Score                    0.664456       6   50
../datasets_2/cocomo81.arff  MAE                       643.409          6  100
../datasets_2/cocomo81.arff  Median Absolute Error     244.581          6  100
../datasets_2/cocomo81.arff  RMSE                     1130.38           6  100
../datasets_2/cocomo81.arff  R2 Score                    0.581515       6  100
../datasets_2/cocomo81.arff  MAE                       622.472          6  150
../datasets_2/cocomo81.arff  Median Absolute Error     170.286          6  150
../datasets_2/cocomo81.arff  RMSE                     1105.12           6  150
../datasets_2/cocomo81.arff  R2 Score                    0.600008       6  150
../datasets_2/cocomo81.arff  MAE                       633.148          6  200
../datasets_2/cocomo81.arff  Median Absolute Error     246.441          6  200
../datasets_2/cocomo81.arff  RMSE                     1063.11           6  200
../datasets_2/cocomo81.arff  R2 Score                    0.629842       6  200
../datasets_2/cocomo81.arff  MAE                       610.999          6  250
../datasets_2/cocomo81.arff  Median Absolute Error     284.654          6  250
../datasets_2/cocomo81.arff  RMSE                     1058.47           6  250
../datasets_2/cocomo81.arff  R2 Score                    0.633069       6  250
../datasets_2/cocomo81.arff  MAE                       625.46           6  300
../datasets_2/cocomo81.arff  Median Absolute Error     262.27           6  300
../datasets_2/cocomo81.arff  RMSE                     1079.89           6  300
../datasets_2/cocomo81.arff  R2 Score                    0.61807        6  300
../datasets_2/cocomo81.arff  MAE                       648.731          7   50
../datasets_2/cocomo81.arff  Median Absolute Error     318.43           7   50
../datasets_2/cocomo81.arff  RMSE                     1121.59           7   50
../datasets_2/cocomo81.arff  R2 Score                    0.588001       7   50
../datasets_2/cocomo81.arff  MAE                       627.16           7  100
../datasets_2/cocomo81.arff  Median Absolute Error     217.961          7  100
../datasets_2/cocomo81.arff  RMSE                     1088.36           7  100
../datasets_2/cocomo81.arff  R2 Score                    0.612053       7  100
../datasets_2/cocomo81.arff  MAE                       608.464          7  150
../datasets_2/cocomo81.arff  Median Absolute Error     225.755          7  150
../datasets_2/cocomo81.arff  RMSE                     1067.51           7  150
../datasets_2/cocomo81.arff  R2 Score                    0.626772       7  150
../datasets_2/cocomo81.arff  MAE                       621.805          7  200
../datasets_2/cocomo81.arff  Median Absolute Error     181.136          7  200
../datasets_2/cocomo81.arff  RMSE                     1109.54           7  200
../datasets_2/cocomo81.arff  R2 Score                    0.596806       7  200
../datasets_2/cocomo81.arff  MAE                       658.881          7  250
../datasets_2/cocomo81.arff  Median Absolute Error     250.306          7  250
../datasets_2/cocomo81.arff  RMSE                     1140.8            7  250
../datasets_2/cocomo81.arff  R2 Score                    0.57377        7  250
../datasets_2/cocomo81.arff  MAE                       629.305          7  300
../datasets_2/cocomo81.arff  Median Absolute Error     246.365          7  300
../datasets_2/cocomo81.arff  RMSE                     1095.69           7  300
../datasets_2/cocomo81.arff  R2 Score                    0.60681        7  300
../datasets_2/cocomo81.arff  MAE                       658.533          8   50
../datasets_2/cocomo81.arff  Median Absolute Error     295.046          8   50
../datasets_2/cocomo81.arff  RMSE                     1128.49           8   50
../datasets_2/cocomo81.arff  R2 Score                    0.582917       8   50
../datasets_2/cocomo81.arff  MAE                       628.49           8  100
../datasets_2/cocomo81.arff  Median Absolute Error     272.188          8  100
../datasets_2/cocomo81.arff  RMSE                     1065.12           8  100
../datasets_2/cocomo81.arff  R2 Score                    0.628441       8  100
../datasets_2/cocomo81.arff  MAE                       617.956          8  150
../datasets_2/cocomo81.arff  Median Absolute Error     245.33           8  150
../datasets_2/cocomo81.arff  RMSE                     1060.48           8  150
../datasets_2/cocomo81.arff  R2 Score                    0.631672       8  150
../datasets_2/cocomo81.arff  MAE                       620.826          8  200
../datasets_2/cocomo81.arff  Median Absolute Error     271.797          8  200
../datasets_2/cocomo81.arff  RMSE                     1072.02           8  200
../datasets_2/cocomo81.arff  R2 Score                    0.62361        8  200
../datasets_2/cocomo81.arff  MAE                       628.458          8  250
../datasets_2/cocomo81.arff  Median Absolute Error     255.927          8  250
../datasets_2/cocomo81.arff  RMSE                     1073.38           8  250
../datasets_2/cocomo81.arff  R2 Score                    0.62266        8  250
../datasets_2/cocomo81.arff  MAE                       629.53           8  300
../datasets_2/cocomo81.arff  Median Absolute Error     174.081          8  300
../datasets_2/cocomo81.arff  RMSE                     1098.74           8  300
../datasets_2/cocomo81.arff  R2 Score                    0.604613       8  300
../datasets_2/cocomo81.arff  MAE                       662.727          9   50
../datasets_2/cocomo81.arff  Median Absolute Error     332.721          9   50
../datasets_2/cocomo81.arff  RMSE                     1125.58           9   50
../datasets_2/cocomo81.arff  R2 Score                    0.585065       9   50
../datasets_2/cocomo81.arff  MAE                       562.46           9  100
../datasets_2/cocomo81.arff  Median Absolute Error     112.586          9  100
../datasets_2/cocomo81.arff  RMSE                      996.957          9  100
../datasets_2/cocomo81.arff  R2 Score                    0.674477       9  100
../datasets_2/cocomo81.arff  MAE                       648.372          9  150
../datasets_2/cocomo81.arff  Median Absolute Error     241.055          9  150
../datasets_2/cocomo81.arff  RMSE                     1128.79           9  150
../datasets_2/cocomo81.arff  R2 Score                    0.582692       9  150
../datasets_2/cocomo81.arff  MAE                       631.997          9  200
../datasets_2/cocomo81.arff  Median Absolute Error     238.53           9  200
../datasets_2/cocomo81.arff  RMSE                     1111              9  200
../datasets_2/cocomo81.arff  R2 Score                    0.595746       9  200
../datasets_2/cocomo81.arff  MAE                       643.012          9  250
../datasets_2/cocomo81.arff  Median Absolute Error     280.233          9  250
../datasets_2/cocomo81.arff  RMSE                     1103.68           9  250
../datasets_2/cocomo81.arff  R2 Score                    0.601053       9  250
../datasets_2/cocomo81.arff  MAE                       632.157          9  300
../datasets_2/cocomo81.arff  Median Absolute Error     241.694          9  300
../datasets_2/cocomo81.arff  RMSE                     1089.58           9  300
../datasets_2/cocomo81.arff  R2 Score                    0.61118        9  300
../datasets_2/cocomo81.arff  MAE                       602.887         10   50
../datasets_2/cocomo81.arff  Median Absolute Error     135.318         10   50
../datasets_2/cocomo81.arff  RMSE                     1076.67          10   50
../datasets_2/cocomo81.arff  R2 Score                    0.620343      10   50
../datasets_2/cocomo81.arff  MAE                       614.704         10  100
../datasets_2/cocomo81.arff  Median Absolute Error      97.1283        10  100
../datasets_2/cocomo81.arff  RMSE                     1090.55          10  100
../datasets_2/cocomo81.arff  R2 Score                    0.610485      10  100
../datasets_2/cocomo81.arff  MAE                       598.533         10  150
../datasets_2/cocomo81.arff  Median Absolute Error     169.747         10  150
../datasets_2/cocomo81.arff  RMSE                     1036.47          10  150
../datasets_2/cocomo81.arff  R2 Score                    0.648166      10  150
../datasets_2/cocomo81.arff  MAE                       614.881         10  200
../datasets_2/cocomo81.arff  Median Absolute Error     286.938         10  200
../datasets_2/cocomo81.arff  RMSE                     1043.83          10  200
../datasets_2/cocomo81.arff  R2 Score                    0.643149      10  200
../datasets_2/cocomo81.arff  MAE                       622.376         10  250
../datasets_2/cocomo81.arff  Median Absolute Error     332.438         10  250
../datasets_2/cocomo81.arff  RMSE                     1043.43          10  250
../datasets_2/cocomo81.arff  R2 Score                    0.643419      10  250
../datasets_2/cocomo81.arff  MAE                       638.233         10  300
../datasets_2/cocomo81.arff  Median Absolute Error     265.812         10  300
../datasets_2/cocomo81.arff  RMSE                     1109.57          10  300
../datasets_2/cocomo81.arff  R2 Score                    0.596782      10  300
../datasets_2/china.arff     MAE                       456.68           5   50
../datasets_2/china.arff     Median Absolute Error     151.447          5   50
../datasets_2/china.arff     RMSE                     1492.56           5   50
../datasets_2/china.arff     R2 Score                    0.924189       5   50
../datasets_2/china.arff     MAE                       466.05           5  100
../datasets_2/china.arff     Median Absolute Error     156.403          5  100
../datasets_2/china.arff     RMSE                     1525.5            5  100
../datasets_2/china.arff     R2 Score                    0.920806       5  100
../datasets_2/china.arff     MAE                       474.52           5  150
../datasets_2/china.arff     Median Absolute Error     141.017          5  150
../datasets_2/china.arff     RMSE                     1621.33           5  150
../datasets_2/china.arff     R2 Score                    0.910544       5  150
../datasets_2/china.arff     MAE                       460.5            5  200
../datasets_2/china.arff     Median Absolute Error     146.744          5  200
../datasets_2/china.arff     RMSE                     1553.42           5  200
../datasets_2/china.arff     R2 Score                    0.917881       5  200
../datasets_2/china.arff     MAE                       466.371          5  250
../datasets_2/china.arff     Median Absolute Error     139.509          5  250
../datasets_2/china.arff     RMSE                     1637.54           5  250
../datasets_2/china.arff     R2 Score                    0.908746       5  250
../datasets_2/china.arff     MAE                       458.119          5  300
../datasets_2/china.arff     Median Absolute Error     143.48           5  300
../datasets_2/china.arff     RMSE                     1551.4            5  300
../datasets_2/china.arff     R2 Score                    0.918094       5  300
../datasets_2/china.arff     MAE                       438.206          6   50
../datasets_2/china.arff     Median Absolute Error     124.444          6   50
../datasets_2/china.arff     RMSE                     1567.75           6   50
../datasets_2/china.arff     R2 Score                    0.916358       6   50
../datasets_2/china.arff     MAE                       457.895          6  100
../datasets_2/china.arff     Median Absolute Error     132.358          6  100
../datasets_2/china.arff     RMSE                     1644.07           6  100
../datasets_2/china.arff     R2 Score                    0.908016       6  100
../datasets_2/china.arff     MAE                       466.361          6  150
../datasets_2/china.arff     Median Absolute Error     121.98           6  150
../datasets_2/china.arff     RMSE                     1671.15           6  150
../datasets_2/china.arff     R2 Score                    0.904962       6  150
../datasets_2/china.arff     MAE                       444.098          6  200
../datasets_2/china.arff     Median Absolute Error     120.677          6  200
../datasets_2/china.arff     RMSE                     1500.61           6  200
../datasets_2/china.arff     R2 Score                    0.923369       6  200
../datasets_2/china.arff     MAE                       457.881          6  250
../datasets_2/china.arff     Median Absolute Error     124.35           6  250
../datasets_2/china.arff     RMSE                     1599.46           6  250
../datasets_2/china.arff     R2 Score                    0.912941       6  250
../datasets_2/china.arff     MAE                       458.385          6  300
../datasets_2/china.arff     Median Absolute Error     121.697          6  300
../datasets_2/china.arff     RMSE                     1539.65           6  300
../datasets_2/china.arff     R2 Score                    0.91933        6  300
../datasets_2/china.arff     MAE                       414.699          7   50
../datasets_2/china.arff     Median Absolute Error     119.203          7   50
../datasets_2/china.arff     RMSE                     1460.05           7   50
../datasets_2/china.arff     R2 Score                    0.927456       7   50
../datasets_2/china.arff     MAE                       476.831          7  100
../datasets_2/china.arff     Median Absolute Error     126.841          7  100
../datasets_2/china.arff     RMSE                     1713.46           7  100
../datasets_2/china.arff     R2 Score                    0.900089       7  100
../datasets_2/china.arff     MAE                       431.912          7  150
../datasets_2/china.arff     Median Absolute Error     121.932          7  150
../datasets_2/china.arff     RMSE                     1460.13           7  150
../datasets_2/china.arff     R2 Score                    0.927448       7  150
../datasets_2/china.arff     MAE                       456.153          7  200
../datasets_2/china.arff     Median Absolute Error     117.686          7  200
../datasets_2/china.arff     RMSE                     1662.94           7  200
../datasets_2/china.arff     R2 Score                    0.905894       7  200
../datasets_2/china.arff     MAE                       430.729          7  250
../datasets_2/china.arff     Median Absolute Error     117.698          7  250
../datasets_2/china.arff     RMSE                     1435.26           7  250
../datasets_2/china.arff     R2 Score                    0.929898       7  250
../datasets_2/china.arff     MAE                       446.795          7  300
../datasets_2/china.arff     Median Absolute Error     119.797          7  300
../datasets_2/china.arff     RMSE                     1580.7            7  300
../datasets_2/china.arff     R2 Score                    0.914971       7  300
../datasets_2/china.arff     MAE                       434.014          8   50
../datasets_2/china.arff     Median Absolute Error     119.275          8   50
../datasets_2/china.arff     RMSE                     1513.42           8   50
../datasets_2/china.arff     R2 Score                    0.922056       8   50
../datasets_2/china.arff     MAE                       414.358          8  100
../datasets_2/china.arff     Median Absolute Error     120.046          8  100
../datasets_2/china.arff     RMSE                     1452.01           8  100
../datasets_2/china.arff     R2 Score                    0.928253       8  100
../datasets_2/china.arff     MAE                       430.535          8  150
../datasets_2/china.arff     Median Absolute Error     115.996          8  150
../datasets_2/china.arff     RMSE                     1491.04           8  150
../datasets_2/china.arff     R2 Score                    0.924344       8  150
../datasets_2/china.arff     MAE                       441.742          8  200
../datasets_2/china.arff     Median Absolute Error     111.995          8  200
../datasets_2/china.arff     RMSE                     1562.1            8  200
../datasets_2/china.arff     R2 Score                    0.916961       8  200
../datasets_2/china.arff     MAE                       443.201          8  250
../datasets_2/china.arff     Median Absolute Error     114.562          8  250
../datasets_2/china.arff     RMSE                     1556.4            8  250
../datasets_2/china.arff     R2 Score                    0.917565       8  250
../datasets_2/china.arff     MAE                       438.049          8  300
../datasets_2/china.arff     Median Absolute Error     115.632          8  300
../datasets_2/china.arff     RMSE                     1514.36           8  300
../datasets_2/china.arff     R2 Score                    0.921958       8  300
../datasets_2/china.arff     MAE                       457.708          9   50
../datasets_2/china.arff     Median Absolute Error     119.635          9   50
../datasets_2/china.arff     RMSE                     1622.58           9   50
../datasets_2/china.arff     R2 Score                    0.910406       9   50
../datasets_2/china.arff     MAE                       446.339          9  100
../datasets_2/china.arff     Median Absolute Error     110.983          9  100
../datasets_2/china.arff     RMSE                     1619.34           9  100
../datasets_2/china.arff     R2 Score                    0.910764       9  100
../datasets_2/china.arff     MAE                       441.477          9  150
../datasets_2/china.arff     Median Absolute Error     122.189          9  150
../datasets_2/china.arff     RMSE                     1450.5            9  150
../datasets_2/china.arff     R2 Score                    0.928401       9  150
../datasets_2/china.arff     MAE                       438.893          9  200
../datasets_2/china.arff     Median Absolute Error     113.245          9  200
../datasets_2/china.arff     RMSE                     1554.28           9  200
../datasets_2/china.arff     R2 Score                    0.91779        9  200
../datasets_2/china.arff     MAE                       440.116          9  250
../datasets_2/china.arff     Median Absolute Error     113.494          9  250
../datasets_2/china.arff     RMSE                     1476.64           9  250
../datasets_2/china.arff     R2 Score                    0.925798       9  250
../datasets_2/china.arff     MAE                       432.749          9  300
../datasets_2/china.arff     Median Absolute Error     113.67           9  300
../datasets_2/china.arff     RMSE                     1490.36           9  300
../datasets_2/china.arff     R2 Score                    0.924413       9  300
../datasets_2/china.arff     MAE                       464.149         10   50
../datasets_2/china.arff     Median Absolute Error     114.646         10   50
../datasets_2/china.arff     RMSE                     1551.06          10   50
../datasets_2/china.arff     R2 Score                    0.91813       10   50
../datasets_2/china.arff     MAE                       444.301         10  100
../datasets_2/china.arff     Median Absolute Error     115.608         10  100
../datasets_2/china.arff     RMSE                     1582.9           10  100
../datasets_2/china.arff     R2 Score                    0.914734      10  100
../datasets_2/china.arff     MAE                       442.396         10  150
../datasets_2/china.arff     Median Absolute Error     112.149         10  150
../datasets_2/china.arff     RMSE                     1552.75          10  150
../datasets_2/china.arff     R2 Score                    0.917952      10  150
../datasets_2/china.arff     MAE                       440.705         10  200
../datasets_2/china.arff     Median Absolute Error     118.067         10  200
../datasets_2/china.arff     RMSE                     1566.42          10  200
../datasets_2/china.arff     R2 Score                    0.916501      10  200
../datasets_2/china.arff     MAE                       433.418         10  250
../datasets_2/china.arff     Median Absolute Error     114.576         10  250
../datasets_2/china.arff     RMSE                     1488.08          10  250
../datasets_2/china.arff     R2 Score                    0.924643      10  250
../datasets_2/china.arff     MAE                       446.017         10  300
../datasets_2/china.arff     Median Absolute Error     113.857         10  300
../datasets_2/china.arff     RMSE                     1536.17          10  300
../datasets_2/china.arff     R2 Score                    0.919694      10  300
../datasets_2/albrecht.arff  MAE                         6.75868        5   50
../datasets_2/albrecht.arff  Median Absolute Error       5.57971        5   50
../datasets_2/albrecht.arff  RMSE                        8.12286        5   50
../datasets_2/albrecht.arff  R2 Score                    0.85083        5   50
../datasets_2/albrecht.arff  MAE                         6.48965        5  100
../datasets_2/albrecht.arff  Median Absolute Error       4.71024        5  100
../datasets_2/albrecht.arff  RMSE                        8.0344         5  100
../datasets_2/albrecht.arff  R2 Score                    0.854061       5  100
../datasets_2/albrecht.arff  MAE                         6.84348        5  150
../datasets_2/albrecht.arff  Median Absolute Error       6.32492        5  150
../datasets_2/albrecht.arff  RMSE                        8.05233        5  150
../datasets_2/albrecht.arff  R2 Score                    0.853409       5  150
../datasets_2/albrecht.arff  MAE                         6.69579        5  200
../datasets_2/albrecht.arff  Median Absolute Error       4.7627         5  200
../datasets_2/albrecht.arff  RMSE                        8.12939        5  200
../datasets_2/albrecht.arff  R2 Score                    0.85059        5  200
../datasets_2/albrecht.arff  MAE                         7.2512         5  250
../datasets_2/albrecht.arff  Median Absolute Error       6.30536        5  250
../datasets_2/albrecht.arff  RMSE                        8.30645        5  250
../datasets_2/albrecht.arff  R2 Score                    0.844011       5  250
../datasets_2/albrecht.arff  MAE                         7.16641        5  300
../datasets_2/albrecht.arff  Median Absolute Error       6.40119        5  300
../datasets_2/albrecht.arff  RMSE                        8.19015        5  300
../datasets_2/albrecht.arff  R2 Score                    0.848348       5  300
../datasets_2/albrecht.arff  MAE                         7.94865        6   50
../datasets_2/albrecht.arff  Median Absolute Error       8.51538        6   50
../datasets_2/albrecht.arff  RMSE                        9.03757        6   50
../datasets_2/albrecht.arff  R2 Score                    0.815343       6   50
../datasets_2/albrecht.arff  MAE                         7.04144        6  100
../datasets_2/albrecht.arff  Median Absolute Error       6.10597        6  100
../datasets_2/albrecht.arff  RMSE                        7.99297        6  100
../datasets_2/albrecht.arff  R2 Score                    0.855563       6  100
../datasets_2/albrecht.arff  MAE                         5.96817        6  150
../datasets_2/albrecht.arff  Median Absolute Error       5.1852         6  150
../datasets_2/albrecht.arff  RMSE                        7.04356        6  150
../datasets_2/albrecht.arff  R2 Score                    0.887838       6  150
../datasets_2/albrecht.arff  MAE                         6.4801         6  200
../datasets_2/albrecht.arff  Median Absolute Error       4.80544        6  200
../datasets_2/albrecht.arff  RMSE                        8.05475        6  200
../datasets_2/albrecht.arff  R2 Score                    0.853321       6  200
../datasets_2/albrecht.arff  MAE                         5.82754        6  250
../datasets_2/albrecht.arff  Median Absolute Error       3.74312        6  250
../datasets_2/albrecht.arff  RMSE                        7.72486        6  250
../datasets_2/albrecht.arff  R2 Score                    0.86509        6  250
../datasets_2/albrecht.arff  MAE                         6.29054        6  300
../datasets_2/albrecht.arff  Median Absolute Error       5.00028        6  300
../datasets_2/albrecht.arff  RMSE                        8.00335        6  300
../datasets_2/albrecht.arff  R2 Score                    0.855187       6  300
../datasets_2/albrecht.arff  MAE                         5.30298        7   50
../datasets_2/albrecht.arff  Median Absolute Error       7.49448        7   50
../datasets_2/albrecht.arff  RMSE                        6.27276        7   50
../datasets_2/albrecht.arff  R2 Score                    0.911043       7   50
../datasets_2/albrecht.arff  MAE                         5.83933        7  100
../datasets_2/albrecht.arff  Median Absolute Error       4.79962        7  100
../datasets_2/albrecht.arff  RMSE                        7.6149         7  100
../datasets_2/albrecht.arff  R2 Score                    0.868903       7  100
../datasets_2/albrecht.arff  MAE                         7.14749        7  150
../datasets_2/albrecht.arff  Median Absolute Error       5.4356         7  150
../datasets_2/albrecht.arff  RMSE                        8.48408        7  150
../datasets_2/albrecht.arff  R2 Score                    0.837268       7  150
../datasets_2/albrecht.arff  MAE                         6.11552        7  200
../datasets_2/albrecht.arff  Median Absolute Error       4.95066        7  200
../datasets_2/albrecht.arff  RMSE                        7.65678        7  200
../datasets_2/albrecht.arff  R2 Score                    0.867457       7  200
../datasets_2/albrecht.arff  MAE                         6.09265        7  250
../datasets_2/albrecht.arff  Median Absolute Error       4.49179        7  250
../datasets_2/albrecht.arff  RMSE                        7.53198        7  250
