AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_4,Effort
199.0,82.0,92.0,13.0,10.0,0.0,20.0,4.4,4.4,5.3,5.3,2.0,1049.0,1.0,0.0,871
2171.0,534.0,319.0,323.0,87.0,0.0,209.0,9.1,15.6,9.1,15.6,8.0,19699.0,1.0,0.0,19699
220.0,90.0,19.0,64.0,39.0,0.0,12.0,8.8,9.1,10.6,11.0,4.0,2325.0,1.0,0.0,1930
1355.0,535.0,428.0,58.0,224.0,10.0,1255.0,5.5,6.0,5.5,6.0,26.0,7505.0,1.0,0.0,7505
374.0,170.0,4.0,88.0,126.0,10.0,398.0,0.8,0.8,1.0,0.9,2.0,363.0,1.0,0.0,300
62.0,51.0,0.0,0.0,10.0,5.0,66.0,5.6,5.3,6.8,6.4,3.0,420.0,1.0,0.0,349
311.0,11.0,217.0,3.0,36.0,57.0,324.0,6.6,6.3,7.9,7.6,6.0,2455.0,1.0,0.0,2038
132.0,32.0,15.0,13.0,31.0,45.0,136.0,4.6,4.4,5.5,5.3,6.0,724.0,1.0,0.0,601
135.0,60.0,17.0,0.0,70.0,0.0,0.0,4.9,4.5,4.9,4.5,15.0,667.0,0.0,0.0,667
79.0,16.0,34.0,0.0,28.0,10.0,81.0,45.4,40.7,54.7,49.1,5.0,4319.0,1.0,0.0,3585
155.0,75.0,28.0,10.0,29.0,0.0,14.0,12.4,13.5,14.9,16.3,4.0,2308.0,1.0,0.0,1916
965.0,433.0,234.0,148.0,245.0,0.0,1060.0,3.8,3.4,4.1,3.7,30.0,3930.0,1.0,0.0,3655
296.0,27.0,166.0,48.0,21.0,50.0,312.0,18.4,17.4,18.4,17.4,10.0,5432.0,0.0,0.0,5432
56.0,3.0,19.0,10.0,24.0,0.0,56.0,3.0,3.0,3.0,3.0,3.0,170.0,0.0,0.0,170
206.0,88.0,23.0,31.0,35.0,0.0,73.0,8.8,10.3,10.7,12.4,8.0,2196.0,1.0,0.0,1823
651.0,104.0,385.0,16.0,49.0,27.0,581.0,5.5,6.2,6.7,7.5,4.0,4352.0,1.0,0.0,3612
2323.0,804.0,332.0,0.0,947.0,240.0,636.0,1.7,1.7,1.7,1.7,6.0,3981.0,0.0,0.0,3981
146.0,46.0,0.0,50.0,41.0,0.0,44.0,13.6,14.5,16.4,17.4,6.0,2390.0,1.0,0.0,1984
284.0,49.0,83.0,75.0,51.0,5.0,80.0,12.8,13.9,15.5,16.7,5.0,4393.0,1.0,0.0,3646
249.0,47.0,26.0,80.0,84.0,0.0,237.0,15.3,16.0,15.3,16.0,9.0,3800.0,0.0,0.0,3800
32.0,4.0,7.0,0.0,0.0,30.0,41.0,15.6,12.1,15.6,12.1,3.0,498.0,1.0,0.0,498
1908.0,401.0,1216.0,155.0,107.0,10.0,1889.0,14.2,14.3,14.2,14.3,48.0,27000.0,0.0,0.0,27000
253.0,56.0,149.0,0.0,24.0,24.0,76.0,6.7,6.7,6.7,6.7,7.0,1694.0,1.0,0.0,1694
184.0,53.0,21.0,43.0,38.0,15.0,170.0,16.0,17.4,18.4,20.0,4.0,3393.0,0.0,0.0,2952
76.0,60.0,12.0,0.0,0.0,0.0,0.0,4.9,5.2,5.9,6.3,1.0,451.0,1.0,0.0,374
276.0,108.0,5.0,75.0,56.0,0.0,177.0,1.1,1.2,1.1,1.2,4.0,300.0,1.0,0.0,300
3471.0,1327.0,257.0,534.0,995.0,42.0,3155.0,2.2,2.4,2.2,2.4,17.0,7575.0,0.0,1.0,7575
380.0,67.0,103.0,77.0,98.0,20.0,365.0,8.7,9.1,10.5,11.0,9.0,4002.0,1.0,0.0,3322
155.0,18.0,0.0,69.0,14.0,47.0,148.0,33.5,35.1,33.5,35.1,8.0,5196.0,1.0,0.0,5196
327.0,64.0,142.0,21.0,0.0,100.0,327.0,7.8,7.8,7.8,7.8,16.0,2566.0,0.0,0.0,2566
193.0,82.0,80.0,50.0,14.0,0.0,41.0,8.7,7.5,10.5,9.0,5.0,2031.0,1.0,0.0,1686
1108.0,279.0,20.0,314.0,273.0,30.0,916.0,22.6,27.4,24.3,29.4,6.0,26940.0,1.0,0.0,25054
363.0,168.0,10.0,92.0,77.0,5.0,0.0,0.3,0.3,0.4,0.4,10.0,141.0,1.0,0.0,117
249.0,144.0,104.0,6.0,14.0,0.0,268.0,2.0,1.9,2.0,1.9,3.0,500.0,1.0,0.0,500
769.0,265.0,195.0,235.0,52.0,0.0,178.0,16.3,16.8,16.3,16.8,8.0,12551.0,1.0,0.0,12551
137.0,54.0,42.0,30.0,7.0,0.0,97.0,2.9,3.0,2.9,3.0,3.0,399.0,1.0,0.0,399
579.0,215.0,81.0,109.0,112.0,0.0,517.0,1.4,1.5,1.4,1.5,7.0,784.0,1.0,0.0,784
133.0,39.0,0.0,41.0,24.0,20.0,124.0,15.9,17.0,18.3,19.6,6.0,2428.0,0.0,0.0,2112
78.0,7.0,34.0,6.0,21.0,0.0,22.0,7.7,8.8,8.8,10.1,3.0,690.0,0.0,0.0,600
101.0,12.0,31.0,3.0,50.0,0.0,65.0,4.5,4.7,4.5,4.7,1.5,450.0,1.0,0.0,450
1222.0,503.0,333.0,173.0,150.0,5.0,1164.0,4.7,5.0,4.7,5.0,20.0,5800.0,1.0,0.0,5800
1093.0,486.0,277.0,126.0,147.0,5.0,788.0,2.3,2.5,2.3,2.5,7.0,2565.0,0.0,0.0,2565
222.0,41.0,57.0,0.0,99.0,25.0,222.0,10.7,10.6,10.7,10.6,4.0,2385.0,0.0,0.0,2385
2067.0,1056.0,658.0,45.0,303.0,5.0,1510.0,5.0,5.0,5.0,5.0,21.0,10398.0,0.0,0.0,10398
175.0,65.0,31.0,22.0,38.0,0.0,141.0,19.6,22.0,23.6,26.5,10.0,4137.0,1.0,0.0,3434
230.0,180.0,12.0,41.0,14.0,0.0,247.0,1.7,1.6,6.0,5.6,3.0,1379.0,1.0,0.0,400
104.0,32.0,5.0,40.0,28.0,10.0,115.0,3.3,2.9,4.9,4.5,2.0,512.0,0.0,1.0,338
177.0,24.0,79.0,6.0,42.0,60.0,211.0,16.0,13.4,16.0,13.4,17.0,2835.0,0.0,0.0,2835
62.0,33.0,0.0,12.0,10.0,0.0,22.0,9.6,10.8,11.5,13.0,2.0,716.0,1.0,0.0,594
487.0,146.0,238.0,53.0,24.0,12.0,45.0,2.1,2.2,2.1,2.2,6.0,1017.0,1.0,0.0,1017
177.0,40.0,12.0,27.0,38.0,60.0,177.0,4.5,4.5,5.4,5.4,8.0,951.0,1.0,0.0,789
105.0,34.0,66.0,10.0,37.0,15.0,162.0,7.4,4.8,7.4,4.8,3.0,774.0,1.0,0.0,774
140.0,43.0,68.0,3.0,57.0,0.0,171.0,4.6,3.7,4.6,3.7,1.5,640.0,0.0,1.0,640
230.0,81.0,49.0,37.0,58.0,0.0,225.0,2.2,2.2,2.2,2.2,4.0,500.0,1.0,0.0,500
236.0,102.0,84.0,52.0,0.0,0.0,238.0,2.5,2.5,2.8,2.8,10.0,668.0,1.0,0.0,601
846.0,322.0,56.0,112.0,234.0,5.0,729.0,19.1,22.2,19.1,22.2,13.0,16179.0,1.0,0.0,16179
139.0,18.0,21.0,30.0,70.0,0.0,139.0,17.6,17.6,17.6,17.6,6.0,2446.0,0.0,0.0,2446
51.0,12.0,27.0,0.0,0.0,7.0,7.0,6.6,7.3,6.6,7.3,3.0,338.0,1.0,0.0,338
195.0,57.0,32.0,12.0,140.0,0.0,241.0,9.2,7.4,11.0,8.9,9.0,2152.0,1.0,0.0,1786
51.0,32.0,0.0,16.0,7.0,0.0,0.0,17.6,16.3,21.2,19.7,3.0,1083.0,1.0,0.0,899
1106.0,410.0,267.0,108.0,152.0,25.0,962.0,15.0,17.2,17.2,19.8,20.0,19034.0,0.0,0.0,16560
99.0,13.0,32.0,3.0,42.0,5.0,95.0,5.3,5.5,6.4,6.7,4.0,634.0,1.0,0.0,526
56.0,24.0,0.0,9.0,14.0,0.0,47.0,7.9,9.4,7.9,9.4,6.0,440.0,0.0,0.0,440
213.0,123.0,91.0,28.0,0.0,0.0,36.0,10.3,9.0,10.3,9.0,7.0,2185.0,1.0,0.0,2185
