Dataset                   Metric                    metric valor
datasets_2/china.arff     Median Absolute Error    120.917
datasets_2/china.arff     RMSE                    1518.96
datasets_2/china.arff     R2 Score                   0.937974
datasets_2/china.arff     MAE                      423.339
datasets_2/china.arff     Median Absolute Error    114.143
datasets_2/china.arff     RMSE                    1651.18
datasets_2/china.arff     R2 Score                   0.926707
datasets_2/china.arff     MAE                      424.65
datasets_2/china.arff     Median Absolute Error    123.786
datasets_2/china.arff     RMSE                    1646.38
datasets_2/china.arff     R2 Score                   0.927132
datasets_2/china.arff     MAE                      434.769
datasets_2/china.arff     Median Absolute Error    133.562
datasets_2/china.arff     RMSE                    1702.08
datasets_2/china.arff     R2 Score                   0.922118
datasets_2/china.arff     MAE                      422.04
datasets_2/china.arff     Median Absolute Error    144.875
datasets_2/china.arff     RMSE                    1684.95
datasets_2/china.arff     R2 Score                   0.923678
datasets_2/china.arff     MAE                      428.83
datasets_2/china.arff     Median Absolute Error    111.111
datasets_2/china.arff     RMSE                    1766.64
datasets_2/china.arff     R2 Score                   0.916098
datasets_2/china.arff     MAE                      385.389
datasets_2/china.arff     Median Absolute Error    137.056
datasets_2/china.arff     RMSE                    1447.02
datasets_2/china.arff     R2 Score                   0.94371
datasets_2/albrecht.arff  MAE                       15.5067
datasets_2/albrecht.arff  Median Absolute Error      7.76667
datasets_2/albrecht.arff  RMSE                      22.6059
datasets_2/albrecht.arff  R2 Score                   0.637397
datasets_2/albrecht.arff  MAE                       16.0867
datasets_2/albrecht.arff  Median Absolute Error      7.1
datasets_2/albrecht.arff  RMSE                      23.066
datasets_2/albrecht.arff  R2 Score                   0.622486
datasets_2/albrecht.arff  MAE                       20.07
datasets_2/albrecht.arff  Median Absolute Error     12.125
datasets_2/albrecht.arff  RMSE                      28.2513
datasets_2/albrecht.arff  R2 Score                   0.433676
datasets_2/albrecht.arff  MAE                       20.07
datasets_2/albrecht.arff  Median Absolute Error     12.125
datasets_2/albrecht.arff  RMSE                      28.2513
datasets_2/albrecht.arff  R2 Score                   0.433676
datasets_2/albrecht.arff  MAE                       22.104
datasets_2/albrecht.arff  Median Absolute Error     11.2
datasets_2/albrecht.arff  RMSE                      31.5213
datasets_2/albrecht.arff  R2 Score                   0.294988
datasets_2/albrecht.arff  MAE                       22.104
datasets_2/albrecht.arff  Median Absolute Error     11.2
datasets_2/albrecht.arff  RMSE                      31.5213
datasets_2/albrecht.arff  R2 Score                   0.294988
datasets_2/albrecht.arff  MAE                       23.6867
datasets_2/albrecht.arff  Median Absolute Error     11.7833
datasets_2/albrecht.arff  RMSE                      33.9592
datasets_2/albrecht.arff  R2 Score                   0.181716
datasets_2/albrecht.arff  MAE                       23.6867
datasets_2/albrecht.arff  Median Absolute Error     11.7833
datasets_2/albrecht.arff  RMSE                      33.9592
datasets_2/albrecht.arff  R2 Score                   0.181716
datasets_2/albrecht.arff  MAE                       24.3514
datasets_2/albrecht.arff  Median Absolute Error     10.8571
datasets_2/albrecht.arff  RMSE                      35.1326
datasets_2/albrecht.arff  R2 Score                   0.124191
datasets_2/albrecht.arff  MAE                       24.3514
datasets_2/albrecht.arff  Median Absolute Error     10.8571
datasets_2/albrecht.arff  RMSE                      35.1326
datasets_2/albrecht.arff  R2 Score                   0.124191
datasets_2/albrecht.arff  MAE                       25.03
datasets_2/albrecht.arff  Median Absolute Error     10.3
datasets_2/albrecht.arff  RMSE                      36.2164
datasets_2/albrecht.arff  R2 Score                   0.0693239
datasets_2/albrecht.arff  MAE                       25.03
datasets_2/albrecht.arff  Median Absolute Error     10.3
datasets_2/albrecht.arff  RMSE                      36.2164
datasets_2/albrecht.arff  R2 Score                   0.0693239
datasets_2/albrecht.arff  MAE                       25.3422
datasets_2/albrecht.arff  Median Absolute Error      9.3
datasets_2/albrecht.arff  RMSE                      37.36
datasets_2/albrecht.arff  R2 Score                   0.00961719
datasets_2/albrecht.arff  MAE                       25.0289
datasets_2/albrecht.arff  Median Absolute Error     10.0667
datasets_2/albrecht.arff  RMSE                      37.3213
datasets_2/albrecht.arff  R2 Score                   0.0116695
datasets_2/kemerer.arff   MAE                       53.2333
datasets_2/kemerer.arff   Median Absolute Error     26.3333
datasets_2/kemerer.arff   RMSE                      69.2786
datasets_2/kemerer.arff   R2 Score                   0.325319
datasets_2/kemerer.arff   MAE                       53.2333
datasets_2/kemerer.arff   Median Absolute Error     26.3333
datasets_2/kemerer.arff   RMSE                      69.2786
datasets_2/kemerer.arff   R2 Score                   0.325319
datasets_2/kemerer.arff   MAE                       85.2417
datasets_2/kemerer.arff   Median Absolute Error     64
datasets_2/kemerer.arff   RMSE                      98.4824
datasets_2/kemerer.arff   R2 Score                  -0.363383
datasets_2/kemerer.arff   MAE                       85.2417
datasets_2/kemerer.arff   Median Absolute Error     64
datasets_2/kemerer.arff   RMSE                      98.4824
datasets_2/kemerer.arff   R2 Score                  -0.363383
datasets_2/kemerer.arff   MAE                       97.2667
datasets_2/kemerer.arff   Median Absolute Error     83.2
datasets_2/kemerer.arff   RMSE                     112.56
datasets_2/kemerer.arff   R2 Score                  -0.781006
datasets_2/kemerer.arff   MAE                       97.2667
datasets_2/kemerer.arff   Median Absolute Error     83.2
datasets_2/kemerer.arff   RMSE                     112.56
datasets_2/kemerer.arff   R2 Score                  -0.781006
datasets_2/kemerer.arff   MAE                       36.4661
datasets_2/kemerer.arff   Median Absolute Error     22.0333
datasets_2/kemerer.arff   RMSE                      44.3822
datasets_2/kemerer.arff   R2 Score                   0.723104
datasets_2/kemerer.arff   MAE                       85.1667
datasets_2/kemerer.arff   Median Absolute Error     72.0333
datasets_2/kemerer.arff   RMSE                     102.851
datasets_2/kemerer.arff   R2 Score                  -0.487022
datasets_2/kemerer.arff   MAE                       39.8852
datasets_2/kemerer.arff   Median Absolute Error     28.2271
datasets_2/kemerer.arff   RMSE                      47.0584
datasets_2/kemerer.arff   R2 Score                   0.688703
datasets_2/kemerer.arff   MAE                       85.1381
datasets_2/kemerer.arff   Median Absolute Error     74.5857
datasets_2/kemerer.arff   RMSE                     104.464
datasets_2/kemerer.arff   R2 Score                  -0.534022
datasets_2/kemerer.arff   MAE                       54.5704
datasets_2/kemerer.arff   Median Absolute Error     47.1112
datasets_2/kemerer.arff   RMSE                      59.2484
datasets_2/kemerer.arff   R2 Score                   0.506538
datasets_2/kemerer.arff   MAE                       47.2913
datasets_2/kemerer.arff   Median Absolute Error     47.1113
datasets_2/kemerer.arff   RMSE                      56.7549
datasets_2/kemerer.arff   R2 Score                   0.547199
datasets_2/kemerer.arff   MAE                       62.2256
datasets_2/kemerer.arff   Median Absolute Error     70.0767
datasets_2/kemerer.arff   RMSE                      69.0694
datasets_2/kemerer.arff   R2 Score                   0.329388
datasets_2/kemerer.arff   MAE                       62.2256
datasets_2/kemerer.arff   Median Absolute Error     70.0767
datasets_2/kemerer.arff   RMSE                      69.0694
datasets_2/kemerer.arff   R2 Score                   0.329388
datasets_2/cocomo81.arff  MAE                     1155.87
datasets_2/cocomo81.arff  Median Absolute Error     70.6667
datasets_2/cocomo81.arff  RMSE                    2496.14
datasets_2/cocomo81.arff  R2 Score                   0.431302
datasets_2/cocomo81.arff  MAE                     1156.56
datasets_2/cocomo81.arff  Median Absolute Error     70.6667
datasets_2/cocomo81.arff  RMSE                    2496.14
datasets_2/cocomo81.arff  R2 Score                   0.431302
datasets_2/cocomo81.arff  MAE                     1188.69
datasets_2/cocomo81.arff  Median Absolute Error     56.75
datasets_2/cocomo81.arff  RMSE                    2638.09
datasets_2/cocomo81.arff  R2 Score                   0.364781
datasets_2/cocomo81.arff  MAE                     1206.12
datasets_2/cocomo81.arff  Median Absolute Error     69.25
datasets_2/cocomo81.arff  RMSE                    2638.91
datasets_2/cocomo81.arff  R2 Score                   0.364385
datasets_2/cocomo81.arff  MAE                     1234.88
datasets_2/cocomo81.arff  Median Absolute Error     57.4
datasets_2/cocomo81.arff  RMSE                    2800.88
datasets_2/cocomo81.arff  R2 Score                   0.283965
datasets_2/cocomo81.arff  MAE                     1239.35
datasets_2/cocomo81.arff  Median Absolute Error     50.6
datasets_2/cocomo81.arff  RMSE                    2801.53
datasets_2/cocomo81.arff  R2 Score                   0.283633
datasets_2/cocomo81.arff  MAE                     1254.05
datasets_2/cocomo81.arff  Median Absolute Error     57.8333
datasets_2/cocomo81.arff  RMSE                    2890.41
datasets_2/cocomo81.arff  R2 Score                   0.237455
datasets_2/cocomo81.arff  MAE                     1256.54
datasets_2/cocomo81.arff  Median Absolute Error     43.8333
datasets_2/cocomo81.arff  RMSE                    2890.99
datasets_2/cocomo81.arff  R2 Score                   0.237152
datasets_2/cocomo81.arff  MAE                     1249.86
datasets_2/cocomo81.arff  Median Absolute Error     46.1429
datasets_2/cocomo81.arff  RMSE                    2893.51
datasets_2/cocomo81.arff  R2 Score                   0.235821
datasets_2/cocomo81.arff  MAE                     1252.54
datasets_2/cocomo81.arff  Median Absolute Error     46.1429
datasets_2/cocomo81.arff  RMSE                    2893.85
datasets_2/cocomo81.arff  R2 Score                   0.235642
datasets_2/cocomo81.arff  MAE                     1280.3
datasets_2/cocomo81.arff  Median Absolute Error     47.5
datasets_2/cocomo81.arff  RMSE                    2975.84
datasets_2/cocomo81.arff  R2 Score                   0.191714
datasets_2/cocomo81.arff  MAE                     1279.95
datasets_2/cocomo81.arff  Median Absolute Error     47.5
datasets_2/cocomo81.arff  RMSE                    2975.84
datasets_2/cocomo81.arff  R2 Score                   0.191714
datasets_2/cocomo81.arff  MAE                     1293.53
datasets_2/cocomo81.arff  Median Absolute Error     48.6667
datasets_2/cocomo81.arff  RMSE                    3029.49
datasets_2/cocomo81.arff  R2 Score                   0.162309
datasets_2/cocomo81.arff  MAE                     1293.93
datasets_2/cocomo81.arff  Median Absolute Error     52.2222
datasets_2/cocomo81.arff  RMSE                    3029.5
datasets_2/cocomo81.arff  R2 Score                   0.162304
datasets_2/china.arff     MAE                      352.643
datasets_2/china.arff     Median Absolute Error    126
datasets_2/china.arff     RMSE                     868.586
datasets_2/china.arff     R2 Score                   0.968658
datasets_2/china.arff     MAE                      315.2
datasets_2/china.arff     Median Absolute Error    132
datasets_2/china.arff     RMSE                     762.491
datasets_2/china.arff     R2 Score                   0.975847
datasets_2/china.arff     MAE                      338.8
datasets_2/china.arff     Median Absolute Error    116.875
datasets_2/china.arff     RMSE                     825.055
datasets_2/china.arff     R2 Score                   0.971721
datasets_2/china.arff     MAE                      292.252
datasets_2/china.arff     Median Absolute Error    128
datasets_2/china.arff     RMSE                     672.82
datasets_2/china.arff     R2 Score                   0.981194
datasets_2/china.arff     MAE                      336.634
datasets_2/china.arff     Median Absolute Error    111.4
datasets_2/china.arff     RMSE                     881.232
datasets_2/china.arff     R2 Score                   0.967739
datasets_2/china.arff     MAE                      304.06
datasets_2/china.arff     Median Absolute Error    125.4
datasets_2/china.arff     RMSE                     697.807
datasets_2/china.arff     R2 Score                   0.979771
datasets_2/china.arff     MAE                      321.112
datasets_2/china.arff     Median Absolute Error    111
datasets_2/china.arff     RMSE                     801.563
datasets_2/china.arff     R2 Score                   0.973308
datasets_2/china.arff     MAE                      300.922
datasets_2/china.arff     Median Absolute Error    127.583
datasets_2/china.arff     RMSE                     739.511
datasets_2/china.arff     R2 Score                   0.977281
datasets_2/china.arff     MAE                      329.494
datasets_2/china.arff     Median Absolute Error    117.929
datasets_2/china.arff     RMSE                     875.202
datasets_2/china.arff     R2 Score                   0.968179
datasets_2/china.arff     MAE                      311.667
datasets_2/china.arff     Median Absolute Error    117.929
datasets_2/china.arff     RMSE                     802.539
datasets_2/china.arff     R2 Score                   0.973243
datasets_2/china.arff     MAE                      316.934
datasets_2/china.arff     Median Absolute Error    118.125
datasets_2/china.arff     RMSE                     877.79
datasets_2/china.arff     R2 Score                   0.96799
datasets_2/china.arff     MAE                      317.486
datasets_2/china.arff     Median Absolute Error    124.062
datasets_2/china.arff     RMSE                     869.917
datasets_2/china.arff     R2 Score                   0.968562
datasets_2/china.arff     MAE                      321.194
datasets_2/china.arff     Median Absolute Error    114.778
datasets_2/china.arff     RMSE                     907.844
datasets_2/china.arff     R2 Score                   0.965761
datasets_2/china.arff     MAE                      319.502
datasets_2/china.arff     Median Absolute Error    124.222
datasets_2/china.arff     RMSE                     903.09
datasets_2/china.arff     R2 Score                   0.966118
datasets_2/albrecht.arff  MAE                       17.6267
datasets_2/albrecht.arff  Median Absolute Error     10.3667
datasets_2/albrecht.arff  RMSE                      26.3179
datasets_2/albrecht.arff  R2 Score                   0.473853
datasets_2/albrecht.arff  MAE                       16.6933
datasets_2/albrecht.arff  Median Absolute Error      8.03333
datasets_2/albrecht.arff  RMSE                      25.1872
datasets_2/albrecht.arff  R2 Score                   0.518094
datasets_2/albrecht.arff  MAE                       20.46
datasets_2/albrecht.arff  Median Absolute Error     18.325
datasets_2/albrecht.arff  RMSE                      30.3274
datasets_2/albrecht.arff  R2 Score                   0.301326
datasets_2/albrecht.arff  MAE                       20.46
datasets_2/albrecht.arff  Median Absolute Error     18.325
datasets_2/albrecht.arff  RMSE                      30.3274
datasets_2/albrecht.arff  R2 Score                   0.301326
datasets_2/albrecht.arff  MAE                       21.592
datasets_2/albrecht.arff  Median Absolute Error     17.6
datasets_2/albrecht.arff  RMSE                      32.469
datasets_2/albrecht.arff  R2 Score                   0.199168
datasets_2/albrecht.arff  MAE                       22.052
datasets_2/albrecht.arff  Median Absolute Error     19.26
datasets_2/albrecht.arff  RMSE                      32.6617
datasets_2/albrecht.arff  R2 Score                   0.189634
datasets_2/albrecht.arff  MAE                       23.1867
datasets_2/albrecht.arff  Median Absolute Error     17.8
datasets_2/albrecht.arff  RMSE                      34.8628
datasets_2/albrecht.arff  R2 Score                   0.0767319
datasets_2/albrecht.arff  MAE                       23.1867
datasets_2/albrecht.arff  Median Absolute Error     17.8
datasets_2/albrecht.arff  RMSE                      34.8628
datasets_2/albrecht.arff  R2 Score                   0.0767319
datasets_2/albrecht.arff  MAE                       24.7943
datasets_2/albrecht.arff  Median Absolute Error     18.6714
datasets_2/albrecht.arff  RMSE                      36.7649
datasets_2/albrecht.arff  R2 Score                  -0.0267648
datasets_2/albrecht.arff  MAE                       24.8943
datasets_2/albrecht.arff  Median Absolute Error     18.6714
datasets_2/albrecht.arff  RMSE                      36.7657
datasets_2/albrecht.arff  R2 Score                  -0.0268049
datasets_2/albrecht.arff  MAE                       25.7275
datasets_2/albrecht.arff  Median Absolute Error     19.175
datasets_2/albrecht.arff  RMSE                      37.7249
datasets_2/albrecht.arff  R2 Score                  -0.0810824
datasets_2/albrecht.arff  MAE                       25.7275
datasets_2/albrecht.arff  Median Absolute Error     19.175
datasets_2/albrecht.arff  RMSE                      37.7249
datasets_2/albrecht.arff  R2 Score                  -0.0810824
datasets_2/albrecht.arff  MAE                       26.6422
datasets_2/albrecht.arff  Median Absolute Error     19.9222
datasets_2/albrecht.arff  RMSE                      38.6719
datasets_2/albrecht.arff  R2 Score                  -0.136044
datasets_2/albrecht.arff  MAE                       26.42
datasets_2/albrecht.arff  Median Absolute Error     19.9222
datasets_2/albrecht.arff  RMSE                      38.666
datasets_2/albrecht.arff  R2 Score                  -0.135695
datasets_2/kemerer.arff   MAE                      153.967
datasets_2/kemerer.arff   Median Absolute Error    164.633
datasets_2/kemerer.arff   RMSE                     158.039
datasets_2/kemerer.arff   R2 Score                  -3.93312
datasets_2/kemerer.arff   MAE                      136.189
datasets_2/kemerer.arff   Median Absolute Error    137.967
datasets_2/kemerer.arff   RMSE                     138.285
datasets_2/kemerer.arff   R2 Score                  -2.77695
datasets_2/kemerer.arff   MAE                      133.408
datasets_2/kemerer.arff   Median Absolute Error    127.05
datasets_2/kemerer.arff   RMSE                     134.196
datasets_2/kemerer.arff   R2 Score                  -2.55694
datasets_2/kemerer.arff   MAE                      133.408
datasets_2/kemerer.arff   Median Absolute Error    127.05
datasets_2/kemerer.arff   RMSE                     134.196
datasets_2/kemerer.arff   R2 Score                  -2.55694
datasets_2/kemerer.arff   MAE                      110.247
datasets_2/kemerer.arff   Median Absolute Error    112.94
datasets_2/kemerer.arff   RMSE                     111.081
datasets_2/kemerer.arff   R2 Score                  -1.43711
datasets_2/kemerer.arff   MAE                      122.2
datasets_2/kemerer.arff   Median Absolute Error    125.38
datasets_2/kemerer.arff   RMSE                     124.369
datasets_2/kemerer.arff   R2 Score                  -2.05506
datasets_2/kemerer.arff   MAE                      105.628
datasets_2/kemerer.arff   Median Absolute Error    115.783
datasets_2/kemerer.arff   RMSE                     108.378
datasets_2/kemerer.arff   R2 Score                  -1.31995
datasets_2/kemerer.arff   MAE                      162.317
datasets_2/kemerer.arff   Median Absolute Error    128.933
datasets_2/kemerer.arff   RMSE                     171.957
datasets_2/kemerer.arff   R2 Score                  -4.84027
datasets_2/kemerer.arff   MAE                      146.648
datasets_2/kemerer.arff   Median Absolute Error    133.186
datasets_2/kemerer.arff   RMSE                     152.542
datasets_2/kemerer.arff   R2 Score                  -3.59595
datasets_2/kemerer.arff   MAE                      146.648
datasets_2/kemerer.arff   Median Absolute Error    133.186
datasets_2/kemerer.arff   RMSE                     152.542
datasets_2/kemerer.arff   R2 Score                  -3.59595
datasets_2/kemerer.arff   MAE                      137.871
datasets_2/kemerer.arff   Median Absolute Error    115.938
datasets_2/kemerer.arff   RMSE                     141.543
datasets_2/kemerer.arff   R2 Score                  -2.95707
datasets_2/kemerer.arff   MAE                      137.871
datasets_2/kemerer.arff   Median Absolute Error    115.938
datasets_2/kemerer.arff   RMSE                     141.543
datasets_2/kemerer.arff   R2 Score                  -2.95707
datasets_2/kemerer.arff   MAE                      136.515
datasets_2/kemerer.arff   Median Absolute Error    125.611
datasets_2/kemerer.arff   RMSE                     137.446
datasets_2/kemerer.arff   R2 Score                  -2.73127
datasets_2/kemerer.arff   MAE                      136.515
datasets_2/kemerer.arff   Median Absolute Error    125.611
datasets_2/kemerer.arff   RMSE                     137.446
datasets_2/kemerer.arff   R2 Score                  -2.73127
datasets_2/cocomo81.arff  MAE                      930.641
datasets_2/cocomo81.arff  Median Absolute Error    154.333
datasets_2/cocomo81.arff  RMSE                    1991.52
datasets_2/cocomo81.arff  R2 Score                 -14.3971
datasets_2/cocomo81.arff  MAE                      930.103
datasets_2/cocomo81.arff  Median Absolute Error    154.333
datasets_2/cocomo81.arff  RMSE                    1991.52
datasets_2/cocomo81.arff  R2 Score                 -14.3971
datasets_2/cocomo81.arff  MAE                      745.538
datasets_2/cocomo81.arff  Median Absolute Error    127.5
datasets_2/cocomo81.arff  RMSE                    1518.77
datasets_2/cocomo81.arff  R2 Score                  -7.95474
datasets_2/cocomo81.arff  MAE                      757.173
datasets_2/cocomo81.arff  Median Absolute Error    175.25
datasets_2/cocomo81.arff  RMSE                    1520.06
datasets_2/cocomo81.arff  R2 Score                  -7.96993
datasets_2/cocomo81.arff  MAE                      577.277
datasets_2/cocomo81.arff  Median Absolute Error     89
datasets_2/cocomo81.arff  RMSE                    1131.96
datasets_2/cocomo81.arff  R2 Score                  -3.97431
datasets_2/cocomo81.arff  MAE                      588.185
datasets_2/cocomo81.arff  Median Absolute Error    195
datasets_2/cocomo81.arff  RMSE                    1133.93
datasets_2/cocomo81.arff  R2 Score                  -3.99163
datasets_2/cocomo81.arff  MAE                      482.718
datasets_2/cocomo81.arff  Median Absolute Error    152.333
datasets_2/cocomo81.arff  RMSE                     911.412
datasets_2/cocomo81.arff  R2 Score                  -2.22476
datasets_2/cocomo81.arff  MAE                      481.747
datasets_2/cocomo81.arff  Median Absolute Error    152.333
datasets_2/cocomo81.arff  RMSE                     911.391
datasets_2/cocomo81.arff  R2 Score                  -2.22461
datasets_2/cocomo81.arff  MAE                      437.451
datasets_2/cocomo81.arff  Median Absolute Error    100.143
datasets_2/cocomo81.arff  RMSE                     821.76
datasets_2/cocomo81.arff  R2 Score                  -1.62155
datasets_2/cocomo81.arff  MAE                      447.629
datasets_2/cocomo81.arff  Median Absolute Error    156.714
datasets_2/cocomo81.arff  RMSE                     823.021
datasets_2/cocomo81.arff  R2 Score                  -1.6296
datasets_2/cocomo81.arff  MAE                      395.493
datasets_2/cocomo81.arff  Median Absolute Error     99.75
datasets_2/cocomo81.arff  RMSE                     677.368
datasets_2/cocomo81.arff  R2 Score                  -0.781218
datasets_2/cocomo81.arff  MAE                      403.8
datasets_2/cocomo81.arff  Median Absolute Error    160.375
datasets_2/cocomo81.arff  RMSE                     678.668
datasets_2/cocomo81.arff  R2 Score                  -0.788066
datasets_2/cocomo81.arff  MAE                      342.856
datasets_2/cocomo81.arff  Median Absolute Error    109.333
datasets_2/cocomo81.arff  RMSE                     575.701
datasets_2/cocomo81.arff  R2 Score                  -0.286656
datasets_2/cocomo81.arff  MAE                      353.446
datasets_2/cocomo81.arff  Median Absolute Error    143.111
datasets_2/cocomo81.arff  RMSE                     578.776
datasets_2/cocomo81.arff  R2 Score                  -0.300438
datasets_2/china.arff     MAE                      306.783
datasets_2/china.arff     Median Absolute Error    111.833
datasets_2/china.arff     RMSE                     680.255
datasets_2/china.arff     R2 Score                   0.984242
datasets_2/china.arff     MAE                      278.68
datasets_2/china.arff     Median Absolute Error    105.333
datasets_2/china.arff     RMSE                     608.165
datasets_2/china.arff     R2 Score                   0.987405
datasets_2/china.arff     MAE                      302.043
datasets_2/china.arff     Median Absolute Error    123.25
datasets_2/china.arff     RMSE                     673.949
datasets_2/china.arff     R2 Score                   0.984533
datasets_2/china.arff     MAE                      279.002
datasets_2/china.arff     Median Absolute Error    110.375
datasets_2/china.arff     RMSE                     632.892
datasets_2/china.arff     R2 Score                   0.98636
datasets_2/china.arff     MAE                      310.164
datasets_2/china.arff     Median Absolute Error    118.6
datasets_2/china.arff     RMSE                     677.969
datasets_2/china.arff     R2 Score                   0.984348
datasets_2/china.arff     MAE                      265.656
datasets_2/china.arff     Median Absolute Error    115.2
datasets_2/china.arff     RMSE                     560.093
datasets_2/china.arff     R2 Score                   0.989317
datasets_2/china.arff     MAE                      272.617
datasets_2/china.arff     Median Absolute Error    129.917
datasets_2/china.arff     RMSE                     520.197
datasets_2/china.arff     R2 Score                   0.990785
datasets_2/china.arff     MAE                      279.897
datasets_2/china.arff     Median Absolute Error    125.75
datasets_2/china.arff     RMSE                     616.773
datasets_2/china.arff     R2 Score                   0.987046
datasets_2/china.arff     MAE                      279.364
datasets_2/china.arff     Median Absolute Error    130.5
datasets_2/china.arff     RMSE                     574.552
datasets_2/china.arff     R2 Score                   0.988759
datasets_2/china.arff     MAE                      267.323
datasets_2/china.arff     Median Absolute Error    115.071
datasets_2/china.arff     RMSE                     612.174
datasets_2/china.arff     R2 Score                   0.987238
datasets_2/china.arff     MAE                      287.865
datasets_2/china.arff     Median Absolute Error    123.312
datasets_2/china.arff     RMSE                     645.368
datasets_2/china.arff     R2 Score                   0.985817
datasets_2/china.arff     MAE                      271.826
datasets_2/china.arff     Median Absolute Error    116.75
datasets_2/china.arff     RMSE                     625.672
datasets_2/china.arff     R2 Score                   0.986669
datasets_2/china.arff     MAE                      289.371
datasets_2/china.arff     Median Absolute Error    125.278
datasets_2/china.arff     RMSE                     669.931
datasets_2/china.arff     R2 Score                   0.984717
datasets_2/china.arff     MAE                      257.573
datasets_2/china.arff     Median Absolute Error    107.111
datasets_2/china.arff     RMSE                     629.532
datasets_2/china.arff     R2 Score                   0.986504
datasets_2/albrecht.arff  MAE                       29.4
datasets_2/albrecht.arff  Median Absolute Error      5.36667
datasets_2/albrecht.arff  RMSE                      42.3431
datasets_2/albrecht.arff  R2 Score                   0.167683
datasets_2/albrecht.arff  MAE                       29.6133
datasets_2/albrecht.arff  Median Absolute Error      5.56667
datasets_2/albrecht.arff  RMSE                      42.3684
datasets_2/albrecht.arff  R2 Score                   0.166686
datasets_2/albrecht.arff  MAE                       31.005
datasets_2/albrecht.arff  Median Absolute Error      4.775
datasets_2/albrecht.arff  RMSE                      44.8618
datasets_2/albrecht.arff  R2 Score                   0.0657219
datasets_2/albrecht.arff  MAE                       31.005
datasets_2/albrecht.arff  Median Absolute Error      4.775
datasets_2/albrecht.arff  RMSE                      44.8618
datasets_2/albrecht.arff  R2 Score                   0.0657219
datasets_2/albrecht.arff  MAE                       32.36
datasets_2/albrecht.arff  Median Absolute Error      4.7
datasets_2/albrecht.arff  RMSE                      47.386
datasets_2/albrecht.arff  R2 Score                  -0.042375
datasets_2/albrecht.arff  MAE                       32.36
datasets_2/albrecht.arff  Median Absolute Error      4.7
datasets_2/albrecht.arff  RMSE                      47.386
datasets_2/albrecht.arff  R2 Score                  -0.042375
datasets_2/albrecht.arff  MAE                       33.6833
datasets_2/albrecht.arff  Median Absolute Error      5.31667
datasets_2/albrecht.arff  RMSE                      49.2178
datasets_2/albrecht.arff  R2 Score                  -0.12452
datasets_2/albrecht.arff  MAE                       33.6833
datasets_2/albrecht.arff  Median Absolute Error      5.31667
datasets_2/albrecht.arff  RMSE                      49.2178
datasets_2/albrecht.arff  R2 Score                  -0.12452
datasets_2/albrecht.arff  MAE                       34.2629
datasets_2/albrecht.arff  Median Absolute Error      5.55714
datasets_2/albrecht.arff  RMSE                      49.9399
datasets_2/albrecht.arff  R2 Score                  -0.15776
datasets_2/albrecht.arff  MAE                       34.2629
datasets_2/albrecht.arff  Median Absolute Error      5.55714
datasets_2/albrecht.arff  RMSE                      49.9399
datasets_2/albrecht.arff  R2 Score                  -0.15776
datasets_2/albrecht.arff  MAE                       35.0025
datasets_2/albrecht.arff  Median Absolute Error      8.4
datasets_2/albrecht.arff  RMSE                      50.7471
datasets_2/albrecht.arff  R2 Score                  -0.19549
datasets_2/albrecht.arff  MAE                       35.0025
datasets_2/albrecht.arff  Median Absolute Error      8.4
datasets_2/albrecht.arff  RMSE                      50.7471
datasets_2/albrecht.arff  R2 Score                  -0.19549
datasets_2/albrecht.arff  MAE                       35.7933
datasets_2/albrecht.arff  Median Absolute Error      7.81111
datasets_2/albrecht.arff  RMSE                      51.9024
datasets_2/albrecht.arff  R2 Score                  -0.25054
datasets_2/albrecht.arff  MAE                       35.4667
datasets_2/albrecht.arff  Median Absolute Error      7.81111
datasets_2/albrecht.arff  RMSE                      51.65
datasets_2/albrecht.arff  R2 Score                  -0.238406
datasets_2/kemerer.arff   MAE                       86.7667
datasets_2/kemerer.arff   Median Absolute Error     65.6333
datasets_2/kemerer.arff   RMSE                      91.7851
datasets_2/kemerer.arff   R2 Score                   0.288203
datasets_2/kemerer.arff   MAE                       86.7667
datasets_2/kemerer.arff   Median Absolute Error     65.6333
datasets_2/kemerer.arff   RMSE                      91.7851
datasets_2/kemerer.arff   R2 Score                   0.288203
datasets_2/kemerer.arff   MAE                       88.0833
datasets_2/kemerer.arff   Median Absolute Error     99.25
datasets_2/kemerer.arff   RMSE                      91.0742
datasets_2/kemerer.arff   R2 Score                   0.299187
datasets_2/kemerer.arff   MAE                       88.0833
datasets_2/kemerer.arff   Median Absolute Error     99.25
datasets_2/kemerer.arff   RMSE                      91.0742
datasets_2/kemerer.arff   R2 Score                   0.299187
datasets_2/kemerer.arff   MAE                       95.7067
datasets_2/kemerer.arff   Median Absolute Error     78.52
datasets_2/kemerer.arff   RMSE                     100.925
datasets_2/kemerer.arff   R2 Score                   0.139379
datasets_2/kemerer.arff   MAE                       95.7067
datasets_2/kemerer.arff   Median Absolute Error     78.52
datasets_2/kemerer.arff   RMSE                     100.925
datasets_2/kemerer.arff   R2 Score                   0.139379
datasets_2/kemerer.arff   MAE                       41.6617
datasets_2/kemerer.arff   Median Absolute Error     48.7
datasets_2/kemerer.arff   RMSE                      47.324
datasets_2/kemerer.arff   R2 Score                   0.810777
datasets_2/kemerer.arff   MAE                       82.8056
datasets_2/kemerer.arff   Median Absolute Error     64.95
datasets_2/kemerer.arff   RMSE                      90.8336
