ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Effort
407,187,72,32,10,44,5,4,159,0,73.5,84.4,84.5,97.0,2,0,3.0,15807,19.38606,27.705738,19.655308,13752
408,502,120,32,89,83,120,444,0,0,18.5,20.9,18.5,20.9,1,0,14.0,9296,7.206344,10.255433,8.419334,9296
409,303,0,266,0,0,25,0,291,0,1.1,1.1,1.3,1.4,1,0,1.0,396,0.6520979,-5.184066,4.0432844,329
410,174,105,83,0,0,5,98,35,60,17.7,16.0,17.7,16.0,2,0,17.0,3088,2.23366,2.9303775,2.6869655,3088
411,44,14,0,16,17,5,49,3,0,8.6,7.3,8.6,7.3,4,0,2.0,380,-2.5419602,10.013534,-11.815694,380
412,387,88,221,37,34,0,18,362,0,6.0,6.1,7.3,7.4,1,0,7.0,2811,0.3269502,-0.066779815,0.34914726,2333
413,406,18,374,27,0,0,21,398,0,5.2,5.0,5.2,5.0,2,0,19.0,2109,0.3269502,-0.066779815,0.34914726,2109
414,496,198,109,67,90,60,524,0,0,20.3,19.2,23.4,22.1,2,0,14.0,11586,9.101445,13.047027,10.603952,10080
415,116,34,38,4,30,0,33,73,0,4.8,5.2,4.8,5.2,1,0,2.0,553,-1.9103853,4.080813,-6.8650913,553
416,53,17,17,0,24,5,63,0,0,6.7,5.6,6.7,5.6,2,0,16.0,354,-1.7872092,7.923831,-9.732366,354
417,209,42,145,10,43,0,225,15,0,0.9,0.8,0.9,0.8,1,0,2.5,190,0.7952067,1.6612846,-2.5545065,190
418,903,336,134,158,148,100,387,303,186,6.1,6.3,7.3,7.5,1,0,11.0,6605,0.53063035,0.32160637,0.6362169,5482
419,469,71,170,15,67,96,419,0,0,6.8,7.6,8.2,9.2,1,0,11.0,3845,0.3269502,-0.066779815,0.34914726,3191
420,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,2,0,12.0,3986,0.3269502,-0.066779815,0.34914726,3986
421,215,108,0,94,7,0,76,133,0,2.6,2.7,2.6,2.7,1,0,7.0,560,-3.2667959,8.139216,-12.239692,560
422,82,38,9,20,14,0,29,52,0,1.0,1.0,1.2,1.2,1,0,2.0,96,-2.3946416,15.764324,-14.346961,80
423,1694,391,469,385,210,85,1540,0,0,4.6,5.1,4.6,5.1,1,0,16.0,7816,0.3269502,-0.066779815,0.34914726,7816
424,81,24,22,20,10,0,64,4,8,24.7,26.3,29.8,31.7,1,0,5.0,2412,1.7451487,2.210772,2.1238236,2002
425,297,150,7,132,0,0,13,264,12,5.2,5.4,5.2,5.4,1,0,6.0,1557,-1.8793719,4.015107,-6.7575626,1557
426,280,161,91,0,10,0,262,0,0,5.1,5.4,5.1,5.4,4,0,7.0,1417,-0.6457245,1.4158453,-2.4975157,1417
427,56,19,5,16,10,0,29,21,0,22.3,24.9,26.8,30.0,1,0,5.0,1501,-0.5065968,2.8740127,-5.4108562,1246
428,492,114,97,157,49,75,248,244,0,8.5,8.5,8.5,8.5,1,0,11.0,4158,0.3269502,-0.066779815,0.34914726,4158
429,426,127,122,54,87,20,31,352,27,1.5,1.6,1.8,1.9,1,0,2.0,778,0.3269502,-0.066779815,0.34914726,646
430,499,262,42,60,90,0,155,299,0,4.6,5.1,4.6,5.1,1,0,10.0,2310,0.3269502,-0.066779815,0.34914726,2310
431,60,9,32,12,7,0,60,0,0,16.5,16.5,18.4,18.4,1,0,5.0,1102,-1.6683489,3.5680296,-6.0259166,992
432,362,152,68,41,72,15,348,0,0,19.6,20.4,23.6,24.5,1,0,6.0,8543,7.0901036,10.084205,8.285336,7091
433,363,169,23,115,42,0,82,267,0,9.5,9.8,11.4,11.8,1,0,5.0,4134,1.3289694,1.5977153,1.6440635,3431
434,53,24,0,24,0,0,0,48,0,19.0,21.0,22.9,25.3,1,0,3.0,1213,-1.8907148,4.6354938,-7.8600583,1007
435,17518,9404,1221,0,2955,0,13580,0,0,3.1,4.0,3.1,4.0,1,0,14.0,54620,-6.567043,-4.8179994,-64.1725,54620
436,199,82,92,13,10,0,20,100,77,4.4,4.4,5.3,5.3,1,0,2.0,1049,-3.5575411,2.841312,-0.8794994,871
437,2171,534,319,323,87,0,209,984,70,9.1,15.6,9.1,15.6,1,0,8.0,19699,12.021799,17.348875,13.970452,19699
438,220,90,19,64,39,0,12,200,0,8.8,9.1,10.6,11.0,1,0,4.0,2325,0.43310073,0.1464797,0.5080205,1930
439,1355,535,428,58,224,10,1255,0,0,5.5,6.0,5.5,6.0,1,0,26.0,7505,0.3269502,-0.066779815,0.34914726,7505
440,374,170,4,88,126,10,398,0,0,0.8,0.8,1.0,0.9,1,0,2.0,363,-1.396999,6.5026917,-10.89476,300
441,62,51,0,0,10,5,66,0,0,5.6,5.3,6.8,6.4,1,0,3.0,420,-3.8536057,9.302701,-12.444606,349
442,311,11,217,3,36,57,324,0,0,6.6,6.3,7.9,7.6,1,0,6.0,2455,0.3269502,-0.066779815,0.34914726,2038
443,132,32,15,13,31,45,136,0,0,4.6,4.4,5.5,5.3,1,0,6.0,724,-1.8850726,4.027185,-6.7773285,601
444,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,2,0,15.0,667,-2.4266791,4.509054,-7.099002,667
445,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,1,0,5.0,4319,3.807219,5.2483215,4.500919,3585
446,155,75,28,10,29,0,14,128,0,12.4,13.5,14.9,16.3,1,0,4.0,2308,1.3045329,1.5617186,1.6158937,1916
447,965,433,234,148,245,0,1060,0,0,3.8,3.4,4.1,3.7,1,0,30.0,3930,0.3269502,-0.066779815,0.34914726,3655
448,296,27,166,48,21,50,312,0,0,18.4,17.4,18.4,17.4,2,0,10.0,5432,2.1310225,2.7791872,2.5686483,5432
449,56,3,19,10,24,0,56,0,0,3.0,3.0,3.0,3.0,2,0,3.0,170,-0.7669727,12.339338,-12.099328,170
450,206,88,23,31,35,0,73,104,0,8.8,10.3,10.7,12.4,1,0,8.0,2196,0.7225824,0.6328117,0.8785901,1823
451,651,104,385,16,49,27,581,0,0,5.5,6.2,6.7,7.5,1,0,4.0,4352,0.3269502,-0.066779815,0.34914726,3612
452,2323,804,332,0,947,240,636,1552,135,1.7,1.7,1.7,1.7,2,0,6.0,3981,0.3269502,-0.066779815,0.34914726,3981
453,146,46,0,50,41,0,44,93,0,13.6,14.5,16.4,17.4,1,0,6.0,2390,1.1132163,1.2719386,1.387969,1984
454,284,49,83,75,51,5,80,183,0,12.8,13.9,15.5,16.7,1,0,5.0,4393,1.7048348,2.1513872,2.077351,3646
455,249,47,26,80,84,0,237,0,0,15.3,16.0,15.3,16.0,2,0,9.0,3800,1.403422,1.7073883,1.7298907,3800
456,32,4,7,0,0,30,41,0,0,15.6,12.1,15.6,12.1,1,0,3.0,498,-3.1298394,10.618386,-11.53153,498
457,1908,401,1216,155,107,10,1889,0,0,14.2,14.3,14.2,14.3,3,0,48.0,27000,7.538347,10.744492,8.802057,27000
458,253,56,149,0,24,24,76,177,0,6.7,6.7,6.7,6.7,1,0,7.0,1694,0.3269502,-0.066779815,0.34914726,1694
459,184,53,21,43,38,15,170,0,0,16.0,17.4,18.4,20.0,2,0,4.0,3393,2.0035903,2.5914717,2.4217477,2952
460,76,60,12,0,0,0,0,72,0,4.9,5.2,5.9,6.3,1,0,1.0,451,-6.8511724,11.186881,-11.754143,374
461,276,108,5,75,56,0,177,53,14,1.1,1.2,1.1,1.2,1,0,4.0,300,-1.2783351,9.531368,-11.558993,300
462,3471,1327,257,534,995,42,3155,0,0,2.2,2.4,2.2,2.4,4,0,17.0,7575,-0.3344625,-0.16240343,-3.3057368,7575
463,380,67,103,77,98,20,365,0,0,8.7,9.1,10.5,11.0,1,0,9.0,4002,0.3269502,-0.066779815,0.34914726,3322
464,155,18,0,69,14,47,148,0,0,33.5,35.1,33.5,35.1,1,0,8.0,5196,4.468909,6.2230296,5.2636967,5196
465,327,64,142,21,0,100,327,0,0,7.8,7.8,7.8,7.8,2,0,16.0,2566,0.3269502,-0.066779815,0.34914726,2566
466,193,82,80,50,14,0,41,182,3,8.7,7.5,10.5,9.0,1,0,5.0,2031,0.3269502,-0.066779815,0.34914726,1686
467,1108,279,20,314,273,30,916,0,0,22.6,27.4,24.3,29.4,1,0,6.0,26940,24.667278,35.976414,28.547804,25054
468,363,168,10,92,77,5,0,352,0,0.3,0.3,0.4,0.4,1,0,10.0,141,-1.5203776,9.652703,-11.462271,117
469,249,144,104,6,14,0,268,0,0,2.0,1.9,2.0,1.9,1,0,3.0,500,-2.452453,5.2292495,-8.744518,500
470,769,265,195,235,52,0,178,557,12,16.3,16.8,16.3,16.8,1,0,8.0,12551,7.275677,10.357566,8.49926,12551
471,137,54,42,30,7,0,97,36,0,2.9,3.0,2.9,3.0,1,0,3.0,399,-2.2752218,8.8482485,-11.47891,399
472,579,215,81,109,112,0,517,0,0,1.4,1.5,1.4,1.5,1,0,7.0,784,-0.4097089,0.92686754,-1.692156,784
473,133,39,0,41,24,20,124,0,0,15.9,17.0,18.3,19.6,2,0,6.0,2428,0.948909,1.5721273,-0.16019753,2112
474,78,7,34,6,21,0,22,46,0,7.7,8.8,8.8,10.1,2,0,3.0,690,-2.382598,4.914536,-8.11858,600
475,101,12,31,3,50,0,65,28,3,4.5,4.7,4.5,4.7,1,0,1.5,450,-2.0005507,6.3991656,-8.886815,450
476,1222,503,333,173,150,5,1164,0,0,4.7,5.0,4.7,5.0,1,0,20.0,5800,0.3269502,-0.066779815,0.34914726,5800
477,1093,486,277,126,147,5,788,253,0,2.3,2.5,2.3,2.5,2,0,7.0,2565,0.3269502,-0.066779815,0.34914726,2565
478,222,41,57,0,99,25,222,0,0,10.7,10.6,10.7,10.6,2,0,4.0,2385,0.3269502,-0.066779815,0.34914726,2385
479,2067,1056,658,45,303,5,1510,557,0,5.0,5.0,5.0,5.0,2,0,21.0,10398,0.3269502,-0.066779815,0.34914726,10398
480,175,65,31,22,38,0,141,15,0,19.6,22.0,23.6,26.5,1,0,10.0,4137,3.1794937,4.3236456,3.7772954,3434
481,230,180,12,41,14,0,247,0,0,1.7,1.6,6.0,5.6,1,0,3.0,1379,-11.57148,16.950214,-11.2321005,400
482,104,32,5,40,28,10,115,0,0,3.3,2.9,4.9,4.5,4,0,2.0,512,-2.895349,8.667308,-11.901062,338
483,177,24,79,6,42,60,211,0,0,16.0,13.4,16.0,13.4,2,0,17.0,2835,0.57360774,0.38993436,0.6867326,2835
484,62,33,0,12,10,0,22,33,0,9.6,10.8,11.5,13.0,1,0,2.0,716,-4.4160323,7.6635194,-11.513345,594
485,487,146,238,53,24,12,45,428,0,2.1,2.2,2.1,2.2,1,0,6.0,1017,0.3269502,-0.066779815,0.34914726,1017
486,177,40,12,27,38,60,177,0,0,4.5,4.5,5.4,5.4,1,0,8.0,951,-1.6628798,3.5564427,-6.0069537,789
487,105,34,66,10,37,15,162,0,0,7.4,4.8,7.4,4.8,1,0,3.0,774,-2.4075336,5.134083,-8.588777,774
488,140,43,68,3,57,0,171,0,0,4.6,3.7,4.6,3.7,4,0,1.5,640,-2.2010996,4.696727,-7.8730392,640
489,230,81,49,37,58,0,225,0,0,2.2,2.2,2.2,2.2,1,0,4.0,500,-2.5005853,5.652067,-9.084271,500
490,236,102,84,52,0,0,238,0,0,2.5,2.5,2.8,2.8,1,0,10.0,668,-2.497693,5.325097,-8.901373,601
491,846,322,56,112,234,5,729,0,0,19.1,22.2,19.1,22.2,1,0,13.0,16179,13.748665,19.89265,15.961135,16179
492,139,18,21,30,70,0,139,0,0,17.6,17.6,17.6,17.6,2,0,6.0,2446,0.89637184,0.91803527,1.1035416,2446
493,51,12,27,0,0,7,7,39,0,6.6,7.3,6.6,7.3,1,0,3.0,338,-5.443758,15.570727,-12.914437,338
494,195,57,32,12,140,0,241,0,0,9.2,7.4,11.0,8.9,1,0,9.0,2152,0.3269502,-0.066779815,0.34914726,1786
495,51,32,0,16,7,0,0,55,0,17.6,16.3,21.2,19.7,1,0,3.0,1083,-3.9188585,6.8228083,-10.143326,899
496,1106,410,267,108,152,25,962,0,0,15.0,17.2,17.2,19.8,2,0,20.0,19034,13.767181,19.91993,15.98248,16560
497,99,13,32,3,42,5,95,0,0,5.3,5.5,6.4,6.7,1,0,4.0,634,-2.4262364,5.1737065,-8.653622,526
498,56,24,0,9,14,0,47,0,0,7.9,9.4,7.9,9.4,2,0,6.0,440,-3.5945601,12.336797,-14.2742,440
499,213,123,91,28,0,0,36,206,0,10.3,9.0,10.3,9.0,1,0,7.0,2185,-0.47070688,1.0532433,-1.9003001,2185
