Dataset                      Metric                   Metric Value    d    n
../datasets_2/kemerer.arff   RMSE                     107.486         5   15
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   15
../datasets_2/kemerer.arff   MAE                       76.2833        5   16
../datasets_2/kemerer.arff   Median Absolute Error     48.8           5   16
../datasets_2/kemerer.arff   RMSE                      99.1475        5   16
../datasets_2/kemerer.arff   R2 Score                  -0.186265      5   16
../datasets_2/kemerer.arff   MAE                       95.45          5   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   17
../datasets_2/kemerer.arff   RMSE                     107.486         5   17
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   17
../datasets_2/kemerer.arff   MAE                       95.45          5   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   18
../datasets_2/kemerer.arff   RMSE                     107.486         5   18
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   18
../datasets_2/kemerer.arff   MAE                       95.45          5   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   19
../datasets_2/kemerer.arff   RMSE                     107.486         5   19
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   19
../datasets_2/kemerer.arff   MAE                       95.45          5   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   20
../datasets_2/kemerer.arff   RMSE                     107.486         5   20
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   20
../datasets_2/kemerer.arff   MAE                       78.6667        6   11
../datasets_2/kemerer.arff   Median Absolute Error     48.8           6   11
../datasets_2/kemerer.arff   RMSE                     103.094         6   11
../datasets_2/kemerer.arff   R2 Score                  -0.282571      6   11
../datasets_2/kemerer.arff   MAE                       93.0667        6   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   12
../datasets_2/kemerer.arff   RMSE                     103.872         6   12
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   12
../datasets_2/kemerer.arff   MAE                       97.8333        6   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   13
../datasets_2/kemerer.arff   RMSE                     111.137         6   13
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   13
../datasets_2/kemerer.arff   MAE                       97.8333        6   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   14
../datasets_2/kemerer.arff   RMSE                     111.137         6   14
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   14
../datasets_2/kemerer.arff   MAE                       93.0667        6   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   15
../datasets_2/kemerer.arff   RMSE                     103.872         6   15
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   15
../datasets_2/kemerer.arff   MAE                       93.0667        6   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   16
../datasets_2/kemerer.arff   RMSE                     103.872         6   16
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   16
../datasets_2/kemerer.arff   MAE                       97.8333        6   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   17
../datasets_2/kemerer.arff   RMSE                     111.137         6   17
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   17
../datasets_2/kemerer.arff   MAE                       93.0667        6   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   18
../datasets_2/kemerer.arff   RMSE                     103.872         6   18
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   18
../datasets_2/kemerer.arff   MAE                       93.0667        6   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   19
../datasets_2/kemerer.arff   RMSE                     103.872         6   19
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   19
../datasets_2/kemerer.arff   MAE                       78.6667        6   20
../datasets_2/kemerer.arff   Median Absolute Error     48.8           6   20
../datasets_2/kemerer.arff   RMSE                     103.094         6   20
../datasets_2/kemerer.arff   R2 Score                  -0.282571      6   20
../datasets_2/kemerer.arff   MAE                       97.8333        7   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   11
../datasets_2/kemerer.arff   RMSE                     111.137         7   11
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   11
../datasets_2/kemerer.arff   MAE                       93.0667        7   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   12
../datasets_2/kemerer.arff   RMSE                     103.872         7   12
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   12
../datasets_2/kemerer.arff   MAE                       93.0667        7   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   13
../datasets_2/kemerer.arff   RMSE                     103.872         7   13
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   13
../datasets_2/kemerer.arff   MAE                       97.8333        7   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   14
../datasets_2/kemerer.arff   RMSE                     111.137         7   14
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   14
../datasets_2/kemerer.arff   MAE                       97.8333        7   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   15
../datasets_2/kemerer.arff   RMSE                     111.137         7   15
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   15
../datasets_2/kemerer.arff   MAE                       97.8333        7   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   16
../datasets_2/kemerer.arff   RMSE                     111.137         7   16
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   16
../datasets_2/kemerer.arff   MAE                       97.8333        7   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   17
../datasets_2/kemerer.arff   RMSE                     111.137         7   17
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   17
../datasets_2/kemerer.arff   MAE                       93.0667        7   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   18
../datasets_2/kemerer.arff   RMSE                     103.872         7   18
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   18
../datasets_2/kemerer.arff   MAE                       97.8333        7   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   19
../datasets_2/kemerer.arff   RMSE                     111.137         7   19
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   19
../datasets_2/kemerer.arff   MAE                       97.8333        7   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   20
../datasets_2/kemerer.arff   RMSE                     111.137         7   20
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   20
../datasets_2/kemerer.arff   MAE                       93.0667        8   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   11
../datasets_2/kemerer.arff   RMSE                     103.872         8   11
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   11
../datasets_2/kemerer.arff   MAE                       97.8333        8   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   12
../datasets_2/kemerer.arff   RMSE                     111.137         8   12
../datasets_2/kemerer.arff   R2 Score                  -0.490504      8   12
../datasets_2/kemerer.arff   MAE                       97.8333        8   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   13
../datasets_2/kemerer.arff   RMSE                     111.137         8   13
../datasets_2/kemerer.arff   R2 Score                  -0.490504      8   13
../datasets_2/kemerer.arff   MAE                       93.0667        8   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   14
../datasets_2/kemerer.arff   RMSE                     103.872         8   14
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   14
../datasets_2/kemerer.arff   MAE                       93.0667        8   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   15
../datasets_2/kemerer.arff   RMSE                     103.872         8   15
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   15
../datasets_2/kemerer.arff   MAE                       93.0667        8   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   16
../datasets_2/kemerer.arff   RMSE                     103.872         8   16
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   16
../datasets_2/kemerer.arff   MAE                       93.0667        8   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   17
../datasets_2/kemerer.arff   RMSE                     103.872         8   17
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   17
../datasets_2/kemerer.arff   MAE                       93.0667        8   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   18
../datasets_2/kemerer.arff   RMSE                     103.872         8   18
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   18
../datasets_2/kemerer.arff   MAE                       93.0667        8   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   19
../datasets_2/kemerer.arff   RMSE                     103.872         8   19
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   19
../datasets_2/kemerer.arff   MAE                       93.0667        8   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   20
../datasets_2/kemerer.arff   RMSE                     103.872         8   20
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   20
../datasets_2/kemerer.arff   MAE                       97.8333        9   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   11
../datasets_2/kemerer.arff   RMSE                     111.137         9   11
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   11
../datasets_2/kemerer.arff   MAE                       97.8333        9   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   12
../datasets_2/kemerer.arff   RMSE                     111.137         9   12
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   12
../datasets_2/kemerer.arff   MAE                       73.9           9   13
../datasets_2/kemerer.arff   Median Absolute Error     48.8           9   13
../datasets_2/kemerer.arff   RMSE                      95.2169        9   13
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     9   13
../datasets_2/kemerer.arff   MAE                       78.6667        9   14
../datasets_2/kemerer.arff   Median Absolute Error     48.8           9   14
../datasets_2/kemerer.arff   RMSE                     103.094         9   14
../datasets_2/kemerer.arff   R2 Score                  -0.282571      9   14
../datasets_2/kemerer.arff   MAE                       73.9           9   15
../datasets_2/kemerer.arff   Median Absolute Error     48.8           9   15
../datasets_2/kemerer.arff   RMSE                      95.2169        9   15
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     9   15
../datasets_2/kemerer.arff   MAE                       97.8333        9   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   16
../datasets_2/kemerer.arff   RMSE                     111.137         9   16
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   16
../datasets_2/kemerer.arff   MAE                       93.0667        9   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   17
../datasets_2/kemerer.arff   RMSE                     103.872         9   17
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   17
../datasets_2/kemerer.arff   MAE                       97.8333        9   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   18
../datasets_2/kemerer.arff   RMSE                     111.137         9   18
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   18
../datasets_2/kemerer.arff   MAE                       93.0667        9   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   19
../datasets_2/kemerer.arff   RMSE                     103.872         9   19
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   19
../datasets_2/kemerer.arff   MAE                       93.0667        9   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   20
../datasets_2/kemerer.arff   RMSE                     103.872         9   20
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   20
../datasets_2/kemerer.arff   MAE                       97.8333       10   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   11
../datasets_2/kemerer.arff   RMSE                     111.137        10   11
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   11
../datasets_2/kemerer.arff   MAE                       97.8333       10   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   12
../datasets_2/kemerer.arff   RMSE                     111.137        10   12
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   12
../datasets_2/kemerer.arff   MAE                       93.0667       10   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   13
../datasets_2/kemerer.arff   RMSE                     103.872        10   13
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   13
../datasets_2/kemerer.arff   MAE                       78.6667       10   14
../datasets_2/kemerer.arff   Median Absolute Error     48.8          10   14
../datasets_2/kemerer.arff   RMSE                     103.094        10   14
../datasets_2/kemerer.arff   R2 Score                  -0.282571     10   14
../datasets_2/kemerer.arff   MAE                       97.8333       10   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   15
../datasets_2/kemerer.arff   RMSE                     111.137        10   15
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   15
../datasets_2/kemerer.arff   MAE                       97.8333       10   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   16
../datasets_2/kemerer.arff   RMSE                     111.137        10   16
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   16
../datasets_2/kemerer.arff   MAE                       93.0667       10   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   17
../datasets_2/kemerer.arff   RMSE                     103.872        10   17
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   17
../datasets_2/kemerer.arff   MAE                       97.8333       10   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   18
../datasets_2/kemerer.arff   RMSE                     111.137        10   18
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   18
../datasets_2/kemerer.arff   MAE                       93.0667       10   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   19
../datasets_2/kemerer.arff   RMSE                     103.872        10   19
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   19
../datasets_2/kemerer.arff   MAE                       97.8333       10   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   20
../datasets_2/kemerer.arff   RMSE                     111.137        10   20
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   20
../datasets_2/cocomo81.arff  MAE                      323.932         5   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        5   11
../datasets_2/cocomo81.arff  RMSE                     607.816         5   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      5   11
../datasets_2/cocomo81.arff  MAE                      350.734         5   12
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   12
../datasets_2/cocomo81.arff  RMSE                     638.546         5   12
../datasets_2/cocomo81.arff  R2 Score                  -0.319449      5   12
../datasets_2/cocomo81.arff  MAE                      315.042         5   13
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   13
../datasets_2/cocomo81.arff  RMSE                     597.722         5   13
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   13
../datasets_2/cocomo81.arff  MAE                      315.042         5   14
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   14
../datasets_2/cocomo81.arff  RMSE                     597.722         5   14
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   14
../datasets_2/cocomo81.arff  MAE                      315.042         5   15
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   15
../datasets_2/cocomo81.arff  RMSE                     597.722         5   15
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   15
../datasets_2/cocomo81.arff  MAE                      351.196         5   16
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   16
../datasets_2/cocomo81.arff  RMSE                     639.227         5   16
../datasets_2/cocomo81.arff  R2 Score                  -0.322263      5   16
../datasets_2/cocomo81.arff  MAE                      350.273         5   17
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   17
../datasets_2/cocomo81.arff  RMSE                     637.869         5   17
../datasets_2/cocomo81.arff  R2 Score                  -0.316653      5   17
../datasets_2/cocomo81.arff  MAE                      315.042         5   18
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   18
../datasets_2/cocomo81.arff  RMSE                     597.722         5   18
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   18
../datasets_2/cocomo81.arff  MAE                      350.273         5   19
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   19
../datasets_2/cocomo81.arff  RMSE                     637.869         5   19
../datasets_2/cocomo81.arff  R2 Score                  -0.316653      5   19
../datasets_2/cocomo81.arff  MAE                      351.196         5   20
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   20
../datasets_2/cocomo81.arff  RMSE                     639.227         5   20
../datasets_2/cocomo81.arff  R2 Score                  -0.322263      5   20
../datasets_2/cocomo81.arff  MAE                      323.932         6   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        6   11
../datasets_2/cocomo81.arff  RMSE                     607.816         6   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      6   11
../datasets_2/cocomo81.arff  MAE                      320.865         6   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   12
../datasets_2/cocomo81.arff  RMSE                     603.996         6   12
../datasets_2/cocomo81.arff  R2 Score                  -0.180528      6   12
../datasets_2/cocomo81.arff  MAE                      347.667         6   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   13
../datasets_2/cocomo81.arff  RMSE                     634.911         6   13
../datasets_2/cocomo81.arff  R2 Score                  -0.304468      6   13
../datasets_2/cocomo81.arff  MAE                      358.193         6   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   14
../datasets_2/cocomo81.arff  RMSE                     637.905         6   14
../datasets_2/cocomo81.arff  R2 Score                  -0.316801      6   14
../datasets_2/cocomo81.arff  MAE                      343.693         6   15
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   15
../datasets_2/cocomo81.arff  RMSE                     623.671         6   15
../datasets_2/cocomo81.arff  R2 Score                  -0.258692      6   15
../datasets_2/cocomo81.arff  MAE                      343.693         6   16
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   16
../datasets_2/cocomo81.arff  RMSE                     623.671         6   16
../datasets_2/cocomo81.arff  R2 Score                  -0.258692      6   16
../datasets_2/cocomo81.arff  MAE                      310.878         6   17
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   17
../datasets_2/cocomo81.arff  RMSE                     597.653         6   17
../datasets_2/cocomo81.arff  R2 Score                  -0.155862      6   17
../datasets_2/cocomo81.arff  MAE                      367.577         6   18
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   18
../datasets_2/cocomo81.arff  RMSE                     648.922         6   18
../datasets_2/cocomo81.arff  R2 Score                  -0.362679      6   18
../datasets_2/cocomo81.arff  MAE                      311.846         6   19
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   19
../datasets_2/cocomo81.arff  RMSE                     575.012         6   19
../datasets_2/cocomo81.arff  R2 Score                  -0.0699463     6   19
../datasets_2/cocomo81.arff  MAE                      322.788         6   20
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   20
../datasets_2/cocomo81.arff  RMSE                     589.958         6   20
../datasets_2/cocomo81.arff  R2 Score                  -0.126291      6   20
../datasets_2/cocomo81.arff  MAE                      323.932         7   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        7   11
../datasets_2/cocomo81.arff  RMSE                     607.816         7   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      7   11
../datasets_2/cocomo81.arff  MAE                      378.025         7   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   12
../datasets_2/cocomo81.arff  RMSE                     655.429         7   12
../datasets_2/cocomo81.arff  R2 Score                  -0.390141      7   12
../datasets_2/cocomo81.arff  MAE                      311.975         7   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   13
../datasets_2/cocomo81.arff  RMSE                     593.837         7   13
../datasets_2/cocomo81.arff  R2 Score                  -0.14115       7   13
../datasets_2/cocomo81.arff  MAE                      307.763         7   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   14
../datasets_2/cocomo81.arff  RMSE                     592.805         7   14
../datasets_2/cocomo81.arff  R2 Score                  -0.137188      7   14
../datasets_2/cocomo81.arff  MAE                      325.02          7   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   15
../datasets_2/cocomo81.arff  RMSE                     601.642         7   15
../datasets_2/cocomo81.arff  R2 Score                  -0.171344      7   15
../datasets_2/cocomo81.arff  MAE                      314.077         7   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   16
../datasets_2/cocomo81.arff  RMSE                     592.856         7   16
../datasets_2/cocomo81.arff  R2 Score                  -0.137382      7   16
../datasets_2/cocomo81.arff  MAE                      314.77          7   17
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          7   17
../datasets_2/cocomo81.arff  RMSE                     585.776         7   17
../datasets_2/cocomo81.arff  R2 Score                  -0.110378      7   17
../datasets_2/cocomo81.arff  MAE                      303.827         7   18
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          7   18
../datasets_2/cocomo81.arff  RMSE                     570.72          7   18
../datasets_2/cocomo81.arff  R2 Score                  -0.0540329     7   18
../datasets_2/cocomo81.arff  MAE                      301.192         7   19
../datasets_2/cocomo81.arff  Median Absolute Error    118             7   19
../datasets_2/cocomo81.arff  RMSE                     595.175         7   19
../datasets_2/cocomo81.arff  R2 Score                  -0.146298      7   19
../datasets_2/cocomo81.arff  MAE                      282.942         7   20
../datasets_2/cocomo81.arff  Median Absolute Error     97             7   20
../datasets_2/cocomo81.arff  RMSE                     564.085         7   20
../datasets_2/cocomo81.arff  R2 Score                  -0.0296669     7   20
../datasets_2/cocomo81.arff  MAE                      323.932         8   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        8   11
../datasets_2/cocomo81.arff  RMSE                     607.816         8   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      8   11
../datasets_2/cocomo81.arff  MAE                      342.333         8   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   12
../datasets_2/cocomo81.arff  RMSE                     615.725         8   12
../datasets_2/cocomo81.arff  R2 Score                  -0.226824      8   12
../datasets_2/cocomo81.arff  MAE                      311.975         8   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   13
../datasets_2/cocomo81.arff  RMSE                     593.837         8   13
../datasets_2/cocomo81.arff  R2 Score                  -0.14115       8   13
../datasets_2/cocomo81.arff  MAE                      325.02          8   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   14
../datasets_2/cocomo81.arff  RMSE                     601.642         8   14
../datasets_2/cocomo81.arff  R2 Score                  -0.171344      8   14
../datasets_2/cocomo81.arff  MAE                      360.712         8   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   15
../datasets_2/cocomo81.arff  RMSE                     642.217         8   15
../datasets_2/cocomo81.arff  R2 Score                  -0.334662      8   15
../datasets_2/cocomo81.arff  MAE                      314.077         8   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         8   16
../datasets_2/cocomo81.arff  RMSE                     592.856         8   16
../datasets_2/cocomo81.arff  R2 Score                  -0.137382      8   16
../datasets_2/cocomo81.arff  MAE                      312.539         8   17
../datasets_2/cocomo81.arff  Median Absolute Error    118             8   17
../datasets_2/cocomo81.arff  RMSE                     609.675         8   17
../datasets_2/cocomo81.arff  R2 Score                  -0.202832      8   17
../datasets_2/cocomo81.arff  MAE                      281.097         8   18
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          8   18
../datasets_2/cocomo81.arff  RMSE                     559.853         8   18
../datasets_2/cocomo81.arff  R2 Score                  -0.0142755     8   18
../datasets_2/cocomo81.arff  MAE                      353.308         8   19
../datasets_2/cocomo81.arff  Median Absolute Error    118             8   19
../datasets_2/cocomo81.arff  RMSE                     642.053         8   19
../datasets_2/cocomo81.arff  R2 Score                  -0.333983      8   19
../datasets_2/cocomo81.arff  MAE                      303.712         8   20
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          8   20
../datasets_2/cocomo81.arff  RMSE                     571.501         8   20
../datasets_2/cocomo81.arff  R2 Score                  -0.056919      8   20
../datasets_2/cocomo81.arff  MAE                      323.932         9   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        9   11
../datasets_2/cocomo81.arff  RMSE                     607.816         9   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      9   11
../datasets_2/cocomo81.arff  MAE                      342.333         9   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   12
../datasets_2/cocomo81.arff  RMSE                     615.725         9   12
../datasets_2/cocomo81.arff  R2 Score                  -0.226824      9   12
../datasets_2/cocomo81.arff  MAE                      311.975         9   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   13
../datasets_2/cocomo81.arff  RMSE                     593.837         9   13
../datasets_2/cocomo81.arff  R2 Score                  -0.14115       9   13
../datasets_2/cocomo81.arff  MAE                      343.456         9   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   14
../datasets_2/cocomo81.arff  RMSE                     633.946         9   14
../datasets_2/cocomo81.arff  R2 Score                  -0.300505      9   14
../datasets_2/cocomo81.arff  MAE                      325.02          9   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   15
../datasets_2/cocomo81.arff  RMSE                     601.642         9   15
../datasets_2/cocomo81.arff  R2 Score                  -0.171344      9   15
../datasets_2/cocomo81.arff  MAE                      349.77          9   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         9   16
../datasets_2/cocomo81.arff  RMSE                     633.993         9   16
../datasets_2/cocomo81.arff  R2 Score                  -0.300699      9   16
../datasets_2/cocomo81.arff  MAE                      335.27          9   17
../datasets_2/cocomo81.arff  Median Absolute Error    118             9   17
../datasets_2/cocomo81.arff  RMSE                     619.669         9   17
../datasets_2/cocomo81.arff  R2 Score                  -0.242589      9   17
../datasets_2/cocomo81.arff  MAE                      335.27          9   18
../datasets_2/cocomo81.arff  Median Absolute Error    118             9   18
../datasets_2/cocomo81.arff  RMSE                     619.669         9   18
../datasets_2/cocomo81.arff  R2 Score                  -0.242589      9   18
../datasets_2/cocomo81.arff  MAE                      317.615         9   19
../datasets_2/cocomo81.arff  Median Absolute Error    118             9   19
../datasets_2/cocomo81.arff  RMSE                     601.468         9   19
../datasets_2/cocomo81.arff  R2 Score                  -0.170665      9   19
../datasets_2/cocomo81.arff  MAE                      352.519         9   20
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          9   20
../datasets_2/cocomo81.arff  RMSE                     631.128         9   20
../datasets_2/cocomo81.arff  R2 Score                  -0.28897       9   20
../datasets_2/cocomo81.arff  MAE                      323.932        10   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148       10   11
../datasets_2/cocomo81.arff  RMSE                     607.816        10   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509     10   11
../datasets_2/cocomo81.arff  MAE                      342.333        10   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   12
../datasets_2/cocomo81.arff  RMSE                     615.725        10   12
../datasets_2/cocomo81.arff  R2 Score                  -0.226824     10   12
../datasets_2/cocomo81.arff  MAE                      333.443        10   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   13
../datasets_2/cocomo81.arff  RMSE                     605.763        10   13
../datasets_2/cocomo81.arff  R2 Score                  -0.187446     10   13
../datasets_2/cocomo81.arff  MAE                      325.02         10   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   14
../datasets_2/cocomo81.arff  RMSE                     601.642        10   14
../datasets_2/cocomo81.arff  R2 Score                  -0.171344     10   14
../datasets_2/cocomo81.arff  MAE                      360.712        10   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   15
../datasets_2/cocomo81.arff  RMSE                     642.217        10   15
../datasets_2/cocomo81.arff  R2 Score                  -0.334662     10   15
../datasets_2/cocomo81.arff  MAE                      291.347        10   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667        10   16
../datasets_2/cocomo81.arff  RMSE                     582.402        10   16
../datasets_2/cocomo81.arff  R2 Score                  -0.0976246    10   16
../datasets_2/cocomo81.arff  MAE                      327.731        10   17
../datasets_2/cocomo81.arff  Median Absolute Error     61.25         10   17
../datasets_2/cocomo81.arff  RMSE                     617.508        10   17
../datasets_2/cocomo81.arff  R2 Score                  -0.233938     10   17
../datasets_2/cocomo81.arff  MAE                      297.52         10   18
../datasets_2/cocomo81.arff  Median Absolute Error     61.25         10   18
