Entities,PointsAdjust,Generated_Var_3,Effort
0.1817796,0.1146649,0.20666693,0.10415621
0.19912748,0.15882416,0.3569352,0.21134868
0.41837013,0.24575837,0.46525574,0.29271227
0.32654163,0.3150658,0.51701653,0.2876648
0.4845952,0.294714,0.53085876,0.3015415
0.5804781,0.35756612,0.56503546,0.41415077
0.36978084,0.30250478,0.55775857,0.5361659
0.39733362,0.27366018,0.4621234,0.19360751
0.69923717,0.5271135,0.638152,0.5997051
0.30473816,0.33274838,0.45719108,0.39951003
0.4881523,0.29061452,0.4616562,0.26503277
0.36762387,0.2524854,0.40664357,0.16959003
0.81099796,0.6865613,0.7608522,0.724165
0.45332372,0.28963774,0.48716408,0.2316334
0.3340817,0.20438543,0.3909369,0.15863407
0.24327697,0.16773117,0.16026658,0.21534488
0.64189035,0.5262798,0.63982856,0.49884772
0.2495108,0.21354835,0.3959825,0.15433821
0.561177,0.39568728,0.517414,0.38769248
0.504884,0.39866063,0.5582166,0.35157472
0.38894945,0.2630899,0.44988587,0.3767096
0.26402432,0.31895155,0.45899922,0.27691665
0.55590564,0.41180712,0.58226025,0.4237973
0.3912316,0.22281411,0.4419327,0.21762529
0.6514903,0.49490467,0.63601303,0.5728857
0.2609917,0.20603177,0.3802325,0.15173328
0.2979483,0.2424621,0.2774524,0.25858352
0.5952841,0.4073341,0.64099765,0.6027499
0.48258057,0.46602476,0.55785334,0.2818187
0.5255933,0.37820426,0.48127928,0.4014426
0.39263383,0.21727507,0.45933992,0.19855508
0.41375443,0.324758,0.47548154,0.30465087
0.4087111,0.2695129,0.46919307,0.37882614
0.33114043,0.24892887,0.38000035,0.3369481
0.5023878,0.48918113,0.60784674,0.26672035
0.59481394,0.38646904,0.5297422,0.45251748
0.36437282,0.2590488,0.4728697,0.24796796
0.3283881,0.3719116,0.48163795,0.07888277
0.32226503,0.29624754,0.45110676,0.2872486
0.1691311,0.14319634,0.24320285,0.1198098
0.26584274,0.20685136,0.31859654,0.18620983
0.19711971,0.24369927,0.2847699,0.27635407
0.42848524,0.2330817,0.4369613,0.281121
0.0,0.15445553,0.2363124,0.10340441
0.3454538,0.25632203,0.40626842,0.24999198
0.5660583,0.44048366,0.60248923,0.62079555
0.8730565,0.843262,0.85057926,0.8497379
0.1885348,0.16573727,0.21580419,0.18848768
0.6954931,0.6899369,0.7472334,0.56368744
0.44418758,0.24275789,0.4631385,0.20555314
0.46130085,0.29328513,0.4756332,0.23480073
0.4270722,0.24727811,0.45415246,0.3404684
0.3954362,0.20844626,0.36759105,0.22316709
0.5559859,0.39724407,0.5409087,0.44765612
0.38496226,0.22527403,0.38826945,0.21519586
0.3093266,0.17597495,0.31298932,0.16646625
0.49936888,0.2564755,0.4467342,0.26939583
0.1549555,0.15907067,0.25227827,0.1812999
0.28583062,0.230759,0.39276308,0.21113302
0.26198804,0.21287745,0.26574045,0.07239242
0.5044979,0.4074492,0.5620247,0.29336977
0.45715916,0.27345693,0.45706844,0.2463462
0.44474715,0.27445638,0.49797186,0.3881858
0.33070582,0.22373313,0.3594828,0.20417139
0.20040432,0.20416866,0.37342417,0.096184626
0.41070518,0.24217337,0.45046204,0.17579019
0.35767138,0.21085049,0.4316273,0.28050998
0.5084394,0.35131562,0.5533025,0.29657415
0.48361063,0.28814256,0.48120582,0.26948234
0.380464,0.2535638,0.39199603,0.19031742
0.75430113,0.62241715,0.70087993,0.67681134
0.54685384,0.38986728,0.58470905,0.48337686
0.33786592,0.20978367,0.37800553,0.16177508
0.43913567,0.35856885,0.5079144,0.19799943
0.4656708,0.3054776,0.47755426,0.25795114
0.3903697,0.28970486,0.48099524,0.25018433
0.71920663,0.6290339,0.7368226,0.60636336
0.3855491,0.19030684,0.3247175,0.22191851
0.32845193,0.18232644,0.3187856,0.15685487
0.5523163,0.41512406,0.586094,0.331926
