AFP,Input,Output,Enquiry,File,Interface,Added,Changed,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_3,Resource_4,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_5,Generated_Var_9,Generated_Var_10,Generated_Var_11,Effort
1710.0,932.0,521.0,233.0,214.0,0.0,1900.0,0.0,7.7,6.9,7.7,6.9,21.0,13130.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,13130
128.0,49.0,15.0,25.0,31.0,0.0,120.0,0.0,12.8,13.7,14.8,15.8,2.0,1890.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1644
174.0,21.0,7.0,30.0,50.0,32.0,140.0,0.0,77.7,96.6,77.7,96.6,8.0,13528.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,13528
70.0,28.0,4.0,15.0,21.0,0.0,39.0,29.0,8.8,9.1,10.6,10.9,5.0,743.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,617
379.0,159.0,29.0,57.0,119.0,15.0,379.0,0.0,6.3,6.3,6.3,6.3,7.0,2391.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2391
258.0,12.0,16.0,230.0,0.0,0.0,26.0,232.0,2.3,2.3,2.3,2.3,5.0,605.0,0.0,0.0,0.0,6.173799,6.3902445,-9.414332,2.7587266,3.766443,-3.4925027,-2.4848557,605
129.0,33.0,0.0,39.0,24.0,25.0,121.0,0.0,16.0,17.1,18.4,19.6,4.0,2372.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2064
856.0,349.0,194.0,74.0,84.0,155.0,856.0,0.0,3.0,3.0,3.0,3.0,12.0,2551.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2551
127.0,56.0,14.0,10.0,39.0,0.0,25.0,94.0,13.1,14.0,15.8,16.9,7.0,2010.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1668
381.0,119.0,107.0,9.0,28.0,65.0,137.0,191.0,4.8,5.5,4.8,5.5,19.0,1817.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1817
234.0,117.0,19.0,93.0,0.0,5.0,231.0,3.0,21.8,21.8,21.8,21.8,10.0,5103.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,5103
215.0,58.0,62.0,46.0,51.0,0.0,82.0,135.0,13.2,13.1,15.9,15.7,8.0,3417.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2836
1406.0,541.0,70.0,290.0,335.0,90.0,1326.0,0.0,10.6,11.3,10.5,11.1,1.0,14698.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,14938
85.0,21.0,67.0,3.0,0.0,15.0,22.0,59.0,12.3,9.9,12.3,9.9,13.0,1049.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1049
59.0,10.0,32.0,3.0,21.0,5.0,71.0,0.0,18.0,14.9,21.7,18.0,10.0,1278.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1061
358.0,139.0,0.0,89.0,70.0,40.0,338.0,0.0,38.9,41.2,46.8,49.6,9.0,16770.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,13919
73.0,40.0,0.0,12.0,10.0,0.0,0.0,62.0,50.3,59.3,60.7,71.4,7.0,4428.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3675
597.0,189.0,96.0,78.0,239.0,7.0,609.0,0.0,4.3,4.2,4.3,4.2,6.0,2542.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2542
276.0,90.0,120.0,34.0,14.0,0.0,101.0,139.0,8.1,8.7,8.1,8.7,2.0,2244.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2244
728.0,181.0,165.0,15.0,84.0,167.0,330.0,27.0,11.1,13.1,13.3,15.8,4.0,9694.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,8046
59.0,0.0,55.0,0.0,0.0,0.0,11.0,11.0,83.8,89.9,101.0,108.3,6.0,5958.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4945
98.0,36.0,32.0,9.0,17.0,0.0,45.0,42.0,13.4,14.0,16.1,16.8,11.0,1582.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1313
756.0,452.0,66.0,127.0,84.0,5.0,302.0,320.0,4.3,4.4,4.3,4.4,7.0,3214.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3214
155.0,120.0,34.0,0.0,0.0,0.0,47.0,107.0,3.1,3.1,3.8,3.8,10.0,582.0,1.0,0.0,0.0,2.7887175,1.3437753,-4.11248,2.2410321,0.4870835,-1.6385183,-0.4925909,483
544.0,125.0,104.0,107.0,133.0,0.0,107.0,362.0,4.2,4.9,5.1,5.9,4.0,2778.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2306
813.0,27.0,677.0,34.0,0.0,100.0,18.0,820.0,2.0,1.9,2.0,1.9,9.0,1634.0,0.0,0.0,0.0,14.055691,6.531628,-21.853352,13.158025,2.517641,-9.248338,-2.9080658,1634
75.0,23.0,0.0,30.0,27.0,14.0,94.0,0.0,9.6,7.7,9.6,7.7,6.0,720.0,1.0,0.0,0.0,0.24480507,0.15089461,-0.21310282,-0.20345238,0.060452342,0.08962374,-0.08247162,720
112.0,85.0,4.0,16.0,14.0,0.0,119.0,0.0,9.6,9.0,9.6,9.0,13.0,1073.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1073
211.0,73.0,32.0,79.0,22.0,5.0,111.0,100.0,16.9,16.9,16.9,16.9,13.0,3566.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3566
895.0,222.0,271.0,222.0,63.0,0.0,778.0,0.0,0.9,1.0,0.9,1.0,7.0,780.0,1.0,0.0,0.0,15.304881,26.826883,-28.792925,17.405062,1.3218646,-12.525635,-1.8657706,780
74.0,18.0,7.0,37.0,7.0,5.0,74.0,0.0,54.0,54.0,54.0,54.0,14.0,3995.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3995
3331.0,1049.0,519.0,399.0,595.0,360.0,2922.0,0.0,14.7,16.8,14.7,16.8,42.0,49034.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,49034
64.0,15.0,18.0,9.0,15.0,5.0,12.0,39.0,6.1,6.3,7.4,7.6,6.0,472.0,1.0,0.0,0.0,1.7392361,1.5266787,-2.4971766,0.837727,0.3631996,-0.98526394,-0.3238464,392
1402.0,328.0,804.0,187.0,49.0,63.0,1431.0,0.0,12.6,12.3,12.3,12.0,23.0,17219.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,17607
337.0,128.0,21.0,86.0,77.0,25.0,337.0,0.0,1.8,1.8,1.9,1.9,8.0,657.0,1.0,0.0,0.0,7.044536,6.0830894,-10.574784,5.162174,1.6004721,-3.8693879,-1.5591779,591
73.0,0.0,0.0,67.0,0.0,10.0,39.0,38.0,11.1,10.5,13.4,12.7,6.0,978.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,812
64.0,12.0,28.0,17.0,7.0,0.0,47.0,17.0,8.8,8.8,10.6,10.6,12.0,680.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,564
1703.0,186.0,463.0,0.0,516.0,316.0,1481.0,0.0,5.0,5.8,5.0,5.8,8.0,8549.0,0.0,1.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,8549
151.0,41.0,21.0,29.0,41.0,19.0,151.0,0.0,2.6,2.6,2.9,2.9,3.0,434.0,1.0,0.0,0.0,3.1311827,2.0678635,-4.712998,2.3406863,0.50647587,-1.9588081,-0.5949827,391
66.0,27.0,14.0,6.0,17.0,0.0,42.0,22.0,27.5,28.4,33.2,34.2,2.0,2189.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1817
70.0,24.0,0.0,3.0,42.0,5.0,74.0,0.0,7.7,7.3,9.4,8.9,3.0,659.0,0.0,0.0,0.0,0.38964218,0.2886535,-0.38722074,-0.08634071,0.11108908,0.025941797,0.011579625,540
754.0,301.0,130.0,204.0,90.0,0.0,213.0,512.0,9.9,10.3,11.9,12.4,8.0,8967.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,7443
325.0,106.0,49.0,31.0,80.0,12.0,136.0,142.0,26.7,31.2,32.1,37.5,6.0,10437.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,8663
168.0,84.0,7.0,45.0,40.0,22.0,198.0,0.0,27.5,23.3,27.5,23.3,12.0,4622.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4622
226.0,99.0,50.0,43.0,63.0,5.0,260.0,0.0,4.0,3.5,4.0,3.5,7.0,915.0,0.0,0.0,1.0,0.55989254,0.31144452,-0.61161834,0.08472538,0.10717557,-0.12619942,-0.007475853,915
335.0,83.0,71.0,71.0,111.0,17.0,353.0,0.0,75.8,72.0,75.8,72.0,12.0,25401.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,25401
76.0,21.0,51.0,3.0,0.0,0.0,63.0,12.0,7.5,7.6,9.0,9.1,5.0,686.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,569
221.0,31.0,133.0,0.0,45.0,5.0,53.0,161.0,6.8,7.1,8.2,8.5,4.0,1822.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1512
1010.0,213.0,224.0,111.0,212.0,75.0,758.0,77.0,5.0,6.1,5.0,6.1,11.0,5053.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,5053
116.0,46.0,12.0,22.0,35.0,15.0,130.0,0.0,16.7,14.9,16.7,14.9,10.0,1939.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1939
39.0,25.0,0.0,3.0,14.0,0.0,11.0,31.0,2.9,2.7,2.9,2.7,1.0,114.0,0.0,0.0,0.0,6.441854,7.3442173,-9.214354,4.725581,2.9461648,-7.5683613,-2.1828544,114
170.0,75.0,12.0,23.0,39.0,0.0,108.0,41.0,9.0,10.3,9.0,10.3,8.0,1532.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1532
179.0,85.0,0.0,49.0,59.0,0.0,193.0,0.0,26.4,24.5,31.8,29.5,4.0,5690.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4723
166.0,126.0,0.0,38.0,0.0,0.0,0.0,164.0,17.9,18.1,21.6,21.8,13.0,3580.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2971
354.0,48.0,34.0,174.0,73.0,25.0,354.0,0.0,16.5,16.5,16.5,16.5,10.0,5841.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,5841
615.0,546.0,0.0,74.0,7.0,0.0,627.0,0.0,1.5,1.5,1.5,1.5,8.0,941.0,0.0,0.0,0.0,13.905403,24.461164,-20.751957,9.842518,10.050058,-5.679825,-10.845569,941
126.0,46.0,7.0,18.0,49.0,15.0,135.0,0.0,8.2,7.7,8.2,7.7,8.0,1035.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1035
1390.0,379.0,377.0,133.0,182.0,170.0,1241.0,0.0,4.0,4.5,4.0,4.5,13.0,5597.0,0.0,1.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,5597
129.0,30.0,59.0,10.0,39.0,0.0,94.0,44.0,23.2,21.7,27.9,26.1,8.0,3600.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2988
203.0,35.0,48.0,6.0,14.0,100.0,203.0,0.0,15.9,15.9,15.9,15.9,5.0,3219.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3219
758.0,116.0,312.0,132.0,30.0,58.0,648.0,0.0,6.1,7.1,6.1,7.1,15.0,4630.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4630
558.0,92.0,116.0,57.0,196.0,0.0,461.0,0.0,7.4,8.9,7.4,8.9,6.0,4112.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4112
25.0,14.0,0.0,4.0,7.0,0.0,22.0,0.0,23.2,23.2,23.2,23.2,6.0,580.0,1.0,0.0,0.0,0.25000116,-0.0040989276,-0.0682595,-1.0296841,0.22272547,-0.11410213,-1.223582,580
850.0,94.0,348.0,205.0,45.0,74.0,320.0,446.0,12.9,14.3,15.5,17.2,5.0,13183.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,10942
235.0,78.0,10.0,123.0,68.0,0.0,13.0,82.0,4.0,3.4,4.8,4.0,9.0,1129.0,1.0,0.0,0.0,1.8546793,0.9137,-2.6417527,1.336008,0.31874943,-1.0076604,-0.29234675,937
58.0,15.0,0.0,19.0,22.0,0.0,26.0,30.0,43.4,44.9,52.2,54.1,8.0,3030.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2515
316.0,14.0,118.0,14.0,155.0,0.0,139.0,151.0,8.2,8.6,8.2,8.6,8.0,2600.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2600
7633.0,1240.0,2455.0,135.0,1732.0,1572.0,1376.0,5193.0,3.3,3.5,3.3,3.5,19.0,25217.0,0.0,0.0,0.0,22.32515,10.339277,-34.874363,21.17061,4.0079803,-14.833607,-4.680917,25217
119.0,0.0,118.0,0.0,0.0,0.0,95.0,19.0,1.5,1.5,1.8,1.8,2.0,212.0,1.0,0.0,0.0,6.961353,8.3613205,-8.322077,2.0524569,3.4838328,-4.1401663,-1.9834796,176
55.0,12.0,17.0,6.0,14.0,10.0,59.0,0.0,6.2,5.8,7.5,7.0,3.0,411.0,1.0,0.0,0.0,3.0057118,3.5460103,-3.3150933,0.2648319,1.5160195,-1.254782,-0.9781005,341
1644.0,240.0,858.0,177.0,91.0,115.0,1481.0,0.0,9.9,11.0,9.9,11.0,38.0,16357.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,16357
1193.0,196.0,667.0,149.0,115.0,54.0,516.0,485.0,2.5,2.5,3.0,3.1,12.0,3622.0,1.0,0.0,0.0,6.5434594,3.0726378,-10.02466,5.879142,1.1637712,-4.174506,-1.2975535,3006
605.0,155.0,231.0,91.0,105.0,0.0,582.0,0.0,2.8,2.9,3.4,3.5,8.0,2041.0,1.0,0.0,0.0,0.62311333,0.7340189,-0.8026718,0.06699989,0.08915654,-0.3082618,0.40047106,1694
389.0,120.0,94.0,77.0,63.0,10.0,198.0,166.0,2.9,3.1,2.9,3.1,6.0,1134.0,0.0,0.0,0.0,3.835713,1.825862,-5.7610693,3.255505,0.67577523,-2.345669,-0.71705127,1134
132.0,56.0,0.0,27.0,38.0,7.0,128.0,0.0,9.0,9.3,10.8,11.2,8.0,1429.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1186
132.0,30.0,50.0,22.0,24.0,0.0,39.0,27.0,10.5,11.0,12.6,13.2,9.0,1666.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1383
286.0,94.0,36.0,44.0,38.0,55.0,267.0,0.0,6.0,6.5,6.0,6.5,6.0,1727.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1727
305.0,73.0,87.0,39.0,63.0,10.0,272.0,0.0,14.8,16.6,14.8,16.6,7.0,4504.0,0.0,1.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4504
268.0,73.0,105.0,0.0,70.0,0.0,248.0,0.0,17.9,19.4,20.6,22.2,8.0,5517.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4800
110.0,36.0,15.0,0.0,49.0,10.0,110.0,0.0,23.2,23.2,23.2,23.2,24.0,2553.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2553
3963.0,1184.0,616.0,952.0,1091.0,42.0,3885.0,0.0,4.3,4.4,4.3,4.4,11.0,16921.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,16921
397.0,83.0,252.0,16.0,58.0,0.0,409.0,0.0,18.8,18.2,22.6,22.0,7.0,8987.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,7459
254.0,90.0,39.0,3.0,117.0,0.0,119.0,100.0,15.3,15.6,15.3,15.6,11.0,3877.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3877
134.0,73.0,0.0,22.0,14.0,0.0,33.0,76.0,15.6,19.2,18.8,23.1,8.0,2516.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2088
266.0,101.0,70.0,26.0,56.0,5.0,258.0,0.0,17.7,18.2,21.3,21.9,8.0,5657.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,4695
237.0,114.0,11.0,44.0,42.0,0.0,181.0,30.0,13.5,15.2,16.3,18.3,9.0,3857.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3201
1243.0,555.0,15.0,245.0,394.0,10.0,1219.0,0.0,9.2,9.4,11.1,11.4,9.0,13843.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,11490
666.0,138.0,233.0,124.0,105.0,5.0,605.0,0.0,1.1,1.2,1.1,1.2,13.0,752.0,1.0,0.0,0.0,14.525679,17.647017,-22.463558,12.079052,3.2231374,-9.288712,-2.3993587,752
1810.0,349.0,423.0,377.0,457.0,10.0,1616.0,0.0,16.2,18.2,16.2,18.2,35.0,29399.0,0.0,1.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,29399
88.0,56.0,7.0,15.0,7.0,0.0,9.0,76.0,26.1,27.0,31.5,32.6,6.0,2770.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2299
62.0,19.0,8.0,9.0,15.0,0.0,51.0,0.0,14.2,17.3,15.3,18.6,5.0,949.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,883
305.0,59.0,102.0,19.0,60.0,21.0,138.0,123.0,28.5,33.3,34.4,40.2,10.0,10484.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,8702
349.0,107.0,93.0,97.0,52.0,0.0,286.0,63.0,10.6,10.6,10.6,10.6,8.0,3703.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3703
156.0,0.0,133.0,0.0,10.0,0.0,143.0,0.0,4.5,4.9,5.4,5.9,4.0,849.0,1.0,0.0,0.0,0.7286089,0.39520338,-0.86865216,0.24491595,0.11580649,-0.24710172,-0.050933503,705
100.0,24.0,76.0,3.0,7.0,0.0,40.0,70.0,14.3,13.0,14.3,13.0,15.0,1434.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1434
222.0,20.0,5.0,93.0,73.0,0.0,47.0,144.0,11.0,12.8,13.3,15.5,4.0,2952.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2450
506.0,54.0,161.0,43.0,173.0,80.0,511.0,0.0,6.9,6.8,6.9,6.8,9.0,3500.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3500
123.0,28.0,0.0,47.0,15.0,25.0,115.0,0.0,15.4,16.5,17.7,18.9,3.0,2179.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1896
252.0,0.0,109.0,143.0,0.0,0.0,109.0,143.0,27.1,27.1,27.1,27.1,11.0,6821.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,6821
258.0,186.0,40.0,19.0,10.0,0.0,0.0,255.0,5.4,5.5,6.5,6.6,4.0,1678.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1393
166.0,67.0,88.0,6.0,0.0,0.0,37.0,120.0,15.7,16.2,18.9,19.5,7.0,3137.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2604
181.0,45.0,39.0,38.0,42.0,5.0,169.0,0.0,20.1,21.5,22.6,24.2,10.0,4088.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3638
284.0,99.0,112.0,26.0,28.0,0.0,220.0,27.0,11.4,12.2,11.4,12.2,4.0,3234.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,3234
52.0,0.0,60.0,0.0,0.0,0.0,0.0,55.0,4.8,4.2,5.8,5.1,3.0,304.0,1.0,0.0,0.0,5.8019257,6.749642,-7.1734385,2.1935737,2.8174455,-4.336723,-1.5147247,252
102.0,72.0,0.0,18.0,0.0,7.0,0.0,97.0,10.1,10.6,12.1,12.8,3.0,1239.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1028
58.0,26.0,29.0,3.0,0.0,0.0,22.0,36.0,11.9,11.9,14.4,14.4,5.0,833.0,1.0,0.0,0.0,0.29043376,0.118490174,-0.23671505,-0.13587129,0.13897817,0.11687613,-0.022705443,691
1196.0,626.0,108.0,56.0,413.0,5.0,1208.0,0.0,6.5,6.5,6.5,6.5,15.0,7824.0,0.0,0.0,1.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,7824
38.0,30.0,0.0,8.0,0.0,0.0,32.0,0.0,6.5,6.5,6.5,6.5,4.0,247.0,1.0,0.0,0.0,5.127948,8.200626,-6.7923913,1.104341,3.611364,-4.72994,-1.3292776,247
84.0,33.0,0.0,21.0,27.0,0.0,61.0,20.0,32.6,33.8,39.3,40.7,10.0,3299.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2738
73.0,18.0,14.0,8.0,44.0,0.0,40.0,44.0,15.4,13.3,18.5,16.1,6.0,1351.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1121
449.0,352.0,12.0,12.0,52.0,0.0,0.0,428.0,35.7,37.5,43.0,45.2,8.0,19328.0,1.0,0.0,0.0,0.16607684,-0.086697,-0.37553418,0.0051149335,-0.142168,-0.0039770454,-0.18228176,16042
551.0,188.0,116.0,52.0,114.0,5.0,223.0,231.0,4.4,5.1,5.3,6.2,13.0,2934.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,2435
194.0,48.0,47.0,28.0,27.0,35.0,185.0,0.0,7.4,7.8,7.4,7.8,8.0,1440.0,0.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1440
185.0,36.0,14.0,50.0,32.0,10.0,142.0,0.0,34.7,45.2,34.7,45.2,16.0,6416.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,6416
134.0,43.0,0.0,77.0,36.0,0.0,156.0,0.0,9.1,7.8,10.9,9.4,5.0,1461.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1213
1241.0,575.0,45.0,319.0,301.0,0.0,1240.0,0.0,8.2,8.2,8.2,8.2,15.0,10222.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,10222
99.0,81.0,0.0,3.0,15.0,0.0,6.0,93.0,2.4,2.4,2.4,2.4,3.0,241.0,1.0,0.0,0.0,8.047245,7.1667657,-11.138911,6.623751,3.7502775,-8.996927,-1.442392,241
1285.0,685.0,67.0,133.0,620.0,7.0,1512.0,0.0,0.9,0.8,0.9,0.8,16.5,1200.0,1.0,0.0,0.0,28.21054,27.033173,-58.875786,39.70927,-11.63244,-30.664278,1.6283473,1200
466.0,164.0,212.0,12.0,66.0,7.0,461.0,0.0,3.7,3.7,4.4,4.5,10.0,2058.0,1.0,0.0,0.0,0.3393224,0.05999869,-0.23620301,-0.114187606,0.23382954,0.15960735,0.029847588,1708
