nlan,t11,t13,t15,MI_size_D_duration_D,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_app,effort_D
0.59639525,0.3714909,0.7560721,0.6538047,0.12809007,0.32449615,0.17541033,0.22329976,0.038157016,0.10281673
0.55494833,0.21525632,0.80454534,0.7558194,0.007989932,0.09838839,0.01502569,0.014090131,-0.1508617,0.07999509
0.64514434,0.39453274,0.8136252,0.69402647,0.17437492,0.30123737,0.21857397,0.26599792,0.048759356,0.12064935
0.5132339,0.30360752,0.82866734,0.7349553,0.109444745,0.30280373,0.18543395,0.17017639,-0.023657374,0.10329461
0.42279348,0.14759505,0.73374426,0.6747031,-0.02245249,0.061170004,-0.009491973,-0.004264176,-0.1615781,0.062204383
0.5826139,0.2613517,0.77975947,0.72995305,0.045807768,0.13616633,0.04963512,0.058450848,-0.10704668,0.076295316
1.0470849,0.8459239,1.3903923,0.9587975,0.5221343,0.89805317,0.6517887,0.7569387,0.40280712,0.30962217
0.671087,0.4107805,0.77417415,0.7004326,0.19640248,0.26892173,0.19134578,0.24685825,0.017118815,0.15764514
0.5583215,0.32779825,1.2760265,0.93658763,0.10297249,0.63478845,0.2848138,0.32310396,0.06646785,0.1761597
0.6186213,0.27881646,0.9283091,0.75299066,0.12144603,0.2612011,0.14869896,0.18428148,0.002502868,0.14791167
0.5893494,0.32558018,0.70255697,0.69584304,0.08722649,0.11675959,0.046165213,0.092380404,-0.10788645,0.09066324
0.86466163,0.59454954,1.1144075,0.8218861,0.35349956,0.6020918,0.44451684,0.48674244,0.19547357,0.23981315
1.7686332,1.4561404,2.2738228,1.5182867,0.8920769,1.6108737,1.1821737,1.3522158,0.7980177,0.54770225
0.782255,0.5661699,0.8712478,0.7723533,0.260087,0.3887294,0.26663235,0.34848264,0.11050594,0.17153813
0.5899211,0.33356762,0.7127643,0.69172174,0.12903391,0.1390705,0.09185265,0.13615833,-0.0883829,0.13184088
0.6574737,0.39450473,0.78175145,0.71954715,0.13253014,0.22156425,0.15770353,0.17582224,-0.08199692,0.10902773
0.52708864,0.32376623,1.1444678,0.85717297,0.09113898,0.54563123,0.2555691,0.28571522,0.06145221,0.15044065
0.42557895,0.18823077,0.8746188,0.71128845,0.03284352,0.22021681,0.0872093,0.078849494,-0.0854071,0.08805258
0.5768438,0.31040186,0.7140069,0.67189705,0.0882181,0.13962209,0.056370925,0.10038774,-0.089053884,0.07904272
0.4654675,0.219638,0.81679314,0.70870984,0.053192917,0.14149833,0.063796714,0.059069745,-0.11848365,0.11271882
0.6314297,0.35774457,0.685073,0.70234376,0.10849388,0.14734028,0.0612236,0.1235874,-0.07715291,0.08241305
0.44293335,0.25416273,0.7042686,0.6323465,0.061308336,0.20879747,0.10153593,0.11226325,-0.03873645,0.075760156
0.49591103,0.2909673,0.69713587,0.6375205,0.097756036,0.18211858,0.09451954,0.11660746,-0.056924805,0.09074946
0.5087427,0.36587942,0.85349727,0.6924763,0.10261193,0.4092305,0.25339907,0.29759195,0.092298426,0.12648493
1.2483435,0.933671,1.5767279,1.0985265,0.574211,0.979281,0.71264076,0.83958596,0.34914535,0.35221878
0.41008705,0.18269539,0.71378356,0.6336744,0.0036955853,0.12739182,0.03928633,0.044607088,-0.096867405,0.0607505
1.1575651,0.9202419,1.5543246,1.040616,0.5541372,1.0136158,0.7556296,0.84905654,0.42946088,0.3405615
0.45709747,0.27917972,0.7531885,0.64207613,0.07611814,0.2754908,0.15385275,0.16301347,-0.00053818524,0.08274481
1.2047863,0.9817975,1.5621982,1.0656624,0.5882669,1.0511883,0.76794827,0.87422174,0.48194492,0.36678067
0.54368615,0.26401642,0.7169705,0.6948153,0.058552723,0.12243999,0.049399022,0.070664376,-0.12334782,0.076031394
0.54766303,0.26551825,0.7151741,0.6905625,0.04833141,0.10913724,0.029486697,0.059154227,-0.11662109,0.07113655
0.6044489,0.3260607,0.7704059,0.72142136,0.09631418,0.16638851,0.08515304,0.13221441,-0.11543836,0.106128275
0.6116101,0.31020182,0.8474,0.7502628,0.082766496,0.16140564,0.097741544,0.1214197,-0.15051548,0.10844755
0.5758369,0.31496954,0.68515843,0.69023716,0.07726488,0.10235148,0.033311777,0.07723287,-0.1041158,0.08685946
0.5352069,0.27559406,0.69950914,0.68270344,0.05431456,0.09194628,0.022860268,0.05823165,-0.11688629,0.08201688
0.39366043,0.23074543,0.8022533,0.66883105,0.04757444,0.27928025,0.1287236,0.1375895,-0.017349865,0.093366444
0.87993175,0.6755477,1.1399131,0.84436786,0.4128076,0.6761664,0.48642704,0.57858175,0.2840584,0.24608839
0.41685784,0.25223374,0.84449,0.6624147,0.06386822,0.33979693,0.16474569,0.19259912,0.016313948,0.08436929
0.6245544,0.3523265,0.6841476,0.6915402,0.10468096,0.1476404,0.06586029,0.12531102,-0.0699348,0.08805528
1.2300844,0.9677508,1.4672985,1.0973505,0.56933254,0.95076454,0.681773,0.82675266,0.4553405,0.3446517
